year,étaient_VERB égaux_ADJ,étaient_VERB légaux_ADJ
1985,8.481936930593292e-08,4.210890747202711e-09
1986,7.553051517561471e-08,4.196139880008332e-09
1987,7.516304378896166e-08,3.0554083707556856e-09
1988,9.894313990344017e-08,5.396898483667201e-09
1989,9.220045171787206e-08,3.841685636274406e-09
1990,7.628111120538961e-08,7.628111475810329e-09
1991,7.912978361446221e-08,3.5168792322792797e-09
1992,8.099618042933798e-08,3.856960972825618e-09
1993,6.75783340398084e-08,5.539207315052863e-09
1994,7.912390032061012e-08,4.747434001473039e-09
1995,6.886512693426994e-08,7.0491861237087505e-09
1996,6.138805730415697e-08,3.736664311304594e-09
1997,7.959524594980394e-08,3.835915585170824e-09
1998,6.866105906055964e-08,7.152193948201102e-09
1999,7.266619661550067e-08,2.285100553223174e-09
2000,6.538686392332238e-08,2.6508188977203417e-09
2001,6.834690680079802e-08,2.6287270138425356e-09
2002,8.543381824210883e-08,3.066854992184176e-09
2003,7.208776509060044e-08,2.5001538617175356e-09
2004,6.915522021699871e-08,4.404791198453495e-09
2005,8.106749049829887e-08,5.854874363109275e-09
2006,8.071064172554543e-08,7.000412693969338e-09
2007,8.747910129613956e-08,4.7933754743212376e-09
2008,7.195072981858175e-08,2.554463751636149e-09
2009,6.866197566068877e-08,6.198650481792356e-09
2010,7.699782855752346e-08,3.3066551718974324e-09
2011,6.500752647298214e-08,5.353560705856353e-09
2012,7.251058065094185e-08,3.4042526575461807e-09
2013,8.116354166531892e-08,6.414987652192394e-09
2014,7.405822799455564e-08,6.063246349441442e-09
2015,8.267826245855758e-08,3.768178213903184e-09
2016,8.616774493930279e-08,2.6927420293532123e-09
2017,7.395897227979731e-08,6.5405894034142875e-09
2018,8.260693107331463e-08,5.6792268665617485e-09
2019,7.448884531413569e-08,6.377469219387422e-09
