year,étaient_VERB égaux_ADJ,étaient_VERB légaux_ADJ
1800,7.231578535993322e-08,0.0
1801,7.619784270218588e-08,0.0
1802,1.1636768704192946e-07,0.0
1803,6.046051481689574e-08,0.0
1804,4.943701981119375e-08,0.0
1805,1.051864728651708e-07,2.842877711017877e-09
1806,1.2391177506287931e-07,2.881669125542885e-09
1807,6.547996633798903e-08,0.0
1808,1.0877155176558517e-07,0.0
1809,1.1521055398588942e-07,0.0
1810,2.0125089861267043e-07,0.0
1811,1.1281845502253418e-07,0.0
1812,1.8670458246106136e-07,0.0
1813,1.552900528167811e-07,0.0
1814,2.2970742463712668e-07,0.0
1815,2.1308066777692147e-07,0.0
1816,2.4798362119327066e-07,0.0
1817,2.16405396713526e-07,0.0
1818,1.81201897930805e-07,0.0
1819,2.898293871567148e-07,0.0
1820,1.7325062628970045e-07,0.0
1821,2.613294327602489e-07,3.94459531705138e-09
1822,2.747018754689634e-07,1.0025615893027862e-09
1823,2.193956447626988e-07,9.882686891060644e-10
1824,1.8947503122035414e-07,2.5263338088166165e-09
1825,1.8843648774691246e-07,5.283265824829186e-09
1826,1.8496767495435051e-07,1.76159691278599e-08
1827,1.8250200639613468e-07,0.0
1828,1.8894940012614825e-07,8.255071293206129e-09
1829,2.417635585061362e-07,8.57317605795771e-10
1830,2.859692926904245e-07,1.1480519646056564e-08
1831,2.104812892866903e-07,0.0
1832,2.63834408542607e-07,5.411987746839486e-09
1833,1.7954624809135566e-07,0.0
1834,2.5016544213940506e-07,0.0
1835,2.2613633632317942e-07,7.563087933704082e-10
1836,2.4530737618988496e-07,0.0
1837,2.344809217902366e-07,2.7831563720326358e-09
1838,2.2850025516163441e-07,2.5248647617104325e-09
1839,2.335152657906292e-07,1.3982950353153e-09
1840,2.834511576566001e-07,4.458782232319436e-09
1841,2.0417344614998e-07,6.420548537278137e-10
1842,2.455225001085637e-07,2.0124795163667386e-09
1843,2.6403893116366817e-07,1.1813822142769936e-09
1844,2.5851124973996775e-07,0.0
1845,2.70083035047719e-07,2.7901139176833567e-09
1846,1.7270778585043445e-07,7.025401593807601e-09
1847,2.2975132196734194e-07,1.6179670936367074e-09
1848,2.413566448922211e-07,1.6090443422100975e-09
1849,2.488686163815146e-07,8.379414939696517e-10
1850,2.1113777393111377e-07,2.0366988096043315e-09
1851,3.0763823133383994e-07,1.9348316282474798e-09
1852,2.194053791981787e-07,3.906327261660181e-09
1853,2.0782323417734005e-07,1.7915795513800958e-09
1854,2.057483072803734e-07,2.5978321716024766e-09
1855,1.8149725633520575e-07,0.0
1856,2.712847049224365e-07,0.0
1857,1.8354474207171734e-07,5.369659827891837e-09
1858,2.2364099550031824e-07,1.9574704079872163e-09
1859,2.0165006731076573e-07,2.036869339860914e-09
1860,2.2016254774825939e-07,0.0
1861,2.1174676589907904e-07,3.772770984511453e-09
1862,1.6942448155532475e-07,1.3553959066214816e-09
1863,2.0577837744895078e-07,4.994620828036034e-10
1864,1.4480077936696034e-07,1.4384183844029508e-09
1865,1.6803434732537426e-07,9.41368871743009e-10
1866,2.067885418455262e-07,1.4596839292835284e-09
1867,1.8537740231749922e-07,0.0
1868,1.8573926752196712e-07,1.975949626142892e-09
1869,2.4173419888029457e-07,2.441759683335931e-09
1870,1.4507143930586608e-07,5.734048791339319e-10
1871,1.1258448040507574e-07,7.434824311758348e-09
1872,1.554166146888747e-07,4.8378714367913744e-09
1873,2.160947616403064e-07,0.0
1874,1.7266620488953777e-07,3.5847653734322193e-09
1875,1.57914143983362e-07,6.293679799540541e-09
1876,1.6747461017985188e-07,0.0
1877,1.7503029425824934e-07,5.566334504436554e-09
1878,1.9023129027573304e-07,6.039088673581716e-10
1879,2.1932477523023408e-07,1.832797580370027e-09
1880,1.8162505455165956e-07,1.0268554007097919e-08
1881,1.331748933353083e-07,6.9725074602899895e-09
1882,1.6372247557683295e-07,6.655385131892899e-10
1883,1.5040026823953667e-07,3.791603475633565e-09
1884,1.855076874335282e-07,0.0
1885,1.1344318551209653e-07,7.090199094506033e-09
1886,1.3229600881459191e-07,1.936039106809062e-09
1887,1.8738013807251264e-07,2.6115698492645834e-09
1888,1.0969263541937835e-07,6.340614699951175e-09
1889,1.253027335224033e-07,1.2530273485467092e-09
1890,1.415747448163529e-07,1.9663159989136147e-09
1891,1.249347150178437e-07,8.286486163910922e-09
1892,1.3038506097018399e-07,9.402768341715273e-09
1893,9.237624709612646e-08,8.005941687372342e-09
1894,1.0523570637133162e-07,3.780923574225881e-09
1895,1.4203929765699286e-07,5.416753268150387e-09
1896,1.315037394533647e-07,2.948514543632541e-09
1897,1.2236098712037347e-07,6.992056267307589e-09
1898,1.2391797099553514e-07,6.7900258748920805e-09
1899,1.1497363061607757e-07,2.2110313580014918e-09
1900,1.344482711829187e-07,3.633737311048435e-09
1901,1.1009815636953135e-07,1.2854099118442264e-08
1902,9.820567470342212e-08,8.838511256215043e-09
1903,1.1394465104785922e-07,9.720396931811592e-09
1904,1.1286712719993375e-07,6.987012746151322e-09
1905,9.4957968599374e-08,1.0321517862621477e-08
1906,1.0185485166402941e-07,9.259531807970234e-09
1907,9.771402176284028e-08,4.6285588695127444e-09
1908,1.0068347933156474e-07,7.367083831866239e-09
1909,1.1442045888543362e-07,1.320236009405562e-08
1910,1.122271626741167e-07,3.206490406526541e-09
1911,1.2556083106574079e-07,2.6601871816467337e-09
1912,9.481146889811498e-08,1.0418842455450772e-09
1913,8.962052788774599e-08,3.181793939432964e-09
1914,1.0647822534792795e-07,3.3483718020477227e-09
1915,9.306801729280778e-08,8.246533234057551e-09
1916,7.69122365795738e-08,0.0
1917,1.1295416868506436e-07,0.0
1918,9.189101035644853e-08,2.2972752589112133e-09
1919,1.0496947311366966e-07,0.0
1920,9.238122800070414e-08,2.2716695191604686e-09
1921,9.163024117242458e-08,5.300923255902035e-09
1922,9.07486068513208e-08,3.6889677978990676e-09
1923,9.448194049355152e-08,8.492758496458919e-09
1924,1.0828964747133796e-07,2.578324886925998e-09
1925,1.0228305313830788e-07,6.598906754362588e-09
1926,1.0142986184291658e-07,2.229227691330493e-09
1927,9.588333682586381e-08,7.804457524684949e-09
1928,7.312666383541e-08,6.8556245125250825e-09
1929,6.461435475557664e-08,0.0
1930,1.0188495735974357e-07,0.0
1931,7.185374784057785e-08,6.843213995466613e-09
1932,9.644391951724174e-08,4.383814644626227e-09
1933,7.685343916818965e-08,0.0
1934,7.06913212411564e-08,7.188948103475923e-09
1935,5.984141893122796e-08,5.98414207075848e-09
1936,8.608547119592913e-08,4.849885826274658e-09
1937,8.310137644684801e-08,6.295559185076627e-09
1938,8.9459980756601e-08,3.8895642262559704e-09
1939,4.282334131744392e-08,4.588215141154706e-09
1940,1.0903866609623947e-07,2.5357829169792012e-09
1941,8.264207451702532e-08,0.0
1942,1.1226583751522412e-07,3.034211770724937e-09
1943,1.1322617154974068e-07,2.9032352077962287e-09
1944,1.5744612369417155e-07,6.4263723231761105e-09
1945,1.241747327185294e-07,2.178504043826024e-09
1946,1.252899437531596e-07,4.1763312808029696e-09
1947,1.0728783905733508e-07,0.0
1948,6.414413888933268e-08,2.174377566888097e-09
1949,8.4426268642801e-08,4.908504269707237e-09
1950,8.082874813908347e-08,2.1270722960764488e-09
1951,6.929911222641749e-08,1.0661401761424827e-09
1952,9.595771643944317e-08,7.381362632230548e-09
1953,9.157753311228589e-08,3.232148326759443e-09
1954,7.427127712844594e-08,3.9090144454689835e-09
1955,8.353190850129977e-08,2.815682353940474e-09
1956,9.506044307272532e-08,3.488456634670456e-09
1957,7.421432002274742e-08,3.534015080575159e-09
1958,9.761247099504544e-08,1.6544486891589827e-09
1959,1.007597205671118e-07,1.5501495642666896e-09
1960,8.581833554899276e-08,6.2287499602575735e-09
1961,9.31053349972899e-08,4.16889545107324e-09
1962,9.00557779459632e-08,1.9025869768540815e-09
1963,9.375776954811954e-08,3.2330267352165265e-09
1964,9.795189015449068e-08,3.041984220075733e-09
1965,1.0396882288432607e-07,4.924839203113152e-09
1966,9.250254606740782e-08,2.769537488234164e-09
1967,8.332266787647313e-08,3.944268467392931e-09
1968,9.791286714744274e-08,4.042274071025531e-09
1969,1.0037284425834514e-07,2.7250546263957176e-09
1970,9.05948809304391e-08,1.8394900047624674e-09
1971,8.992195432711014e-08,1.0276794970565106e-09
1972,6.771794147653054e-08,2.565073486948677e-09
1973,8.931390027555608e-08,2.7566018356850464e-09
1974,7.988311523376979e-08,2.2502286700643026e-09
1975,8.224531455880424e-08,4.569184142155791e-09
1976,9.313048821013581e-08,4.570821499072508e-09
1977,8.580101251709493e-08,4.7014254711541525e-09
1978,7.366332965830225e-08,5.346532105932056e-09
1979,6.963848164787123e-08,3.5111840102075575e-09
1980,6.65162644963857e-08,2.2740602734216964e-09
1981,7.337637697446553e-08,6.325549528618524e-10
1982,8.380128235785378e-08,1.8622506869903077e-09
1983,9.030902248241546e-08,5.052252838311233e-09
1984,7.712681338034599e-08,1.275781880138993e-08
