year,est_VERB à_ADP,est_VERB a_ADP,est_VERB là_ADV
1847,7.781612657709047e-05,1.3105533156476668e-06,6.279869467107346e-06
1848,8.649176743347198e-05,1.143226043609502e-06,7.821564395271707e-06
1849,8.691464609000832e-05,1.5284052352626532e-06,7.831401489966083e-06
1850,8.522634016117081e-05,1.3394688664902787e-06,7.579913926747395e-06
1851,8.128098852466792e-05,1.3576068695897447e-06,8.246252036769874e-06
1852,7.897877367213368e-05,1.462919563266496e-06,8.075029654719401e-06
1853,8.383278327528387e-05,1.3795162132623773e-06,8.10928668215638e-06
1854,8.199278090614825e-05,1.6381929839326403e-06,8.150958819896914e-06
1855,8.042132685659453e-05,1.3691897464696012e-06,8.419986443186644e-06
1856,8.219046867452562e-05,1.5205404579887727e-06,8.696124496054836e-06
1857,8.457848889520392e-05,1.466405308292451e-06,8.717398486624006e-06
1858,8.552971121389419e-05,1.3349947849405908e-06,9.22800518310396e-06
1859,8.333698497153819e-05,1.3300757331080604e-06,9.555463293509092e-06
1860,8.035475184442475e-05,1.29763169098851e-06,9.791054253582843e-06
1861,8.25524766696617e-05,1.2346392708195708e-06,9.732334547152277e-06
1862,8.597185660619289e-05,1.3404864844801523e-06,9.431748367205728e-06
1863,8.520323899574578e-05,1.3715228277533242e-06,1.064004118234152e-05
1864,8.606776100350544e-05,1.49595509668643e-06,1.07478617792367e-05
1865,8.571351645514369e-05,1.3847535669242461e-06,1.0652530363586266e-05
1866,8.616027480456978e-05,1.665985870147324e-06,1.0885349183809012e-05
1867,9.100088936975226e-05,1.4956364822182877e-06,1.1498736967041623e-05
1868,9.194785525323823e-05,1.3732849382108725e-06,1.0288275916536804e-05
1869,8.62341548781842e-05,1.5231695869033501e-06,1.0832622137968428e-05
1870,8.560247079003602e-05,1.6261761857094825e-06,1.0421633305668365e-05
1871,9.144090290647e-05,1.6345992293054223e-06,1.0373703844379634e-05
1872,8.848769357427955e-05,1.458618207550444e-06,1.1866089153045323e-05
1873,8.836480265017599e-05,1.4138942745489658e-06,1.0543149983277544e-05
1874,8.881674875738099e-05,1.3132191369891189e-06,9.988351848733146e-06
1875,9.01701205293648e-05,1.5436679632330197e-06,1.0884061339311302e-05
1876,9.331116598332301e-05,1.494574888738498e-06,1.076553417078685e-05
1877,9.176349703921005e-05,1.386635702260719e-06,1.0949598618026357e-05
1878,8.802636148175225e-05,1.4433421569037819e-06,1.1080519470851868e-05
1879,8.916621300159022e-05,1.5615435629001695e-06,1.170363429991994e-05
1880,8.579825953347608e-05,1.6500282455922388e-06,1.0373806617280934e-05
1881,9.151137055596337e-05,1.936265356050626e-06,1.1647573955997359e-05
1882,8.980909478850663e-05,1.7490352561821965e-06,1.1738768080249429e-05
1883,9.164305083686486e-05,2.0089178747184633e-06,1.1075905604229774e-05
1884,8.970187627710402e-05,2.049166802464697e-06,1.0969380127789918e-05
1885,8.966716995928437e-05,2.3429884805636902e-06,1.0008782737713773e-05
1886,8.884935232345015e-05,2.1696545502436493e-06,1.0686290806916077e-05
1887,8.956182864494622e-05,2.022660808620458e-06,1.0785783160827123e-05
1888,9.045204205904156e-05,1.982710223558115e-06,1.1210207048861776e-05
1889,9.406789467902854e-05,2.0443141934833875e-06,1.1637491297733504e-05
1890,9.168341057375073e-05,1.8575131690568014e-06,1.1053317393816542e-05
1891,9.441558358957991e-05,2.1742464184626442e-06,1.0565907359705307e-05
1892,9.490214142715558e-05,2.0541916043725905e-06,1.0589397788862698e-05
1893,9.321379184257239e-05,2.310021969265108e-06,1.0585702511889394e-05
1894,9.198483166983351e-05,2.1456741450265326e-06,1.0710095921240281e-05
1895,9.359547402709723e-05,2.3466578866759846e-06,1.0848552847164683e-05
1896,9.18768928386271e-05,2.217872520304809e-06,1.0238421964459121e-05
1897,9.623108780942857e-05,2.826538690214875e-06,1.055567463481566e-05
1898,9.676126501290128e-05,2.357270560082725e-06,1.0910440323641524e-05
1899,9.678347851149738e-05,2.350326361977295e-06,1.073345174518181e-05
1900,9.535445860819891e-05,2.040603099828786e-06,1.0425192158436403e-05
1901,9.511251118965447e-05,2.4249537773357588e-06,1.1295958756818436e-05
1902,9.829504415392876e-05,2.1502132199202606e-06,9.067821338248905e-06
1903,9.822730498854071e-05,2.5510640284664987e-06,1.0746978659881279e-05
1904,9.782785491552204e-05,2.2804534722808967e-06,1.0542864401941188e-05
1905,9.673585009295493e-05,2.4714874911069273e-06,1.0562525858404115e-05
1906,9.501051681581885e-05,2.2649844240163475e-06,1.109652021114016e-05
1907,9.65661383816041e-05,2.4490221051109984e-06,1.0651857337506954e-05
1908,9.719933586893603e-05,2.2965655404050267e-06,1.1401789379306138e-05
1909,9.507955110166222e-05,2.5073481992876623e-06,1.0236230082227848e-05
1910,9.601996134733781e-05,2.3834911786480006e-06,1.0549887520028278e-05
1911,9.680687071522698e-05,2.330855835452894e-06,9.848544323176611e-06
1912,9.534438868286088e-05,2.2509908887968777e-06,9.768185918801464e-06
1913,9.607797983335331e-05,2.3433912303971738e-06,9.77924355538562e-06
1914,9.581365884514526e-05,3.0222405058566437e-06,9.682821655587759e-06
1915,8.954203804023564e-05,2.3903165029537377e-06,1.0427152119518723e-05
1916,9.167388634523377e-05,2.9248624997535444e-06,1.1699449714797083e-05
1917,9.500871237833053e-05,2.5672398891174453e-06,1.3612622751679737e-05
1918,9.082622273126617e-05,3.246050056304739e-06,1.1186582014488522e-05
1919,9.423680603504181e-05,2.0487463103791015e-06,1.1079803698521573e-05
1920,0.00010022833157563582,1.9975547331796406e-06,1.0798002222145442e-05
1921,9.976488945540041e-05,1.671305369654874e-06,1.1017590622941498e-05
1922,0.00010116035264218226,1.6917606302513377e-06,1.2082845387340058e-05
1923,0.00010127826681127772,1.4819864020410023e-06,1.2258235074114054e-05
1924,0.0001097554195439443,1.512187537855425e-06,1.1797125807788689e-05
1925,0.00010471365385456011,1.5133492325958287e-06,1.1664667908917181e-05
1926,0.00010537670459598303,1.304098148580124e-06,1.2201678146084305e-05
1927,9.876875265035778e-05,1.3278727237775456e-06,1.3263117580208927e-05
1928,9.596160816727206e-05,1.180310007953267e-06,1.1493454621813726e-05
1929,9.964425407815725e-05,1.2376991236351387e-06,1.1454565537860617e-05
1930,9.798076644074172e-05,1.317151870239286e-06,1.0689517694117967e-05
1931,0.00010683625441743061,1.230637934668266e-06,9.42310543905478e-06
1932,9.890653018373996e-05,1.4773455774275135e-06,9.790153853828087e-06
1933,9.953323024092242e-05,1.3741853592819098e-06,9.487384886597283e-06
1934,9.843707084655762e-05,1.282029103322202e-06,1.0106462468684185e-05
1935,9.153463179245591e-05,1.4505560130828599e-06,1.0208946150669362e-05
1936,9.918137948261574e-05,1.3991920582157036e-06,9.756758117873687e-06
1937,9.661039075581357e-05,1.5121932364081658e-06,9.241880434274208e-06
1938,9.285297710448503e-05,1.2265092976804226e-06,1.0003959687310271e-05
1939,9.262535604648292e-05,1.4804640926513457e-06,9.777486411621794e-06
1940,8.791306026978418e-05,2.550997649564124e-06,8.591232472099364e-06
1941,8.708703535376117e-05,2.5264861847063003e-06,1.1442975846875925e-05
1942,8.965488814283162e-05,1.677919058806765e-06,1.1487525625852868e-05
1943,9.061578020919114e-05,1.634521410665002e-06,1.3180688256397843e-05
1944,9.387323370901868e-05,1.982535906108751e-06,1.3453610336000565e-05
1945,9.077172580873594e-05,1.8430144166359241e-06,1.3964210666017607e-05
1946,0.00010214888607151806,1.5716927066478092e-06,1.2374469406495336e-05
1947,0.00011590067151701078,2.349603619222762e-06,1.3655358088726643e-05
1948,0.00012133352720411494,3.273525408076239e-06,1.2241745935170911e-05
1949,0.0001083817332983017,2.468977584157983e-06,1.056408291333355e-05
1950,0.00011441096285125241,1.9632876728792326e-06,1.2110485840821639e-05
1951,0.00010638160165399313,1.669575510732102e-06,1.1548429938557092e-05
1952,0.00010021043271990493,1.4267119325950262e-06,1.0485752682143357e-05
1953,0.00010155517520615831,1.3704308656770081e-06,1.0866482625715435e-05
1954,9.974925342248753e-05,1.617354740801602e-06,1.1764179362216964e-05
1955,9.99867552309297e-05,1.5486253346352896e-06,1.0525021025387105e-05
1956,9.715613123262301e-05,1.5418978875914036e-06,1.1526733032951597e-05
1957,8.980373968370259e-05,1.356178302103217e-06,9.798940482141916e-06
1958,8.955944213084877e-05,1.1018628498504768e-06,1.0611634024826344e-05
1959,9.732149192132056e-05,1.1928401022487378e-06,1.0306944204785395e-05
1960,9.21799655770883e-05,1.3869350539152947e-06,1.0642165761964861e-05
1961,9.094723645830527e-05,1.1943885454002157e-06,1.1959866242250428e-05
1962,8.79172730492428e-05,1.1472599652506688e-06,1.1184673894604202e-05
1963,9.162074275081977e-05,9.692613787137816e-07,1.1707435987773351e-05
1964,9.435808897251263e-05,1.5672302566827057e-06,1.1773086953326128e-05
1965,9.354348730994388e-05,1.4024846990423612e-06,1.0718638804974034e-05
1966,9.38989469432272e-05,1.3675975480964553e-06,1.1923411875613965e-05
1967,9.191871504299343e-05,1.0984787479628721e-06,1.1485709364933427e-05
1968,9.107558435061947e-05,1.1197100207027688e-06,1.1704180906235706e-05
1969,8.998675912152976e-05,1.0863884511991273e-06,1.0680852028599475e-05
1970,9.372569184051827e-05,1.507002139078395e-06,1.0505327736609615e-05
1971,9.838181722443551e-05,1.1201706513475074e-06,1.086822430806933e-05
1972,9.311216854257509e-05,1.1332494693760964e-06,1.0672244570741896e-05
1973,9.00383383850567e-05,1.0083649755188162e-06,1.0878102330025285e-05
1974,9.23746993066743e-05,1.123426613958145e-06,1.0096776350110304e-05
1975,9.317936928709969e-05,1.0109320101037156e-06,1.0171575013373513e-05
1976,9.361499542137608e-05,1.0832846726316347e-06,1.0781996934383642e-05
1977,8.972905925475061e-05,1.0742757154957872e-06,1.143739245890174e-05
1978,8.770154090598226e-05,1.0871281972413271e-06,1.1335242561472114e-05
1979,8.732607238925993e-05,1.0457476378178399e-06,1.1591003385547083e-05
1980,9.041777229867876e-05,1.2609664281626465e-06,1.1896746400452685e-05
1981,8.671442628838122e-05,9.49465018607043e-07,1.2085594789823517e-05
1982,8.839483052724972e-05,1.1812877431793822e-06,1.2788696039933711e-05
1983,8.705157961230725e-05,8.538307412209178e-07,1.2486011655710172e-05
1984,8.552725921617821e-05,8.959468118518998e-07,1.2387262358970474e-05
1985,8.467078441753983e-05,1.0394884100151103e-06,1.272230383619899e-05
1986,8.634936239104718e-05,8.644048250516789e-07,1.3030213267484214e-05
1987,8.518784306943417e-05,8.469591890047923e-07,1.2109805538784713e-05
1988,8.775776950642467e-05,1.000225168468205e-06,1.2960351341462228e-05
1989,8.469599561067298e-05,8.841365115586086e-07,1.245748808287317e-05
1990,8.71626180014573e-05,9.289949929325303e-07,1.2913303180539515e-05
1991,8.647185313748196e-05,7.531982930686354e-07,1.3513607882487122e-05
1992,8.79552389960736e-05,8.132677820071876e-07,1.3221661902207416e-05
1993,8.693896961631253e-05,8.137095477422918e-07,1.2830466403102037e-05
1994,8.69777359184809e-05,7.754142217208937e-07,1.3455282896757126e-05
1995,8.798251656116918e-05,7.63481097010299e-07,1.3370678971114103e-05
1996,8.860538946464658e-05,1.0179742062632613e-06,1.2715869161183946e-05
1997,9.148179378826171e-05,9.143863977101319e-07,1.3582018254965078e-05
1998,9.080663585336879e-05,8.053370308402918e-07,1.3896712516725529e-05
1999,8.937987877288833e-05,8.532565445307227e-07,1.3601832506537903e-05
2000,9.154426516033709e-05,7.607849994428761e-07,1.4319723959488329e-05
2001,8.976971730589867e-05,7.325386093270936e-07,1.343717667623423e-05
2002,9.224224049830809e-05,8.854448623196731e-07,1.4001945601194166e-05
2003,9.090350795304403e-05,8.371348272362411e-07,1.3528748240787536e-05
2004,9.176105231745169e-05,6.378137697993225e-07,1.3762770322500728e-05
2005,9.049024083651602e-05,8.696740394498192e-07,1.4002607713337056e-05
2006,9.244621469406411e-05,8.935821256272902e-07,1.4625509720644914e-05
2007,9.16401477297768e-05,6.455078960243554e-07,1.5953950423863716e-05
2008,9.122075425693765e-05,7.76556994708244e-07,1.5726556739537045e-05
2009,8.851481834426522e-05,7.238116381813597e-07,1.5469446225324646e-05
2010,8.731459092814475e-05,7.142375224589159e-07,1.8378388631390408e-05
2011,8.749018161324784e-05,5.361208756937685e-07,1.9907980458810925e-05
2012,8.629712829133496e-05,4.2076564454873733e-07,2.2652919142274186e-05
2013,7.973940955707803e-05,3.782053639156402e-07,2.2463891582447104e-05
2014,7.986032142071053e-05,1.94456980295854e-07,2.4712926460779272e-05
2015,7.871103298384696e-05,2.0591985361306797e-07,2.3325908841798082e-05
2016,8.027374860830605e-05,2.286759368530511e-07,2.3132311980589293e-05
2017,8.073502249317244e-05,2.611204550362345e-07,2.5588044081814587e-05
2018,7.726407056907192e-05,2.000636669663436e-07,2.646261600602884e-05
2019,7.643448043381795e-05,1.854568054682204e-07,2.5314471713500097e-05
