year,premier_ADJ athée_NOUN,premier_ADJ pâté_NOUN
1985,6.015557829641693e-09,6.015558051686298e-10
1986,2.997242676272549e-09,5.994485463567401e-10
1987,3.055408426266837e-09,0.0
1988,4.1975875553212916e-09,0.0
1989,4.390497743145261e-09,1.0976244357863152e-09
1990,3.2691906959314565e-09,2.724325431913144e-09
1991,2.9307325455363298e-09,0.0
1992,6.61193322315512e-09,5.509944167592096e-10
1993,1.1078414852150331e-09,4.4313659408601325e-09
1994,4.2199412852994556e-09,1.5824779264761446e-09
1995,2.1689803286761844e-09,2.1689803286761844e-09
1996,1.067618438099771e-09,2.6690460952494277e-09
1997,2.876936688878118e-09,3.3564262480467733e-09
1998,1.43043876743576e-09,9.536258449571733e-10
1999,3.1991407301035224e-09,4.570201161957499e-10
2000,1.3254094488601709e-09,4.4180314962005696e-10
2001,8.762423564512289e-10,1.7524847129024579e-09
2002,4.38122149670761e-10,4.38122149670761e-10
2003,5.416999737661854e-09,2.5001538617175356e-09
2004,8.809582507929292e-10,1.7619165015858584e-09
2005,5.854874363109275e-09,4.5037495954858286e-10
2006,5.353256948836815e-09,1.6471559671771274e-09
2007,2.7961355453243186e-09,1.5977917877663117e-09
2008,2.554463751636149e-09,8.514879357157668e-10
2009,2.384096253749135e-09,2.384096253749135e-09
2010,2.8342759250676863e-09,2.3618964561933353e-09
2011,1.1471915639660324e-09,4.206369030868018e-09
2012,1.7021263287730903e-09,4.425528388196653e-09
2013,1.6734750252211938e-09,5.29933741333366e-09
2014,1.9489005964601347e-09,6.9294245896855955e-09
2015,3.768178213903184e-09,4.876465897751814e-09
2016,3.935546111222266e-09,6.628288140575478e-09
2017,7.54683426862357e-10,6.5405894034142875e-09
2018,1.0325866828253538e-09,5.6792268665617485e-09
2019,1.7856913725466939e-09,5.612172948588068e-09
