year,premier_ADJ are_NOUN,premier_ADJ part_NOUN
1800,3.144164484325529e-09,2.829747991484055e-08
1801,2.3811825844433088e-09,4.0480102825313224e-08
1802,0.0,3.8043282302169246e-08
1803,0.0,1.1702034896643454e-08
1804,0.0,2.7190360185613827e-08
1805,0.0,4.548604315424143e-08
1806,0.0,6.339671898558663e-08
1807,0.0,2.8469550716891945e-08
1808,0.0,0.0
1809,0.0,2.0331274441787173e-08
1810,0.0,1.8721014072298203e-08
1811,0.0,7.521229861140455e-09
1812,0.0,1.600324983641599e-08
1813,0.0,2.8757416448144113e-09
1814,0.0,0.0
1815,0.0,2.697223555614414e-09
1816,0.0,6.952811659743929e-09
1817,1.556873407970727e-09,1.2454987263765815e-08
1818,0.0,2.3842354979208835e-08
1819,0.0,1.4491469912947252e-08
1820,0.0,5.933240565525466e-09
1821,0.0,4.930744257336528e-09
1822,0.0,1.0025615893027862e-08
1823,0.0,5.929612356680991e-09
1824,0.0,1.6000114122505238e-08
1825,0.0,1.4088708866211164e-08
1826,0.0,1.1450379200361738e-08
1827,0.0,9.217272889383565e-09
1828,1.8344602503717056e-09,8.255071293206129e-09
1829,0.0,1.1145129263923081e-08
1830,0.0,9.39315203396518e-09
1831,0.0,1.5591206103948707e-09
1832,1.3529969367098715e-09,2.3000947924067816e-08
1833,1.1583628500844156e-09,1.50587169400751e-08
1834,0.0,8.401078055442213e-09
1835,0.0,1.9664028627630614e-08
1836,6.720750067579218e-10,1.0753200108126748e-08
1837,2.0873671680021744e-09,1.530736071231331e-08
1838,1.8936485712828244e-09,1.4517972601879592e-08
1839,0.0,2.0974425751774106e-08
1840,6.369688665408546e-10,1.0191501864653674e-08
1841,6.420548537278137e-10,1.0272877659645019e-08
1842,0.0,1.0733224087289273e-08
1843,1.1813822142769936e-09,7.088293507706567e-09
1844,1.6465684371524958e-09,1.6465684371524958e-09
1845,3.348136878855712e-09,1.618266037839433e-08
1846,5.854501328173001e-10,5.854501328173001e-09
1847,2.1572894581822766e-09,3.775256551818984e-09
1848,1.6090443422100975e-09,1.850401076808339e-08
1849,0.0,1.0893239199560867e-08
1850,4.752297222410107e-09,2.5119284430275002e-08
1851,6.449438760824933e-10,7.739326512989919e-09
1852,1.9531636308300904e-09,1.9531636308300904e-09
1853,5.971931837933653e-10,1.4929829816878737e-08
1854,1.558699391779328e-09,7.27393034694046e-09
1855,5.306937111981824e-10,1.4859423913549108e-08
1856,1.0354378465748937e-09,1.6049286344355096e-08
1857,0.0,4.393358121745905e-09
1858,9.787352039936081e-10,9.787352261980686e-09
1859,0.0,1.018434669930457e-08
1860,1.8308735638683515e-09,8.696649622663699e-09
1861,4.715963730639317e-10,5.187560159214399e-09
1862,6.325180823552046e-09,1.1294965851504912e-08
1863,2.4973103585068657e-09,1.5483325122023217e-08
1864,2.3973640850272204e-09,3.835782358407869e-09
1865,4.706844358715045e-10,1.2237795665726026e-08
1866,0.0,1.9462451650298362e-09
1867,1.94112459439566e-09,1.455843445796745e-09
1868,9.87974813071446e-10,1.2843672791973404e-08
1869,4.883519366671862e-09,1.0743741896135361e-08
1870,1.1468097582678638e-09,8.601073187008978e-09
1871,1.0621177271019633e-09,1.1683295220166201e-08
1872,1.8142017887967654e-09,6.047339518033823e-09
1873,5.986004469882289e-10,1.0774807712721213e-08
1874,0.0,1.4339061493728877e-08
1875,1.716458086775674e-09,1.4303817685856757e-08
1876,5.441413541973361e-09,2.2974855795609983e-08
1877,0.0,2.4739263970730008e-09
1878,6.039088673581716e-10,1.268208649207736e-08
1879,0.0,2.1382637882538802e-08
1880,6.417846254436199e-10,1.1552122813895949e-08
1881,2.7890030285249168e-09,1.743126887276958e-08
1882,6.655385131892899e-10,2.6621540527571597e-09
1883,6.319338941018771e-10,2.5277355764075082e-09
1884,0.0,3.9610181801208455e-09
1885,0.0,2.5782542767416317e-09
1886,1.2906927748801422e-09,3.2267319927115068e-09
1887,1.3057849246322917e-09,6.528924512139156e-09
1888,1.9021844099853524e-09,3.804368819970705e-09
1889,2.5060546970934183e-09,1.0024218788373673e-08
1890,1.3108772956016423e-09,1.1797895993481688e-08
1891,2.5496880162734215e-09,8.286486163910922e-09
1892,0.0,7.522214851007902e-09
1893,1.2316833108982905e-09,9.23762488724833e-09
1894,2.520615716150587e-09,1.1972924873759894e-08
1895,1.8055843487019274e-09,4.213029924926559e-09
1896,5.89702897624278e-10,7.66613794667137e-09
1897,2.9133566670225264e-09,1.6897470089816125e-08
1898,1.13167097914868e-09,1.810673566637888e-08
1899,2.2110313580014918e-09,8.844125432005967e-09
1900,0.0,1.557315876254961e-08
1901,2.794369402536745e-09,1.0059729937950124e-08
1902,0.0,1.276673788908056e-08
1903,1.6200660812870638e-09,1.2420506401156217e-08
1904,0.0,6.987012746151322e-09
1905,0.0,8.773290538499623e-09
1906,3.0865106026567446e-09,2.1091157265118454e-08
1907,5.142843373384665e-10,7.199980611716228e-09
1908,4.911389073214423e-10,1.964555629285769e-09
1909,1.1001967115120692e-09,8.251475058784763e-09
1910,1.068830135508847e-09,3.740905363258662e-09
1911,5.320374141248863e-10,7.980561100850991e-09
1912,1.0418842455450772e-09,1.3023552625224255e-08
1913,1.590896969716482e-09,8.484783153850373e-09
1914,1.3393487430235496e-09,9.37544086809794e-09
1915,0.0,0.0
1916,0.0,1.0987462051303964e-09
1917,0.0,3.289927441585405e-09
1918,2.2972752589112133e-09,8.040463406189247e-09
1919,9.207848372660976e-10,2.1178051312631396e-08
1920,0.0,1.0601124422748853e-08
1921,3.7863738810983705e-09,1.3630945261411398e-08
1922,1.4755870969551665e-09,8.115729421831475e-09
1923,2.1231896241147297e-09,2.1231896241147297e-09
1924,1.289162443462999e-09,6.445812328337297e-09
1925,3.299453377181294e-09,5.499089184013428e-09
1926,1.1146138456652466e-09,5.57306911730393e-09
1927,2.2298449753321847e-09,0.0
1928,2.2852082448565625e-09,7.998228745975666e-09
1929,0.0,3.342121912552898e-09
1930,2.100720708497761e-09,7.352522590764465e-09
1931,1.1405356659111021e-09,1.2545892325022123e-08
1932,0.0,8.767629289252454e-09
1933,1.1470662197865522e-09,1.0323596200123575e-08
1934,0.0,5.990790086229936e-09
1935,0.0,5.98414207075848e-09
1936,2.424942913137329e-09,8.487299751891442e-09
1937,0.0,1.7627565185307503e-08
1938,1.2965214457594243e-09,2.5930428915188486e-09
1939,1.5294050470515685e-09,1.070583532936098e-08
1940,1.0143131667916805e-08,1.0143131667916805e-08
1941,0.0,8.854508237732261e-09
1942,3.034211770724937e-09,1.517105907566929e-08
1943,0.0,2.9032352077962287e-09
1944,0.0,3.2131861615880553e-09
1945,2.178504043826024e-09,8.714016175304096e-09
1946,0.0,2.227376683094917e-08
1947,0.0,1.1920871179071924e-08
1948,3.152847583010043e-08,1.3046265401328583e-08
1949,9.817008317369869e-10,2.945102384188658e-09
1950,4.2541445921528975e-09,1.3825969702452312e-08
1951,1.3859822622919182e-08,9.595261474260042e-09
1952,1.0544804140977249e-08,4.2179215675730575e-09
1953,2.1547654771580937e-09,9.69644453618912e-09
1954,9.772536113672459e-10,1.6613311615287785e-08
1955,6.569925492527773e-09,1.407841132561316e-08
1956,8.72114158667614e-10,1.657016923672927e-08
1957,0.0,1.4136060322300636e-08
1958,8.272243445794913e-10,8.272243334772611e-09
1959,2.325224457422337e-09,8.525822714489095e-09
1960,1.3841666701708277e-09,5.536666680683311e-09
1961,2.08444772553662e-09,8.33779090214648e-09
1962,6.341956404476434e-10,1.1415521861124489e-08
1963,6.466053248388448e-10,1.3578711488548834e-08
1964,1.2167936658258327e-09,1.3993127545575135e-08
1965,1.0944086747954884e-09,6.0192477668863376e-09
1966,1.1078149508847446e-09,1.4401594028434772e-08
1967,9.860671168482327e-10,1.0846738618397467e-08
1968,0.0,1.4821671889819754e-08
1969,9.083515606356229e-10,1.4987801222332564e-08
1970,9.197450023812337e-10,1.1956685419534097e-08
1971,5.138397485282553e-10,1.0276794526475896e-08
1972,2.0520587451500205e-09,1.3338381954497436e-08
1973,5.513203782392395e-10,6.064523994098181e-09
1974,1.1251143350321513e-09,8.438357623763437e-09
1975,0.0,1.3707552426467373e-08
1976,0.0,3.4281160132820787e-09
1977,5.876781838942691e-10,1.1753563455840776e-08
1978,2.3762365408686037e-09,1.128712323605896e-08
1979,0.0,1.8726314721106974e-08
1980,0.0,1.9898028225107112e-08
1981,0.0,2.0241758491579276e-08
1982,6.207502289967692e-10,1.1794254461960918e-08
1983,1.2630632095778083e-09,9.47297440490047e-09
1984,0.0,1.333771937339634e-08
1985,6.015558051686298e-10,1.7445118793979475e-08
1986,0.0,9.591176741707841e-09
1987,0.0,7.944062296871834e-09
1988,1.798966087207532e-09,1.4391728697660255e-08
1989,5.488122178931576e-10,1.975724017722058e-08
1990,0.0,1.3621627381610324e-08
1991,0.0,2.05151273746651e-08
1992,0.0,8.815910668147353e-09
1993,0.0,1.0524494165053966e-08
1994,0.0,1.4242301560329906e-08
1995,0.0,2.114755837112625e-08
1996,0.0,1.1209993822092201e-08
1997,0.0,1.7741109914481967e-08
1998,0.0,1.2397135762398648e-08
1999,0.0,1.3253583119876566e-08
2000,8.836062992401139e-10,1.3254094710646314e-08
2001,4.3812117822561447e-10,1.621048362210331e-08
2002,0.0,1.270554239596322e-08
2003,0.0,1.2084076850271686e-08
2004,0.0,1.6297727611913615e-08
2005,9.007499190971657e-10,1.8014998492965617e-08
2006,2.4707338397433887e-09,7.000412693969338e-09
2007,0.0,1.837460494868992e-08
2008,0.0,1.702975893635994e-08
2009,0.0,2.47946008169464e-08
2010,0.0,1.322662068758973e-08
2011,0.0,2.332622983658439e-08
2012,0.0,1.736168897537027e-08
