year,dernier_ADJ achat_NOUN,dernier_ADJ pacha_NOUN
1858,4.893676130990343e-09,8.319249067412215e-09
1859,3.055304009791371e-09,6.619825132503365e-09
1860,2.746310290291376e-09,3.204028764525191e-09
1861,1.4147891080895647e-08,1.8863854922557266e-09
1862,2.710791813242963e-09,9.487771457372673e-09
1863,5.9935452156878455e-09,3.496234635136375e-09
1864,9.589455896019672e-10,2.3973640850272204e-09
1865,4.706844247692743e-09,9.413688495385486e-09
1866,2.919367858567057e-09,6.811858022093276e-09
1867,9.7056229719783e-10,2.426405742994575e-09
1868,0.0,4.939874176379533e-09
1869,2.441759683335931e-09,1.4650557433881772e-09
1870,5.734048791339319e-09,5.734048791339319e-10
1871,3.18635318130589e-09,2.1242354542039266e-09
1872,0.0,6.047339295989218e-10
1873,1.7958012854535355e-09,1.7958012854535355e-09
1874,8.961913877669758e-09,4.182226287507973e-09
1875,5.721527251978387e-09,2.2886108563824337e-09
1876,3.627608879952504e-09,6.04601479992084e-10
1877,6.184816214727107e-09,1.8554447978047506e-09
1878,3.6234530931267273e-09,3.623453259660181e-09
1879,1.832797580370027e-09,2.443730107160036e-09
1880,5.134277003548959e-09,3.2089231272180996e-09
1881,2.091752326904839e-09,4.8807553554297556e-09
1882,2.6621540527571597e-09,5.324308105514319e-09
1883,8.21514056781325e-09,4.423537092179686e-09
1884,3.300848483434038e-09,3.300848483434038e-09
1885,6.445635580831777e-09,6.445635691854079e-10
1886,1.2906927970846027e-08,6.453463874400711e-10
1887,5.223139698529167e-09,3.264462256069578e-09
1888,3.804368819970705e-09,1.9021844099853524e-09
1889,4.385595886446936e-09,6.265136742733546e-10
1890,1.2453334363726754e-08,1.9663159434024635e-09
1891,5.099376032546843e-09,1.912266012205066e-09
1892,1.4417578242387208e-08,6.8953636134239105e-09
1893,1.847525021858587e-09,0.0
1894,1.3863386882917439e-08,1.2603078580752936e-09
1895,6.018614495673091e-09,1.2037228991346183e-09
1896,5.897029087265082e-09,4.717623180994224e-09
1897,7.574727511894253e-09,2.330685422435863e-09
1898,6.7900258748920805e-09,5.6583548957434e-10
1899,6.080336234504102e-09,1.6582735185011188e-09
1900,6.748368974740515e-09,5.191053142894475e-10
1901,1.7883964531506535e-08,0.0
1902,9.329538919189417e-09,3.437198747846537e-09
1903,9.1803746826713e-09,1.6200660812870638e-09
1904,8.061937784020756e-09,0.0
1905,8.257214467732865e-09,2.580379465655369e-09
1906,5.658602919567102e-09,0.0
1907,7.71426478252124e-09,0.0
1908,1.2278472460991452e-08,0.0
1909,3.300590023513905e-09,5.500983557560346e-10
1910,6.412980813053082e-09,0.0
1911,5.3203743632934675e-09,1.0640748282497725e-09
1912,5.2094213387476884e-09,5.730363294986773e-09
1913,1.1666577037772186e-08,0.0
1914,1.0045115850232378e-08,4.687720545071272e-09
1915,0.0,4.712304768617059e-09
1916,1.7579939282086343e-08,2.197492410260793e-09
1917,1.0966424213165737e-08,4.386569774084137e-09
1918,1.9526840588923733e-08,4.594550517822427e-09
1919,1.9336480860943084e-08,6.4454939163738345e-09
1920,5.300562211374427e-09,0.0
1921,5.300923255902035e-09,0.0
1922,5.902348387820666e-09,8.853522359686394e-09
1923,1.6985516992917837e-08,0.0
1924,9.02413699321869e-09,0.0
1925,4.399271169575059e-09,1.0998177923937646e-09
1926,1.0031524944054127e-08,0.0
1927,1.1149224654616319e-08,0.0
1928,1.4853853258500749e-08,0.0
1929,1.1140405931087116e-08,0.0
1930,8.402882833991043e-09,3.1510811737689437e-09
1931,1.2545892325022123e-08,0.0
1932,1.2055489939655217e-08,4.383814644626227e-09
1933,3.4411986593596566e-09,0.0
1934,7.188948103475923e-09,1.1981580172459871e-09
1935,8.377798899061872e-09,0.0
1936,8.487299751891442e-09,1.2124714565686645e-09
1937,5.0364472592434595e-09,1.2591118148108649e-09
1938,1.1668692678767911e-08,0.0
1939,9.176430282309411e-09,0.0
1940,1.0143131667916805e-08,0.0
1941,2.9515025090631752e-08,2.9515025978810172e-09
1942,9.102635090130207e-09,1.8205270180260413e-08
1943,5.806470415592457e-09,5.806470415592457e-09
1944,0.0,0.0
1945,4.357008087652048e-09,0.0
1946,1.1136883415474585e-08,0.0
1947,2.1457568166738383e-08,0.0
1948,6.523132700664291e-09,0.0
1949,3.9268033269479474e-09,0.0
1950,5.317680518146517e-09,0.0
1951,5.330700769690111e-09,0.0
1952,4.2179215675730575e-09,1.0544803918932644e-09
1953,6.464296653518886e-09,2.1547654771580937e-09
1954,2.8340354063516315e-08,9.772536113672459e-10
1955,8.447047505910632e-09,0.0
1956,1.5698054633972447e-08,2.616342476002842e-09
1957,1.6786572132332367e-08,1.7670075402875796e-09
1958,9.099467845885556e-09,8.272243445794913e-10
1959,1.0851046838844525e-08,0.0
1960,8.997083078554624e-09,2.7683333403416555e-09
1961,6.948159270159238e-09,0.0
1962,1.2683912586908264e-08,3.170978146727066e-09
1963,1.4225316924409981e-08,1.2932106496776896e-09
1964,7.909158661334459e-09,2.4335873316516654e-09
1965,1.3680108601477059e-08,1.0944086747954884e-09
1966,1.7171130961557424e-08,3.3234448526542337e-09
1967,2.120044251263664e-08,0.0
1968,1.7516521566562915e-08,1.0779397818794223e-08
1969,1.1808570121729645e-08,4.087581828571274e-09
1970,1.3336302201460981e-08,9.197450023812337e-10
1971,1.5415192677892264e-08,6.166076982339064e-09
1972,1.0773308467548759e-08,5.643161660184859e-09
1973,9.923766697284009e-09,3.3079223804577396e-09
1974,1.800182936051442e-08,0.0
1975,1.2565256835017635e-08,0.0
1976,1.1427053914214724e-08,2.285410694025103e-09
1977,1.2928920156696222e-08,2.9383909749824966e-09
1978,1.0099005187669263e-08,1.1881182704343018e-09
1979,1.345953837272873e-08,6.437170796402825e-09
1980,9.664756106531058e-09,2.2740602734216964e-09
1981,7.590659267808775e-09,1.897664858585557e-09
1982,1.5518755391852324e-08,2.483000915987077e-09
1983,1.1999100379966876e-08,1.2630632095778083e-09
1984,1.9716628330002095e-08,0.0
1985,1.0226449020933615e-08,3.6093347199894765e-09
1986,1.2588419195935785e-08,2.9972427872948515e-09
1987,1.8332450224534114e-08,2.4443267410134695e-09
1988,1.199310784016916e-08,0.0
1989,7.683370939481904e-09,3.2928733073589456e-09
1990,6.538381003284854e-09,5.44865097484859e-10
1991,1.1722930459701075e-08,5.861465202094962e-10
1992,1.8182815753053916e-08,5.509944167592096e-10
1993,1.9941146178759084e-08,0.0
1994,1.6879765141197822e-08,2.637463358823311e-09
1995,2.0063067651676647e-08,3.2534704930142766e-09
1996,1.2277611816102763e-08,1.6014276571496566e-09
1997,1.3425704992187093e-08,4.79489448146353e-10
1998,1.4304387896402204e-08,4.7681292247858664e-09
1999,1.3253582953343113e-08,3.1991407301035224e-09
2000,9.277865697931986e-09,1.3254094488601709e-09
2001,2.453478592512326e-08,1.7524847129024579e-09
2002,3.023042915994978e-08,6.133709984368352e-09
2003,1.4584230267900011e-08,2.9168460979889232e-09
2004,1.8500123571962845e-08,2.202395626982323e-09
2005,2.1617998280376582e-08,9.007499190971657e-10
2006,1.4824404093172205e-08,1.2353669198716943e-09
2007,3.555086824924558e-08,5.592271090648637e-09
2008,2.3415917427271893e-08,5.1089276142946005e-09
2009,2.5271420511785436e-08,1.907277002999308e-09
2010,2.645324137517946e-08,1.8895172093635892e-09
2011,4.1681295637197024e-08,1.147191591721608e-09
2012,5.276591746872228e-08,3.404252713057332e-10
2013,3.319058766715344e-08,1.9523875849358774e-09
2014,3.6812566550636916e-08,4.330890368553497e-10
2015,3.036708307035951e-08,1.329945265027277e-09
2016,2.4027544398563805e-08,2.4856081637381067e-09
2017,4.2765393004629004e-08,1.0062445321423752e-09
2018,3.2526482229844333e-08,1.5488800242380307e-09
2019,2.627517403652746e-08,2.55098775436835e-10
