year,dernier_ADJ acte_NOUN,dernier_ADJ pacte_NOUN
1873,1.3977320136859817e-06,0.0
1874,1.379537286183563e-06,1.8521287614703397e-08
1875,1.481875576914149e-06,3.432916173551348e-09
1876,1.5568488598294294e-06,1.209202959984168e-09
1877,1.4825004246432627e-06,0.0
1878,1.4795767642183932e-06,2.4156354694326865e-09
1879,1.4320258463484947e-06,4.27652757650776e-09
1880,1.5595366666953936e-06,9.626769603698904e-09
1881,1.6971083971473178e-06,0.0
1882,1.4994582500094111e-06,5.324308105514319e-09
1883,1.4844127207425117e-06,3.791603475633565e-09
1884,1.638541236914648e-06,4.621187876807653e-09
1885,1.769971588849728e-06,1.933690763067375e-09
1886,1.7598595647427828e-06,1.355227396970804e-08
1887,1.5401733577391497e-06,9.140494583448344e-09
1888,1.731621924516702e-06,5.07249175996094e-09
1889,1.571922807031001e-06,2.5060546970934183e-09
1890,1.7179046721271796e-06,9.176140736144589e-09
1891,1.6802443750796314e-06,2.5496880162734215e-09
1892,1.6504993169963456e-06,1.0656471260972467e-08
1893,1.6307486704336682e-06,2.463366621796581e-09
1894,1.699525089993159e-06,0.0
1895,1.6695636571029127e-06,9.629783193076946e-09
1896,1.555046574841512e-06,4.1279202278587945e-09
1897,1.6559519580017223e-06,2.330685422435863e-09
1898,1.8446236724756204e-06,2.26334195829736e-09
1899,1.4526475506926317e-06,1.0502398950507086e-08
1900,1.6699617599869043e-06,5.191053142894475e-10
1901,1.7313912864524994e-06,2.794369402536745e-09
1902,1.4387131750392967e-06,0.0
1903,1.5239421036206124e-06,2.1600881083827517e-09
1904,1.2512127947061913e-06,3.7622376325430196e-09
1905,1.4961040530891978e-06,4.1286072338664326e-09
1906,1.4233959001463958e-06,3.600929110447737e-09
1907,1.3371392686423178e-06,0.0
1908,1.4031838089234583e-06,1.964555629285769e-09
1909,1.3004324914689391e-06,0.0
1910,1.5647672839680382e-06,5.34415089958884e-09
1911,1.4498019433872855e-06,2.6601871816467337e-09
1912,1.5185463335676275e-06,1.5628263128064646e-09
1913,1.53945793912591e-06,1.590896969716482e-09
1914,1.4136825887689497e-06,2.678697486047099e-09
1915,1.0331728467205537e-06,0.0
1916,1.1624734952420113e-06,2.197492410260793e-09
1917,1.1196719746919825e-06,4.386569774084137e-09
1918,1.4082297692397105e-06,3.44591288836682e-09
1919,1.2366140875741394e-06,2.762354567309444e-09
1920,1.409949555775114e-06,7.572231730534895e-10
1921,1.5190931224040582e-06,0.0
1922,1.4888673383062212e-06,4.426761179843197e-09
1923,1.3970588028655584e-06,3.1847844361720945e-09
1924,1.24017425928713e-06,1.289162443462999e-09
1925,1.1966017268161266e-06,2.1996355847875293e-09
1926,1.301868961078867e-06,1.1146138456652466e-09
1927,1.4404798647227324e-06,7.804457302640344e-09
1928,1.2797166628608636e-06,6.85562484559199e-09
1929,1.2800327366946362e-06,5.570203187588163e-09
1930,1.3497130346706854e-06,1.470504518152893e-08
1931,1.0778061616534274e-06,3.4216069977333063e-09
1932,1.1102010319952171e-06,1.0959536833610173e-08
1933,1.2514492038206981e-06,3.211785415402346e-08
1934,1.4353932744626263e-06,2.516131836216573e-08
1935,1.1070662822021404e-06,3.590485242455088e-09
1936,1.024538405225428e-06,6.0623572828433225e-09
1937,9.380382834933698e-07,2.5182236296217297e-09
1938,1.1448283885329147e-06,3.8895642262559704e-09
1939,1.142465611003729e-06,9.176430282309411e-09
1940,8.596304021946111e-07,2.5357829169792012e-09
1941,9.53335359099583e-07,0.0
1942,1.2470610737391752e-06,0.0
1943,1.4080691244089394e-06,0.0
1944,1.2595689895533724e-06,3.2131861615880553e-09
1945,1.2461042615541373e-06,2.178504043826024e-09
1946,1.130393714632305e-06,9.744772988540262e-09
1947,1.2779174105581603e-06,1.1920870957027319e-09
1948,1.1350250603836542e-06,1.0871887834440486e-09
1949,9.483230263285236e-07,7.853606653895895e-09
1950,1.2326384002392388e-06,2.1270722960764488e-09
1951,1.0640079458612561e-06,3.1984206394497505e-09
1952,1.0481534999939868e-06,4.2179215675730575e-09
1953,1.1161684856375587e-06,5.386913581872932e-09
1954,1.12775070215676e-06,3.9090144454689835e-09
1955,1.1694467816347753e-06,2.815682353940474e-09
1956,1.0081639854053748e-06,8.72114158667614e-10
1957,1.0734571347370547e-06,1.7670075402875796e-09
1958,1.0298942596520533e-06,3.3088973783179654e-09
1959,9.564422542851503e-07,2.325224457422337e-09
1960,9.363887798485848e-07,2.076250060767393e-09
1961,1.0297171657569493e-06,1.3896318540318475e-09
1962,1.0356415152124043e-06,6.341956404476434e-10
1963,1.0293956398399473e-06,1.939815863494232e-09
1964,1.0318410454956961e-06,7.300761994954996e-09
1965,1.2416066219600452e-06,3.830430417295361e-09
1966,1.0164202035589653e-06,0.0
1967,1.0353704906762573e-06,4.930335584241163e-10
1968,1.5082174549263527e-06,7.186265360559219e-09
1969,1.05959210516815e-06,2.7250546263957176e-09
1970,1.0692035878889783e-06,1.3796175313274261e-09
1971,1.026651824886926e-06,1.0276794970565106e-09
1972,1.2809976936978273e-06,2.0520587451500205e-09
1973,9.01960135912816e-07,1.6539611902288698e-09
1974,9.332823238672461e-07,2.8127858930915295e-09
1975,8.447279449264045e-07,4.569184142155791e-09
1976,9.884400939963456e-07,6.856232248608762e-09
1977,8.727021110210842e-07,1.7630345516828072e-09
1978,9.861382062048563e-07,4.752473081737207e-09
1979,9.099818727431597e-07,6.43717057435822e-09
1980,8.630058569991661e-07,7.390696055153967e-09
1981,8.533166546698112e-07,8.22321433169293e-09
1982,8.504278026233436e-07,3.724501262958313e-09
1983,8.955117927200718e-07,1.8945948143667124e-09
1984,9.69014354978981e-07,1.1598016991243298e-09
1985,8.794745967044548e-07,4.210890525158106e-09
1986,7.870759346495504e-07,6.593933843390687e-09
1987,9.325106233859515e-07,3.055408426266837e-09
1988,9.018817048733752e-07,7.795519785247507e-09
1989,9.198092998374818e-07,2.744061089465788e-09
1990,8.690598388150228e-07,4.358920779878872e-09
1991,8.827366850816531e-07,3.5168791212569772e-09
1992,8.650612579597095e-07,4.958949750832886e-09
1993,9.50528019849628e-07,0.0
1994,8.29745928632164e-07,2.637463358823311e-09
1995,9.017535966826529e-07,1.6267352465071383e-09
1996,8.786499758883792e-07,4.270473752399084e-09
1997,7.379342454871818e-07,1.917957792585412e-09
1998,9.645925311829728e-07,2.3840645013706308e-09
1999,9.277508628002806e-07,3.1991408688814005e-09
2000,8.429604205772989e-07,1.7672125984802278e-09
2001,1.0190698618295357e-06,2.6287270138425356e-09
2002,8.788730534448064e-07,2.6287327870022636e-09
2003,8.817208700939716e-07,5.833692307000149e-09
2004,9.408633987462167e-07,3.523833003171717e-09
2005,8.795822918905571e-07,5.404499625605297e-09
2006,8.906995820900931e-07,2.4707340062768424e-09
2007,8.723943163424508e-07,3.994479469415779e-09
2008,8.625572966991513e-07,3.405951742863067e-09
2009,8.797315307340625e-07,4.291373478793048e-09
2010,7.184889296851793e-07,3.7790344187271785e-09
2011,6.546640203275444e-07,3.82397197240536e-09
2012,6.66552674388754e-07,1.7021263287730903e-09
2013,7.126214676134168e-07,1.1156500168141292e-09
2014,8.694262376707229e-07,2.3819897165822113e-09
2015,7.596204092408243e-07,8.866301581811342e-10
2016,8.262575716955212e-07,1.4499380585064614e-09
2017,6.709135575988512e-07,3.018733707449428e-09
2018,7.181640313547177e-07,2.0651733656507076e-09
2019,7.632555281134046e-07,2.04079020349468e-09
