year,premier_ADJ an_NOUN,premier_ADJ pan_NOUN
1903,1.3500550899436803e-08,4.860198465905796e-09
1904,2.8485513503540005e-08,7.524475265086039e-09
1905,2.11591113519205e-08,7.741138396966107e-09
1906,2.0576738535282857e-08,8.230695236477459e-09
1907,1.6457098794830927e-08,6.685696440911215e-09
1908,1.6698723515062852e-08,2.9468334439286537e-09
1909,1.1001967337165297e-08,1.2102163438054703e-08
1910,1.2825961626106164e-08,1.068830135508847e-09
1911,1.276889793899727e-08,5.3203743632934675e-09
1912,1.041884239993962e-08,1.2502610502451716e-08
1913,1.590896836489719e-08,1.3257474007488668e-08
1914,1.6072185360371805e-08,3.3483718020477227e-09
1915,4.712304768617059e-09,3.534228465440492e-09
1916,1.3184954461564757e-08,2.197492410260793e-09
1917,1.3159709433274713e-08,5.483212106582869e-09
1918,5.743188147278033e-09,1.1486376294556067e-09
1919,1.1970202606903513e-08,4.603924352863942e-09
1920,1.2872794385998532e-08,3.028892692213958e-09
1921,1.6660043622440668e-08,6.058197943303867e-09
1922,1.1066902949607993e-08,1.4755870969551665e-09
1923,2.5478275489376756e-08,1.0615948120573648e-08
1924,1.675911143195208e-08,9.02413699321869e-09
1925,3.1894715091240755e-08,1.2097995494286806e-08
1926,1.114613823460786e-08,6.687683296036084e-09
1927,1.1149224654616319e-08,2.2298449753321847e-09
1928,9.140832868403947e-09,7.998228968020271e-09
1929,1.4482528065684619e-08,5.570203187588163e-09
1930,9.453243188239924e-09,6.302162347537887e-09
1931,5.1324104077821175e-08,7.983749661377715e-09
1932,1.8631212128639163e-08,1.4247398039124448e-08
1933,2.523545639121494e-08,5.735331098932761e-09
1934,2.3963160344919743e-08,4.7926320689839486e-09
1935,2.752705352548901e-08,1.196828414151696e-08
1936,6.0623572828433225e-09,8.487299751891442e-09
1937,2.2664012888640173e-08,6.295559185076627e-09
1938,1.2965214679638848e-08,2.5930428915188486e-09
1939,4.282334131744392e-08,7.647025235257843e-09
1940,2.7893612752905028e-08,1.0143131667916805e-08
1941,7.969057236323351e-08,0.0
1942,9.102635090130207e-09,0.0
1943,5.806470415592457e-09,1.7419411690866582e-08
1944,9.639558484764166e-09,6.4263723231761105e-09
1945,4.357008087652048e-09,6.535512131478072e-09
1946,1.6705325123211878e-08,5.568441707737293e-09
1947,1.9073394197377525e-08,3.5762612871081956e-09
1948,2.717971980814582e-08,3.2615663503321457e-09
1949,2.0615717910565934e-08,0.0
1950,9.571825110299415e-09,4.2541445921528975e-09
1951,3.1984206394497505e-09,2.1322803522849654e-09
1952,1.4762725264461096e-08,9.490323193972472e-09
1953,8.619061908632375e-09,4.3095309543161875e-09
1954,4.886268278880834e-09,2.9317608341017376e-09
1955,4.6928039232341234e-09,1.1262729415761896e-08
1956,7.849027428008526e-09,3.488456634670456e-09
1957,1.2369053004057662e-08,1.7670075402875796e-09
1958,1.2408365002158916e-08,0.0
1959,6.975673150222406e-09,6.200598257066758e-09
1960,1.591791637389761e-08,0.0
1961,9.72742331128984e-09,6.94815938118154e-09
1962,1.6489087428794846e-08,8.8787386332001e-09
1963,1.2932106940866106e-08,3.2330267352165265e-09
1964,1.2776333768727e-08,5.475571551727398e-09
1965,2.637524995074969e-07,3.2832261354087677e-09
1966,2.1048483844765542e-08,1.6617224263271169e-09
1967,2.4651678420806178e-08,6.409436092980059e-09
1968,1.4372530721118437e-08,7.186265249536916e-09
1969,1.8893712194767431e-07,4.995933444718048e-09
1970,1.5175792539290356e-08,3.6789800095249348e-09
1971,1.849823050292798e-08,1.1818314327172175e-08
1972,1.5903454553267693e-08,5.643161660184859e-09
1973,9.372446041489013e-09,2.2052815684681093e-09
1974,1.5751600079827455e-08,4.500457340128605e-09
1975,9.138368284311582e-09,5.711480177694739e-09
1976,1.2569759400005154e-08,7.427584769459372e-09
1977,1.704266772151186e-08,1.1165885105413054e-08
1978,1.9009891771837317e-08,1.0693064211864112e-08
1979,1.6385525825057812e-08,7.607565355449708e-09
1980,1.3644362084619388e-08,1.0801786187730755e-08
1981,1.0753433810073432e-08,6.958104314946922e-09
1982,1.6760255960868164e-08,8.069752865935698e-09
1983,6.946847541655643e-09,1.3893695083311286e-08
1984,1.3917620222958504e-08,6.95881025025713e-09
1985,9.02333674446254e-09,1.142956040922627e-08
1986,7.1933827783254856e-09,1.7983456612746807e-08
1987,7.332980445085013e-09,1.1610552186347434e-08
1988,1.3792074093910145e-08,1.499138480021145e-08
1989,7.134558721588746e-09,2.3050112929468014e-08
1990,9.262707045820662e-09,1.1442166825137434e-08
1991,7.033758464558559e-09,1.52398094144246e-08
1992,1.8733810946969243e-08,1.983579878128694e-08
1993,9.416652346772025e-09,1.4401939474328884e-08
1994,1.0549853435293244e-08,1.0549853324270941e-08
1995,1.0302656505700725e-08,6.506940763983948e-09
1996,1.0676184380997711e-08,7.473328622609188e-09
1997,2.4933450859521145e-08,1.102825741838842e-08
1998,1.668845261981744e-08,1.4304387896402204e-08
1999,1.2339542720951613e-08,2.1936966021485205e-08
2000,1.0161472663305915e-08,2.7391795498488136e-08
2001,1.1829271784336015e-08,2.4534785397767322e-08
2002,8.762442660348313e-09,2.716357272447567e-08
2003,2.0417921575699438e-08,1.3750845795357236e-08
2004,7.047666006343434e-09,2.554778913421707e-08
2005,9.007498746882447e-09,1.7564623533417034e-08
2006,1.1941880373456115e-08,3.74727981977685e-08
2007,1.2782334302130494e-08,2.3966876483427768e-08
2008,4.683183701947868e-09,1.702975893635994e-08
2009,7.15228898329201e-09,2.2410505451375684e-08
2010,6.613310454817167e-09,4.393127639445993e-08
2011,1.1471915639660324e-09,1.0707121300690403e-08
2012,5.1063788752969685e-09,1.191488488427872e-08
2013,4.741512571460049e-09,1.004085042888292e-08
2014,6.279790909502481e-09,1.3425760392316022e-08
2015,3.103205609145121e-09,1.0417904761084174e-08
2016,3.5212781579474495e-09,1.6156452314897152e-08
2017,1.509366853724714e-09,1.1571812535970949e-08
2018,5.421079862788503e-09,1.34236268767296e-08
2019,4.846876733299865e-09,1.0969247732361964e-08
