year,dernier_ADJ an_NOUN,dernier_ADJ pan_NOUN
1870,4.587239033071455e-09,2.8670243956696595e-09
1871,2.1242354542039266e-09,2.1242354542039266e-09
1872,6.0473394070115205e-09,1.6327815544059376e-08
1873,2.3944017879529156e-09,3.591602570907071e-09
1874,6.572069999322139e-09,1.0754296120296658e-08
1875,1.716458086775674e-09,2.8607636259891933e-09
1876,7.859819461941697e-09,4.232210137899983e-09
1877,4.9478527941460015e-09,1.8554447978047506e-09
1878,9.058632954861423e-09,7.850815109122777e-09
1879,2.443730107160036e-09,3.665595160740054e-09
1880,1.9253538763308597e-09,4.492492600149944e-09
1881,5.5780060570498335e-09,9.761510710859511e-09
1882,5.989846840748214e-09,5.989846840748214e-09
1883,3.791603475633565e-09,8.21514056781325e-09
1884,7.2618666635548834e-09,4.621187876807653e-09
1885,6.445635580831777e-09,0.0
1886,9.034849313138693e-09,7.098810428374236e-09
1887,6.528924512139156e-09,2.9380160526670807e-08
1888,3.804368819970705e-09,9.510921827882157e-09
1889,2.5060546970934183e-09,8.14467782106476e-09
1890,7.209825181320184e-09,3.9326319978272295e-09
1891,1.0198752065093686e-08,5.736798147637501e-09
1892,5.014809900671935e-09,8.149066310636499e-09
1893,3.695050043717174e-09,1.0469308087124318e-08
1894,5.041231432301174e-09,1.1342770278588432e-08
1895,5.416753268150387e-09,4.814891596538473e-09
1896,4.717623180994224e-09,7.076434549446731e-09
1897,3.496028022631492e-09,6.992056267307589e-09
1898,7.921697076085366e-09,1.6975064687230201e-09
1899,4.9748205555033564e-09,4.4220627160029835e-09
1900,5.710158568206225e-09,6.22926377147337e-09
1901,3.912117296778206e-09,3.353243460679778e-09
1902,4.910283735171106e-09,4.419255628107521e-09
1903,7.560307935250421e-09,9.720396931811592e-09
1904,5.374625189347171e-09,6.449550227216605e-09
1905,2.0643036169332163e-09,1.2901897328276846e-08
1906,2.0576738091193647e-09,7.716276506641861e-09
1907,1.5428529565042481e-09,2.057137349353866e-09
1908,5.893666887857307e-09,9.822778146428846e-09
1909,2.7504918342913243e-09,2.2003934230241384e-09
1910,1.068830135508847e-09,3.206490406526541e-09
1911,4.25629931299909e-09,3.1922244847493175e-09
1912,1.041884239993962e-08,4.167536982180309e-09
1913,4.242391771214216e-09,2.121195885607108e-09
1914,6.696743604095445e-09,2.678697486047099e-09
1915,9.424609537234119e-09,1.8849219074468238e-08
1916,5.493731025651982e-09,1.648119329900055e-08
1917,3.289927441585405e-09,1.0966424213165737e-08
1918,5.743188147278033e-09,6.89182577673364e-09
1919,2.762354567309444e-09,5.524709134618888e-09
1920,3.028892692213958e-09,1.2872794385998532e-08
1921,2.2718242842501013e-09,3.0290989716519334e-09
1922,2.951174193910333e-09,4.426761179843197e-09
1923,5.307974060286824e-09,1.0615948120573648e-08
1924,5.156649773851996e-09,7.734974438733389e-09
1925,8.798542339150117e-09,2.1996355847875293e-09
1926,6.687683296036084e-09,4.458455382660986e-09
1927,3.3447675740205796e-09,8.919379901328739e-09
1928,4.570416489713125e-09,1.1426041446327417e-08
1929,4.4561625500705304e-09,2.2280812750352652e-09
1930,5.2518016602221e-09,7.352522590764465e-09
1931,4.5621426636444085e-09,6.843213995466613e-09
1932,1.0959536611565568e-09,5.4797681947604815e-09
1933,9.176529758292418e-09,2.2941324395731044e-09
1934,2.3963160344919743e-09,5.990790086229936e-09
1935,4.787313656606784e-09,1.6755597798123745e-08
1936,3.6374143697059935e-09,8.487299751891442e-09
1937,1.0072894518486919e-08,1.2591118370153254e-08
1938,3.8895642262559704e-09,2.5930428915188486e-09
1939,4.588215141154706e-09,6.117620188206274e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,5.9030051957620344e-09
1942,0.0,3.034211770724937e-09
1943,2.9032352077962287e-09,1.7419411690866582e-08
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,8.714016175304096e-09,1.5249527862692958e-08
1946,2.7842208538686464e-09,8.352662561605939e-09
1947,1.1920870957027319e-09,7.152522574216391e-09
1948,2.174377566888097e-09,2.174377566888097e-09
1949,2.945102384188658e-09,1.178041031391075e-08
1950,4.2541445921528975e-09,7.444753258312176e-09
1951,1.0661401761424827e-09,7.462981344019681e-09
1952,3.1634410646574906e-09,1.687168627029223e-08
1953,3.232148326759443e-09,3.232148326759443e-09
1954,2.9317608341017376e-09,3.9090144454689835e-09
1955,2.815682353940474e-09,0.0
1956,1.744228317335228e-09,1.3081712602058815e-08
1957,5.301022731885041e-09,1.236905244894615e-08
1958,2.4816730892496253e-09,4.1361216673863055e-09
1959,7.750747821333448e-10,2.325224457422337e-09
1960,0.0,5.536666680683311e-09
1961,1.3896318540318475e-09,4.16889545107324e-09
1962,5.073564957047694e-09,6.976152100435229e-09
1963,0.0,5.1728425987107585e-09
1964,5.475571496216247e-09,7.909158661334459e-09
1965,3.2832261354087677e-09,1.1491291473930687e-08
1966,2.7695373772118614e-09,1.6617224929404983e-08
1967,3.944268467392931e-09,2.465167847631733e-09
1968,7.186265332803643e-09,7.186265360559219e-09
1969,3.1792304344691047e-09,1.3171097990039016e-08
1970,4.598724956395017e-09,7.817832603507213e-09
1971,3.083038491169532e-09,6.166076982339064e-09
1972,3.0780880067027283e-09,1.1799337673590315e-08
1973,2.7566018356850464e-09,9.37244681864513e-09
1974,4.500457451150908e-09,9.00091468025721e-09
1975,3.4268881066168433e-09,8.567219822452898e-09
1976,1.7140580066410394e-09,8.57029019973865e-09
1977,4.11374712072643e-09,8.22749424145286e-09
1978,0.0,8.910887139279566e-09
1979,1.1703946700691858e-09,7.022368020415115e-09
1980,1.7055452605774235e-09,1.4212877097463661e-08
1981,1.8976649140967083e-09,6.325549417596221e-09
1982,4.345251713999687e-09,1.427725515590339e-08
1983,3.157658134966823e-09,1.0104506009689374e-08
1984,2.3196033982486597e-09,1.0438215625185876e-08
1985,1.2031116103372597e-09,7.820225467192188e-09
1986,2.9972427317837003e-09,1.3787316233138114e-08
1987,3.0554083707556856e-09,1.3443797186596385e-08
1988,5.996553809062277e-10,1.3192418601981615e-08
1989,1.0976244357863152e-09,2.140367671987775e-08
1990,3.8140557934163155e-09,1.198703181159999e-08
1991,1.7584395606284886e-09,1.4067516929117119e-08
1992,1.1019888335184191e-09,9.366905473484621e-09
1993,3.323524566667402e-09,1.3294097656046944e-08
1994,1.5824779264761446e-09,1.160483886764041e-08
1995,5.422450821690461e-10,2.0063067651676647e-08
1996,4.804283193493575e-09,1.6014276127407356e-08
1997,1.917957792585412e-09,1.1987236203658824e-08
1998,4.768129224785866e-10,1.764207735455159e-08
1999,4.570201106446348e-09,2.1936966021485205e-08
2000,2.2090156370779823e-09,1.8555731617908577e-08
2001,2.1906058911280724e-09,1.8839211080035057e-08
2002,4.38122149670761e-10,1.182929815213285e-08
2003,4.1669229178253886e-10,1.6251000212186284e-08
2004,2.642874807889939e-09,2.3785872604875635e-08
2005,3.602999676388663e-09,1.9366123926722878e-08
2006,2.0589449589714093e-09,1.8118715416903797e-08
2007,1.1983438685803094e-09,2.077129401811817e-08
2008,0.0,2.0009967016676455e-08
2009,1.430457752249481e-09,1.2874120214334539e-08
2010,9.447586046817946e-10,3.448369056968659e-08
2011,0.0,1.873746313663105e-08
2012,1.7021263287730903e-09,3.234040235611246e-08
2013,1.6734750252211938e-09,2.4544300425421994e-08
2014,2.1654451842767486e-10,2.1437906477794755e-08
2015,1.773260274728905e-09,1.8175918214957676e-08
2016,1.4499380585064614e-09,1.8849194205472486e-08
2017,1.509366853724714e-09,1.836396218424241e-08
2018,5.162933414126769e-10,2.5298374339843832e-08
2019,1.02039510174734e-09,1.9387506156043344e-08
