year,premier_ADJ anneau_NOUN,premier_ADJ panneau_NOUN
1800,1.3111165757528909e-06,0.0
1801,1.231071429685926e-06,0.0
1802,1.2778066889040929e-06,0.0
1803,1.8411201796464383e-06,0.0
1804,1.3372713638659661e-06,0.0
1805,8.642348445775383e-07,0.0
1806,6.051504897186533e-07,0.0
1807,6.576466562435712e-07,1.4234775136401367e-08
1808,6.095739060185679e-07,4.5321479902327155e-09
1809,6.754501100658672e-07,2.259030518203531e-09
1810,3.3931837606360205e-07,0.0
1811,4.863728668702549e-07,0.0
1812,2.480503566992809e-07,6.13457871168066e-08
1813,3.2208305356107303e-07,5.751483289628823e-09
1814,5.726952529983009e-07,0.0
1815,4.2616133555384295e-07,0.0
1816,2.013997768557374e-06,4.6352077731626196e-09
1817,1.7016626783217248e-06,0.0
1818,7.903740879555698e-07,2.384235475716423e-09
1819,5.196227311765611e-07,1.035105001712111e-09
1820,5.363649355771827e-07,0.0
1821,4.940605435876932e-07,1.97229765852569e-09
1822,5.53413997295138e-07,6.015369535816717e-09
1823,6.087735187065846e-07,0.0
1824,6.054780214981292e-07,5.894778887238772e-09
1825,5.749954183897898e-07,7.924898959288385e-09
1826,4.527304042767355e-07,0.0
1827,5.004979015121869e-07,0.0
1828,5.989512648629791e-07,1.2841221419535032e-08
1829,6.172687001537724e-07,0.0
1830,6.877875051714e-07,7.305785310052215e-09
1831,4.661770662828246e-07,0.0
1832,1.6235962707611407e-06,1.2176972319366541e-08
1833,7.158682482355516e-07,4.6334514003376626e-09
1834,9.390538195930276e-07,7.467624740797874e-09
1835,3.947931759284984e-07,1.5126175867408165e-09
1836,6.606497464645145e-07,6.72075017860152e-09
1837,6.916143520108164e-07,1.3915782304252389e-08
1838,6.589897250108834e-07,6.312161904276081e-10
1839,5.474325046606054e-07,2.0974426639952526e-09
1840,9.72651477582076e-07,2.5478754661634184e-09
1841,5.971110415003977e-07,2.5682194149112547e-09
1842,6.144770909877195e-07,1.8112315203211438e-08
1843,5.883283322738464e-07,2.3036953678001737e-08
1844,5.894714592558081e-07,1.0428266250528395e-08
1845,5.26773524356372e-07,1.0602432709561072e-08
1846,4.437711980109782e-07,9.367202125076801e-09
1847,4.7352502541286867e-07,1.3483059113639229e-08
1848,4.988037289876956e-07,9.65426583121598e-09
1849,6.561082024347797e-07,3.6869426622843093e-08
1850,6.225509565638276e-07,2.9192683825840504e-08
1851,5.101505833327025e-07,1.870337307252612e-08
1852,1.0189003443183964e-06,3.450589192155462e-08
1853,5.92415631217591e-07,2.6276499198729653e-08
1854,4.2448577969311785e-07,2.234135720868835e-08
1855,4.72317395860955e-07,3.714855978387277e-08
1856,4.4575598767693236e-07,1.760244366932895e-08
1857,4.432410368737649e-07,2.8800903106862563e-08
1858,5.285170310287413e-07,7.829881576437714e-09
1859,5.713418556041461e-07,3.5645213447565993e-09
1860,5.767251726740419e-07,4.3940965616107164e-08
1861,5.362050501389604e-07,2.0278644818905178e-08
1862,3.5511371265783964e-07,5.828202453983522e-08
1863,3.7659441431969753e-07,1.6981710260211003e-08
1864,4.559786246360886e-07,8.151037511616721e-09
1865,6.853165270825912e-07,1.6473954644879996e-08
1866,6.714545695007956e-07,2.238181906477621e-08
1867,5.993222202960169e-07,2.2808213984149006e-08
1868,6.051345684543463e-07,2.222943251695142e-08
1869,5.606279791514623e-07,1.0255390314739543e-08
1870,5.349867251425167e-07,1.8922360567330543e-08
1871,3.5793368313719043e-07,1.1683295220166201e-08
1872,7.56522135603177e-07,2.5398825820310833e-08
1873,4.693027566560204e-07,4.42964314117944e-08
1874,4.5646013679956354e-07,3.4652732239237594e-08
1875,3.94785359958405e-07,3.1468399441791917e-08
1876,4.2624403051583215e-07,3.627608879952504e-08
1877,4.923113636756682e-07,5.937423352975202e-08
1878,5.507648843661173e-07,3.563062334066558e-08
1879,2.9874601281676405e-07,3.5434085887686706e-08
1880,4.839056071404002e-07,4.556670862854162e-08
1881,5.466445901491923e-07,3.9046041067081205e-08
1882,5.457415725995673e-07,4.3925542314582344e-08
1883,3.8484774833591473e-07,5.750598575104959e-08
1884,5.340773032713741e-07,4.7532218161450146e-08
1885,3.9060550888203593e-07,3.99629418446068e-08
1886,4.775563188230691e-07,3.9366129911400094e-08
1887,3.173057416816505e-07,2.3504128421336645e-08
1888,3.5253816887959033e-07,1.0905857195098179e-07
1889,4.291618687091159e-07,9.14709978871997e-08
1890,3.224758238218328e-07,4.4569826940232815e-08
1891,4.971891852667554e-07,3.059625441892422e-08
1892,3.97423691289589e-07,1.6298132621272998e-08
1893,3.8243766287138214e-07,1.2932674542387446e-08
1894,3.3650221098469046e-07,2.5836310868498913e-08
1895,3.496815164094613e-07,4.1528440686278145e-08
1896,2.671354195626918e-07,3.18439559165995e-08
1897,2.627847841552011e-07,3.437761009195128e-08
1898,4.0513822252563614e-07,2.319925451743643e-08
1899,2.6477101044974916e-07,4.864268987603282e-08
1900,2.6526281349248393e-07,3.633737266639514e-08
1901,2.8279018238208664e-07,5.4210767430618034e-08
1902,2.833233900823018e-07,5.892340793067774e-08
1903,2.300493806561832e-07,1.0692436180903542e-07
1904,2.5905692169203576e-07,4.084715055086008e-08
1905,2.539093451048302e-07,6.708986921566407e-08
1906,3.107087511722284e-07,3.96102199928805e-08
1907,2.6177071710264954e-07,4.11427460988989e-08
1908,2.873162632255344e-07,5.6480975008099676e-08
1909,2.172888455831412e-07,5.005894898602037e-08
1910,3.0621983260203933e-07,5.397592228728598e-08
1911,2.1653922899211864e-07,4.947947984668133e-08
1912,2.026464915871884e-07,4.323819657869876e-08
1913,3.2772476799003414e-07,4.5605711873619725e-08
1914,2.5179757523474677e-07,3.951078864083968e-08
1915,1.5668412656211217e-07,4.358881966481931e-08
1916,2.219467347686077e-07,8.789969863087777e-09
1917,1.8094600884310807e-07,1.6449636319748606e-08
1918,1.6540381864160736e-07,2.986458014220261e-08
1919,2.1914679693146866e-07,4.051453139641836e-08
1920,1.8854857630756783e-07,3.7103934591442567e-08
1921,2.453570258076354e-07,1.8931869405491852e-08
1922,2.478986234066838e-07,3.3200709181890886e-08
1923,2.579675375535828e-07,5.6264525927218756e-08
1924,2.1013347861753573e-07,3.609654797287476e-08
1925,2.4855883107299803e-07,2.749544503188872e-08
1926,1.7722359757499362e-07,6.687682851946875e-08
1927,2.2967402912854595e-07,4.0137209111890115e-08
1928,2.1138176675705722e-07,2.5137291359556002e-08
1929,2.272642873890618e-07,4.121950425428622e-08
1930,2.6048937229461444e-07,3.8863334439476205e-08
1931,2.1328016330812716e-07,5.018357018826691e-08
1932,1.2932252957398305e-07,3.7262424257278326e-08
1933,2.053248553401943e-07,3.670611814499125e-08
1934,1.8930896139579545e-07,4.313368862085554e-08
1935,3.087817219693534e-07,7.180970751363702e-08
1936,1.6368365152175102e-07,2.3036957230715416e-08
1937,1.662027562243651e-07,4.406891207509034e-08
1938,1.4132084191764704e-07,7.39017229633987e-08
1939,1.5905813022243365e-07,6.576441791139587e-08
1940,1.0143131845552489e-07,3.296517903095264e-08
1941,2.095566884463551e-07,5.31270463177691e-08
1942,2.4273694521070865e-07,5.765002231150618e-08
1943,3.280655676007882e-07,5.8064703267746154e-08
1944,1.8957798708640894e-07,5.1410978585408884e-08
1945,1.1546071476686848e-07,3.267756198965799e-08
1946,1.406031513440098e-07,4.1763311919851276e-08
1947,1.6212383968650101e-07,2.622591699363852e-08
1948,2.0547868473386188e-07,2.6092530802657166e-08
1949,1.5510873729862595e-07,4.417653876043204e-08
1950,1.3187848857398876e-07,4.1477910883713776e-08
1951,1.4712733786836907e-07,4.904244965686644e-08
1952,1.5289965205056433e-07,4.5342655408120436e-08
1953,1.045061281956805e-07,4.0940545176226806e-08
1954,1.250884638093197e-07,2.443134050622575e-08
1955,1.5580108936319448e-07,3.191106578981362e-08
1956,2.2326122683935523e-07,3.226822409274632e-08
1957,9.54184073975739e-08,5.5660736131279975e-08
1958,1.2573809726745822e-07,8.189520750434554e-08
1959,9.145882329253396e-08,3.8753737996444215e-08
1960,1.294195907108886e-07,3.6680417148104993e-08
1961,1.5424914073802753e-07,6.87867767190653e-08
1962,1.078132596532555e-07,3.7417544285212045e-08
1963,1.312608763903711e-07,4.978861056770256e-08
1964,1.0646944259562474e-07,4.8671747410189425e-08
1965,1.5650043627690735e-07,4.9795595202795084e-08
1966,1.1355102913501725e-07,3.3788357667319247e-08
1967,1.0748131706872499e-07,3.254021452292477e-08
1968,1.1318368151047586e-07,4.177016899031827e-08
1969,1.1536064589701134e-07,4.6780104012711377e-08
1970,1.0209169643005112e-07,4.0928652828009504e-08
1971,9.55741938923893e-08,4.0593338579419935e-08
1972,1.092721262363483e-07,8.310838062186576e-08
1973,9.53784283219683e-08,3.4181861896520616e-08
1974,7.088220060902373e-08,3.431598744052522e-08
1975,4.7976434380814226e-08,4.226495420311949e-08
1976,6.456285095435277e-08,5.5992563252615923e-08
1977,5.582942819160053e-08,4.9952645408968266e-08
1978,7.900986531694798e-08,2.7326720442033547e-08
1979,7.080887631794042e-08,4.5645391133497526e-08
1980,9.096241027073404e-08,3.695347960963602e-08
1981,5.946016501390261e-08,4.048351831542618e-08
1982,1.0552754137194142e-07,5.090151899977968e-08
1983,4.547027643297952e-08,6.315315825844436e-08
1984,7.248760880429472e-08,6.378909311877123e-08
1985,4.812446263713355e-08,7.21866932895665e-08
1986,8.572114529314945e-08,4.5558089967201454e-08
1987,7.760737474882262e-08,5.1941943191025075e-08
1988,7.675588831190794e-08,4.257553221087562e-08
1989,6.915033878840404e-08,5.7625284544116084e-08
1990,6.48389431034957e-08,3.5416231725093894e-08
1991,4.337484177385775e-08,6.037309074891084e-08
1992,3.8018615811097334e-08,5.565043637023592e-08
1993,4.0990136285223855e-08,5.594599628011565e-08
1994,4.2199413297083765e-08,3.745197885152152e-08
1995,4.717532209319586e-08,5.09710362806004e-08
1996,5.4982351116450445e-08,3.683283722466513e-08
1997,2.3494983736327413e-08,4.842843281949172e-08
1998,4.6727665736767676e-08,3.4807342452758405e-08
1999,3.01633268640078e-08,4.295989244895715e-08
2000,4.7714740714077664e-08,3.7111465900352414e-08
2001,5.564139121672085e-08,3.943090529090476e-08
2002,6.396583263068578e-08,4.425033645061305e-08
2003,4.458607349988597e-08,4.666953690168896e-08
2004,2.7309706496225772e-08,4.228599537192679e-08
2005,3.873224585504431e-08,4.593824542986624e-08
2006,4.2414267209522905e-08,5.641509159826086e-08
2007,5.7121056329378916e-08,5.472436939712999e-08
2008,4.981204426712793e-08,5.0237787596607575e-08
2009,3.480780708109421e-08,7.199970553095625e-08
2010,4.345889692558558e-08,4.487603499914172e-08
2011,3.785732261007979e-08,5.888916904117636e-08
2012,4.936166531077646e-08,5.2425492891305936e-08
2013,4.769403716409215e-08,3.402732595692015e-08
2014,4.590743687971077e-08,3.702911399727782e-08
2015,6.605394720082813e-08,2.9702110992957387e-08
2016,8.803195356010818e-08,3.811265725239821e-08
2017,6.817306658080113e-08,3.6224801519546546e-08
2018,5.4985242414762325e-08,5.4985239250626705e-08
2019,4.489738358870454e-08,3.469343484718834e-08
