year,premier_ADJ allié_NOUN,premier_ADJ palier_NOUN
1887,1.9586774424595887e-09,3.656197833379338e-08
1888,2.53624587998047e-09,4.311618084784641e-08
1889,2.5060546970934183e-09,5.7639258699282436e-08
1890,3.2771931834929546e-09,4.522526708683472e-08
1891,1.466070642663908e-08,7.33035321331954e-08
1892,6.268512375839919e-09,6.017771880806322e-08
1893,2.463366621796581e-09,3.387129154930335e-08
1894,1.5123694296903523e-08,9.641355092071535e-08
1895,1.1435367319734269e-08,5.657497581523785e-08
1896,0.0,4.009979548413867e-08
1897,6.992056267307589e-09,3.437761009195128e-08
1898,3.960848538042683e-09,3.847681284696591e-08
1899,3.3165470370022376e-09,3.040167939616367e-08
1900,1.5573159428683425e-09,6.748368974740515e-08
1901,2.794369402536745e-09,6.315274703183604e-08
1902,2.455141867585553e-09,6.03964878109764e-08
1903,6.480264325148255e-09,8.208334634218772e-08
1904,5.912087708281888e-09,1.236163740259144e-07
1905,1.0321517862621477e-08,4.69629064525634e-08
1906,5.144184522798412e-10,5.5042775670699484e-08
1907,0.0,6.994267209847749e-08
1908,2.4556945366072114e-09,5.5007557620001535e-08
1909,7.701377313651392e-09,6.271121577583472e-08
1910,1.068830135508847e-09,7.855901174025348e-08
1911,2.6601871816467337e-09,6.065226187956796e-08
1912,4.167536982180309e-09,5.730363383804615e-08
1913,1.060597942803554e-09,5.090870303092743e-08
1914,1.3393487430235496e-09,5.893134513712539e-08
1915,1.767114277129167e-08,2.0027295377644805e-08
1916,8.789969641043172e-09,4.724608615447323e-08
1917,1.0966424435210342e-09,2.7416060532914344e-08
1918,1.1486376294556067e-09,1.9526840588923733e-08
1919,0.0,7.826670866961649e-08
1920,7.572231730534895e-10,6.209229752585088e-08
1921,3.0290989716519334e-09,7.875657104250422e-08
1922,2.951174193910333e-09,8.779743154718744e-08
1923,4.246379248229459e-09,9.448194049355152e-08
1924,7.734974438733389e-09,1.0442215625516837e-07
1925,9.898360353588487e-09,6.488924952918751e-08
1926,3.343841648018042e-09,1.3263904463656218e-07
1927,3.3447675740205796e-09,1.2152655415320623e-07
1928,5.713020723163709e-09,1.0854738974330758e-07
1929,2.0052731031228177e-08,1.3034275525569683e-07
1930,8.402882833991043e-09,1.3024468614730722e-07
1931,2.2810713318222042e-09,8.89617837174228e-08
1932,2.1919073223131136e-09,9.973178549671502e-08
1933,2.2941324395731044e-09,9.061822936473618e-08
1934,5.990790086229936e-09,1.5456238600108918e-07
1935,0.0,8.976213194955562e-08
1936,1.2124714565686645e-09,1.2367209478725272e-07
1937,2.5182236296217297e-09,1.120609525173677e-07
1938,0.0,8.9459980756601e-08
1939,3.058810094103137e-09,7.799965828780842e-08
1940,5.0715658339584024e-09,1.2171757646228798e-07
1941,0.0,8.264207451702532e-08
1942,3.034211770724937e-09,6.978687139280737e-08
1943,0.0,1.3064558856967778e-07
1944,6.4263723231761105e-09,1.0603514510876266e-07
1945,4.357008087652048e-09,8.278315277721049e-08
1946,6.960552134671616e-09,7.79581839083221e-08
1947,2.3841741914054637e-09,1.215928904230168e-07
1948,1.0871887834440486e-09,1.2176514019301976e-07
1949,9.817008317369869e-10,1.0798709126902395e-07
1950,0.0,1.1379836450942094e-07
1951,0.0,1.3753208349953638e-07
1952,3.1634410646574906e-09,1.0966596164507791e-07
1953,1.0773827385790469e-09,1.206668684972101e-07
1954,1.9545072227344917e-09,1.0261162941560542e-07
1955,9.385607846468247e-10,1.0793448979029563e-07
1956,6.104799332717903e-09,1.1686329770554948e-07
1957,4.417518795207798e-09,1.2899154455681128e-07
1958,6.617794756635931e-09,1.249108692036316e-07
1959,9.300897829689347e-09,1.2943749538862903e-07
1960,6.920833350854139e-10,1.674841740850752e-07
1961,4.16889545107324e-09,1.6189211748951493e-07
1962,1.2683912808952869e-09,1.3001010756852338e-07
1963,1.939815863494232e-09,1.500124398035041e-07
1964,8.517555549758526e-09,1.2289615369809326e-07
1965,6.0192477668863376e-09,1.1436570446221594e-07
1966,6.6468897053084675e-09,1.1465884597328113e-07
1967,8.381570104631919e-09,1.2769568513704144e-07
1968,9.431973424511852e-09,1.2261564563686989e-07
1969,4.995933444718048e-09,1.2171911123459722e-07
1970,5.978342709767048e-09,1.1082926931749171e-07
1971,6.166076982339064e-09,1.0790634519253217e-07
1972,4.6171320100540925e-09,1.1594131876790925e-07
1973,4.9618833486420044e-09,1.0364823310737847e-07
1974,5.625571564138454e-09,1.2770047419508046e-07
1975,5.711480177694739e-09,1.1308731018289109e-07
1976,1.2569759455516305e-08,1.0798565597269771e-07
1977,7.052138428775834e-09,9.402850764672621e-08
1978,9.504946163474415e-09,9.980193738101661e-08
1979,6.437170796402825e-09,1.1352828011013116e-07
1980,4.548120546843393e-09,1.2393628878726304e-07
1981,6.958104314946922e-09,1.4358997191266099e-07
1982,4.966001831974154e-09,1.5084231108630775e-07
1983,4.4207211225000265e-09,1.2630631829324557e-07
1984,9.278413592994639e-09,1.3221739436630742e-07
1985,4.812446441349039e-09,2.743094569268578e-07
1986,4.7955883708539204e-09,1.558566253834215e-07
1987,4.888653482026939e-09,1.0693929652916268e-07
1988,8.994830658082265e-09,1.0913728232253561e-07
1989,7.683371272548811e-09,1.2567799956286763e-07
1990,5.448650863826288e-09,1.825298028279576e-07
1991,1.0550637696837839e-08,1.1488472040355191e-07
1992,3.30596661157756e-09,1.465645169673735e-07
1993,1.4401939196773128e-08,1.0469101852095264e-07
1994,8.967375286772494e-09,1.4611546816922782e-07
1995,1.1929391696696712e-08,8.730145850677218e-08
1996,1.3345230698291743e-08,8.754471281235965e-08
1997,1.4864173003559245e-08,8.678758689484312e-08
1998,3.814503379828693e-09,9.345533413807061e-08
1999,1.1882523409667556e-08,9.506018727734045e-08
2000,9.277866475088103e-09,9.233686171228328e-08
2001,1.621048362210331e-08,1.0032974984142129e-07
2002,1.4019908789464353e-08,1.4326593600344495e-07
2003,1.2084076850271686e-08,9.667261480217348e-08
2004,9.250062049659391e-09,1.0307211795179683e-07
2005,9.007498746882447e-09,1.0493736368744067e-07
2006,1.6883348052942893e-08,1.0294724717141435e-07
2007,1.2382886716011399e-08,1.0904928871013908e-07
2008,1.4475294740634581e-08,1.1282214984476013e-07
2009,9.059565542202108e-09,1.1682071487939538e-07
2010,1.2754241218715379e-08,1.1289865398111942e-07
2011,9.942326961720482e-09,1.4531093484038138e-07
2012,1.05531832161887e-08,1.5387222163099068e-07
2013,6.414987652192394e-09,1.9523875494087406e-07
2014,1.4508482415465096e-08,1.6154221782471723e-07
2015,1.0196246513771712e-08,1.6668647617734678e-07
2016,6.214019965256057e-09,1.302872902897434e-07
2017,1.0314006537726073e-08,1.5244604867348244e-07
2018,5.6792268665617485e-09,1.825096944685356e-07
2019,8.928457084778074e-09,1.5892653948412772e-07
