year,dernier_ADJ air_NOUN,dernier_ADJ père_NOUN
1800,3.144164484325529e-09,3.144164484325529e-09
1801,0.0,7.143547753329926e-09
1802,2.2378401354217203e-09,4.475680270843441e-09
1803,3.900678446910888e-09,2.145373123596528e-08
1804,3.213406074564773e-08,1.2359254730753833e-08
1805,5.685755422035754e-09,2.8428777332223376e-08
1806,2.5935023018064385e-08,1.4408345627714425e-08
1807,3.4163463169534225e-08,1.1387820908481672e-08
1808,4.5321479902327155e-09,1.3596443526608937e-08
1809,1.581321384946932e-08,5.421673243688474e-08
1810,9.360507036149102e-09,1.1232608088107554e-07
1811,2.0056614147279106e-08,2.5070767684098882e-09
1812,5.3344164641089264e-09,3.200649834056435e-08
1813,3.163315653864629e-08,5.751483289628823e-09
1814,3.1466771410748606e-09,3.461344899591268e-08
1815,8.091670444798638e-09,2.6972235556144142e-08
1816,4.6352077731626196e-09,2.3176038865813098e-09
1817,3.113746815941454e-09,2.0239355080775567e-08
1818,0.0,1.7881766289917778e-08
1819,1.8631890696951814e-08,9.315945015409e-09
1820,2.3732962262101864e-09,1.898636980968149e-08
1821,7.88919063410276e-09,4.2404399991369246e-08
1822,1.604098542884458e-08,2.5064039732569654e-08
1823,0.0,1.8777105204037525e-08
1824,5.052667617633233e-09,8.421112696055388e-09
1825,3.522177216552791e-09,1.2327619813845558e-08
1826,9.688783109140786e-09,8.807984341885344e-09
1827,9.217273166939322e-09,3.9634275195155055e-08
1828,6.420610709767516e-09,3.393751413227619e-08
1829,2.2290258527846163e-08,1.1145128819833872e-08
1830,2.6092090266160994e-08,6.157733167810875e-08
1831,1.5591206103948707e-09,1.5591205659859497e-08
1832,4.058990921151917e-09,4.329590197471589e-08
1833,9.266902800675325e-09,3.70676112027013e-08
1834,7.467624740797874e-09,2.7070139019258477e-08
1835,1.5126175867408165e-08,9.075705520444899e-09
1836,8.064899859050456e-09,2.35226247369269e-08
1837,9.74104708006962e-09,2.1569461772230625e-08
1838,1.4517972601879592e-08,2.3354998379687686e-08
1839,1.1885507689157748e-08,3.775396706373613e-08
1840,7.64362617644565e-09,4.2039945746807916e-08
1841,1.1556987367100646e-08,6.292137477714732e-08
1842,4.024959032733477e-09,2.1466447730489335e-08
1843,1.8311423488626133e-08,4.902736350231862e-08
1844,1.3721403568922597e-08,4.665277053561567e-08
1845,8.928364714222425e-09,2.5669048220322566e-08
1846,9.367202125076801e-09,5.26905115094678e-08
1847,3.074137566727586e-08,4.368511241636952e-08
1848,2.091757700384278e-08,2.0917576781798175e-08
1849,2.76520690789539e-08,4.608678239037545e-08
1850,4.752297222410107e-09,5.363306954109248e-08
1851,5.159551008659946e-09,3.224719424821387e-08
1852,1.3021090872200602e-09,2.278690969248487e-08
1853,1.0749477752369785e-08,5.733054564416307e-08
1854,7.79349651480743e-09,3.948704918599333e-08
1855,1.2736649068756378e-08,5.413075854221461e-08
1856,6.212626857404757e-09,4.0899794662152544e-08
1857,8.78671624349181e-09,4.490988469996182e-08
1858,1.565976326389773e-08,4.79580251067091e-08
1859,1.171199848215565e-08,4.277425702525761e-08
1860,1.0069804545764782e-08,4.3940966421018857e-08
1861,9.903524222920623e-09,2.8295781717702084e-08
1862,2.0782737308877586e-08,4.743885817504179e-08
1863,1.548332484446746e-08,4.9446744476711046e-08
1864,1.726102105692462e-08,4.267307751604221e-08
1865,1.3179164426446732e-08,3.859612363044107e-08
1866,3.4059290943133647e-09,8.076917623611735e-08
1867,1.261730986357179e-08,4.804283371129259e-08
1868,7.903798504571569e-09,6.323038892475097e-08
1869,1.70923168951731e-08,4.8346839420787546e-08
1870,1.8922360567330543e-08,3.268407855472333e-08
1871,1.1683295220166201e-08,8.496942038860311e-09
1872,1.3304146229131675e-08,2.660829334644177e-08
1873,7.781805422268917e-09,2.0352414864532875e-08
1874,7.169530746864439e-09,2.1508593128771736e-08
1875,1.1443054281912168e-09,1.3159512590732447e-08
1876,3.02300739996042e-09,2.8416270225761764e-08
1877,1.2369631985365004e-09,1.855444820009211e-08
1878,1.4493812372506909e-08,1.1474268202249505e-08
1879,1.3440515367335593e-08,2.01607734950926e-08
1880,1.7328185109022343e-08,3.016387850607316e-08
1881,9.064259565150223e-09,2.2312024228199334e-08
1882,9.317538740560849e-09,2.3959386474814437e-08
1883,1.2006744043446815e-08,1.2638677659992936e-08
1884,3.300848483434038e-09,3.1688145440966764e-08
1885,5.80107206715752e-09,5.80107206715752e-09
1886,2.5168509054651622e-08,1.8069698626277386e-08
1887,1.7628095927424425e-08,2.8727268119865812e-08
1888,1.0779045211961602e-08,2.53624587998047e-08
1889,1.8168896165349224e-08,3.132568338060082e-08
1890,1.1797895993481688e-08,1.5075089176974643e-08
1891,4.461953917456185e-09,1.1473595851185792e-08
1892,1.3163876211308434e-08,3.1342561879199593e-09
1893,1.0469308087124318e-08,4.9267333546154646e-09
1894,3.150769645188234e-09,1.1342770500633037e-08
1895,1.625025980445116e-08,1.3240951446391591e-08
1896,4.717623180994224e-09,1.592197840238896e-08
1897,1.3401440845939305e-08,5.2440420894583895e-09
1898,7.355861253444118e-09,1.3014216371232123e-08
1899,7.185851913504848e-09,1.9346524382513053e-08
1900,3.633737311048435e-09,1.038210628578895e-08
1901,6.706486921359556e-09,1.0059730048972426e-08
1902,6.38336894454028e-09,1.0311596465584216e-08
1903,9.1803746826713e-09,8.100330406435319e-09
1904,7.524475265086039e-09,1.3436562973367927e-08
1905,0.0,1.857873321853276e-08
1906,1.0288369267641428e-08,1.1317205617089598e-08
1907,7.199980611716228e-09,9.771402131875107e-09
1908,4.4202499438483756e-09,9.331639239107403e-09
1909,6.601180380094718e-09,4.950885035270858e-09
1910,8.016225794271747e-09,3.7409054742809644e-09
1911,3.7242617878519013e-09,8.512598848042785e-09
1912,6.251305251225858e-09,7.814131564032323e-09
1913,3.71209285532359e-09,9.545381596254288e-09
1914,1.1384464038144415e-08,3.348371913070025e-09
1915,2.3561523843085297e-09,5.890380960771324e-09
1916,5.493730803607377e-09,6.592477230782379e-09
1917,0.0,1.0966424213165737e-08
1918,0.0,3.44591288836682e-09
1919,1.2890987832747669e-08,1.1970203050992723e-08
1920,1.1358347151713133e-08,1.4387239843927091e-08
1921,9.087297137000405e-09,1.8931868961402643e-08
1922,1.1066902949607993e-08,8.115728977742265e-09
1923,7.431163684401554e-09,4.246379248229459e-09
1924,6.445812328337297e-09,5.156649773851996e-09
1925,1.4297631523163545e-08,5.499088961968823e-09
1926,2.229227691330493e-09,5.573069228326233e-09
1927,1.3379070296082318e-08,8.919380012351041e-09
1928,4.570416489713125e-09,1.4853853702589959e-08
1929,8.912325100141061e-09,3.4535259985091216e-08
1930,9.453243521306831e-09,2.7309368988426286e-08
1931,1.2545892325022123e-08,2.9653927313688655e-08
1932,1.53433514782364e-08,2.1919073223131136e-09
1933,1.1470662641954732e-08,2.2941324395731044e-09
1934,8.38710612072191e-09,1.677421224144382e-08
1935,1.196828414151696e-09,7.180970484910176e-09
1936,5.941110003959693e-08,1.2124714565686645e-08
1937,5.0364472592434595e-09,2.5182236296217297e-09
1938,1.1668692678767911e-08,1.2965214457594243e-08
1939,7.647025235257843e-09,1.8352860564618823e-08
1940,2.5357829169792012e-09,1.01431314458722e-08
1941,2.066051862925633e-08,3.8369533328364014e-08
1942,1.517105907566929e-08,6.068423541449874e-09
1943,2.9032352077962287e-09,2.322588166236983e-08
1944,9.639558484764166e-09,2.5705489292704442e-08
1945,1.3071024262956144e-08,1.3071024707045353e-08
1946,2.9234318077442367e-08,9.744772988540262e-09
1947,5.960435700558264e-09,1.1920870957027319e-08
1948,2.5005342907391537e-08,1.6307831973705333e-08
1949,3.9268033269479474e-09,4.908504158684934e-09
1950,4.2541445921528975e-09,9.57182533234402e-09
1951,5.330700769690111e-09,4.264560704569931e-09
1952,1.0544803918932644e-09,4.2179215675730575e-09
1953,6.464296653518886e-09,1.508335856215126e-08
1954,2.9317608341017376e-09,1.5636058225965144e-08
1955,7.508486277174597e-09,6.569925492527773e-09
1956,1.2209598665435806e-08,1.3953826538681824e-08
1957,8.835037590415595e-09,7.068030161150318e-09
1958,7.445019101215422e-09,9.926691912909291e-09
1959,9.300897163555533e-09,1.3951345856355601e-08
1960,8.997083189576927e-09,8.304999854491513e-09
1961,1.4591134855912458e-08,9.032606884673555e-09
1962,9.512934440181198e-09,1.775747771048941e-08
1963,8.405868889838075e-09,2.5864211883330768e-09
1964,7.909158661334459e-09,7.300761772910391e-09
1965,4.377634699181954e-09,1.1491291473930687e-08
1966,6.0929824519107e-09,8.862519607077957e-09
1967,1.0846738618397467e-08,1.035370456037299e-08
1968,1.7516522399230183e-08,9.431972980422643e-09
1969,5.904285060864822e-09,6.8126366770115965e-09
1970,1.1956685419534097e-08,1.0577067666162066e-08
1971,4.1107179882260425e-09,7.1937562573509695e-09
1972,2.7189777540570503e-08,8.721249500354133e-09
1973,1.4334330167287135e-08,1.268036875501366e-08
1974,7.313243344242437e-09,9.00091468025721e-09
1975,9.709515857991846e-09,5.140332159925265e-09
1976,2.285410749536254e-09,1.314111175432231e-08
1977,6.464460078348111e-09,3.526069047854463e-09
1978,1.3663360221016774e-08,4.752472970714905e-09
1979,7.0223681314374176e-09,1.5800327934911707e-08
1980,1.3075846183596695e-08,7.95921106799824e-09
1981,1.2018544159886346e-08,7.590659323319926e-09
1982,8.690503094932467e-09,9.311253323929236e-09
1983,2.0209011353244932e-08,1.4525227243211702e-08
1984,1.739702604197646e-08,7.538711210841598e-09
1985,1.0828004270990732e-08,7.820225356169885e-09
1986,2.3378494251602433e-08,7.1933827783254856e-09
1987,1.7110287242605438e-08,6.721898426764739e-09
1988,7.195864681897035e-09,1.0793796745289796e-08
1989,7.683370939481904e-09,5.4881220679092735e-09
1990,1.525622306264296e-08,8.717841559757744e-09
1991,2.8721180100887977e-08,5.8614650910726596e-09
1992,1.3223866057732181e-08,9.91789939064347e-09
1993,1.550978012687665e-08,1.1078415074194936e-08
1994,1.2132331528302842e-08,1.0549852991204034e-08
1995,1.6809596992128917e-08,5.4224509327127635e-09
1996,1.6548085346457242e-08,8.540947504798169e-09
1997,9.58978851883785e-09,3.835915585170824e-09
1998,1.3827574862901315e-08,7.152193504111892e-09
1999,1.2339543442596579e-08,7.769342058594475e-09
2000,1.723032228007071e-08,7.068850171876306e-09
2001,1.4896120059670892e-08,9.638666087496972e-09
2002,1.4896152755738967e-08,9.638687403779045e-09
2003,2.2084691242429955e-08,6.250384321226932e-09
2004,1.4976289902657314e-08,1.0131020022896564e-08
2005,1.6663873836364473e-08,6.305249211635555e-09
2006,1.2353670086895363e-08,1.4000825832027886e-08
2007,1.198343807518043e-08,1.1983438685803094e-08
2008,3.448526086913262e-08,1.3623806971452268e-08
2009,2.0980047477081598e-08,9.53638501499654e-09
2010,1.9839930587295385e-08,5.668551850135373e-09
2011,9.55992973672437e-09,9.942326961720482e-09
2012,9.531907707582832e-09,5.446804340891731e-09
2013,1.1993237514218436e-08,7.2517252203141425e-09
2014,1.515811653973742e-08,6.71288014064686e-09
2015,1.3521109745728843e-08,1.5072712411523526e-08
2016,1.2013772199281902e-08,1.0770968117412849e-08
2017,1.2578056513001812e-08,6.037467414898856e-09
2018,8.776987137082415e-09,1.8070266949443692e-09
2019,9.693753355577428e-09,1.3520234709574197e-08
