year,dernier_ADJ arc_NOUN,dernier_ADJ parc_NOUN
1900,1.764958135197503e-08,5.191053142894475e-10
1901,5.029864968975062e-09,2.794369402536745e-09
1902,1.915010727771005e-08,9.820567692386817e-10
1903,2.754112315983548e-08,1.6200660812870638e-09
1904,3.0097901060344157e-08,2.6873125946735854e-09
1905,2.9932401446330914e-08,5.160759042333041e-10
1906,9.773950537805831e-09,1.0288369045596824e-09
1907,1.9542804707839423e-08,3.0857059130084963e-09
1908,2.3083527977973972e-08,8.349361202419914e-09
1909,1.7053048750881317e-08,0.0
1910,1.5498036631811374e-08,2.137660271017694e-09
1911,3.351835786702395e-08,1.0640748282497725e-09
1912,6.251305251225858e-09,1.0418842455450772e-09
1913,1.5378670781274195e-08,2.6514948014977335e-09
1914,1.1384464038144415e-08,0.0
1915,1.767114277129167e-08,0.0
1916,1.0987461607214755e-08,0.0
1917,1.973956464951243e-08,0.0
1918,4.3648228142956214e-08,0.0
1919,4.051453217357448e-08,2.762354567309444e-09
1920,9.843901693784574e-09,0.0
1921,1.060184651180407e-08,0.0
1922,3.172512208493572e-08,7.377935484775833e-10
1923,2.5478275489376756e-08,1.0615948120573648e-09
1924,9.926550603722717e-08,1.289162443462999e-09
1925,1.5397448649423495e-08,0.0
1926,1.2260752413340015e-08,1.1146138456652466e-09
1927,2.3413372574054847e-08,0.0
1928,1.9424270192303084e-08,1.1426041224282812e-09
1929,4.4561623724348465e-08,0.0
1930,1.1553964007759987e-08,0.0
1931,2.2810713318222042e-08,0.0
1932,1.53433514782364e-08,1.0959536611565568e-09
1933,1.9500125958415992e-08,0.0
1934,1.677421224144382e-08,0.0
1935,2.0346082152400413e-08,1.196828414151696e-09
1936,1.091224355320719e-08,3.6374143697059935e-09
1937,2.1404900962807005e-08,0.0
1938,9.075650453382877e-09,1.2965214457594243e-09
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,5.0715658339584024e-09,0.0
1941,8.854508237732261e-09,0.0
1942,3.034211770724937e-09,0.0
1943,2.0322646676618206e-08,0.0
1944,1.927911696952833e-08,0.0
1945,0.0,0.0
1946,6.960552134671616e-09,4.1763312808029696e-09
1947,7.152522574216391e-09,0.0
1948,2.8266908813634473e-08,0.0
1949,7.853606653895895e-09,0.0
1950,1.1698897850465073e-08,0.0
1951,7.462981344019681e-09,3.1984206394497505e-09
1952,8.435843135146115e-09,0.0
1953,1.1851209791302608e-08,2.1547654771580937e-09
1954,1.6613311615287785e-08,9.772536113672459e-10
1955,9.385607846468247e-09,0.0
1956,2.1802854632824165e-08,0.0
1957,2.8272120644601273e-08,0.0
1958,1.7371711180658167e-08,0.0
1959,1.9376869886400527e-08,7.750747821333448e-10
1960,4.844583401109048e-09,0.0
1961,1.250668635321972e-08,1.3896318540318475e-09
1962,2.1562652108286784e-08,0.0
1963,1.5518526907953856e-08,1.2932106496776896e-09
1964,2.1902286206909594e-08,0.0
1965,1.3132904541635071e-08,1.6416130677043839e-09
1966,1.163205709531212e-08,1.1078149508847446e-09
1967,2.415864486238206e-08,2.465167847631733e-09
1968,1.0330256650092906e-08,1.3474247273492779e-09
1969,9.083515273289322e-09,1.8167031212712459e-09
1970,5.518470125309705e-09,2.2993624781975086e-09
1971,1.1304474689666222e-08,1.541519245584766e-09
1972,1.539044092169206e-08,3.0780880067027283e-09
1973,9.923766697284009e-09,5.513203671370093e-09
1974,1.1251143128276908e-08,0.0
1975,1.313640396460869e-08,1.1422960355389478e-09
1976,9.712995741040231e-09,3.9994687561772935e-09
1977,1.1753563455840776e-08,1.7630346071939584e-09
1978,1.128712323605896e-08,0.0
1979,1.1703946256602649e-08,2.925986564150662e-09
1980,1.2507331170752423e-08,3.411090521154847e-09
1981,5.69299452024552e-09,2.5302198114474095e-09
1982,6.2075020679230875e-09,1.2415004579935385e-09
1983,1.0736036948344463e-08,1.2630632095778083e-09
1984,8.118611560803402e-09,3.479405208395292e-09
1985,7.820225356169885e-09,1.2031116103372597e-09
1986,8.991728250862252e-09,0.0
1987,1.099947066762752e-08,0.0
1988,6.596209356501959e-09,1.798966087207532e-09
1989,6.585746614717891e-09,1.0976244357863152e-09
1990,7.083246433836621e-09,1.089730194969718e-09
1991,4.68917216167597e-09,0.0
1992,7.162927584403178e-09,1.65298330578878e-09
1993,6.647049133334804e-09,2.2156829704300662e-09
1994,4.2199412852994556e-09,1.5824779264761446e-09
1995,1.1929391696696712e-08,5.422450821690461e-10
1996,4.804283193493575e-09,4.804283193493575e-09
1997,5.753873377756236e-09,9.58978896292706e-10
1998,1.2397135762398648e-08,4.7681290027412615e-09
1999,5.484241505371301e-09,1.3710603763428253e-09
2000,7.510653432518666e-09,1.3254094488601709e-09
2001,1.2267393323384113e-08,6.133696661692056e-09
2002,1.1391176002462089e-08,1.752488598683044e-09
2003,5.416999737661854e-09,1.2500769308587678e-09
2004,4.845270407116686e-09,2.2023955992267474e-09
2005,8.557123898356167e-09,1.3511248786457486e-09
2006,1.0294725072412803e-08,2.8825228870488218e-09
2007,4.393927444112933e-09,1.1983438685803094e-09
2008,8.940623352771127e-09,1.2772318758180745e-09
2009,4.76819250749827e-09,3.814554005998616e-09
2010,3.7790344187271785e-09,4.2514138876015295e-09
2011,4.971163480860241e-09,4.971163480860241e-09
2012,4.425528388196653e-09,3.063827413996023e-09
2013,5.857162754807632e-09,2.7891249310130206e-09
2014,3.897801192920269e-09,2.815078836704288e-09
2015,8.86630147078904e-09,6.428068743957738e-09
2016,7.45682449121432e-09,2.6927420293532123e-09
2017,3.2702947017071438e-09,4.024978128569501e-09
2018,6.453666934191915e-09,3.614053500911041e-09
2019,5.612172948588068e-09,2.806086474294034e-09
