year,dernier_ADJ or_NOUN,dernier_ADJ porc_NOUN
1999,9.140402323914998e-10,0.0
2000,2.2090157481002848e-09,0.0
2001,1.3143635346768434e-09,4.3812117822561447e-10
2002,1.752488598683044e-09,0.0
2003,1.6667691671301554e-09,0.0
2004,1.3214373761893938e-09,0.0
2005,2.251874686720612e-09,1.3511248786457486e-09
2006,8.235779835885637e-10,8.235779835885637e-10
2007,1.1983438408247338e-09,1.1983438685803094e-09
2008,8.514879357157668e-10,0.0
2009,1.430457752249481e-09,4.76819250749827e-10
2010,4.723793023408973e-10,2.3618964561933353e-09
2011,1.91198598620268e-09,7.64794394481072e-10
2012,3.4042526575461807e-09,1.7021263287730903e-09
2013,1.3945624655065103e-09,2.7891249310130206e-09
2014,6.496335691608124e-10,4.330890368553497e-10
2015,2.21657536769726e-09,1.329945265027277e-09
2016,8.285360453275104e-10,0.0
2017,7.546833991067814e-10,7.54683426862357e-10
2018,2.5814667625745358e-09,1.5488800242380307e-09
2019,1.7856913725466939e-09,2.04079020349468e-09
