year,premier_ADJ auto_NOUN,premier_ADJ poteau_NOUN
1800,0.0,6.288328968651058e-09
1801,0.0,4.7623651688866175e-09
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,2.842877711017877e-09,5.685755422035754e-09
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,2.2660739951163578e-09
1809,0.0,0.0
1810,0.0,2.3401267590372754e-09
1811,0.0,5.0141535368197765e-09
1812,0.0,4.000812481308458e-08
1813,0.0,2.8757416004054903e-08
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,9.270415546325239e-09
1817,3.580808893843823e-08,1.556873407970727e-09
1818,1.1921176934492905e-08,3.695565098382758e-08
1819,0.0,3.1053151161586356e-09
1820,3.5599443393152796e-09,0.0
1821,0.0,5.9168927535324656e-09
1822,7.017931125119503e-09,1.804610860745015e-08
1823,3.9530747564242574e-09,1.9765373338032077e-08
1824,0.0,5.894778887238772e-09
1825,0.0,5.283265824829186e-09
1826,1.145037931138404e-08,1.7615968683770689e-09
1827,4.6086365279585095e-09,1.8434546111834038e-09
1828,9.172301251858528e-10,3.668920500743411e-09
1829,0.0,1.1145129263923081e-08
1830,1.461157062010443e-08,0.0
1831,0.0,1.5591206103948707e-09
1832,1.0823975493678972e-08,2.705993873419743e-09
1833,0.0,3.4750886612755494e-09
1834,0.0,2.8003592777992026e-09
1835,0.0,1.285724948729694e-08
1836,0.0,0.0
1837,0.0,2.7831563720326358e-09
1838,6.312161904276081e-10,5.049729523420865e-09
1839,0.0,8.38977065598101e-09
1840,0.0,6.3696887764308485e-09
1841,0.0,1.2841097074556274e-09
1842,0.0,6.708265054555795e-10
1843,0.0,2.3627644285539873e-09
1844,5.488561272137815e-10,7.683985892015244e-09
1845,1.674068439427856e-09,6.138250796539069e-09
1846,0.0,1.7563503984519002e-09
1847,5.393223645455691e-10,2.1572894581822766e-09
1848,0.0,3.218088684420195e-09
1849,0.0,0.0
1850,0.0,6.788996032014438e-09
1851,0.0,3.2247193804124663e-09
1852,0.0,1.3021090872200602e-09
1853,0.0,7.763511611358354e-09
1854,5.195664454227256e-10,1.0910895298366086e-08
1855,0.0,0.0
1856,0.0,2.5885946719483854e-09
1857,4.881509085841174e-10,4.393358121745905e-09
1858,5.3830437884982985e-09,6.361778659424999e-09
1859,0.0,4.582956236731661e-09
1860,5.950338888283113e-09,1.2816115280145368e-08
1861,0.0,2.0278644541349422e-08
1862,0.0,5.873382225018986e-09
1863,2.4973103585068657e-09,5.494082966350788e-09
1864,0.0,2.3973640850272204e-09
1865,0.0,2.4004906507002488e-08
1866,4.865612912574591e-10,1.9949013108089275e-08
1867,0.0,3.88224918879132e-09
1868,0.0,1.432563490055827e-08
1869,0.0,1.4650557433881772e-09
1870,1.1468097582678638e-09,4.013834153937523e-09
1871,0.0,9.559059321873065e-09
1872,0.0,1.8746751706544273e-08
1873,0.0,1.855661402316855e-08
1874,0.0,1.1949218503559678e-08
1875,5.721527140956084e-10,1.2015206607429718e-08
1876,2.418405919968336e-09,7.859819461941697e-09
1877,1.8554447978047506e-09,3.710889595609501e-09
1878,4.22736201599605e-09,7.850815109122777e-09
1879,1.832797580370027e-09,6.720257683667796e-09
1880,0.0,9.626769603698904e-09
1881,6.972507571312292e-10,1.2550513517339823e-08
1882,0.0,7.986462158271479e-09
1883,0.0,1.579834751908038e-08
1884,3.300848483434038e-09,1.0562715146988921e-08
1885,6.445635691854079e-10,1.0957580620640783e-08
1886,0.0,1.936039106809062e-09
1887,2.6115698492645834e-09,5.223139698529167e-09
1888,0.0,8.242799331981132e-09
1889,5.6386229019267375e-09,6.265136853755848e-09
1890,0.0,8.520702365899524e-09
1891,0.0,7.0116419337296065e-09
1892,0.0,9.402768341715273e-09
1893,6.158416554491453e-10,9.23762488724833e-09
1894,0.0,3.150769645188234e-09
1895,2.4074457982692365e-09,2.4074457982692365e-09
1896,0.0,5.897029087265082e-09
1897,5.826713556089658e-10,7.574727511894253e-09
1898,0.0,8.487532454637403e-09
1899,5.527578395003729e-10,1.4371703827009696e-08
1900,2.595526460424935e-09,1.349673794948103e-08
1901,1.676621730339889e-09,2.235495566438317e-09
1902,3.928227076954727e-09,1.1293653123800595e-08
1903,0.0,4.320176216765503e-09
1904,1.6123875568041512e-09,2.1498500757388683e-09
1905,5.160759042333041e-10,4.1286072338664326e-09
1906,1.0288369045596824e-09,5.144184633820714e-09
1907,0.0,1.0285686968813934e-08
1908,2.9468334439286537e-09,4.4202499438483756e-09
1909,4.4007870125817306e-09,7.701377313651392e-09
1910,0.0,5.34415089958884e-09
1911,1.0640748282497725e-09,5.3203743632934675e-09
1912,1.5628263128064646e-09,6.251305251225858e-09
1913,0.0,6.893886794756554e-09
1914,6.696743715117748e-10,1.875088173619588e-08
1915,2.8273827723523937e-08,3.534228465440492e-09
1916,0.0,1.538244731591476e-08
1917,1.0966424435210342e-09,2.7416060532914344e-08
1918,0.0,1.6080926812378493e-08
1919,0.0,1.4732557396257562e-08
1920,8.329454459499175e-09,1.590168707821249e-08
1921,1.5145494858259667e-09,2.120369302360814e-08
1922,5.902348387820666e-09,1.3280283539529592e-08
1923,6.369568872344189e-09,6.369568872344189e-09
1924,2.578324886925998e-09,6.445812328337297e-09
1925,1.0998177923937646e-09,0.0
1926,0.0,6.687683296036084e-09
1927,0.0,3.3447675740205796e-09
1928,0.0,3.4278122562625413e-09
1929,1.1140406375176326e-09,3.342121912552898e-09
1930,3.1510811737689437e-09,4.201441416995522e-09
1931,1.1405356659111021e-09,9.124285327288817e-09
1932,1.0959536611565568e-09,3.287861094491973e-09
1933,1.1470662197865522e-09,3.4411986593596566e-09
1934,2.3963160344919743e-09,5.990790086229936e-09
1935,0.0,7.180970484910176e-09
1936,1.2124714565686645e-09,1.2124714565686645e-09
1937,7.554670666820584e-09,3.777335333410292e-09
1938,7.779128452511941e-09,1.4261735792331365e-08
1939,0.0,7.647025235257843e-09
1940,2.5357829169792012e-09,1.0143131667916805e-08
1941,0.0,2.9515025978810172e-09
1942,0.0,0.0
1943,1.1612940831184915e-08,2.9032352077962287e-09
1944,0.0,1.6065930807940276e-08
1945,2.178504043826024e-09,4.357008087652048e-09
1946,0.0,2.7842208538686464e-09
