year,premier_ADJ auto_NOUN,premier_ADJ poteau_NOUN
1947,1.1920870957027319e-09,8.344609447874518e-09
1948,7.61032148410834e-09,3.2615663503321457e-09
1949,2.945102384188658e-09,9.817008317369869e-10
1950,1.0635361480382244e-08,3.190608444114673e-09
1951,1.0661401983469432e-08,5.330700769690111e-09
1952,3.1634410646574906e-09,1.4762725264461096e-08
1953,3.232148326759443e-09,1.0773827163745864e-08
1954,0.0,6.840775057526116e-09
1955,2.815682353940474e-09,3.754243138587299e-09
1956,1.744228317335228e-09,3.488456634670456e-09
1957,1.7670075402875796e-09,8.835037590415595e-09
1958,0.0,1.0753916868111446e-08
1959,3.875373910666724e-09,4.650448914844674e-09
1960,4.152500121534786e-09,6.2287499602575735e-09
1961,9.032606829162404e-09,1.3896318540318475e-09
1962,3.170978146727066e-09,2.5367825617905737e-09
1963,5.819448034571906e-09,1.939815863494232e-09
1964,0.0,2.4335873316516654e-09
1965,5.472043373977442e-10,6.5664522708175355e-09
1966,2.215629901769489e-09,6.6468897053084675e-09
1967,9.860671168482327e-10,8.874604162656397e-09
1968,1.7965663401398047e-09,3.5931326802796093e-09
1969,3.6334062425424918e-09,2.2708788183223305e-09
1970,1.3796175313274261e-09,3.6789800095249348e-09
1971,2.0553589941130213e-09,8.735275613958038e-09
1972,1.0260293725750103e-09,1.1799337507056862e-08
1973,3.859242592163525e-09,1.6539611902288698e-09
1974,3.937900228123681e-09,4.500457340128605e-09
1975,1.1422960355389478e-09,5.711480177694739e-09
1976,5.713526873840635e-10,3.9994687561772935e-09
1977,3.526069047854463e-09,8.22749424145286e-09
1978,4.1584139465200565e-09,6.534650598410963e-09
1979,2.3407893401383717e-09,3.5111840102075575e-09
1980,5.685150683554241e-10,1.7055452605774235e-09
1981,5.060439622894819e-09,6.325549417596221e-09
1982,3.7245013739806154e-09,3.1037510339615437e-09
1983,1.89459470334441e-09,5.052252838311233e-09
1984,5.219107590548333e-09,2.8995041922996734e-09
1985,1.0828004270990732e-08,6.015557829641693e-09
1986,1.7983456945813714e-09,8.991728250862252e-09
1987,2.4443267965246207e-09,4.277571630240118e-09
1988,1.7989661427186832e-09,6.596209356501959e-09
1989,2.1952488715726304e-09,4.390497743145261e-09
1990,3.269190529398003e-09,8.172976073694826e-09
1991,2.9307325455363298e-09,7.6199047072123e-09
1992,1.1019888113139586e-08,3.250866953408149e-08
1993,4.985286850001103e-09,6.093128224193833e-09
1994,1.5824779264761446e-09,6.857404422078162e-09
1995,1.0844901643380922e-09,5.4224509327127635e-09
1996,3.736664311304594e-09,5.3380921904988554e-09
1997,1.917957792585412e-09,3.835915585170824e-09
1998,6.198567992221626e-09,1.4304387896402204e-08
1999,3.656160929565999e-09,1.0054442611817649e-08
2000,3.5344251969604557e-09,4.5063920595111995e-08
2001,6.571817756650944e-09,7.448059946568719e-09
2002,1.3143663935011318e-09,1.3143664823189738e-08
2003,1.6667691671301554e-09,7.91715315529018e-09
2004,2.2023956547378987e-09,1.4095332012686868e-08
2005,1.8014998381943315e-09,1.6213498099659773e-08
2006,2.8825228870488218e-09,1.6883348052942893e-08
2007,1.997239706952314e-09,1.1583990655594789e-08
2008,4.257439734089985e-09,1.830699147831183e-08
2009,2.384096253749135e-09,1.192048149079028e-08
2010,9.447586046817946e-10,6.613310343794865e-09
2011,2.6767803529281764e-09,1.4531093661673822e-08
2012,1.7021263842842416e-09,1.838296448397614e-08
2013,1.1156500168141292e-09,1.1993237514218436e-08
2014,3.0316233134985993e-09,1.797319448826329e-08
2015,2.2165753260638965e-09,1.773260294157808e-08
2016,1.4499380585064614e-09,1.8434926474242275e-08
2017,3.773417051045058e-09,2.1382696502314502e-08
2018,1.5488800242380307e-09,2.349134753387716e-08
2019,1.02039510174734e-09,1.8622211328533922e-08
