year,premier_ADJ art_NOUN,premier_ADJ part_NOUN
1966,2.1602390831709783e-07,1.4401594028434772e-08
1967,1.4051456764807568e-07,1.0846738618397467e-08
1968,2.034611381040996e-07,1.4821671889819754e-08
1969,1.7531184504093744e-07,1.4987801222332564e-08
1970,2.547693656040906e-07,1.1956685419534097e-08
1971,2.1786805026735578e-07,1.0276794526475896e-08
1972,1.7699006443772092e-07,1.3338381954497436e-08
1973,3.63871455855147e-07,6.064523994098181e-09
1974,2.5427583372206186e-07,8.438357623763437e-09
1975,2.181785467847419e-07,1.3707552426467373e-08
1976,1.1427053453472169e-07,3.4281160132820787e-09
1977,2.544646612867574e-07,1.1753563455840776e-08
1978,2.417820627043099e-07,1.128712323605896e-08
1979,1.49810518212945e-07,1.8726314721106974e-08
1980,2.052339332925257e-07,1.9898028225107112e-08
1981,1.6699450128276894e-07,2.0241758491579276e-08
1982,2.0981357373717202e-07,1.1794254461960918e-08
1983,1.9640633119877293e-07,9.47297440490047e-09
1984,1.0960125895742578e-07,1.333771937339634e-08
1985,1.588107336747413e-07,1.7445118793979475e-08
1986,1.6424890514343815e-07,9.591176741707841e-09
1987,2.2060048177063862e-07,7.944062296871834e-09
1988,1.4991384372775585e-07,1.4391728697660255e-08
1989,2.310499370716812e-07,1.975724017722058e-08
1990,2.7134282848395586e-07,1.3621627381610324e-08
1991,1.4653662572250425e-07,2.05151273746651e-08
1992,1.4987047824988053e-07,8.815910668147353e-09
1993,1.728232728037682e-07,1.0524494165053966e-08
1994,1.181583532128272e-07,1.4242301560329906e-08
1995,2.2503171376309083e-07,2.114755837112625e-08
1996,1.3505372686850592e-07,1.1209993822092201e-08
1997,1.5391611141168937e-07,1.7741109914481967e-08
1998,1.1205103456202181e-07,1.2397135762398648e-08
1999,1.096848292192476e-07,1.3253583119876566e-08
2000,1.6788520318389288e-07,1.3254094710646314e-08
2001,1.2793138254307834e-07,1.621048362210331e-08
2002,1.0953053586337802e-07,1.270554239596322e-08
2003,1.1084014900353267e-07,1.2084076850271686e-08
2004,1.5372720835182818e-07,1.6297727611913615e-08
2005,1.4366960909839577e-07,1.8014998492965617e-08
2006,1.1900701524236723e-07,7.000412693969338e-09
2007,9.706584783164551e-08,1.837460494868992e-08
2008,1.0260429794684e-07,1.702975893635994e-08
2009,1.3398621589999493e-07,2.47946008169464e-08
2010,7.369116933331199e-08,1.322662068758973e-08
2011,8.603936690887437e-08,2.332622983658439e-08
2012,5.344676867746756e-08,1.736168897537027e-08
2013,4.351035054472874e-08,1.310888730898796e-08
2014,6.041592082173253e-08,1.3209215943277286e-08
2015,5.5414385413676825e-08,1.440773989003219e-08
2016,6.255446993730374e-08,1.3877977877996273e-08
2017,3.622480312936993e-08,1.1320251402935355e-08
2018,6.324593504469789e-08,1.626323964387666e-08
2019,4.744837300840743e-08,1.2754938438774843e-08
