year,premier_ADJ art_NOUN,premier_ADJ part_NOUN
1800,1.5091990102078512e-07,2.829747991484055e-08
1801,5.000483449535409e-08,4.0480102825313224e-08
1802,7.161088433349505e-08,3.8043282302169246e-08
1803,1.2482170674843474e-07,1.1702034896643454e-08
1804,1.0134588990240445e-07,2.7190360185613827e-08
1805,8.528633421711618e-08,4.548604315424143e-08
1806,3.1698359492793315e-08,6.339671898558663e-08
1807,6.832692145408714e-08,2.8469550716891945e-08
1808,4.305540546312159e-08,0.0
1809,6.099382443558454e-08,2.0331274441787173e-08
1810,5.3822916346035754e-08,1.8721014072298203e-08
1811,3.259199621297171e-08,7.521229861140455e-09
1812,2.9339290108509886e-08,1.600324983641599e-08
1813,7.189353801173581e-08,2.8757416448144113e-09
1814,1.5733386149463513e-08,0.0
1815,4.315557688983063e-08,2.697223555614414e-09
1816,5.7940098940889584e-08,6.952811659743929e-09
1817,5.60474440192138e-08,1.2454987263765815e-08
1818,4.4108355412575406e-08,2.3842354979208835e-08
1819,6.935203400448842e-08,1.4491469912947252e-08
1820,6.289235354728362e-08,5.933240565525466e-09
1821,6.508582273134778e-08,4.930744257336528e-09
1822,4.912551787583652e-08,1.0025615893027862e-08
1823,3.261286796174545e-08,5.929612356680991e-09
1824,5.9789897477458e-08,1.6000114122505238e-08
1825,5.811592274085342e-08,1.4088708866211164e-08
1826,4.580151724553616e-08,1.1450379200361738e-08
1827,3.0417001140037314e-08,9.217272889383565e-09
1828,3.118582486694166e-08,8.255071293206129e-09
1829,4.2865879235076676e-08,1.1145129263923081e-08
1830,2.609209004411639e-08,9.39315203396518e-09
1831,2.3386808933878456e-08,1.5591206103948707e-09
1832,6.223786208625626e-08,2.3000947924067816e-08
1833,3.243415902520752e-08,1.50587169400751e-08
1834,5.8807543945604834e-08,8.401078055442213e-09
1835,3.1764969321557146e-08,1.9664028627630614e-08
1836,3.965242673098501e-08,1.0753200108126748e-08
1837,2.0177884252348122e-08,1.530736071231331e-08
1838,2.4617431870765927e-08,1.4517972601879592e-08
1839,5.313521023175838e-08,2.0974425751774106e-08
1840,3.567025785855549e-08,1.0191501864653674e-08
1841,2.7608359598474408e-08,1.0272877659645019e-08
1842,2.683306021822318e-08,1.0733224087289273e-08
1843,2.7171791094904307e-08,7.088293507706567e-09
1844,4.116421076227894e-08,1.6465684371524958e-09
1845,3.236532108985557e-08,1.618266037839433e-08
1846,4.7421458981844467e-08,5.854501328173001e-09
1847,5.447156059545932e-08,3.775256551818984e-09
1848,2.976732055293141e-08,1.850401076808339e-08
1849,3.016589378290746e-08,1.0893239199560867e-08
1850,4.480737292311687e-08,2.5119284430275002e-08
1851,3.611685728266423e-08,7.739326512989919e-09
1852,1.3672145193766028e-08,1.9531636308300904e-09
1853,2.7470886232450198e-08,1.4929829816878737e-08
1854,2.909572138776184e-08,7.27393034694046e-09
1855,4.4578271740647324e-08,1.4859423913549108e-08
1856,2.3815070804289462e-08,1.6049286344355096e-08
1857,3.7099469274437524e-08,4.393358121745905e-09
1858,3.0340791934424516e-08,9.787352261980686e-09
1859,2.698851919724632e-08,1.018434669930457e-08
1860,2.0139609091529564e-08,8.696649622663699e-09
1861,1.65058727241707e-08,5.187560159214399e-09
1862,3.2077704131827645e-08,1.1294965851504912e-08
1863,3.196557385454213e-08,1.5483325122023217e-08
1864,7.192091966423675e-08,3.835782358407869e-09
1865,4.3302967545066906e-08,1.2237795665726026e-08
1866,3.113992252945508e-08,1.9462451650298362e-09
1867,2.135237053835226e-08,1.455843445796745e-09
1868,3.606107934484015e-08,1.2843672791973404e-08
1869,3.2719577824913415e-08,1.0743741896135361e-08
1870,3.268407811063412e-08,8.601073187008978e-09
1871,2.8677179297886823e-08,1.1683295220166201e-08
1872,2.721302727604069e-08,6.047339518033823e-09
1873,1.9753815583278822e-08,1.0774807712721213e-08
1874,2.6885741521986972e-08,1.4339061493728877e-08
1875,2.860763526069121e-08,1.4303817685856757e-08
1876,3.1439278513900604e-08,2.2974855795609983e-08
1877,2.9068635498674666e-08,2.4739263970730008e-09
1878,3.442280532839348e-08,1.268208649207736e-08
1879,2.8102896787451925e-08,2.1382637882538802e-08
1880,3.7865292457084365e-08,1.1552122813895949e-08
1881,3.207353549417036e-08,1.743126887276958e-08
1882,2.1297231533878858e-08,2.6621540527571597e-09
1883,1.8326083373043645e-08,2.5277355764075082e-09
1884,2.772712726084592e-08,3.9610181801208455e-09
1885,4.44748863293043e-08,2.5782542767416317e-09
1886,2.2587123060802128e-08,3.2267319927115068e-09
1887,4.831404343264012e-08,6.528924512139156e-09
1888,3.7409626507667326e-08,3.804368819970705e-09
1889,4.3855955533800284e-08,1.0024218788373673e-08
1890,3.998175801545045e-08,1.1797895993481688e-08
1891,3.56956323388502e-08,8.286486163910922e-09
1892,3.0088859626076214e-08,7.522214851007902e-09
1893,5.419406567952478e-08,9.23762488724833e-09
1894,4.7891698606861155e-08,1.1972924873759894e-08
1895,5.717683726480516e-08,4.213029924926559e-09
1896,3.4792471126365854e-08,7.66613794667137e-09
1897,3.0298910269621615e-08,1.6897470089816125e-08
1898,4.922768748194528e-08,1.810673566637888e-08
1899,3.537650172802387e-08,8.844125432005967e-09
1900,3.6856477869662285e-08,1.557315876254961e-08
1901,4.19155422592965e-08,1.0059729937950124e-08
1902,3.584507146658922e-08,1.276673788908056e-08
1903,4.2661739252380926e-08,1.2420506401156217e-08
1904,3.3860139581065596e-08,6.987012746151322e-09
1905,4.0253920030597357e-08,8.773290538499623e-09
1906,2.5206503495578403e-08,2.1091157265118454e-08
1907,2.0571373215982902e-08,7.199980611716228e-09
1908,2.2592389736786345e-08,1.964555629285769e-09
1909,4.455796759339492e-08,8.251475058784763e-09
1910,3.5271394693836555e-08,3.740905363258662e-09
1911,3.937076764604086e-08,7.980561100850991e-09
1912,2.604710525044851e-08,1.3023552625224255e-08
1913,3.075733978619155e-08,8.484783153850373e-09
1914,3.2144370609721307e-08,9.37544086809794e-09
1915,5.654765711238241e-08,0.0
1916,1.977743147030253e-08,1.0987462051303964e-09
1917,1.97395633172448e-08,3.289927441585405e-09
1918,5.2837331843136326e-08,8.040463406189247e-09
1919,3.2227470136980685e-08,2.1178051312631396e-08
1920,3.558949002169243e-08,1.0601124422748853e-08
1921,2.9533715251162107e-08,1.3630945261411398e-08
1922,4.57432016709447e-08,8.115729421831475e-09
1923,4.140219722614802e-08,2.1231896241147297e-09
1924,5.1566497294430746e-08,6.445812328337297e-09
1925,9.788378663166952e-08,5.499089184013428e-09
1926,1.0365908709175642e-07,5.57306911730393e-09
1927,8.807887441619755e-08,0.0
1928,2.7536759761304097e-07,7.998228745975666e-09
1929,3.353262441052607e-07,3.342121912552898e-09
1930,1.6490657173129364e-07,7.352522590764465e-09
1931,1.9731267553169118e-07,1.2545892325022123e-08
1932,4.0550285618223825e-07,8.767629289252454e-09
1933,3.315021330774215e-07,1.0323596200123575e-08
1934,1.761292320878738e-07,5.990790086229936e-09
1935,5.146362083152667e-07,5.98414207075848e-09
1936,2.582564135877874e-07,8.487299751891442e-09
1937,1.7375742600300725e-07,1.7627565185307503e-08
1938,1.6465822649802675e-07,2.5930428915188486e-09
1939,2.2176373803972638e-07,1.070583532936098e-08
1940,3.245802051576874e-07,1.0143131667916805e-08
1941,3.482772998886219e-07,8.854508237732261e-09
1942,4.976107379484063e-07,1.517105907566929e-08
1943,4.122593861843882e-07,2.9032352077962287e-09
1944,3.6309005047030496e-07,3.2131861615880553e-09
1945,4.0955876778880906e-07,8.714016175304096e-09
1946,1.4199526443547938e-07,2.227376683094917e-08
1947,2.2053611870020973e-07,1.1920871179071924e-08
1948,1.8808366042399882e-07,1.3046265401328583e-08
1949,2.414984063836556e-07,2.945102384188658e-09
1950,2.329144102031222e-07,1.3825969702452312e-08
1951,1.7271470698076996e-07,9.595261474260042e-09
1952,1.0755699808573382e-07,4.2179215675730575e-09
1953,1.3036331125704237e-07,9.69644453618912e-09
1954,1.3095198059254187e-07,1.6613311615287785e-08
1955,1.145044152828234e-07,1.407841132561316e-08
1956,3.3750817185485005e-07,1.657016923672927e-08
1957,3.083428143368927e-07,1.4136060322300636e-08
1958,2.1921444465222706e-07,8.272243334772611e-09
1959,2.619752692556432e-07,8.525822714489095e-09
1960,1.8617041153135006e-07,5.536666680683311e-09
1961,2.160877516921289e-07,8.33779090214648e-09
1962,2.3338400195749287e-07,1.1415521861124489e-08
1963,2.062670988456361e-07,1.3578711488548834e-08
1964,1.8251905264943247e-07,1.3993127545575135e-08
1965,2.4022270350698705e-07,6.0192477668863376e-09
