year,premier_ADJ aimant_NOUN,premier_ADJ paiement_NOUN
1800,0.0,1.1004575384276905e-07
1801,0.0,9.762848662830947e-08
1802,0.0,9.622712582313397e-08
1803,0.0,2.145373088069391e-07
1804,0.0,2.125791809248767e-07
1805,0.0,1.250866148438945e-07
1806,2.881669125542885e-09,3.803803281243745e-07
1807,0.0,4.98217161748471e-07
1808,0.0,2.492681403509778e-07
1809,0.0,2.3268013649158092e-07
1810,0.0,1.778496283577624e-07
1811,0.0,1.579458341893769e-07
1812,0.0,1.2802598803318688e-07
1813,0.0,1.8117172828624462e-07
1814,0.0,1.4789382873914292e-07
1815,0.0,2.0498899289123074e-07
1816,0.0,1.2051540920765547e-07
1817,0.0,2.802372023325006e-07
1818,2.384235475716423e-09,3.230639151752257e-07
1819,0.0,1.573359611484193e-07
1820,0.0,1.5307760747873544e-07
1821,0.0,4.329193359353667e-07
1822,0.0,6.165753916320682e-07
1823,0.0,4.684393672960141e-07
1824,0.0,6.492678039649036e-07
1825,0.0,4.085725606728374e-07
1826,0.0,5.733998023060849e-07
1827,0.0,4.129338435632235e-07
1828,0.0,4.650356686397572e-07
1829,0.0,3.42927052088271e-07
1830,0.0,1.7429515253297723e-07
1831,0.0,3.617159904933942e-07
1832,0.0,2.8548234354275337e-07
1833,0.0,2.9538253443206486e-07
1834,0.0,5.666060474140977e-07
1835,0.0,2.2764893969906552e-07
1836,0.0,2.4933981990216125e-07
1837,0.0,2.5674617631921137e-07
1838,0.0,2.619547103677178e-07
1839,0.0,2.0415107826465828e-07
1840,0.0,1.9427550057571352e-07
1841,0.0,1.9069028667217935e-07
1842,0.0,1.589858840134184e-07
1843,0.0,8.32874462730615e-08
1844,0.0,1.1141779054923973e-07
1845,0.0,1.2220699829867954e-07
1846,0.0,1.200172761173235e-07
1847,0.0,1.0840379616183782e-07
1848,0.0,1.9308532728246064e-07
1849,0.0,9.21735647807509e-08
1850,0.0,1.2288083439671027e-07
1851,0.0,1.3672810439402383e-07
1852,0.0,1.2695564066689258e-07
1853,0.0,8.659301187208257e-08
1854,0.0,1.0027632413311949e-07
1855,0.0,9.711695270198106e-08
1856,0.0,1.0043746812016252e-07
1857,9.763018171682347e-10,7.956860059721294e-08
1858,0.0,7.683071601150004e-08
1859,5.092173349652285e-10,1.0082503365538287e-07
1860,0.0,9.612086415700105e-08
1861,0.0,7.262584489353685e-08
1862,0.0,9.532951139590295e-08
1863,0.0,9.439833092983463e-08
1864,0.0,5.4659899717535154e-08
1865,4.706844358715045e-10,7.76629320853317e-08
1866,0.0,7.541699886814968e-08
1867,0.0,6.163070764841905e-08
1868,0.0,1.0373735648272486e-07
1869,0.0,6.983432143670143e-08
1870,0.0,4.6445794765759274e-08
1871,0.0,9.983906323896008e-08
1872,0.0,1.1066630634104513e-07
1873,1.7958012854535355e-09,1.2989629283310933e-07
1874,5.974609140757536e-10,1.188947251762329e-07
1875,0.0,8.52507540116676e-08
1876,0.0,1.0701446484517874e-07
1877,6.184815992682502e-10,1.0204946221392674e-07
1878,0.0,9.239805365268694e-08
1879,0.0,9.774920783911512e-08
1880,0.0,9.819304835900766e-08
1881,0.0,1.1156011936463983e-07
1882,0.0,9.317539451103585e-08
1883,0.0,8.404720830412771e-08
1884,6.601696966868076e-10,7.856019124119484e-08
1885,0.0,8.314869859304963e-08
1886,0.0,1.2906927793210343e-07
1887,0.0,1.1490907070310641e-07
1888,0.0,1.0779044856690234e-07
1889,0.0,9.773613385277713e-08
1890,0.0,1.0159298824419238e-07
1891,0.0,4.9081492647928826e-08
1892,6.268512375839919e-10,1.1910173469686924e-07
1893,0.0,6.404753349897874e-08
1894,0.0,8.128985484745499e-08
1895,0.0,1.0472389533333626e-07
1896,0.0,1.0496711411178694e-07
1897,0.0,8.448734689636694e-08
1898,2.8291773368493978e-09,1.2618131961517065e-07
1899,1.1055156790007459e-09,1.5477219506010442e-07
1900,1.038210628578895e-09,1.105694309444516e-07
1901,0.0,1.6710329475699837e-07
1902,9.820567692386817e-10,1.3061355730314972e-07
1903,0.0,1.463459682327084e-07
1904,0.0,1.2845353580814844e-07
1905,0.0,1.641121372131238e-07
1906,0.0,1.4455159202952927e-07
1907,0.0,1.0542829187443203e-07
1908,0.0,1.119796735338241e-07
1909,0.0,1.8043226646113908e-07
1910,1.068830135508847e-09,1.0581418052879599e-07
1911,0.0,1.3832972456384596e-07
1912,0.0,9.168581271978837e-08
1913,4.242391771214216e-09,1.03408297036367e-07
1914,0.0,1.011208325962798e-07
1915,0.0,1.1780761610680202e-07
1916,5.493730803607377e-09,1.2415831918133335e-07
1917,0.0,1.1953402179187833e-07
1918,0.0,7.466144325007917e-08
