year,premier_ADJ aimant_NOUN,premier_ADJ paiement_NOUN
1919,0.0,8.194984957299312e-08
1920,0.0,1.0828291152620295e-07
1921,0.0,1.029893681447902e-07
1922,0.0,8.337067214370109e-08
1923,0.0,1.4650008495209477e-07
1924,0.0,1.0571132236236735e-07
1925,1.0998177923937646e-09,1.2207976851641433e-07
1926,0.0,1.3821211553022295e-07
1927,0.0,1.3936531217950687e-07
1928,0.0,1.0968999220040132e-07
1929,0.0,1.0360577817891681e-07
1930,0.0,1.008345975606062e-07
1931,0.0,1.0150767337790967e-07
1932,0.0,1.227468118258912e-07
1933,0.0,6.194157720074145e-08
1934,0.0,9.106000931069502e-08
1935,0.0,1.1010821765466972e-07
1936,1.2124714565686645e-09,1.0427254437672673e-07
1937,0.0,1.1835651037017669e-07
1938,0.0,1.0242519721259669e-07
1939,0.0,5.505858169385647e-08
1940,0.0,8.621661606866837e-08
1941,0.0,8.559357667081713e-08
1942,0.0,4.5513175450651033e-08
1943,0.0,9.290352664947932e-08
1944,0.0,1.0603514510876266e-07
1945,0.0,7.189063211399116e-08
1946,0.0,6.682130049284751e-08
1947,0.0,5.4836007734593295e-08
1948,0.0,5.6533817627268945e-08
1949,0.0,5.988375306742455e-08
1950,0.0,4.1477910883713776e-08
1951,0.0,3.3050344683260846e-08
1952,0.0,5.166953798152463e-08
1953,1.0773827385790469e-09,5.386913670690774e-08
1954,3.9090144454689835e-09,5.863521579385633e-08
1955,0.0,4.129667274810345e-08
1956,0.0,6.279221764771137e-08
1957,0.0,1.0513694803648832e-07
1958,3.3088973783179654e-09,5.1287909030861556e-08
1959,0.0,6.743150748889093e-08
1960,0.0,6.436375343810141e-08
1961,0.0,5.975417138870398e-08
1962,2.5367825617905737e-09,6.912732430919277e-08
1963,0.0,6.983337641486287e-08
1964,6.083968329129164e-10,5.353892262860427e-08
1965,5.472043373977442e-10,1.258569994888603e-07
1966,0.0,7.865486395530752e-08
1967,4.930335584241163e-10,1.0304401598659751e-07
1968,4.4914158503495116e-10,8.264205320074325e-08
1969,0.0,1.6259492952030996e-07
1970,1.3796175313274261e-09,1.5221779392504686e-07
1971,0.0,8.17005201270149e-08
1972,0.0,1.4672220061129337e-07
1973,0.0,7.718485051100288e-08
1974,0.0,8.71963621307259e-08
1975,0.0,1.0280664497486214e-07
1976,0.0,1.028434866157113e-07
1977,0.0,1.674882810220879e-07
1978,0.0,7.306927329864266e-08
1979,0.0,5.910493072747158e-08
1980,0.0,8.129765660669364e-08
1981,0.0,4.933928465788995e-08
1982,0.0,6.76617730732687e-08
1983,0.0,4.547027643297952e-08
1984,0.0,1.0612185263880747e-07
1985,0.0,8.000692020004863e-08
1986,5.994485463567401e-10,7.553051517561471e-08
1987,0.0,5.438626970999394e-08
1988,0.0,6.836071264615384e-08
1989,0.0,9.713976112379896e-08
1990,0.0,8.554381736303185e-08
1991,0.0,4.9236309251909915e-08
1992,0.0,4.35285585353995e-08
1993,0.0,5.428423222042511e-08
1994,0.0,5.6969206241319625e-08
1995,0.0,4.771756678678685e-08
1996,0.0,7.793614287265882e-08
1997,0.0,5.274383951814343e-08
1998,0.0,6.723062284663683e-08
1999,4.570201161957499e-10,5.9869634583265e-08
2000,0.0,4.7272937564457607e-08
2001,0.0,5.9146358921680076e-08
2002,4.38122149670761e-10,6.703268695673614e-08
2003,0.0,5.1669843514901004e-08
2004,0.0,5.726228735625227e-08
2005,0.0,5.809836878256647e-08
2006,0.0,4.982646828466386e-08
2007,0.0,5.472436725995067e-08
2008,4.257439678578834e-10,5.066353381266708e-08
2009,0.0,6.246332162618273e-08
2010,0.0,6.188168555354423e-08
2011,3.82397197240536e-10,2.982698177333987e-08
2012,0.0,2.246806829475645e-08
2013,0.0,2.9564725778641332e-08
2014,0.0,5.2836863773109144e-08
2015,0.0,3.7460125668076216e-08
2016,2.0713400439298368e-10,3.997686448542481e-08
2017,0.0,4.2765393004629004e-08
2018,0.0,3.4333506704342653e-08
2019,0.0,5.025446014883528e-08
