year,premier_ADJ arc_NOUN,premier_ADJ parc_NOUN
1947,1.2040079688802052e-07,1.1920870957027319e-08
1948,3.5768511930101e-07,1.6307831973705333e-08
1949,5.055759313421504e-07,2.2579119463017605e-08
1950,1.882459017554794e-07,1.0635361036293034e-08
1951,3.955379936915193e-07,6.396841278899501e-09
1952,4.6080793714153856e-07,4.217921456550755e-09
1953,2.1547655082443384e-07,1.0773827385790469e-09
1954,2.1010952067079813e-07,2.9317608341017376e-09
1955,9.667175993044452e-08,8.447047505910632e-09
1956,1.3604980231285424e-07,1.3081712602058815e-08
1957,2.0408937473348487e-07,1.0602045463770082e-08
1958,2.564395376047912e-07,1.1581141212690937e-08
1959,2.984037927866723e-07,4.650448914844674e-09
1960,1.9447541937944735e-07,1.5225833704946012e-08
1961,1.5216468796097615e-07,1.6675582414915624e-08
1962,2.720699208147437e-07,2.473363114319227e-08
1963,1.7264361584778953e-07,2.263118559220345e-08
1964,4.277029876376126e-07,2.8594651757529732e-08
1965,2.9603754470031163e-07,1.7510538796727815e-08
1966,3.035412952101524e-07,1.550940953443103e-08
1967,1.4643096335476002e-07,1.479100675272349e-08
1968,1.0914140546880446e-07,2.4702787593255948e-08
1969,9.810196785475789e-08,2.1800437427499375e-08
1970,6.806113361790267e-08,3.265094786208955e-08
1971,1.1612778028080584e-07,4.367637762570098e-08
1972,3.0832183595119744e-07,2.7702792948502974e-08
1973,2.1666891492078122e-07,3.4733182663337914e-08
1974,1.378265068741058e-07,2.7002744262816236e-08
1975,1.1994108106705426e-07,3.1413140089142644e-08
1976,8.798831663270335e-08,2.685357691767365e-08
1977,1.0108064679714701e-07,2.7620874143430285e-08
1978,8.851481247962312e-08,2.6138601616487733e-08
1979,4.9741775143274936e-08,1.9896708725042345e-08
1980,6.481071701536223e-08,3.126833025834941e-08
1981,6.894849058358687e-08,2.1506868563836434e-08
1982,1.2166704355109914e-07,1.8622506758880775e-08
1983,8.90459570523916e-08,3.347117549790113e-08
1984,4.871167291753409e-08,4.0593060912641477e-08
1985,9.324114813580309e-08,3.910112600369331e-08
1986,9.531231542903029e-08,3.117132441055048e-08
1987,1.417709496465136e-07,4.827545302399372e-08
1988,5.097070848725238e-08,3.837794432248742e-08
1989,8.012658203604417e-08,3.347754684579485e-08
1990,1.6945304459614619e-07,3.160217509901031e-08
1991,5.392548124705243e-08,4.9822452830028396e-08
1992,2.3362163181772644e-07,6.226236859419032e-08
1993,8.474987289730507e-08,4.4313659020023266e-08
1994,1.7934750518033837e-08,3.903445716657572e-08
1995,9.868860217920883e-08,4.3921851655692734e-08
1996,4.110330897866277e-08,4.697520972207769e-08
1997,5.178486039980612e-08,4.9866904161532943e-08
1998,3.480734278582531e-08,4.8634916205436696e-08
1999,2.4222065964085715e-08,4.707307127427285e-08
2000,4.771473882669852e-08,6.096883609085779e-08
2001,4.994581512263174e-08,4.600272371368952e-08
2002,5.169841238439332e-08,4.994592667229014e-08
2003,5.291991849176725e-07,6.333722879503512e-08
2004,3.3916894182084434e-08,5.6821807037366057e-08
2005,4.458711999610898e-08,7.070887031446205e-08
2006,2.388376074691223e-08,8.359316278072626e-08
2007,2.680295750900896e-07,8.628075753858155e-08
2008,3.2356542334355254e-08,1.106934326422504e-07
2009,3.337734710839868e-08,1.1491344187319896e-07
2010,3.164941375644048e-08,1.0911962267101671e-07
2011,4.282848736769651e-08,1.7972668064913933e-07
2012,3.131912645892854e-08,1.7361688176009693e-07
2013,2.4544300814000053e-08,1.1379629993868434e-07
2014,2.663497511434798e-08,1.2061529464091336e-07
2015,4.433150771476768e-08,1.325512064553891e-07
2016,3.148436916733388e-08,1.311158248640254e-07
2017,3.547012106253078e-08,1.0238538172835376e-07
2018,4.233605266357188e-08,1.1978005209911657e-07
2019,1.811201322254874e-08,9.438654657856205e-08
