year,premier_ADJ arc_NOUN,premier_ADJ parc_NOUN
1800,1.320549074534938e-07,6.288328968651058e-09
1801,6.191074675143682e-08,3.095537337571841e-08
1802,6.489736392722989e-08,6.713520406265161e-09
1803,7.216254971353919e-08,0.0
1804,7.168367943677367e-08,1.4831105232815389e-08
1805,1.4782963830839435e-07,8.528632911009026e-09
1806,7.204172902675055e-08,0.0
1807,4.839823830593559e-08,0.0
1808,4.5321478125970316e-08,2.2660739951163578e-09
1809,7.90660692473466e-08,0.0
1810,1.4976810946976116e-07,1.8721014072298203e-08
1811,1.8301660986708157e-07,0.0
1812,6.934741492159446e-08,0.0
1813,6.039057609541487e-08,0.0
1814,7.866692897096073e-08,0.0
1815,2.4275012000529728e-08,0.0
1816,1.0197457100957763e-07,0.0
1817,9.808302792180257e-08,6.227493631882908e-09
1818,4.768470773797162e-08,0.0
1819,8.487860725381324e-08,0.0
1820,5.458581231465587e-08,0.0
1821,4.733514280541584e-08,9.86148829262845e-10
1822,4.6117833107928163e-08,1.0025615893027862e-09
1823,6.423746334860425e-08,0.0
1824,1.3473780313688621e-08,0.0
1825,3.9624492131906663e-08,0.0
1826,5.284790716153509e-08,3.5231937367541377e-09
1827,5.438191053031005e-08,0.0
1828,7.154395120778645e-08,5.5033806956039655e-09
1829,2.3147574523818548e-08,0.0
1830,9.706257486641334e-08,3.1310507520032616e-09
1831,8.731075240575592e-08,3.1182412207897414e-09
1832,9.335678896604804e-08,1.3529969367098715e-09
1833,6.255159235024621e-08,1.6217079235048004e-08
1834,6.534171603789218e-08,3.733812370398937e-09
1835,4.4622218808854086e-08,0.0
1836,6.51912728244497e-08,1.3441500135158435e-09
1837,1.3567887435783632e-07,6.957890930081589e-10
1838,1.180374269438289e-07,8.2058102535143e-09
1839,4.9639474752893875e-08,0.0
1840,1.3121558595230454e-07,0.0
1841,9.052973126699726e-08,7.0626033910059505e-09
1842,6.842430622100437e-08,4.695785538189057e-09
1843,1.2463581811061886e-07,0.0
1844,8.287727576439252e-08,7.1351298203126134e-09
1845,1.5401429270811562e-07,4.464182190577759e-09
1846,1.633405810608224e-07,5.854501328173001e-10
1847,1.5640347950096611e-07,0.0
1848,9.895622810063287e-08,0.0
1849,6.116972883773997e-08,9.217356655710773e-09
1850,6.85688590351674e-08,6.788996032014438e-10
1851,9.02921399870138e-08,3.8696632564949596e-09
1852,6.315229228448516e-08,5.859490670445666e-09
1853,7.823230419035099e-08,1.7915795513800958e-09
1854,5.7671876163567504e-08,2.0782657816909023e-09
1855,5.73149208094037e-08,1.5920811335945473e-09
1856,1.0250834492353533e-07,5.177189232874468e-10
1857,1.2447847508312293e-07,9.763018171682347e-10
1858,8.563932851757272e-08,3.4255731584664773e-09
1859,1.176292054871908e-07,0.0
1860,1.565396843261624e-07,2.746310290291376e-09
1861,7.781340372048362e-08,0.0
1862,1.9201441153748888e-07,3.6143890103090826e-09
1863,1.3585368319191105e-07,2.4973103585068657e-09
1864,1.4144447391117865e-07,9.589455896019672e-10
1865,7.625087761198301e-08,4.23615986733239e-09
1866,9.001383682871733e-08,4.379051787850585e-09
1867,9.462982042407475e-08,2.91168689159349e-09
1868,1.9265508610644133e-07,4.93987406535723e-10
1869,3.4379975444309707e-07,3.906815315701806e-09
1870,8.486392033546508e-08,0.0
1871,6.160282595146782e-08,2.1242354542039266e-09
1872,1.7537283936164272e-07,1.269941218851045e-08
1873,1.1433268620741899e-07,5.986004469882289e-10
1874,1.7983572941915327e-07,3.5847653734322193e-09
1875,1.2930651394071901e-07,3.432916173551348e-09
1876,8.101660142756373e-08,4.836811839936672e-09
1877,1.1318213277711209e-07,6.184815992682502e-10
1878,8.333942336236078e-08,4.22736201599605e-09
1879,9.408360779339375e-08,3.054662633950045e-09
1880,8.471557055855783e-08,4.492492600149944e-09
1881,1.0110135861829406e-07,2.091752326904839e-09
1882,1.7636771243445537e-07,7.320923423037584e-09
1883,1.0869263133983509e-07,5.0554711528150165e-09
1884,1.2213139655159466e-07,0.0
1885,7.090199005688191e-08,1.2891271383708158e-09
1886,1.0131937955293324e-07,6.453463874400711e-10
1887,8.161156017649773e-08,9.793386546164129e-09
1888,1.1286294365753236e-07,2.53624587998047e-09
1889,1.7855640210839852e-07,1.8795409673089125e-09
1890,1.6910317413021403e-07,6.554386366985909e-09
1891,1.300340896071006e-07,0.0
1892,1.661155799581593e-07,5.641661360300532e-09
1893,1.9091091063572208e-07,9.23762488724833e-09
1894,1.2098955437522818e-07,6.9316934414587195e-09
1895,1.1796484500337101e-07,5.416753268150387e-09
1896,1.0201859840242022e-07,5.89702897624278e-10
1897,9.847146031916054e-08,4.078699600285063e-09
1898,8.600699363814357e-08,1.6975064687230201e-09
1899,1.746714701766905e-07,6.080336234504102e-09
1900,1.0018732865546554e-07,6.748368974740515e-09
1901,1.3468861270737875e-07,3.912117296778206e-09
1902,1.1637372737682838e-07,2.455141867585553e-09
1903,1.06924360920857e-07,1.1340462569009446e-08
1904,1.0964235563903912e-07,9.674325340824907e-09
1905,6.244518147013878e-08,1.6514428602398823e-08
1906,9.876833928501583e-08,6.1730215383803966e-09
1907,7.91997862847893e-08,2.5714217422034835e-09
1908,1.4586825813900361e-07,2.9468334439286537e-09
1909,9.186642885294916e-08,6.0510818578052294e-09
1910,1.0581418052879599e-07,5.344150677544235e-09
1911,1.5907919004298776e-07,4.788336727123976e-09
1912,9.63742934345646e-08,1.0939784800267915e-08
1913,1.0393859950497131e-07,2.8105845650827632e-08
1914,9.91118085380549e-08,1.33934876522801e-08
1915,7.304072369151982e-08,2.3561523843085297e-09
1916,5.383856560570166e-08,3.2962386153911893e-09
1917,3.3995917192441993e-08,6.57985488317081e-09
1918,9.074237539152818e-08,1.2635013924011673e-08
1919,4.603924352863942e-08,5.524709134618888e-09
1920,8.32945517004191e-08,6.815008557481406e-09
1921,1.264648785692657e-07,9.844571380313027e-09
1922,1.3944297494461466e-07,1.4755870969551665e-09
1923,1.4437689932478293e-07,9.554353308516284e-09
1924,1.1602462279824977e-07,5.156649773851996e-09
1925,1.9686738994550979e-07,1.7597084678300234e-08
1926,7.913758537370086e-08,4.458455382660986e-09
1927,1.4939961090476572e-07,1.6723837426013688e-08
1928,1.0397697447483978e-07,9.14083297942625e-09
1929,1.347989240230163e-07,2.2280812750352652e-09
1930,9.663315125862937e-08,1.2604324584053472e-08
1931,1.5055070523573022e-07,1.0264820993199919e-08
1932,1.4576184192982566e-07,7.6716757391182e-09
1933,1.5600100766732794e-07,8.029463538505865e-09
1934,1.042397439476872e-07,1.9170528275935794e-08
1935,1.4361941680363088e-07,1.3165112555668657e-08
1936,1.0912243331162585e-07,1.2124715009775855e-08
1937,1.1961562540463433e-07,8.813782814698357e-09
1938,1.0112867476763654e-07,1.8151300129609638e-08
1939,7.799965917598684e-08,1.3764645423464117e-08
1940,9.128818589942966e-08,1.5214697057785997e-08
1941,1.121570960549434e-07,1.7709015587286103e-08
1942,2.5790799895730743e-07,1.517105863158008e-08
1943,2.438717532360357e-07,8.709705845433291e-09
1944,3.052526782454379e-07,1.927911696952833e-08
1945,2.7449150641345454e-07,1.3071024262956144e-08
1946,8.770295512050552e-08,1.1136883415474585e-08
