year,premier_ADJ or_NOUN,premier_ADJ porc_NOUN
1800,2.829747991484055e-08,0.0
1801,1.4287095284615248e-08,0.0
1802,1.1189200677108602e-08,0.0
1803,5.851017448321727e-09,0.0
1804,7.4155526164076946e-09,0.0
1805,8.528632911009026e-09,0.0
1806,2.881669125542885e-08,0.0
1807,2.2775641372874134e-08,0.0
1808,1.1330369975581789e-08,0.0
1809,1.1295152591017654e-08,1.129515236897305e-08
1810,3.7442028144596406e-08,0.0
1811,1.504245972228091e-08,0.0
1812,1.0668832928217853e-08,0.0
1813,2.8757416448144113e-09,0.0
1814,3.4613449884091096e-08,1.8880061958270744e-08
1815,4.045835311217161e-08,0.0
1816,1.622322720606917e-08,0.0
1817,1.8682481339737933e-08,0.0
1818,1.3113294894395722e-08,2.384235475716423e-09
1819,2.0702100145264524e-08,0.0
1820,2.4919610375206958e-08,0.0
1821,1.1833785507064931e-08,0.0
1822,2.8071724500478012e-08,0.0
1823,2.569498569471307e-08,1.9765373782121287e-09
1824,1.9368560089105813e-08,0.0
1825,4.050503643604486e-08,0.0
1826,8.80798456392995e-09,0.0
1827,2.7651818612639545e-08,0.0
1828,3.760643585426493e-08,9.172301251858528e-10
1829,1.2002446148073886e-08,0.0
1830,1.5655253093882493e-08,0.0
1831,4.677361831184612e-09,0.0
1832,2.705993829010822e-08,0.0
1833,1.3900354645102198e-08,0.0
1834,2.9870498963191494e-08,9.334530925997342e-10
1835,4.159698363537245e-08,7.563087933704082e-10
1836,3.2931674442959746e-08,0.0
1837,1.7394727436226276e-08,0.0
1838,1.7042836919500814e-08,6.312161904276081e-10
1839,2.027527834513876e-08,0.0
1840,7.0066574764382494e-09,0.0
1841,1.2841097074556274e-08,0.0
1842,1.542900918138912e-08,0.0
1843,1.6539350389255247e-08,0.0
1844,2.4698525058486354e-08,0.0
1845,1.7298706467272496e-08,0.0
1846,2.6345256864956923e-08,5.854501328173001e-10
1847,1.240441438454809e-08,0.0
1848,1.287235473768078e-08,0.0
1849,1.1731180693530519e-08,0.0
1850,9.504594444820214e-09,2.7155984128057753e-09
1851,2.3862924081186065e-08,0.0
1852,1.4974254725075298e-08,0.0
1853,1.5527023000672102e-08,1.7915795513800958e-09
1854,1.922395914677466e-08,5.195664454227256e-10
1855,1.1144567935161831e-08,0.0
1856,2.640366475459288e-08,0.0
1857,1.903788510171367e-08,3.905207268672939e-09
1858,1.9574704523961373e-08,4.893676019968041e-10
1859,1.0693563812225193e-08,0.0
1860,1.739329860694916e-08,2.288591982591015e-09
1861,1.7920662287451705e-08,0.0
1862,1.1746764477793548e-08,0.0
1863,1.4983863039219614e-08,0.0
1864,2.349416661218129e-08,0.0
1865,2.541695881541628e-08,0.0
1866,2.2868380966656332e-08,4.865612912574591e-10
1867,3.1543274658929477e-08,0.0
1868,1.778354707937524e-08,2.9639244392143382e-09
1869,2.002242827092715e-08,0.0
1870,2.5229815125982213e-08,0.0
1871,9.559059321873065e-09,0.0
1872,1.5723082169571967e-08,2.4189357183956872e-09
1873,2.693702005895915e-08,0.0
1874,1.6131444624534197e-08,2.9873046258899194e-09
1875,1.3731665304828056e-08,1.1443054281912168e-09
1876,1.813804395567331e-08,0.0
1877,3.2779525871440285e-08,0.0
1878,1.9928992622819663e-08,0.0
1879,1.893890888560179e-08,6.10932526790009e-10
1880,1.1552123257985158e-08,6.417846254436199e-10
1881,1.5339516323820135e-08,6.972507571312292e-10
1882,2.9283694580328756e-08,1.2645231528551903e-08
1883,2.0221884611260066e-08,1.2638677882037541e-09
1884,2.5086449362277108e-08,1.3203393933736152e-09
1885,1.1602144189826191e-08,0.0
1886,8.38950331427668e-09,0.0
1887,1.762809609395788e-08,1.9586774424595887e-09
1888,8.242799331981132e-09,0.0
1889,1.5662842023367318e-08,4.385595886446936e-09
1890,1.376421138177264e-08,6.554386478008212e-10
1891,1.4660706204594476e-08,5.099376032546843e-09
1892,1.0656471038927862e-08,0.0
1893,1.7243566630131824e-08,0.0
1894,2.3315696040526745e-08,0.0
1895,1.2037228769301578e-08,0.0
1896,2.0639602027472392e-08,0.0
1897,1.3401440845939305e-08,0.0
1898,2.0370077402631637e-08,0.0
1899,1.9346524382513053e-08,5.527578395003729e-10
1900,1.8168686111152965e-08,0.0
1901,1.4530721570427119e-08,0.0
1902,1.2275709893039277e-08,0.0
1903,1.7280705533195828e-08,0.0
1904,2.0961039126632386e-08,0.0
1905,1.2385821979155054e-08,0.0
1906,1.8004646107350197e-08,1.5432553013283723e-09
1907,1.0799971028596644e-08,4.6285588695127444e-09
1908,1.9645555626723876e-08,9.822778146428846e-10
1909,1.9253441840838548e-08,5.500983557560346e-10
1910,1.1222716089775986e-08,4.809735720812114e-09
1911,2.6601870706244313e-08,1.5961122423746588e-09
1912,1.719108944087111e-08,1.5628263128064646e-09
1913,1.2196876397752021e-08,5.302989602995467e-09
1914,2.54476265060255e-08,6.696743715117748e-10
1915,1.1780762143587253e-08,1.1780761921542648e-09
1916,2.0876177231343718e-08,6.592477230782379e-09
1917,1.7546279096336548e-08,0.0
1918,2.1824114959656526e-08,0.0
1919,1.3811772170413406e-08,0.0
1920,1.590168707821249e-08,7.572231730534895e-10
1921,1.3630945261411398e-08,3.7863738810983705e-09
1922,6.640141769764796e-09,2.2133805899215986e-09
1923,1.0615948120573648e-08,0.0
1924,1.0313299547703991e-08,1.289162443462999e-09
1925,1.6497267107951075e-08,1.0998177923937646e-09
1926,6.6876830739914794e-09,1.1146138456652466e-09
1927,6.689534814974252e-09,0.0
1928,6.85562484559199e-09,1.1426041224282812e-09
1929,7.798284462623428e-09,0.0
1930,1.785612657734248e-08,0.0
1931,2.3951248095954725e-08,4.5621426636444085e-09
1932,9.863582839386709e-09,5.4797681947604815e-09
1933,1.1470662641954732e-08,1.1470662197865522e-09
1934,2.156684431042777e-08,1.0783422155213884e-08
1935,7.180970484910176e-09,1.196828414151696e-09
1936,1.4549657478823974e-08,0.0
1937,1.0072894407464617e-08,3.777335333410292e-09
1938,1.944782235252518e-08,0.0
1939,1.2235240376412548e-08,4.588215141154706e-09
1940,0.0,0.0
1941,5.9030051957620344e-09,0.0
1942,1.2136847082899749e-08,0.0
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,4.357008087652048e-09,0.0
1946,1.3921104269343232e-09,0.0
1947,4.7683483828109274e-09,0.0
1948,6.523132922708896e-09,0.0
1949,9.817008095325264e-09,2.945102384188658e-09
1950,1.1698897184331258e-08,2.1270722960764488e-09
1951,6.396841278899501e-09,1.0661401761424827e-09
1952,6.326882129314981e-09,1.0544804140977249e-08
1953,1.0773827163745864e-08,5.386913581872932e-09
1954,8.795282724349818e-09,2.9317608341017376e-09
1955,1.595553289490681e-08,0.0
1956,1.0465370126055973e-08,8.72114158667614e-10
1957,7.951533653738352e-09,8.835037701437898e-10
1958,5.790570245522986e-09,8.272243445794913e-10
1959,6.200598368089061e-09,7.750747821333448e-10
1960,8.997083245088078e-09,2.076250060767393e-09
1961,1.0422238960750008e-08,0.0
1962,1.0147130247162295e-08,3.805173953708163e-09
1963,1.099229041123806e-08,6.466053248388448e-10
1964,9.125952660227199e-09,0.0
1965,1.0944087081021792e-08,1.0944086747954884e-09
1966,6.0929824519107e-09,1.1078149508847446e-09
1967,1.1339771788243524e-08,0.0
1968,9.43197286940034e-09,4.4914158503495116e-10
1969,6.812636538233718e-09,1.8167031212712459e-09
1970,7.357959797005265e-09,0.0
1971,8.221435976452085e-09,1.0276794970565106e-09
1972,5.643161493651405e-09,1.0260293725750103e-09
1973,8.269805618077442e-09,3.859242703185828e-09
1974,3.3753429495853027e-09,5.625571675160757e-10
1975,6.282628195464213e-09,1.7134440533084216e-09
1976,5.1421741309454205e-09,1.142705374768127e-09
1977,4.7014254711541525e-09,1.1753563677885381e-09
1978,5.940591241149207e-09,1.7821774056514528e-09
