year,premier_ADJ or_NOUN,premier_ADJ porc_NOUN
1979,5.266776015311336e-09,1.7555920051037788e-09
1980,1.1370301367108482e-09,1.1370301367108482e-09
1981,4.427884614521815e-09,6.325549528618524e-10
1982,4.345251491955082e-09,1.8622506869903077e-09
1983,6.946847763700248e-09,0.0
1984,1.1598016991243298e-09,1.1598016991243298e-09
1985,3.0077789148208467e-09,3.0077789148208467e-09
1986,4.196139880008332e-09,1.1988970927134801e-09
1987,4.2775717967735716e-09,6.110816852533674e-10
1988,2.098793827620682e-08,0.0
1989,3.8965667692458794e-08,5.488122178931576e-10
1990,2.5063794206747758e-08,3.2691906959314565e-09
1991,1.699824903056424e-08,5.861465202094962e-10
1992,1.2672871640972971e-08,0.0
1993,8.862731548653358e-09,1.1078414852150331e-09
1994,1.1604838812129259e-08,0.0
1995,1.0844901310314015e-08,2.7112254663563817e-09
1996,7.473329066698398e-09,3.2028553142993132e-09
1997,1.1028257085321513e-08,0.0
1998,3.814503379828693e-09,4.768129224785866e-10
1999,1.2796563558792329e-08,3.1991407301035224e-09
2000,8.836062992401139e-09,0.0
2001,6.571817839917671e-09,1.3143635069212678e-09
2002,5.695587890208742e-09,2.6287327870022636e-09
2003,1.3750845462290329e-08,1.2500769308587678e-09
2004,7.928624423669817e-09,4.404791253964646e-10
2005,3.15262471684008e-09,0.0
2006,7.41220168576362e-09,1.6471559671771274e-09
2007,7.190063044948403e-09,1.997239706952314e-09
2008,4.257439678578834e-09,8.514879357157668e-10
2009,2.860915504498962e-09,4.76819250749827e-10
2010,2.8342757585342326e-09,4.723793023408973e-10
2011,6.883149494818497e-09,1.1471915639660324e-09
2012,5.787229417908435e-09,1.3617010852229328e-09
2013,3.0680375462388554e-09,1.3945624655065103e-09
2014,3.2481678735596375e-09,3.2481677347817595e-09
2015,4.433150915805761e-09,6.649726325136385e-10
2016,9.11389608226898e-09,1.2428040818690533e-09
2017,3.270294840485022e-09,1.509366853724714e-09
2018,4.64663996169179e-09,7.744400121190154e-10
2019,3.5713829671379926e-09,2.04079020349468e-09
