year,dernier_ADJ allié_NOUN,dernier_ADJ palier_NOUN
1874,5.377148060148329e-09,6.572069999322139e-09
1875,4.005069165202713e-09,1.2015206607429718e-08
1876,1.209202959984168e-09,6.650616057868319e-09
1877,5.566334504436554e-09,8.658742167710898e-09
1878,1.2078177347163432e-09,1.2078177347163432e-09
1879,2.443730107160036e-09,5.498392852132383e-09
1880,9.626769603698904e-09,1.9253538763308597e-09
1881,4.8807553554297556e-09,1.045876096839038e-08
1882,3.3276925659464496e-09,5.989846840748214e-09
1883,5.687405213450347e-09,1.8958017378167824e-09
1884,7.922036360241691e-09,8.582206056928499e-09
1885,1.160214413431504e-08,1.0957580620640783e-08
1886,3.2267319927115068e-09,2.452316216761119e-08
1887,7.834709769838355e-09,4.570247291724172e-09
1888,6.974675947901687e-09,4.4384300679212174e-09
1889,6.265136853755848e-09,7.51816386923565e-09
1890,7.209825181320184e-09,6.554386366985909e-09
1891,6.374220040683554e-10,6.3742202627281586e-09
1892,4.387958441043338e-09,1.9432388143059143e-08
1893,5.542574843531156e-09,1.7859408174558666e-08
1894,1.5753848003896564e-08,1.3863386882917439e-08
1895,6.018614495673091e-10,8.426059849853118e-09
1896,5.897029087265082e-09,1.3563166589847242e-08
1897,4.661370844871726e-09,5.2440420894583895e-09
1898,2.26334195829736e-09,1.3580051749784161e-08
1899,0.0,1.5477219506010442e-08
1900,5.191053142894475e-10,1.2977633190303095e-08
1901,5.588738916095792e-10,1.0618603774048552e-08
1902,3.928227076954727e-09,1.178468167495339e-08
1903,1.6200660812870638e-09,2.6461078661554893e-08
1904,5.912087708281888e-09,6.073326375144461e-08
1905,3.096455536422127e-09,3.8705692873008957e-08
1906,2.0576738091193647e-09,2.983626856689625e-08
1907,1.5428529565042481e-09,2.3142794347563722e-08
1908,1.7680999775393502e-08,7.367083831866239e-09
1909,0.0,1.5952851484257735e-08
1910,1.068830135508847e-09,2.0307773240801907e-08
1911,2.128149656499545e-09,3.511446777793026e-08
1912,5.209421227725386e-10,1.5628263128064646e-08
1913,0.0,2.227255713194154e-08
1914,1.3393487430235496e-09,1.4732836284281348e-08
1915,1.1780761921542648e-09,2.238344798399794e-08
1916,2.197492410260793e-09,1.3184954461564757e-08
1917,6.57985488317081e-09,1.864292187292449e-08
1918,6.89182577673364e-09,1.8378202071289707e-08
1919,5.524709134618888e-09,3.314825391953491e-08
1920,3.028892692213958e-09,2.7260034229925623e-08
1921,4.543648568500203e-09,2.499006690470651e-08
1922,2.951174193910333e-09,2.2871599725249325e-08
1923,0.0,3.8217415010421973e-08
1924,5.156649773851996e-09,3.480738541838946e-08
1925,2.1996355847875293e-09,2.859526304632709e-08
1926,3.343841648018042e-09,3.78968714187522e-08
1927,4.4596899506643695e-09,1.6723836537835268e-08
1928,5.713020723163709e-09,1.4853853258500749e-08
1929,2.2280812750352652e-09,3.119313873867213e-08
1930,9.453243521306831e-09,1.995684684175103e-08
1931,2.2810713318222042e-09,3.877821086462063e-08
1932,0.0,3.287861005674131e-08
1933,1.1470662197865522e-09,3.4411986149507356e-08
1934,2.3963160344919743e-09,2.995395220750652e-08
1935,3.590485242455088e-09,2.393656828303392e-08
1936,1.2124714565686645e-09,2.3036957230715416e-08
1937,1.0072894518486919e-08,7.554670666820584e-09
1938,3.8895642262559704e-09,3.759912203804561e-08
1939,4.588215141154706e-09,3.6705721129237645e-08
1940,5.0715658339584024e-09,3.0429394115571995e-08
1941,2.9515025978810172e-09,2.6563522936839945e-08
1942,0.0,4.5513175450651033e-08
1943,8.709705845433291e-09,4.3548528338988035e-08
1944,0.0,7.711646787811333e-08
1945,4.357008087652048e-09,5.010559434026618e-08
1946,1.3921104269343232e-09,3.3410650246423756e-08
1947,9.536696765621855e-09,4.0530959921625254e-08
1948,2.174377566888097e-09,3.261566305923225e-08
1949,9.817008317369869e-10,3.9268034157657894e-08
1950,0.0,4.2541444145172136e-08
1951,6.396841278899501e-09,4.264560615752089e-08
1952,3.1634410646574906e-09,2.5307528517259925e-08
1953,2.1547654771580937e-09,3.124409886368085e-08
1954,9.772536113672459e-10,4.0067398288101685e-08
1955,9.385607846468247e-10,6.382213513234092e-08
1956,1.744228317335228e-09,5.5815306154727296e-08
1957,0.0,3.6223653410161205e-08
1958,0.0,3.722509589465517e-08
1959,1.5501495642666896e-09,4.5729411368711226e-08
1960,1.3841666701708277e-09,4.9137916846575536e-08
1961,2.779263708063695e-09,3.960450811746341e-08
1962,3.805173953708163e-09,3.55149545328004e-08
1963,1.939815863494232e-09,4.590897972889252e-08
1964,3.041984220075733e-09,3.772060352957851e-08
1965,5.47204326295514e-09,3.283226135408768e-08
1966,5.539074754423723e-10,3.8773524835278295e-08
1967,5.916402479044791e-09,3.7963584276212714e-08
1968,4.491415683816058e-09,4.581244184009847e-08
1969,4.541757636644661e-09,2.997560244466513e-08
1970,2.2993624781975086e-09,4.8746485958872654e-08
1971,6.166076982339064e-09,5.806389324902739e-08
1972,3.5911027485013847e-09,4.15541911991113e-08
1973,5.513203671370093e-09,2.591205827684462e-08
1974,5.625571564138454e-09,5.513060230555311e-08
1975,2.8557400888473694e-09,4.112265727940212e-08
1976,3.9994687561772935e-09,5.484985621251326e-08
1977,3.526069214387917e-09,5.465406971438824e-08
1978,4.158414057542359e-09,3.445542873237173e-08
1979,5.851973128301324e-09,4.9741775143274936e-08
1980,2.8425752862659692e-09,4.036456857647863e-08
1981,2.5302198114474095e-09,5.756250232025195e-08
1982,3.7245013739806154e-09,4.903926864585628e-08
1983,1.89459470334441e-09,3.0945049189767815e-08
1984,2.3196033982486597e-09,4.9871474061546905e-08
1985,3.0077789148208467e-09,3.7296459254321235e-08
1986,4.196139880008332e-09,6.054430201629657e-08
1987,4.277571630240118e-09,2.810975807676641e-08
1988,5.996553809062277e-10,3.358070088665954e-08
1989,6.585746614717891e-09,4.116091645300912e-08
1990,5.448650863826288e-09,4.140974851907231e-08
1991,7.6199047072123e-09,4.10302547493302e-08
1992,3.30596661157756e-09,4.848750734254281e-08
1993,2.2156829704300662e-09,5.096070765375771e-08
1994,4.747434001473039e-09,3.6924486579437144e-08
1995,1.0844901643380922e-09,4.446409818115171e-08
1996,7.473328622609188e-09,2.7758080278772468e-08
1997,1.917957792585412e-09,3.068732468136659e-08
1998,2.3840645013706308e-09,2.288702027897216e-08
1999,2.7421207526856506e-09,2.0565904534919355e-08
2000,2.6508188977203417e-09,3.2251630699420275e-08
2001,4.381211837767296e-09,3.7240301509200435e-08
2002,8.76244299341522e-10,3.1544793444027164e-08
2003,6.250384210204629e-09,3.62522278862798e-08
2004,4.404791198453495e-09,3.788120395142869e-08
2005,3.1526248278623825e-09,4.008337128880157e-08
2006,3.706100981659688e-09,3.74727981977685e-08
2007,3.595031605740928e-09,2.7162460725094206e-08
2008,1.2772318758180745e-09,3.448526086913262e-08
2009,5.245011536203492e-09,5.197329855377575e-08
2010,2.3618964561933353e-09,3.920748170571642e-08
2011,6.500752380844688e-09,5.5065196846726394e-08
2012,5.446804340891731e-09,5.4808467098155234e-08
2013,6.693900100884775e-09,6.21974862724528e-08
2014,5.197068553286499e-09,6.453026912822679e-08
2015,6.206410940734486e-09,6.804886254485609e-08
2016,6.628288140575478e-09,5.447624218390956e-08
2017,7.2952728302766445e-09,7.018555692184236e-08
2018,3.872199894061623e-09,6.556925313816464e-08
2019,4.591778068885333e-09,6.147880782236825e-08
