year,dernier_ADJ art_NOUN,dernier_ADJ part_NOUN
1919,8.287063646417181e-09,0.0
1920,3.483226462819289e-08,3.028892692213958e-09
1921,1.741731914250977e-08,3.7863738810983705e-09
1922,1.5493664462518097e-08,5.902348387820666e-09
1923,2.441668023323018e-08,2.1231896241147297e-09
1924,1.675911143195208e-08,6.445812328337297e-09
1925,1.8696902470694e-08,8.798542339150117e-09
1926,2.7865346696742677e-08,1.3375366592072169e-08
1927,1.0034302277972529e-08,3.3447675740205796e-09
1928,1.3711249802206282e-08,1.2568645679778001e-08
1929,1.7824650422326727e-08,2.2280812750352652e-09
1930,2.8359729675742074e-08,6.302162347537887e-09
1931,6.843213995466613e-09,3.4216069977333063e-09
1932,5.041386907933543e-08,7.6716757391182e-09
1933,5.735331232159524e-08,3.4411986593596566e-09
1934,8.38710612072191e-09,2.3963160344919743e-09
1935,2.6330225111337313e-08,2.393656828303392e-09
1936,2.42494295754625e-08,1.091224355320719e-08
1937,1.76275650742852e-08,8.813782592653752e-09
1938,2.074434313215079e-08,7.779128452511941e-09
1939,1.5294050470515685e-08,1.2235240376412548e-08
1940,1.5214697723919812e-08,0.0
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,2.730790527039062e-08,3.034211770724937e-09
1943,1.7419411246777372e-08,5.806470415592457e-09
1944,2.5705489292704442e-08,6.4263723231761105e-09
1945,1.742803235060819e-08,4.357008087652048e-09
1946,2.9234319853799207e-08,5.568441707737293e-09
1947,3.5762612871081956e-09,1.0728784083369192e-08
1948,1.9569398546082084e-08,2.174377566888097e-09
1949,1.8652315247891238e-08,2.945102384188658e-09
1950,1.701657836861159e-08,5.317680518146517e-09
1951,1.9190523947720806e-08,7.462981344019681e-09
1952,1.1599284310825908e-08,7.381362632230548e-09
1953,1.8315507332999914e-08,2.1547654771580937e-09
1954,2.247683239531284e-08,5.863521668203475e-09
1955,2.1586897602787758e-08,1.8771215692936494e-09
1956,2.7907653965542067e-08,4.360570571293465e-09
1957,2.47381048978923e-08,3.534015080575159e-09
1958,1.0753916535044539e-08,9.926692356998501e-09
1959,2.5577467255288866e-08,6.200598257066758e-09
1960,2.422291700554524e-08,1.1765417085030094e-08
1961,1.5980766376877398e-08,7.64297514166401e-09
1962,1.52206956482992e-08,4.43936931660005e-09
1963,3.103705559226455e-08,6.466053470433053e-09
1964,2.372747653911489e-08,7.300761772910391e-09
1965,2.4076991622656863e-08,4.924839203113152e-09
1966,1.4401594583546284e-08,4.431259803538978e-09
1967,1.4297973582877432e-08,6.409436092980059e-09
1968,1.9313087351591207e-08,4.491415683816058e-09
1969,1.5896152560923582e-08,8.629339909305145e-09
1970,1.4715919871566285e-08,3.6789800095249348e-09
1971,1.0790634497048757e-08,2.569198631618974e-09
1972,2.1033601971254257e-08,5.643161493651405e-09
1973,2.095017520575837e-08,1.598829157956061e-08
1974,1.6314157802455043e-08,7.313243344242437e-09
1975,1.313640396460869e-08,7.996072248772634e-09
1976,1.2569759011427095e-08,1.085570122683066e-08
1977,1.2928919712607012e-08,8.22749424145286e-09
1978,1.6633655786080226e-08,8.910887139279566e-09
1979,2.574868285254439e-08,5.266775904289034e-09
1980,1.8760996756128634e-08,7.95921106799824e-09
1981,1.834409407708293e-08,3.795329828193417e-09
1982,2.6692259846861077e-08,9.311253101884631e-09
1983,1.4525227021167098e-08,1.0104505676622466e-08
1984,6.958810194745979e-09,9.858314165001048e-09
1985,1.2031115659283387e-08,1.2632671797518924e-08
1986,1.0790073945443623e-08,1.019062523255343e-08
1987,1.2221633316489289e-08,1.4054879038383206e-08
1988,1.1993107784658008e-08,1.0194141530917022e-08
1989,1.8659614742233543e-08,1.3171493229435782e-08
1990,7.083246489347772e-09,6.538381391862913e-09
1991,1.1722930737256831e-08,9.96449056600568e-09
1992,1.0468893585358074e-08,1.1019888113139586e-08
1993,1.938722604677423e-08,7.754890063438324e-09
1994,1.9517228611043436e-08,1.5297286992677073e-08
1995,1.0844901865425527e-08,9.21816667442954e-09
1996,1.494665791135219e-08,1.1743802375008272e-08
1997,6.233362825902589e-09,1.6302641014931396e-08
1998,1.0489884183506604e-08,1.4304387896402204e-08
1999,1.096848270543127e-08,1.7366764026860437e-08
2000,7.95245647111642e-09,1.6346715980830595e-08
2001,1.401987734239718e-08,2.1029816110740285e-08
2002,1.2267419968736704e-08,1.9715496790695397e-08
2003,1.6250998602362898e-08,9.167230530238157e-09
2004,1.1892936635504725e-08,1.5857247959161214e-08
2005,5.4044992925383895e-09,1.6213498099659773e-08
2006,1.070651389767363e-08,2.4295550460351478e-08
2007,5.192823337996089e-09,2.4366324069546863e-08
2008,6.811903652259588e-09,1.6604014163590364e-08
2009,1.0490023738540799e-08,1.7642312499788204e-08
2010,5.668551850135373e-09,1.4171378737160012e-08
2011,5.7359579308524644e-09,1.9502257586623273e-08
2012,5.446804340891731e-09,2.2808492872172792e-08
2013,5.29933741333366e-09,1.5340187786705428e-08
2014,6.929424548052232e-09,1.537466154388767e-08
2015,9.974589515460153e-09,1.1747849804066846e-08
2016,6.8354220061905835e-09,1.2635174684305639e-08
2017,4.779661388898404e-09,1.3835862233690932e-08
2018,8.776987081571264e-09,1.652138692520566e-08
2019,8.928456807222318e-09,1.9387506711154856e-08
