year,dernier_ADJ or_NOUN,dernier_ADJ port_NOUN
1909,2.2003934230241384e-09,2.6349709969508694e-07
1910,1.6032452032632705e-09,2.0788746724065277e-07
1911,3.1922244847493175e-09,2.0962274049907137e-07
1912,2.083768435579003e-09,2.2035851543478202e-07
1913,1.590896969716482e-09,2.5454349383835506e-07
1914,6.6967438816512015e-09,2.6920909590444353e-07
1915,0.0,4.5944972271172446e-07
1916,5.493731025651982e-09,4.405972333643149e-07
1917,1.0966424435210342e-09,3.838248687770829e-07
1918,2.2972752589112133e-09,2.4925435582190403e-07
1919,0.0,1.7034518862146797e-07
1920,7.572231730534895e-10,2.1883749923290452e-07
1921,1.5145494858259667e-09,2.1279420536757243e-07
1922,6.6401419362982494e-09,2.574899440332956e-07
1923,0.0,1.5711603396084683e-07
1924,1.289162443462999e-09,2.011093442888523e-07
1925,1.0998177923937646e-09,1.330779468844412e-07
1926,3.343841648018042e-09,2.4298580569848127e-07
1927,0.0,1.9734127931769763e-07
1928,2.2852082448565625e-09,1.9081488744632225e-07
1929,3.342121912552898e-09,2.562293559549289e-07
1930,0.0,2.079713539160366e-07
1931,0.0,2.1556124352173356e-07
1932,2.1919073223131136e-09,2.0055952631992113e-07
1933,1.1470662197865522e-09,1.835306022712757e-07
1934,1.1981580172459871e-09,1.7373291427702497e-07
1935,2.393656828303392e-09,1.4361941680363088e-07
1936,1.2124714565686645e-09,1.6732106189465412e-07
1937,0.0,1.309476260757947e-07
1938,2.5930428915188486e-09,1.309486634681889e-07
1939,0.0,1.452934839107911e-07
1940,2.5357829169792012e-09,6.339457314652464e-08
1941,0.0,9.739958528598436e-08
1942,0.0,7.282108072104165e-08
1943,2.9032352077962287e-09,5.8064703267746154e-08
1944,3.2131861615880553e-09,1.0603514510876266e-07
1945,0.0,8.931866801731303e-08
1946,4.1763312808029696e-09,9.32713959400644e-08
1947,3.5762612871081956e-09,7.986983519003843e-08
1948,1.0871887834440486e-09,7.501602539150554e-08
1949,0.0,1.3449300695356214e-07
1950,3.190608444114673e-09,1.3719616731577844e-07
1951,6.396841278899501e-09,1.183415605510163e-07
1952,1.0544803918932644e-09,1.1282940448609224e-07
1953,1.0773827385790469e-09,9.050015137290757e-08
1954,2.9317608341017376e-09,7.133951385185355e-08
1955,2.815682353940474e-09,7.133061785680184e-08
1956,0.0,8.372295923209094e-08
1957,8.835037701437898e-10,7.421432002274742e-08
1958,2.481673033738474e-09,1.1002083510902594e-07
1959,0.0,1.0618524726169198e-07
1960,6.920833350854139e-10,8.651041838447782e-08
1961,4.86371165564492e-09,7.22608533010316e-08
1962,2.5367825617905737e-09,9.259256472660127e-08
1963,2.5864212993553792e-09,8.147227248400668e-08
1964,6.083968329129164e-10,9.12595226054691e-08
1965,0.0,6.292849974443016e-08
1966,5.539074754423723e-10,6.757671400237086e-08
1967,1.4791006197611978e-09,7.691323844483122e-08
1968,4.4914158503495116e-10,8.758260605645773e-08
1969,2.725054598640142e-09,1.0627713464828048e-07
1970,9.197450023812337e-10,1.1128914678693036e-07
1971,4.110718099248345e-09,8.221435621180717e-08
1972,2.0520587451500205e-09,8.36213942534414e-08
1973,1.6539611902288698e-09,6.174788325097325e-08
1974,0.0,7.425754944279106e-08
1975,1.1422960355389478e-09,8.053186917322819e-08
1976,2.285410749536254e-09,6.856232204199841e-08
1977,0.0,6.758298809472763e-08
1978,2.3762365408686037e-09,6.95049209298304e-08
1979,1.1703946700691858e-09,7.841644134032322e-08
1980,5.685150683554241e-10,7.845508065429385e-08
1981,3.795329828193417e-09,5.3134616706529414e-08
1982,6.207502289967692e-10,8.7525783953879e-08
1983,0.0,5.494324994970157e-08
1984,5.799008495621649e-10,4.407246478876914e-08
1985,1.8046674155058895e-09,4.331201708396293e-08
1986,1.7983456390702202e-09,7.073492724885e-08
1987,6.110816852533674e-10,5.438626970999394e-08
1988,2.398621523624911e-09,4.497415417858974e-08
1989,0.0,4.884428861373635e-08
1990,2.179460389939436e-09,4.4678937882736136e-08
1991,1.1722930404189924e-09,5.0994746203514296e-08
1992,4.4079553340736766e-09,5.014049264673304e-08
1993,0.0,3.489700617365088e-08
1994,0.0,4.6946848186735224e-08
1995,4.337960657352369e-09,5.4224507550770795e-08
1996,2.135236876199542e-09,5.3380922793166974e-08
1997,4.79489448146353e-10,7.240290500476476e-08
1998,1.9072516899143466e-09,3.3853716274734325e-08
1999,9.140402323914998e-10,5.210029385693815e-08
2000,2.2090157481002848e-09,3.843687323978884e-08
2001,1.3143635346768434e-09,4.4688359679412315e-08
2002,1.752488598683044e-09,4.468845915539532e-08
2003,1.6667691671301554e-09,5.458668894675611e-08
2004,1.3214373761893938e-09,3.7000248198637564e-08
2005,2.251874686720612e-09,4.593824698417848e-08
2006,8.235779835885637e-10,4.817931298362055e-08
2007,1.1983438408247338e-09,3.6349764087617586e-08
2008,8.514879357157668e-10,3.065356679599063e-08
2009,1.430457752249481e-09,3.4330987830344384e-08
2010,4.723793023408973e-10,3.164941375644048e-08
2011,1.91198598620268e-09,3.059177444697525e-08
2012,3.4042526575461807e-09,3.574465523570325e-08
2013,1.3945624655065103e-09,3.7932100127591184e-08
2014,6.496335691608124e-10,3.724565544871439e-08
2015,2.21657536769726e-09,3.369194701008382e-08
2016,8.285360453275104e-10,4.391240793211182e-08
2017,7.546833991067814e-10,2.8929530770938072e-08
2018,2.5814667625745358e-09,2.349134753387716e-08
2019,1.7856913725466939e-09,3.086695343768042e-08
