year,premier_ADJ achat_NOUN,premier_ADJ pacha_NOUN
1800,1.760732146749433e-07,3.144164484325529e-09
1801,1.0715321963061797e-07,4.7623651688866175e-09
1802,1.432217686669901e-07,0.0
1803,5.655983770225248e-08,0.0
1804,2.7190360185613827e-08,1.2359254952798437e-08
1805,2.842877755426798e-08,0.0
1806,8.645007376628655e-09,6.051504897186533e-08
1807,6.547996633798903e-08,0.0
1808,1.4276265858370607e-07,0.0
1809,5.421673421324158e-08,0.0
1810,3.2761775514700275e-08,0.0
1811,2.5070768572277302e-08,2.5070767684098882e-09
1812,1.0668832928217853e-08,2.6672082320544632e-09
1813,3.4508900625951355e-08,0.0
1814,7.237357380063258e-08,0.0
1815,5.3944472000466703e-08,2.6972236000233352e-08
1816,5.7940098940889584e-08,0.0
1817,3.269434145636296e-08,0.0
1818,2.8610825708597076e-08,0.0
1819,4.34744116262209e-08,0.0
1820,2.610625848831205e-08,2.3732962262101864e-09
1821,3.944595405869222e-08,2.9584463767662328e-09
1822,6.917674966189225e-08,6.015369535816717e-09
1823,4.4472091786929013e-08,0.0
1824,6.989523626543814e-08,8.421112696055388e-10
1825,3.522177394188475e-08,4.4027217427355936e-09
1826,9.953022583886195e-08,1.7615968683770689e-09
1827,7.097300169789378e-08,1.8434546111834038e-09
1828,2.659967357487858e-08,6.420610709767516e-09
1829,2.914879893012312e-08,5.143905745796928e-09
1830,1.982998831806526e-08,1.2524203008013046e-08
1831,2.182768810143898e-08,1.5591206103948707e-09
1832,4.058990654698391e-08,1.6235963684607668e-08
1833,1.1583628278799551e-08,4.6334514003376626e-09
1834,3.267085801894609e-08,0.0
1835,1.663879345414898e-08,6.050470346963266e-09
1836,3.36037508930076e-08,0.0
1837,4.5922078584226256e-08,1.3219993100221927e-08
1838,6.817134590164642e-08,4.418513555037862e-09
1839,3.076248944466897e-08,6.9914751765765e-10
1840,4.458782143501594e-08,2.0383003729307347e-08
1841,5.1364388298225094e-08,4.494383976094696e-09
1842,2.1466448174578545e-08,4.024959032733477e-09
1843,7.974330173965427e-08,5.906911071384968e-10
1844,6.641159444598088e-08,0.0
1845,3.4039391749729475e-08,5.022205318283568e-09
1846,2.2832555401919308e-08,2.3418005312692003e-09
1847,4.6921044827286096e-08,2.1572894581822766e-09
1848,2.494018680465615e-08,8.04522137798358e-09
1849,5.446619866233959e-08,1.005529792763582e-08
1850,1.6293590476834652e-08,5.431196825611551e-09
1851,3.676180071465751e-08,0.0
1852,2.2135854038651814e-08,3.2552727180501506e-09
1853,3.0456853039595444e-08,5.971931837933653e-10
1854,1.558699302961486e-08,0.0
1855,1.8574279891936385e-08,9.552486801567284e-09
1856,1.3978411317339123e-08,3.1063134287023786e-09
1857,3.124165814938351e-08,2.9289055625270066e-09
1858,2.5447114637699997e-08,6.361778659424999e-09
1859,5.092173438470127e-08,2.036869339860914e-09
1860,2.9751696217772405e-08,2.288591982591015e-09
1861,2.169343282787395e-08,3.772770984511453e-09
1862,4.563166200455271e-08,0.0
1863,3.446288232566985e-08,4.994620828036034e-10
1864,1.4384183621984903e-08,3.9796240969280916e-08
1865,1.835669216632141e-08,2.3534221238463715e-09
1866,1.9949013108089275e-08,7.784980660119345e-09
1867,5.386620927083641e-08,0.0
1868,2.766329387782207e-08,0.0
1869,3.857980246380066e-08,0.0
1870,2.695002976338401e-08,1.834895613228582e-08
1871,1.3807530230280918e-08,2.1242354542039266e-09
1872,3.9912439575573444e-08,0.0
1873,2.993002112816612e-08,0.0
1874,5.018671700440791e-08,0.0
1875,4.748867610260277e-08,5.721527140956084e-10
1876,4.111290152764013e-08,1.0278224937820823e-08
1877,4.329371350308975e-08,3.710889595609501e-09
1878,4.9520526346213956e-08,6.039088673581716e-10
1879,4.215434401544371e-08,1.832797580370027e-09
1880,2.9522093214495726e-08,7.701415505323439e-09
1881,1.743126887276958e-08,1.5339516323820135e-08
1882,3.8601232432711186e-08,9.983077475794744e-09
1883,3.4756364897248204e-08,0.0
1884,3.630933420595284e-08,1.9805090900604227e-09
1885,3.287274097374393e-08,6.445635691854079e-10
1886,3.743009102663564e-08,0.0
1887,2.2198344495905076e-08,0.0
1888,2.9800888867725916e-08,1.9021844099853524e-09
1889,2.318100555953606e-08,3.759081934617825e-09
1890,2.6872983838188702e-08,5.243509182406569e-09
1891,6.820415165975646e-08,3.824531802365527e-09
1892,1.8805536683430546e-08,0.0
1893,3.4487133149241345e-08,6.158416554491453e-10
1894,2.898708117982096e-08,1.0082462864602348e-08
1895,3.8519132772307785e-08,3.0093072478365457e-09
1896,1.4152869098893461e-08,0.0
1897,1.4566784223291052e-08,1.7480140668268973e-09
1898,4.809601605870739e-08,5.6583548957434e-10
1899,2.65323762960179e-08,4.4220627160029835e-09
1900,2.0245106924221545e-08,0.0
1901,2.3472702892490815e-08,1.676621730339889e-09
1902,4.566564015817676e-08,1.4730852093691738e-09
1903,4.3201762167655033e-08,1.0800440541913758e-09
1904,3.923476299405593e-08,2.6873125946735854e-09
1905,2.5287718585786934e-08,1.0321518084666081e-09
1906,6.01869558636281e-08,1.0288369045596824e-09
1907,3.5485619775954547e-08,0.0
