year,premier_ADJ achat_NOUN,premier_ADJ pacha_NOUN
1908,3.192402786567072e-08,0.0
1909,3.4656196135074424e-08,3.850688656825696e-09
1910,3.313373397872965e-08,4.809735609789811e-09
1911,3.830669470517023e-08,0.0
1912,4.271725373428126e-08,5.209421227725386e-10
1913,4.295421618394357e-08,0.0
1914,4.8216556081115414e-08,2.0090231700464756e-09
1915,5.301343009023185e-08,2.3561523843085297e-09
1916,4.1752354462687435e-08,8.789969641043172e-09
1917,2.631941953268324e-08,0.0
1918,3.5607765624945387e-08,4.594550517822427e-09
1919,3.4069039145379065e-08,0.0
1920,2.5745588771997063e-08,7.572231730534895e-10
1921,2.2718241510233383e-08,0.0
1922,2.7298360905092522e-08,0.0
1923,3.927900849021171e-08,1.0615948120573648e-09
1924,1.675911143195208e-08,0.0
1925,3.299453510408057e-08,1.0998177923937646e-09
1926,2.1177662290483568e-08,1.1146138456652466e-09
1927,3.6792442870137165e-08,1.1149224876660924e-09
1928,3.1992914983902665e-08,0.0
1929,2.2280811862174232e-08,0.0
1930,1.2604324695075775e-08,5.2518018822667045e-09
1931,2.3951248095954725e-08,2.2810713318222042e-09
1932,2.9590749406338546e-08,2.1919073223131136e-09
1933,3.0970788600370724e-08,2.2941324395731044e-09
1934,5.990790441501304e-08,0.0
1935,4.0692164304800826e-08,0.0
1936,2.0612015205756506e-08,0.0
1937,1.888667711114067e-08,0.0
1938,3.3709557811789637e-08,0.0
1939,2.4470480752825097e-08,4.588215141154706e-09
1940,2.2822046474857416e-08,0.0
1941,2.6563522936839945e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,2.9032351633873077e-08,0.0
1944,9.639558484764166e-09,0.0
1945,8.714016175304096e-09,2.178504043826024e-09
1946,2.227376683094917e-08,0.0
1947,2.9802176726434482e-08,0.0
1948,1.6307831529616124e-08,1.0871887834440486e-09
1949,1.9634017078828947e-08,3.9268033269479474e-09
1950,2.6588404367089424e-08,0.0
1951,1.9190522948520083e-08,1.0661401761424827e-09
1952,2.741649041126948e-08,1.0544803918932644e-09
1953,2.477980309834038e-08,8.619061908632375e-09
1954,3.9090146231046674e-08,2.9317608341017376e-09
1955,2.627970197011109e-08,1.8771215692936494e-09
1956,2.8779767902165077e-08,1.744228317335228e-09
1957,7.333080986882123e-08,0.0
1958,3.6397871383542224e-08,0.0
1959,5.735553543217975e-08,3.875373910666724e-09
1960,3.18358317485945e-08,6.920833350854139e-10
1961,3.47407969059077e-08,4.16889545107324e-09
1962,3.4880759613997725e-08,1.2683912808952869e-09
1963,3.103705381590771e-08,6.466053248388448e-10
1964,3.467862086381501e-08,3.0419841645645818e-09
1965,4.4323552828018364e-08,2.188817349590977e-09
1966,4.431259981174662e-08,1.1078149508847446e-09
1967,2.5144711202074177e-08,9.860671168482327e-10
1968,3.5931325470528463e-08,6.737123692257541e-09
1969,3.587988572917311e-08,5.450109252791435e-09
1970,3.7709543931896405e-08,0.0
1971,5.087013477123037e-08,5.138397485282553e-10
1972,3.745007148836521e-08,3.5911027485013847e-09
1973,2.811733956775697e-08,5.513203782392395e-10
1974,4.387946006545462e-08,1.1251143350321513e-09
1975,4.112265727940212e-08,2.2845920710778955e-09
1976,3.599522102604169e-08,2.285410694025103e-09
1977,4.113747209544272e-08,0.0
1978,4.633661276898238e-08,1.1881182704343018e-09
1979,5.676414005506558e-08,1.1703946700691858e-09
1980,4.8892296433677984e-08,2.8425752862659692e-09
1981,6.199038438126081e-08,6.325549528618524e-10
1982,4.8418517195614186e-08,1.2415004579935385e-09
1983,4.2312617409834274e-08,6.315316047889041e-10
1984,5.97297855620127e-08,1.739702604197646e-09
1985,4.090579608373446e-08,1.2031116103372597e-09
1986,3.6566362382473017e-08,0.0
1987,6.905222704745029e-08,0.0
1988,6.356346915481481e-08,1.798966087207532e-09
1989,5.1588347815823e-08,5.488122178931576e-10
1990,6.647353956168445e-08,1.6345953479657283e-09
1991,4.10302547493302e-08,1.1722930404189924e-09
1992,5.014049264673304e-08,2.2039776670368383e-09
1993,5.483815357365529e-08,5.539207426075166e-10
1994,6.804655328096487e-08,2.1099706426497278e-09
1995,8.296349562897376e-08,3.795715741716776e-09
1996,5.818520421030371e-08,0.0
1997,5.178485906753849e-08,1.917957792585412e-09
1998,6.341611680227288e-08,2.3840645013706308e-09
1999,6.535387342410104e-08,9.140402323914998e-10
2000,5.522539225921719e-08,0.0
2001,5.345078335494691e-08,1.7524847129024579e-09
2002,4.994592472939985e-08,2.6287329535357173e-09
2003,4.916968876500505e-08,2.5001538617175356e-09
2004,4.492887129003975e-08,0.0
2005,6.800662077921515e-08,2.251874686720612e-09
2006,7.165128579345037e-08,1.6471559671771274e-09
2007,7.629455467395019e-08,3.1955835755326234e-09
2008,6.30101055776322e-08,1.7029758714315335e-09
2009,6.580105349485166e-08,2.860915504498962e-09
2010,7.510831068202606e-08,1.8895172093635892e-09
2011,1.0171765296718149e-07,2.2943831279320648e-09
2012,1.1438289249099398e-07,1.3617011129785084e-09
2013,8.841526266678557e-08,1.3945625210176615e-09
2014,9.333069073136357e-08,1.0827225921383743e-09
2015,1.0018920448828794e-07,1.10828768384863e-09
2016,9.880292139996527e-08,2.278474076078396e-09
2017,7.496521448047133e-08,2.515611413622665e-09
2018,6.040632172243932e-08,2.5814667070633845e-10
2019,6.760117798876308e-08,7.65296326310505e-10
