year,dernier_ADJ artisan_NOUN,dernier_ADJ partisan_NOUN
1888,6.340614699951175e-09,6.974675947901687e-09
1889,0.0,3.132568426877924e-09
1890,7.209825181320184e-09,2.6217545912032847e-09
1891,6.3742202627281586e-09,0.0
1892,0.0,3.761107425503951e-09
1893,1.847525021858587e-09,1.539604177480669e-08
1894,4.411077725308132e-09,3.150769645188234e-09
1895,3.611168697403855e-09,4.814891596538473e-09
1896,1.7691086373616827e-09,4.1279202278587945e-09
1897,2.330685422435863e-09,9.322741689743452e-09
1898,5.092519295146758e-09,3.960848538042683e-09
1899,1.1055156790007459e-09,3.3165470370022376e-09
1900,6.22926377147337e-09,3.633737311048435e-09
1901,5.588738916095792e-10,1.1177477832191585e-09
1902,1.9641135384773634e-09,9.820567692386817e-10
1903,0.0,5.940242076007962e-09
1904,1.0749250378694342e-09,4.837162670412454e-09
1905,1.0321518084666081e-09,6.192911072844254e-09
1906,0.0,6.173021205313489e-09
1907,2.5714217422034835e-09,6.1714118260169926e-09
1908,4.4202499438483756e-09,7.858222517143076e-09
1909,2.7504918342913243e-09,7.701377313651392e-09
1910,2.137660271017694e-09,2.137660271017694e-09
1911,0.0,5.320374141248863e-10
1912,5.209421227725386e-10,1.5628263128064646e-09
1913,3.71209285532359e-09,4.242391771214216e-09
1914,8.036092680185902e-09,7.366418142140674e-09
1915,3.534228465440492e-09,1.8849219074468238e-08
1916,1.0987461607214755e-08,5.493730803607377e-09
1917,2.1932848870420685e-09,5.483212106582869e-09
1918,0.0,1.1486376294556067e-09
1919,0.0,1.012863304339362e-08
1920,7.572231730534895e-10,1.514446346106979e-09
1921,6.058197943303867e-09,8.330022005509363e-09
1922,2.2133805899215986e-09,2.2133805899215986e-09
1923,3.1847844361720945e-09,0.0
1924,7.734974438733389e-09,1.0313299547703991e-08
1925,2.1996355847875293e-09,2.1996355847875293e-09
1926,1.1146138456652466e-09,7.802296586589819e-09
1927,4.4596899506643695e-09,2.2298449753321847e-09
1928,1.1426041224282812e-09,0.0
1929,2.2280812750352652e-09,1.1140406375176326e-09
1930,5.2518016602221e-09,2.100720708497761e-09
1931,4.5621426636444085e-09,4.5621426636444085e-09
1932,4.383814644626227e-09,1.0959536611565568e-09
1933,2.2941324395731044e-09,9.176529758292418e-09
1934,7.188948103475923e-09,1.0783422155213884e-08
1935,3.590485242455088e-09,5.98414207075848e-09
1936,3.6374143697059935e-09,0.0
1937,0.0,2.5182236296217297e-09
1938,0.0,5.186085783037697e-09
1939,1.5294050470515685e-09,9.176430282309411e-09
1940,5.0715658339584024e-09,0.0
1941,1.1806010391524069e-08,8.854508237732261e-09
1942,3.034211770724937e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,0.0,3.2131861615880553e-09
1945,0.0,6.535512131478072e-09
1946,2.7842208538686464e-09,1.3921104269343232e-09
1947,4.7683483828109274e-09,0.0
1948,3.2615663503321457e-09,3.2615663503321457e-09
1949,0.0,9.817008317369869e-10
1950,0.0,4.2541445921528975e-09
1951,6.396841278899501e-09,2.1322803522849654e-09
1952,7.381362632230548e-09,2.1089607837865287e-09
1953,4.3095309543161875e-09,0.0
1954,4.886268278880834e-09,6.840775057526116e-09
1955,9.385607846468247e-09,2.815682353940474e-09
1956,6.104799332717903e-09,6.104799332717903e-09
1957,4.417518795207798e-09,8.835037701437898e-10
1958,1.6544486891589827e-09,4.1361216673863055e-09
1959,4.650448914844674e-09,0.0
1960,2.7683333403416555e-09,6.920833239831836e-09
1961,4.16889545107324e-09,1.3896318540318475e-09
1962,7.610347907416326e-09,1.2683912808952869e-09
1963,6.466053248388448e-10,3.879631726988464e-09
1964,1.2167936658258327e-09,5.475571551727398e-09
1965,6.5664522708175355e-09,6.0192477668863376e-09
1966,3.3234448526542337e-09,3.3234448526542337e-09
1967,2.465167847631733e-09,9.860671168482327e-10
1968,7.186265360559219e-09,8.084548142051062e-09
1969,2.2708788183223305e-09,1.3625273131978588e-09
1970,2.2993624781975086e-09,4.1388523719376735e-09
1971,2.0553589941130213e-09,6.166076982339064e-09
1972,4.104117490300041e-09,5.130146973897354e-09
1973,6.615844760915479e-09,6.064523994098181e-09
1974,4.500457340128605e-09,3.3753431161187564e-09
1975,7.996072248772634e-09,0.0
1976,5.142174241967723e-09,4.570821499072508e-09
1977,2.3507127355770763e-09,0.0
1978,2.970295565063452e-09,3.5643548113029055e-09
1979,1.7555920051037788e-09,1.1703946700691858e-09
1980,2.8425752862659692e-09,1.7055452605774235e-09
1981,4.427884725544118e-09,1.2651099057237047e-09
1982,6.2075020679230875e-09,3.7245013739806154e-09
1983,3.78918940668882e-09,0.0
1984,4.639206796497319e-09,1.739702604197646e-09
1985,4.812446441349039e-09,1.8046674155058895e-09
1986,5.395036861699509e-09,2.3977941854269602e-09
1987,3.0554083707556856e-09,1.8332451112712533e-09
1988,2.99827696004229e-09,1.798966087207532e-09
1989,3.2928733073589456e-09,5.488122178931576e-10
1990,1.089730194969718e-09,1.6345953479657283e-09
1991,4.10302547493302e-09,2.9307325455363298e-09
1992,7.162927584403178e-09,3.856960972825618e-09
1993,3.323524566667402e-09,8.308811416668505e-09
1994,8.439882570598911e-09,2.1099706426497278e-09
1995,2.7112254663563817e-09,3.253470381991974e-09
1996,4.270473752399084e-09,1.6014276571496566e-09
1997,1.438468344439059e-09,5.753873377756236e-09
1998,3.814503379828693e-09,4.291316191284977e-09
1999,3.656160929565999e-09,1.3710603763428253e-09
2000,4.418031274155965e-09,4.859834756842929e-09
2001,4.381211837767296e-09,4.8193329327261836e-09
2002,1.3143663935011318e-09,8.76244299341522e-10
2003,2.083461403401543e-09,3.333538334260311e-09
2004,1.7619165015858584e-09,2.2023955992267474e-09
2005,2.702249757291497e-09,4.954124666056714e-09
2006,3.706100981659688e-09,2.0589450144825605e-09
2007,3.595031605740928e-09,1.1983438685803094e-09
2008,6.3861596011349775e-09,4.257439734089985e-09
2009,7.1522885392028e-09,3.814554005998616e-09
2010,5.668551850135373e-09,3.3066551718974324e-09
2011,4.206369030868018e-09,1.529588788962144e-09
2012,8.170206733382201e-09,3.404252713057332e-10
2013,3.3469500504423877e-09,1.3945624655065103e-09
2014,4.330890313042346e-09,1.0827225782605865e-09
2015,5.984753581600444e-09,2.659890530054554e-09
2016,4.971216327476213e-09,2.6927420293532123e-09
2017,4.024978128569501e-09,1.2578056374223934e-09
2018,3.614053500911041e-09,5.162933192082164e-09
2019,6.632568272380013e-09,2.5509878653906526e-09
