year,premier_ADJ août_NOUN,premier_ADJ doute_NOUN
1800,4.653363490092488e-07,9.432493897065797e-09
1801,7.334042604334456e-07,3.809892135109294e-08
1802,3.983355441050662e-07,0.0
1803,3.5301141210197784e-07,2.145373123596528e-08
1804,2.3976954177662435e-07,1.2359254952798437e-08
1805,3.013450511346605e-07,1.1371510844071508e-08
1806,6.656655653358712e-07,2.881669125542885e-09
1807,6.491057575885861e-07,1.9928686256776018e-08
1808,7.455383439491925e-07,6.571614363792833e-08
1809,5.489444316886249e-07,1.8072244367672852e-08
1810,3.1357698349054886e-07,5.148278958699848e-08
1811,3.7856859869123127e-07,1.504245972228091e-08
1812,3.8141076341702274e-07,1.600324850414836e-08
1813,2.962013816443232e-07,2.8757416004054903e-08
1814,4.1221471391850173e-07,6.293354282149721e-09
1815,3.6951963089393303e-07,6.203614333344376e-08
1816,2.7811246106068666e-07,3.7081662185300956e-08
1817,3.674221318306081e-07,3.425121486433369e-08
1818,8.905119410762552e-07,2.2650237685439834e-08
1819,4.471653527460262e-07,6.21063015460166e-08
1820,4.68726002900155e-07,3.322614627876419e-08
1821,2.2582808412163757e-07,1.972297603014539e-08
1822,2.3660453507545753e-07,2.516429447041446e-07
1823,6.087735144877371e-07,3.656594282919201e-08
1824,2.7368616795087064e-07,2.105278174013847e-08
1825,2.4567187306701044e-07,2.993850678478793e-08
1826,1.6911329980828782e-07,2.3781557056956615e-08
1827,2.092320995350505e-07,5.806881853143153e-08
1828,3.0635485348540215e-07,2.293075357373553e-08
1829,3.0177579124490705e-07,4.800978425922864e-08
1830,2.8388194195372307e-07,3.652892677230568e-08
1831,1.6526679136319444e-07,7.795603274018958e-09
1832,1.0823975438167821e-07,3.111893021046086e-08
1833,1.3089500150442746e-07,1.8533806156462163e-08
1834,1.7548917474741188e-07,4.293884159345396e-08
1835,1.436986636349502e-07,2.4958190181223472e-08
1836,1.3172670110250806e-07,3.8980349614803345e-08
1837,1.72555698951804e-07,3.478945442836334e-08
1838,1.6853472573075123e-07,2.2092566220877075e-08
1839,1.8457494554979803e-07,4.124970420793517e-08
1840,1.535094922289204e-07,1.9746034141121527e-08
1841,1.2776891722410255e-07,4.3017675199763517e-08
1842,9.458653460470146e-08,3.4882980060046975e-08
1843,1.0632440200497584e-07,3.662284819849759e-08
1844,1.3721403346877992e-07,1.8112251365387522e-08
1845,3.214211249380483e-07,3.571346046671309e-08
1846,9.952652324507483e-08,5.2690513729913846e-08
1847,1.5370688011273614e-07,3.613459931273155e-08
1848,9.332457207023026e-08,4.585776380849893e-08
1849,7.709062010974321e-08,6.787325901314034e-08
1850,1.0998173483045548e-07,1.6293590476834652e-08
1851,7.029888537957163e-08,3.0957306051959677e-08
1852,9.11476352172258e-08,3.2552726736412296e-08
1853,8.062107870188129e-08,2.9859658745579054e-08
1854,1.184611484461584e-07,4.156531457910617e-08
1855,7.748128183493463e-08,3.1841622671890946e-08
1856,9.577800363924638e-08,5.7984518520015627e-08
1857,9.226052288813236e-08,4.051652524594829e-08
1858,5.1383598542731335e-08,3.76813069635773e-08
1859,8.096555381698067e-08,4.5320344144172964e-08
1860,9.657858068834457e-08,4.806043141236671e-08
1861,5.98927405448535e-08,2.6409397335669382e-08
1862,7.138418578467309e-08,5.240864101030418e-08
1863,7.441985383493943e-08,4.7948361725502764e-08
1864,7.719512140624829e-08,4.93856973093898e-08
1865,1.1437631908250978e-07,4.6597758540656287e-08
1866,8.028261416770377e-08,3.405929049904444e-08
1867,7.521857625647499e-08,3.785192959071537e-08
1868,8.496583214778752e-08,3.704905571222383e-08
1869,4.492837568648156e-08,3.90681549333749e-08
1870,4.3578772590535664e-08,3.325748298976805e-08
1871,8.496941861224627e-08,4.142259157902117e-08
1872,7.317280226182277e-08,4.354084381930079e-08
1873,6.704325039574854e-08,2.154961559197588e-08
1874,9.20089781031308e-08,2.0313670745508716e-08
1875,6.694186777123079e-08,2.231395634932909e-08
1876,1.2757090939174986e-07,1.6324239737741664e-08
1877,4.5149156857604567e-08,1.9791411176584006e-08
1878,7.911205995858595e-08,2.8987625577681086e-08
1879,4.7041804673852994e-08,2.7491964260661916e-08
1880,6.610381753091588e-08,2.7596739338164866e-08
1881,7.321132677873265e-08,1.1156012114099667e-08
1882,9.184431482012201e-08,3.3276925659464496e-08
1883,8.973460996486438e-08,1.1374810426900694e-08
1884,1.6768309940573545e-07,2.3105938495859846e-08
1885,6.961286569406866e-08,1.8692343672910283e-08
1886,8.77671054722029e-08,2.5813854942491332e-08
1887,7.247106187380226e-08,1.6975203742664036e-08
1888,6.847863787129427e-08,2.2192151005739902e-08
1889,8.082026398126274e-08,2.0674951528576457e-08
1890,9.372772868943002e-08,2.4906668727453507e-08
1891,5.991766727220238e-08,2.8683990294098294e-08
1892,4.325273628147386e-08,2.0686089952093312e-08
1893,7.02059503865371e-08,1.7859408230069818e-08
1894,8.128985662381183e-08,2.2685540557176864e-08
1895,7.162151027806374e-08,3.97228556714424e-08
1896,7.076435021291516e-08,3.1254253296530976e-08
1897,1.1070755912001573e-07,9.905413378419325e-09
1898,4.9793521306185085e-08,2.093591255913907e-08
1899,7.849161676176664e-08,2.4874102777516782e-08
1900,6.436905541917781e-08,1.661137005726232e-08
1901,6.930035945096336e-08,1.6766217081354284e-08
1902,7.414528813143306e-08,1.5712908307818907e-08
1903,8.31633906184237e-08,9.1803746826713e-09
1904,8.223176539701171e-08,1.666133897515465e-08
1905,8.463644785017266e-08,1.7030504340098673e-08
1906,9.259531935645882e-08,1.9547901075611662e-08
1907,8.279977964376073e-08,1.1314255643490867e-08
1908,7.809108359957406e-08,1.3751889182955779e-08
1909,6.601180319032451e-08,1.980354014108343e-08
1910,7.58869378447713e-08,2.778958396731923e-08
1911,1.3034917334397988e-07,7.980561100850991e-09
1912,8.908110477046094e-08,2.031674206648404e-08
1913,7.37115593008042e-08,2.545435129341911e-08
1914,1.1987171455452028e-07,2.6786974971493294e-08
1915,2.144098711909237e-07,1.1780762143587253e-08
1916,1.922805825671503e-07,1.0987461607214755e-08
1917,1.7546278963109785e-07,1.4256351654751143e-08
1918,1.722956399774489e-07,2.2972752589112133e-08
1919,1.979687378472761e-07,1.6574126959767455e-08
1920,1.2494182621836103e-07,2.1202248845497706e-08
1921,1.0753301343813249e-07,2.0446418558250912e-08
1922,1.453453266631044e-07,1.475587119159627e-08
1923,9.978990878067862e-08,2.3355084977083607e-08
1924,1.1731378457557895e-07,2.3204923760289375e-08
1925,9.23846978917453e-08,2.1996355181741478e-08
1926,7.133528423519664e-08,1.5604593173179637e-08
1927,1.3602054715899925e-07,1.2264147031260109e-08
1928,1.1654561871132785e-07,1.7139061725401916e-08
1929,1.7601841495462622e-07,1.0026365737658693e-08
1930,1.2814396621596558e-07,1.4705045403573536e-08
1931,1.106319595933769e-07,7.983749661377715e-09
1932,1.3699420886581493e-07,2.0823119339929974e-08
1933,1.2732435394902097e-07,2.523545639121494e-08
1934,1.3898632289510715e-07,1.1981580172459871e-08
1935,1.0292724450522428e-07,1.4361940969820353e-08
1936,1.0669748817804248e-07,1.9399543305098632e-08
1937,1.0576539244411265e-07,1.6368453259474336e-08
1938,1.2057649700913942e-07,1.6854778905894818e-08
1939,1.1623478091138395e-07,1.5294050470515685e-08
1940,1.1411022771135038e-07,0.0
1941,1.3872061899178334e-07,1.4757512545315876e-08
1942,1.0619741219741741e-07,1.2136847082899749e-08
1943,1.2774234758872183e-07,3.774205836748479e-08
1944,8.996921252446555e-08,9.639558484764166e-09
1945,9.803268419261713e-08,3.0499055725385915e-08
1946,8.77029542323271e-08,2.645009899993056e-08
1947,9.536696454759408e-08,1.907339353124371e-08
1948,6.631851667826538e-08,2.0656587329526133e-08
1949,9.031647518753516e-08,4.0249733768149554e-08
1950,1.0209946643691126e-07,2.5524867552917385e-08
1951,6.076998859683158e-08,2.5587365115598004e-08
1952,6.010538089462614e-08,1.4762725264461096e-08
1953,8.619061842018994e-08,1.8315507332999914e-08
1954,6.840775124139498e-08,3.224936762080688e-08
1955,8.071622525918087e-08,1.6894095011821264e-08
1956,1.3779404306468734e-07,2.8779767902165077e-08
1957,6.979679573193565e-08,1.4136060322300636e-08
1958,1.8612547186824813e-07,1.3235589957361071e-08
1959,1.1858644055617873e-07,3.100299039715537e-08
1960,2.173141604444595e-07,2.629916728835724e-08
1961,1.7926250839295221e-07,2.36237411854745e-08
1962,2.080161631834443e-07,2.8538803320543593e-08
1963,2.1143994244354758e-07,2.1984581044520723e-08
1964,1.8799462275786993e-07,2.1902286151398442e-08
1965,1.7510539135345837e-07,2.5171399187229326e-08
1966,9.084082641663827e-08,1.6617224929404983e-08
1967,7.789930384083377e-08,1.9228308223429025e-08
1968,7.7252352403967e-08,1.4821671889819754e-08
1969,1.1172723912711291e-07,2.043791091921321e-08
1970,1.1726748572193912e-07,2.207388050123882e-08
1971,9.351883500929858e-08,1.4387512847768846e-08
1972,8.669948514672399e-08,1.2312352026810913e-08
1973,9.151918561878247e-08,2.4809416521165417e-08
1974,6.5819188654892e-08,1.3501372464475025e-08
1975,8.567220310951029e-08,1.5420996035686585e-08
1976,9.198778117003314e-08,1.599787480266457e-08
1977,1.0872046463106244e-07,1.2928920156696222e-08
1978,9.683163748608337e-08,1.1881182371276111e-08
1979,1.0006874551216072e-07,2.2237497954158414e-08
1980,6.87903247698074e-08,1.4212876320307544e-08
1981,6.452060463679743e-08,1.012087935681194e-08
1982,8.442202847902536e-08,1.6139505620849093e-08
1983,8.273063945019032e-08,1.705135321827811e-08
1984,8.756502900553187e-08,1.3337719928507852e-08
1985,9.324114680353546e-08,1.4437339324047116e-08
1986,8.57211453486606e-08,1.498621410300771e-08
1987,7.210763586229518e-08,1.9554614316685814e-08
1988,1.1273521338672765e-07,1.619069489589009e-08
1989,1.1031125568550237e-07,1.8110802857407293e-08
1990,8.55438194724556e-08,7.628111475810329e-09
1991,1.1957388967864802e-07,1.52398094144246e-08
1992,9.697501646144246e-08,1.4325855279828659e-08
1993,1.3127922016131777e-07,3.0465642453236796e-08
1994,9.125623179340181e-08,1.8989736005892155e-08
1995,1.1549820344569639e-07,1.518286268931135e-08
1996,1.1316755355039732e-07,2.0284750990029465e-08
1997,1.0644665437986589e-07,2.061804593722627e-08
1998,1.6354683063379838e-07,2.0026142966145244e-08
1999,1.1562608825954612e-07,2.193696585495175e-08
2000,9.542948320451217e-08,2.2531960297555997e-08
2001,1.152258710113152e-07,2.3220423139846957e-08
2002,8.411945578989943e-08,2.102986318419653e-08
2003,9.708930126528514e-08,1.5417614740442787e-08
2004,7.884576658234721e-08,9.690541175055856e-09
2005,7.926599188134986e-08,1.7114248795913056e-08
2006,7.906348303832189e-08,1.7295138099449048e-08
2007,7.829179940466169e-08,1.477957436990529e-08
2008,5.151501997202601e-08,1.4049550939310151e-08
2009,6.05560432909158e-08,2.1933684646313623e-08
2010,6.613310188363641e-08,1.4171379458804978e-08
2011,5.1623620711538365e-08,2.3326228920650394e-08
2012,5.310634110244905e-08,2.4851045665741367e-08
2013,5.0762076431176695e-08,1.9244962567999124e-08
2014,4.850597318251104e-08,2.1437907116172994e-08
2015,4.211493287442636e-08,1.4851055149533998e-08
2016,7.477537306010973e-08,1.9677730084266543e-08
2017,3.295450842766279e-08,1.609991309714509e-08
2018,4.6982694845709716e-08,2.4265786380262e-08
2019,4.158110084029332e-08,1.8622211050978166e-08
