year,premier_ADJ épi_NOUN,premier_ADJ dépit_NOUN
1800,9.432493897065797e-09,0.0
1801,0.0,0.0
1802,0.0,6.713520406265161e-09
1803,0.0,0.0
1804,0.0,7.4155526164076946e-09
1805,0.0,5.685755422035754e-09
1806,2.881669125542885e-09,5.76333825108577e-09
1807,4.27043254092041e-08,0.0
1808,0.0,3.172503681980743e-08
1809,2.259030518203531e-09,6.7770917766551975e-09
1810,2.3401267590372754e-09,1.8721014072298203e-08
1811,0.0,2.2563691359778204e-08
1812,0.0,8.00162425207418e-09
1813,2.0130190847567064e-08,2.8757416448144113e-09
1814,0.0,0.0
1815,2.697223555614414e-09,2.697223555614414e-09
1816,2.3176038865813098e-09,0.0
1817,0.0,1.556873407970727e-09
1818,0.0,1.4305412854298538e-08
1819,0.0,6.210630232317271e-09
1820,0.0,1.542642635854463e-08
1821,3.94459531705138e-09,0.0
1822,0.0,2.0051231786055723e-09
1823,0.0,3.9530747564242574e-09
1824,0.0,1.2631669044083083e-08
1825,8.805443041381977e-10,8.805443041381977e-10
1826,8.807984341885344e-10,1.7615968683770689e-09
1827,9.217273055917019e-10,2.7651818612639545e-09
1828,1.0089530988466322e-08,2.7516904310687096e-09
1829,0.0,6.001223074036943e-09
1830,0.0,8.349468672008697e-09
1831,6.236482441579483e-09,1.5591206103948707e-09
1832,5.411987658021644e-08,2.705993873419743e-09
1833,3.70676112027013e-08,4.6334514003376626e-09
1834,1.8669061851994684e-09,5.600718555598405e-09
1835,7.563087933704082e-09,2.2689263801112247e-09
1836,4.704525213838906e-09,6.72075017860152e-09
1837,6.262101948095733e-09,6.957890930081589e-10
1838,8.2058102535143e-09,4.418513555037862e-09
1839,9.088918062616358e-09,4.894032734625853e-09
1840,1.46502836528839e-08,3.1848443882154243e-09
1841,0.0,3.852329122366882e-09
1842,1.0733224087289273e-08,0.0
1843,8.860366662588604e-09,2.953455480181333e-09
1844,6.037417232818143e-09,2.195424508855126e-09
1845,3.348136878855712e-09,8.928364714222425e-09
1846,1.1709002656346001e-08,0.0
1847,2.1572894581822766e-09,7.011190739092399e-09
1848,4.82713291560799e-09,1.6090443422100975e-09
1849,6.703531951757213e-09,4.1897072478036534e-09
1850,1.0183494048021657e-08,6.788996032014438e-10
1851,8.384270167027807e-09,1.9348316282474798e-09
1852,2.6042181744401205e-09,1.1067927019325907e-08
1853,5.971931837933653e-10,5.3747388761848924e-09
1854,1.558699391779328e-09,0.0
1855,5.306937111981824e-10,1.0613874223963649e-09
1856,3.1063134287023786e-09,4.659470143053568e-09
1857,5.369659827891837e-09,6.8341128311999455e-09
1858,1.1255455234504552e-08,4.404308473482388e-09
1859,1.5276520048956854e-09,3.055304009791371e-09
1860,2.288591982591015e-09,2.288591982591015e-09
1861,4.2443675241088386e-09,4.715963619617014e-09
1862,4.517986262886353e-10,9.035972525772706e-10
1863,1.048870412745373e-08,4.994620828036034e-10
1864,3.3563094525845827e-09,3.3563094525845827e-09
1865,2.8241067262513297e-09,6.589582213223366e-09
1866,5.352174259343201e-09,3.8924903300596725e-09
1867,3.88224918879132e-09,8.73506067478047e-09
1868,4.93987406535723e-10,3.457911734727759e-09
1869,4.883519144627257e-10,3.906815315701806e-09
1870,3.4404292748035914e-09,1.1468097582678638e-09
1871,3.611200227737754e-08,3.18635318130589e-09
1872,4.23313739617015e-09,2.4189357183956872e-09
1873,1.7958012854535355e-09,1.1373408881354408e-08
1874,5.974609251779839e-09,1.7923826867161097e-09
1875,6.865832347102696e-09,5.721527140956084e-10
1876,1.0882827083946722e-08,6.650616057868319e-09
1877,6.184815992682502e-10,1.2369631985365004e-09
1878,5.495570576385944e-08,1.1474268646338714e-08
1879,6.720257683667796e-09,0.0
1880,6.417846254436199e-09,3.2089231272180996e-09
1881,5.5780060570498335e-09,2.7890030285249168e-09
1882,2.6621540527571597e-09,0.0
1883,8.21514056781325e-09,3.791603475633565e-09
1884,4.621187876807653e-09,6.601696966868076e-09
1885,6.445635691854079e-10,5.156508553483263e-09
1886,3.2267319927115068e-09,5.162771099520569e-09
1887,1.3057849246322917e-09,9.793386546164129e-09
1888,8.242799331981132e-09,0.0
1889,6.265136853755848e-09,5.012109394186837e-09
1890,1.3108772956016423e-09,6.554386478008212e-10
1891,3.824531802365527e-09,5.099376032546843e-09
1892,1.8805537127519756e-09,0.0
1893,1.0469308087124318e-08,0.0
1894,4.411077725308132e-09,6.301539290376468e-10
1895,2.4074457982692365e-09,5.416753268150387e-09
1896,1.0024948871034667e-08,1.179405795248556e-09
1897,1.1653427112179315e-09,0.0
1898,2.8291773368493978e-09,1.6975064687230201e-09
1899,8.291367592505594e-09,3.3165470370022376e-09
1900,1.5573159428683425e-09,0.0
1901,3.912117296778206e-09,0.0
1902,5.4013122863239005e-09,0.0
1903,5.400220270956879e-10,1.0800440541913758e-09
1904,3.2247751136083025e-09,5.374625189347171e-10
1905,2.0643036169332163e-09,2.0643036169332163e-09
1906,5.658602919567102e-09,5.144184522798412e-10
1907,5.65712765521198e-09,2.057137349353866e-09
1908,4.911389073214423e-10,1.4734167219643268e-09
1909,1.6502950117569526e-09,2.2003934230241384e-09
1910,3.206490406526541e-09,1.068830135508847e-09
1911,1.0640748282497725e-09,3.7242617878519013e-09
1912,2.6047106693738442e-09,2.0837684910901544e-09
1913,1.4318072061314524e-08,1.060597942803554e-09
1914,5.357394972094198e-09,2.0090231700464756e-09
1915,1.0602685840410686e-08,0.0
1916,0.0,1.0987462051303964e-09
1917,1.0966424435210342e-09,3.289927441585405e-09
1918,1.1486376294556067e-09,1.1486376294556067e-09
1919,6.4454939163738345e-09,0.0
1920,6.057785384427916e-09,7.572231730534895e-10
1921,6.058197943303867e-09,2.2718242842501013e-09
1922,2.951174193910333e-09,7.377935484775833e-10
1923,3.1847844361720945e-09,0.0
1924,1.289162443462999e-09,0.0
1925,3.299453377181294e-09,2.1996355847875293e-09
1926,3.343841648018042e-09,1.1146138456652466e-09
1927,5.574612327308159e-09,3.3447675740205796e-09
1928,5.713020723163709e-09,3.4278122562625413e-09
1929,6.684243825105796e-09,0.0
1930,1.3654684494213143e-08,0.0
1931,4.5621426636444085e-09,1.1405356659111021e-09
1932,3.287861094491973e-09,1.0959536611565568e-09
1933,6.882397318719313e-09,2.2941324395731044e-09
1934,5.990790086229936e-09,0.0
1935,3.590485242455088e-09,0.0
1936,4.849885826274658e-09,0.0
1937,1.2591118370153254e-08,0.0
1938,1.2965214457594243e-09,0.0
1939,1.3764645423464117e-08,0.0
1940,1.7750480196809804e-08,0.0
1941,2.9515025978810172e-09,0.0
1942,2.730790527039062e-08,0.0
1943,1.4516175816936538e-08,5.806470415592457e-09
1944,1.927911696952833e-08,0.0
1945,1.742803235060819e-08,0.0
1946,2.7842208538686464e-09,0.0
1947,1.1920870957027319e-09,0.0
1948,6.523132700664291e-09,0.0
1949,0.0,0.0
1950,5.317680518146517e-09,0.0
1951,1.2793682557799002e-08,2.1322803522849654e-09
1952,4.2179215675730575e-09,0.0
1953,4.3095309543161875e-09,0.0
1954,1.4658803948464083e-08,0.0
1955,9.385607846468247e-09,9.385607846468247e-10
1956,6.976913269340912e-09,1.744228317335228e-09
1957,7.068030161150318e-09,1.7670075402875796e-09
1958,1.1581140491045971e-08,3.3088973783179654e-09
1959,7.750747599288843e-09,7.750747821333448e-10
1960,1.6610000486139143e-08,6.920833350854139e-10
1961,7.64297514166401e-09,3.47407969059077e-09
1962,3.805173953708163e-09,5.7077609305622445e-09
1963,5.1728425987107585e-09,6.466053248388448e-10
1964,9.125952438182594e-09,6.083968329129164e-10
1965,1.094408652591028e-08,2.188817349590977e-09
1966,7.200797291773142e-09,1.6617224263271169e-09
1967,9.860671168482327e-10,4.930335584241163e-10
1968,3.5931326802796093e-09,1.3474247273492779e-09
1969,2.7250546263957176e-09,4.5417578031781147e-10
1970,2.7592350626548523e-09,1.3796175313274261e-09
1971,3.083038491169532e-09,2.569198631618974e-09
1972,2.565073486948677e-09,2.0520587451500205e-09
1973,1.102640756478479e-09,0.0
1974,1.6876715580593782e-09,0.0
1975,5.711480177694739e-10,5.711480177694739e-10
1976,2.285410749536254e-09,1.142705374768127e-09
1977,5.876781838942691e-10,1.1753563677885381e-09
1978,4.158414057542359e-09,1.7821774056514528e-09
1979,3.5111840102075575e-09,1.7555920051037788e-09
1980,5.116635559687666e-09,0.0
