year,premier_ADJ honneur_NOUN,premier_ADJ donneur_NOUN
1800,3.144164484325529e-09,0.0
1801,1.6668277424969347e-08,0.0
1802,1.3874608839614666e-07,0.0
1803,7.996391104825307e-08,0.0
1804,4.2021465418429216e-08,0.0
1805,9.381496113292087e-08,0.0
1806,2.881669125542885e-08,0.0
1807,1.9928686256776018e-08,2.8469551160981155e-09
1808,7.931259204951857e-08,4.5321479902327155e-09
1809,6.551188391767937e-08,3.388545621874073e-08
1810,6.084329839950442e-08,0.0
1811,2.2563691359778204e-08,0.0
1812,5.867858021701977e-08,0.0
1813,8.627225156487839e-09,0.0
1814,5.97868634599763e-08,0.0
1815,7.821948599939788e-08,0.0
1816,1.969963250303408e-07,1.622322720606917e-08
1817,3.7364962679475866e-08,0.0
1818,3.099506074022429e-08,0.0
1819,3.001804671498576e-08,0.0
1820,2.7292905713238724e-08,0.0
1821,3.8459806006585495e-08,1.2819934447350079e-08
1822,8.72228582693424e-08,2.0051231786055723e-09
1823,3.5577674140085946e-08,0.0
1824,5.221090049190025e-08,0.0
1825,3.522177394188475e-08,0.0
1826,8.367585024871005e-08,0.0
1827,5.530363722527909e-08,8.295545583791863e-09
1828,2.109629271274116e-08,6.420610709767516e-09
1829,2.914879893012312e-08,0.0
1830,3.026682549034376e-08,1.982998831806526e-08
1831,2.494592976631793e-08,2.3386808933878456e-08
1832,1.352996914505411e-08,0.0
1833,4.170106393530659e-08,0.0
1834,3.9205030333278046e-08,4.667265685043276e-09
1835,6.504255622985511e-08,3.781543966852041e-09
1836,5.511014933290426e-08,0.0
1837,6.95789097449051e-08,0.0
1838,4.3553917805638775e-08,1.2624323808552163e-09
1839,3.355908262392404e-08,6.9914751765765e-10
1840,4.649872664685972e-08,0.0
1841,5.906904476660202e-08,0.0
1842,4.561620414733625e-08,0.0
1843,5.0208743829216473e-08,0.0
1844,5.982531803283564e-08,0.0
1845,4.3525776760589e-08,2.2320911785556063e-09
1846,6.14722637237719e-08,0.0
1847,6.525800699819229e-08,1.3483059113639229e-08
1848,2.815827571112095e-08,0.0
1849,2.9327951622803994e-08,0.0
1850,6.313766220955586e-08,0.0
1851,5.611011744122152e-08,2.579775504329973e-09
1852,1.8229528109259263e-08,1.3021090872200602e-09
1853,4.18035241978032e-08,3.5831591027601917e-09
1854,4.8319680701069956e-08,0.0
1855,4.8823821430232783e-08,0.0
1856,4.555926480520611e-08,1.0354378465748937e-09
1857,6.053070933376148e-08,0.0
1858,8.710743060191817e-08,0.0
1859,4.83756465996521e-08,0.0
1860,4.7602711106264906e-08,0.0
1861,4.527325359049428e-08,5.659156698811785e-09
1862,5.2860439581081664e-08,4.517986429419807e-09
1863,3.346395871517416e-08,9.989241656072068e-10
1864,4.9865171547480713e-08,4.794727948009836e-10
1865,4.047886292823932e-08,3.294791106611683e-09
1866,5.838735361862746e-08,0.0
1867,6.599823620945244e-08,0.0
1868,4.3964877960434023e-08,0.0
1869,3.125452252561445e-08,0.0
1870,5.045962936378601e-08,6.880858549607183e-09
1871,2.6552942955504477e-08,0.0
1872,2.7817760539505798e-08,0.0
1873,3.052862140862089e-08,0.0
1874,2.6885741633009275e-08,0.0
1875,6.694186538425129e-08,0.0
1876,3.506688628363008e-08,3.627608879952504e-09
1877,3.587193120324628e-08,2.4739263970730008e-09
1878,2.5968081018845623e-08,0.0
1879,2.1993571408529533e-08,0.0
1880,3.0805662021293756e-08,0.0
1881,1.6036766581351003e-08,0.0
1882,2.5956001792337702e-08,0.0
1883,2.274962085380139e-08,0.0
1884,5.2813575734944607e-08,0.0
1885,2.4493415295978593e-08,0.0
1886,1.2906927970846027e-08,3.2267319927115068e-09
1887,2.0239665943222462e-08,6.528924623161458e-10
1888,3.9945874164004636e-08,2.53624587998047e-09
1889,4.385595886446936e-08,0.0
1890,3.0150179242127706e-08,6.554386366985909e-09
1891,2.2309770031370135e-08,6.374220040683554e-10
1892,3.823792482648969e-08,0.0
1893,2.9560400349737392e-08,1.2316833108982905e-09
1894,1.5753848003896564e-08,0.0
1895,3.49079627426363e-08,0.0
1896,1.8280790214930676e-08,0.0
1897,1.1070755867592652e-08,1.1653427112179315e-09
1898,2.7160103499568322e-08,0.0
1899,3.8693048765026106e-09,0.0
1900,1.1939421895590385e-08,0.0
1901,1.397184767881754e-08,1.676621730339889e-09
1902,1.5221880644844532e-08,0.0
1903,1.674068350610014e-08,0.0
1904,2.3110889202371254e-08,0.0
1905,1.1353670004154992e-08,0.0
1906,2.623534101076075e-08,0.0
1907,2.262851062084792e-08,5.142843484406967e-09
1908,1.7189861978295085e-08,9.822778146428846e-10
1909,9.901770070541716e-09,1.1001967115120692e-09
1910,2.0842188419578633e-08,2.67207544979442e-09
1911,1.276889793899727e-08,2.128149656499545e-09
1912,2.344239469209697e-08,5.209421227725386e-10
1913,1.113627856597077e-08,5.30298971401777e-10
1914,1.0045115850232378e-08,0.0
1915,1.1780761921542648e-09,2.3561523843085297e-09
1916,6.592477230782379e-09,6.592477230782379e-09
1917,6.57985488317081e-09,0.0
1918,1.1486376294556067e-08,0.0
1919,1.749491218561161e-08,9.207848372660976e-10
1920,1.4387239843927091e-08,1.514446346106979e-09
1921,2.6504615391331754e-08,0.0
1922,3.098733003525922e-08,0.0
1923,4.140219900250486e-08,2.1231896241147297e-09
1924,1.1602462102189293e-08,2.578324886925998e-09
1925,2.0896537833436923e-08,0.0
1926,8.916910765321973e-09,1.1146138456652466e-09
1927,3.1217830098739796e-08,0.0
1928,1.3711249025050165e-08,2.2852082448565625e-09
1929,7.798284684668033e-09,1.1140406375176326e-09
1930,1.575540586884472e-08,0.0
1931,1.9389105432310316e-08,4.5621426636444085e-09
1932,2.9590749406338546e-08,0.0
1933,1.4911860191091364e-08,0.0
1934,1.1981580172459871e-08,0.0
1935,3.949533677882755e-08,4.787313656606784e-09
1936,3.6374143697059935e-09,7.274828739411987e-09
1937,2.7700460591972842e-08,7.554670666820584e-09
1938,2.7226949583791793e-08,0.0
1939,9.176430282309411e-09,1.5294050470515685e-09
1940,1.7750480196809804e-08,0.0
1941,2.9515025090631752e-08,2.9515025978810172e-09
1942,6.068423541449874e-09,0.0
1943,1.1612940831184915e-08,0.0
1944,3.2131861615880553e-09,0.0
1945,1.089252066321933e-08,0.0
1946,1.1136883415474585e-08,1.3921104269343232e-09
1947,8.344609447874518e-09,1.1920870957027319e-09
1948,5.435944139264848e-09,0.0
1949,1.570721330779179e-08,1.9634016634739737e-09
1950,3.93508372553697e-08,2.1270722960764488e-09
1951,8.529121409139861e-09,0.0
1952,1.370824520563474e-08,3.1634410646574906e-09
1953,2.1547654771580937e-09,6.464296653518886e-09
1954,1.5636057781875934e-08,5.863521668203475e-09
1955,5.631364707880948e-09,9.385607846468247e-10
1956,2.616342476002842e-09,3.488456634670456e-09
1957,1.1485549400447326e-08,0.0
1958,8.272243334772611e-09,8.272243445794913e-10
1959,3.8753737996444215e-09,7.750747821333448e-10
1960,2.2838749558218296e-08,6.2287499602575735e-09
1961,1.111705483225478e-08,2.779263708063695e-09
1962,1.0147130247162295e-08,3.805173953708163e-09
1963,9.052474325699222e-09,2.5864212993553792e-09
1964,1.2167936880302932e-08,0.0
1965,1.586892572902343e-08,1.0944086747954884e-09
1966,1.2185964237687585e-08,5.539074754423723e-10
1967,1.5284040699725665e-08,0.0
1968,1.527081394669949e-08,1.7965663401398047e-09
1969,9.083515273289322e-09,4.995933444718048e-09
1970,1.8854771965948203e-08,1.3796175313274261e-09
1971,1.3359833239690033e-08,5.138397263237948e-09
1972,3.0780880067027283e-09,4.6171320100540925e-09
1973,9.923766697284009e-09,6.615844760915479e-09
1974,9.563471792262135e-09,4.500457340128605e-09
1975,7.996072248772634e-09,2.2845920710778955e-09
1976,5.142174241967723e-09,7.427584769459372e-09
1977,5.876781727920388e-09,1.7630346071939584e-09
1978,4.158414057542359e-09,1.1881182704343018e-09
1979,7.607565244427406e-09,4.096381456264453e-09
1980,9.664756106531058e-09,2.8425752862659692e-09
1981,1.8976649140967083e-09,5.69299452024552e-09
1982,8.069752865935698e-09,1.3656505259973528e-08
1983,1.0104505676622466e-08,3.78918940668882e-09
1984,2.8995041922996734e-09,2.8995041922996734e-09
1985,6.015557829641693e-09,1.0226449020933615e-08
1986,1.3187867686781374e-08,7.1933827783254856e-09
1987,5.49973533381376e-09,6.721898593298192e-09
1988,2.99827696004229e-09,4.197587610832443e-09
1989,4.939309850016116e-09,8.780995486290522e-09
1990,8.172976073694826e-09,6.538381391862913e-09
1991,6.4476117778156095e-09,1.4653663171770859e-08
1992,4.958949695321735e-09,6.060938417817852e-09
1993,7.200969598386564e-09,8.308811416668505e-09
1994,2.1099706426497278e-09,7.384897138251745e-09
1995,4.880205572987961e-09,6.506940763983948e-09
1996,6.4057106285986265e-09,1.2277611816102763e-08
1997,7.671831170341648e-09,3.212579358091716e-08
1998,3.337690568372409e-09,1.7642078020685403e-08
1999,5.0272213059088244e-09,3.427650696607998e-08
2000,4.418031274155965e-09,7.510653432518666e-09
2001,4.8193329327261836e-09,1.4019877703219663e-08
2002,1.1829298429688606e-08,9.200564754507923e-09
2003,7.91715315529018e-09,7.083769126836614e-09
2004,2.2023955992267474e-09,4.845270407116686e-09
2005,5.404499514582994e-09,7.205999352777326e-09
2006,5.7650457740976435e-09,6.1768350434476815e-09
2007,3.595031605740928e-09,7.190063211481856e-09
2008,3.405951742863067e-09,4.257439734089985e-09
2009,5.245011536203492e-09,6.198650481792356e-09
2010,2.8342759250676863e-09,8.97520635589899e-09
2011,6.118355155848576e-09,9.942326961720482e-09
2012,3.744677901096338e-09,6.468080293586809e-09
2013,4.741512515948898e-09,1.2272150407000026e-08
2014,2.3819897165822113e-09,4.114345752981308e-09
2015,8.201329393386914e-09,6.428068743957738e-09
2016,9.32103016992869e-09,3.72841224560716e-09
2017,4.2765391228272165e-09,3.773417134311785e-09
2018,5.421080029321956e-09,5.162933192082164e-09
2019,5.101975730781305e-09,4.08158040698936e-09
