year,dernier_ADJ août_NOUN,dernier_ADJ doute_NOUN
1915,1.5314990164938536e-08,1.0602685840410686e-08
1916,8.789969641043172e-09,3.2962386153911893e-09
1917,1.754627876326964e-08,7.676496771580332e-09
1918,8.040463406189247e-09,4.594550517822427e-09
1919,1.8415696745321952e-09,5.524709134618888e-09
1920,7.572231730534895e-09,3.786115865267448e-09
1921,4.543648568500203e-09,3.7863738810983705e-09
1922,7.377935595798135e-09,1.3280283539529592e-08
1923,1.2739137744688378e-08,4.246379248229459e-09
1924,3.867487330388997e-09,6.445812328337297e-09
1925,3.079489729884699e-08,8.798542339150117e-09
1926,1.114613823460786e-08,3.343841648018042e-09
1927,6.689535148041159e-09,5.574612327308159e-09
1928,6.85562484559199e-09,2.2852082448565625e-09
1929,4.4561625500705304e-09,1.1140405931087116e-08
1930,5.2518016602221e-09,6.302162347537887e-09
1931,6.843213995466613e-09,1.4826963656844327e-08
1932,6.575722188983946e-09,1.0959536611565568e-09
1933,5.735331320977366e-09,1.1470662641954732e-08
1934,7.188948103475923e-09,2.3963160344919743e-09
1935,8.377798899061872e-09,1.0771455727365264e-08
1936,2.424942913137329e-09,2.424942913137329e-09
1937,3.777335333410292e-09,1.1332006444320086e-08
1938,6.482607339819424e-09,6.482607339819424e-09
1939,4.588215141154706e-09,1.3764645423464117e-08
1940,0.0,2.5357829169792012e-09
1941,5.9030051957620344e-09,6.198155233505531e-08
1942,1.2136847082899749e-08,9.102635090130207e-09
1943,1.1612940831184915e-08,2.322588166236983e-08
1944,1.6065930807940276e-08,1.2852744646352221e-08
1945,1.3071024262956144e-08,2.178504043826024e-09
1946,1.3921104269343232e-08,1.2528993842408909e-08
1947,3.5762612871081956e-09,9.536696765621855e-09
1948,1.3046265179283978e-08,1.0871888278529696e-08
1949,1.9634016634739737e-09,1.2762110479513922e-08
1950,4.2541445921528975e-09,1.2762433776458693e-08
1951,1.0661401761424827e-09,9.595261474260042e-09
1952,9.490323193972472e-09,7.381362632230548e-09
1953,1.939288907237824e-08,5.386913581872932e-09
1954,9.772536113672459e-10,1.5636057781875934e-08
1955,0.0,1.220129064449793e-08
1956,3.488456634670456e-09,6.976913269340912e-09
1957,0.0,1.1485549400447326e-08
1958,6.617794756635931e-09,8.272243334772611e-09
1959,8.525822714489095e-09,1.6276571201956358e-08
1960,4.152500121534786e-09,1.1073333361366622e-08
1961,1.042223907177231e-08,1.737039845295385e-08
1962,1.0781326054143392e-08,1.0147130247162295e-08
1963,1.939815863494232e-09,9.69907976156037e-09
1964,6.083968440151466e-09,7.300761772910391e-09
1965,6.566451937750628e-09,7.660860390501512e-09
1966,8.862519607077957e-09,4.431259803538978e-09
1967,1.232583857202485e-08,9.860671390526932e-09
1968,5.838840522187638e-09,8.533690198930799e-09
1969,5.90428494984252e-09,1.1808570121729645e-08
1970,8.737577550377296e-09,1.1496812390987543e-08
1971,9.249115584530898e-09,6.679916619845017e-09
1972,6.669190977248718e-09,6.669190977248718e-09
1973,9.37244681864513e-09,8.821126051827832e-09
1974,6.1881286761433785e-09,6.1881286761433785e-09
1975,9.138367840222372e-09,2.8557400888473694e-09
1976,9.712995741040231e-09,7.427584769459372e-09
1977,2.938390863960194e-09,5.289103821581875e-09
1978,6.534650265344055e-09,3.5643548113029055e-09
1979,2.3407893401383717e-09,5.851973128301324e-09
1980,5.116635559687666e-09,9.664756106531058e-09
1981,1.8976649140967083e-09,6.325549417596221e-09
1982,3.7245013739806154e-09,7.449002747961231e-09
1983,6.315316269933646e-09,5.68378455412244e-09
1984,1.7397025486864948e-09,5.799008384599347e-09
1985,0.0,7.218669662023558e-09
1986,5.994485463567401e-10,5.395036861699509e-09
1987,2.4443267965246207e-09,5.49973533381376e-09
1988,1.1993107618124554e-09,7.795519785247507e-09
1989,1.0976244357863152e-09,5.488121956886971e-09
1990,0.0,4.90378582185258e-09
1991,3.5168792322792797e-09,7.033758464558559e-09
1992,2.2039776670368383e-09,9.366905473484621e-09
1993,1.1078414852150331e-09,3.877445031719162e-09
1994,3.1649559639745917e-09,2.637463358823311e-09
1995,1.0844901643380922e-09,9.21816667442954e-09
1996,9.074756945892659e-09,6.4057106285986265e-09
1997,1.438468344439059e-09,8.630809844589749e-09
1998,4.291316191284977e-09,5.72175506974304e-09
1999,1.8280804647829996e-09,5.941261704833778e-09
2000,2.6508188977203417e-09,3.092622158362701e-09
2001,1.3143635069212678e-09,7.886181485616817e-09
2002,3.504977141854937e-09,1.445803121669087e-08
2003,1.2500768753476166e-09,5.416999737661854e-09
2004,5.726228824443069e-09,6.166707589017051e-09
2005,1.3511248786457486e-09,5.854874363109275e-09
2006,8.235779835885637e-10,5.353256948836815e-09
2007,1.1983438685803094e-09,6.7906151812735516e-09
2008,1.2772319035736501e-09,3.8316958494988285e-09
2009,4.76819250749827e-10,8.105927484791664e-09
2010,4.723793023408973e-10,1.1337103700270745e-08
2011,7.64794394481072e-10,1.0324724186716594e-08
2012,6.808505426114664e-10,1.463828702696901e-08
2013,1.9523875849358774e-09,1.1993237514218436e-08
2014,1.0827225782605865e-09,1.0827226226695075e-08
2015,3.1032056507784844e-09,2.127912424043643e-08
2016,5.385484030950849e-09,1.9677729667932908e-08
2017,5.031222660711876e-10,1.1320251402935355e-08
2018,5.162933414126769e-10,1.4198066722315161e-08
2019,1.02039510174734e-09,1.7601815116563557e-08
