year,premier_ADJ oeil_NOUN,premier_ADJ deuil_NOUN
1800,2.2009151834367913e-08,6.288328968651058e-09
1801,7.143547975374531e-09,9.524730337773235e-09
1802,0.0,6.713520406265161e-09
1803,1.755305234496518e-08,0.0
1804,7.4155526164076946e-09,0.0
1805,0.0,0.0
1806,2.881669125542885e-09,8.645007376628655e-09
1807,1.4234775136401367e-08,8.540865792383556e-09
1808,0.0,2.2660739951163578e-09
1809,2.259030518203531e-09,6.7770917766551975e-09
1810,0.0,3.510190182964834e-08
1811,0.0,4.011322829455821e-08
1812,0.0,2.6672082320544632e-09
1813,0.0,2.8757416448144113e-09
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,2.3176038865813098e-09
1817,0.0,1.556873407970727e-09
1818,1.1921176934492905e-08,1.9073883805731384e-08
1819,2.070210003424222e-09,1.2421260464634543e-08
1820,3.5599443393152796e-09,1.0679833017945839e-08
1821,9.86148829262845e-10,9.86148829262845e-10
1822,1.0025615893027862e-09,1.303330066093622e-08
1823,0.0,7.906149512848515e-09
1824,2.5263338088166165e-09,2.5263338088166165e-08
1825,0.0,7.044354433105582e-09
1826,8.807984341885344e-10,2.642395191543301e-09
1827,2.7651818612639545e-09,1.1060727445055818e-08
1828,0.0,1.8344602503717056e-09
1829,0.0,4.886710414098161e-08
1830,0.0,6.262101504006523e-09
1831,3.1182412207897414e-09,3.1182412207897414e-09
1832,1.3529969367098715e-09,0.0
1833,1.1583628500844156e-09,1.7375443306377747e-08
1834,2.8003592777992026e-09,1.120143711119681e-08
1835,0.0,2.4201881387853064e-08
1836,6.720750067579218e-10,8.064899859050456e-09
1837,0.0,2.7831563720326358e-09
1838,2.5248647617104325e-09,1.2624323808552163e-09
1839,0.0,2.0974426639952526e-09
1840,0.0,2.6115722917552375e-08
1841,1.2841097074556274e-09,1.2841097074556274e-08
1842,0.0,1.7441490030023488e-08
1843,5.906911071384968e-10,1.4767278067040479e-08
1844,2.195424508855126e-09,1.0428266250528395e-08
1845,0.0,5.022205318283568e-09
1846,0.0,8.781752214304106e-09
1847,0.0,5.3932236454556914e-09
1848,0.0,4.82713291560799e-09
1849,0.0,1.75967720394965e-08
1850,2.0366988096043315e-09,2.0366988096043315e-09
1851,0.0,5.8044946626978344e-09
1852,6.510545436100301e-10,1.4974254725075298e-08
1853,1.7915795513800958e-09,1.7318601663873778e-08
1854,1.0391328908454511e-09,4.1565315633818045e-09
1855,0.0,6.368324534378189e-09
1856,5.177189232874468e-10,1.7084724468485746e-08
1857,4.881509085841174e-10,3.075350557546486e-08
1858,4.893676019968041e-10,2.3489644007668176e-08
1859,5.092173349652285e-10,1.884104072757964e-08
1860,4.577183909670879e-10,1.2816115280145368e-08
1861,4.715963730639317e-10,1.226150558863992e-08
1862,0.0,3.027050965442868e-08
1863,1.4983863039219614e-09,8.490855130105501e-09
1864,0.0,6.712618905169165e-09
1865,4.706844358715045e-10,1.3649848362717876e-08
1866,4.865612912574591e-10,1.2650593461671633e-08
1867,1.455843445796745e-09,2.232293283555009e-08
1868,9.87974813071446e-10,1.6795571822214583e-08
1869,0.0,6.348574999037737e-09
1870,5.734048791339319e-10,2.0642576092910758e-08
1871,1.0621177271019633e-09,1.0621176826930423e-08
1872,4.23313739617015e-09,2.0560953384318736e-08
1873,1.1972008939764578e-09,9.577607151811662e-09
1874,0.0,1.4339061493728877e-08
1875,5.721527140956084e-10,1.94531928343622e-08
1876,4.836811839936672e-09,2.0556450763820067e-08
1877,1.2369631985365004e-09,2.9687117097942917e-08
1878,0.0,7.2469061862534545e-09
1879,6.10932526790009e-10,1.95498414123918e-08
1880,2.5671385017744797e-09,5.776061406947974e-09
1881,1.3945015142624584e-09,2.998178416646624e-08
1882,1.3310770263785798e-09,7.320923423037584e-09
1883,0.0,4.107570461542309e-08
1884,6.601696966868076e-10,2.6406788755650723e-08
1885,6.445635691854079e-10,2.320428832414123e-08
1886,1.2906927748801422e-09,2.1296431285122708e-08
1887,0.0,2.0239666165267067e-08
1888,0.0,1.9655905125759432e-08
1889,6.265136742733546e-10,1.4409814397264853e-08
1890,6.554386478008212e-10,1.1797895993481688e-08
1891,6.374220040683554e-10,1.593554987966428e-08
1892,1.2537024751679837e-09,1.0656471260972467e-08
1893,6.158416554491453e-10,1.1700991287000306e-08
1894,6.301539290376468e-10,1.071261657159539e-08
1895,6.018614495673091e-10,2.4676319432259675e-08
1896,5.89702897624278e-10,2.1819006379431016e-08
1897,1.1653427112179315e-09,1.0488084178916779e-08
1898,1.6975064687230201e-09,2.489676231842708e-08
1899,1.6582735185011188e-09,9.39688327150634e-09
1900,2.595526460424935e-09,4.6719478286050276e-09
1901,3.353243460679778e-09,1.6207343245255856e-08
1902,1.4730852093691738e-09,1.2275709337927765e-08
1903,1.0800440541913758e-09,1.1880484596105134e-08
1904,1.0749250378694342e-09,6.987012746151322e-09
1905,5.160759042333041e-10,1.0321517862621477e-08
1906,2.0576738091193647e-09,1.9033483567021392e-08
1907,1.028568674676933e-09,1.2857108266928208e-08
1908,4.911389073214423e-10,1.5716445034286153e-08
1909,5.500983557560346e-10,1.1552065082298668e-08
1910,5.344150677544235e-10,1.7635697346918278e-08
1911,1.5961122423746588e-09,9.576673232203348e-09
1912,5.209421227725386e-10,3.646594803896619e-09
1913,5.30298971401777e-10,1.749986605625864e-08
1914,6.696743715117748e-10,1.1384464315700171e-08
1915,0.0,3.534228465440492e-09
1916,1.0987462051303964e-09,2.4172416956957932e-08
1917,1.0966424435210342e-09,1.64496359866817e-08
1918,1.1486376294556067e-09,3.101321510712296e-08
1919,0.0,2.025726608678724e-08
1920,0.0,6.815008557481406e-09
1921,3.0290989716519334e-09,6.058197943303867e-09
1922,0.0,1.0329110011753073e-08
1923,0.0,1.5923921736771263e-08
1924,0.0,2.3204924204378585e-08
1925,1.0998177923937646e-09,1.539744931555731e-08
1926,2.229227691330493e-09,1.2260752413340015e-08
1927,1.1149224876660924e-09,6.689535148041159e-09
1928,1.1426041224282812e-09,2.2852082448565625e-08
1929,0.0,1.893869061575515e-08
1930,1.0503603542488804e-09,1.575540586884472e-08
1931,2.2810713318222042e-09,1.596749932275543e-08
1932,1.0959536611565568e-09,3.06867029564728e-08
1933,4.588264879146209e-09,6.882397318719313e-09
1934,0.0,1.3179738189705859e-08
1935,0.0,1.0771455727365264e-08
1936,0.0,6.0623572828433225e-09
1937,1.2591118148108649e-09,1.2591118259130951e-08
1938,1.2965214457594243e-09,1.944782235252518e-08
1939,4.588215141154706e-09,1.3764645423464117e-08
1940,2.5357829169792012e-09,3.2965177032551196e-08
1941,0.0,1.7709016475464523e-08
1942,0.0,9.102635090130207e-09
1943,0.0,5.806470415592457e-09
1944,3.2131861615880553e-09,1.927911696952833e-08
1945,4.357008087652048e-09,1.5249527862692958e-08
1946,0.0,1.1136883415474585e-08
1947,0.0,1.0728784083369192e-08
1948,0.0,6.523132700664291e-09
1949,0.0,1.1780410202888447e-08
1950,1.0635361480382244e-09,1.808011518278363e-08
1951,0.0,1.3859822622919182e-08
1952,1.0544803918932644e-09,6.326882129314981e-09
1953,0.0,1.2928593307037772e-08
1954,0.0,1.0749790169128914e-08
1955,1.8771215692936494e-09,6.569925492527773e-09
1956,8.72114158667614e-10,8.72114114258693e-09
1957,8.835037701437898e-10,3.534015080575159e-09
1958,8.272243445794913e-10,7.445019267748876e-09
1959,7.750747821333448e-10,1.0851047171911432e-08
1960,6.920833350854139e-10,8.304999854491513e-09
1961,0.0,1.876002997391879e-08
1962,5.0735651235811474e-09,1.585489073363533e-08
1963,1.2932106496776896e-09,1.2285501505004959e-08
