year,premier_ADJ oeil_NOUN,premier_ADJ deuil_NOUN
1964,1.8251904432275978e-09,5.475571551727398e-09
1965,5.472043373977442e-10,2.188817305182056e-08
1966,5.539074754423723e-10,9.416426749453422e-09
1967,9.860671168482327e-10,8.874604162656397e-09
1968,2.245707841908029e-09,1.122853987567396e-08
1969,9.083515606356229e-10,1.3625273354023193e-08
1970,4.5987250119061684e-10,9.657322774803134e-09
1971,2.569198631618974e-09,7.707596338946132e-09
1972,2.0520587451500205e-09,5.643161493651405e-09
1973,2.7566018356850464e-09,1.2129047988196362e-08
1974,1.6876715580593782e-09,4.5004573956397564e-09
1975,1.7134440533084216e-09,1.7134440977173426e-08
1976,3.9994687561772935e-09,1.3712464830284432e-08
1977,2.3507127355770763e-09,9.402851386397515e-09
1978,2.3762365408686037e-09,9.504946163474415e-09
1979,1.1703946700691858e-09,6.437170796402825e-09
1980,2.8425752862659692e-09,1.2507331170752423e-08
1981,5.69299452024552e-09,1.2651099334792804e-08
1982,1.2415004579935385e-09,8.069752865935698e-09
1983,1.2630632095778083e-09,8.841442245000053e-09
1984,0.0,5.799008384599347e-09
1985,4.210890747202711e-09,1.3234227935754461e-08
1986,4.7955883708539204e-09,6.593933843390687e-09
1987,4.277571630240118e-09,1.099947066762752e-08
1988,1.3792074149421296e-08,1.3792074149421296e-08
1989,2.7440609784434855e-09,1.2622680567453415e-08
1990,4.90378582185258e-09,2.5608660081388734e-08
1991,1.1722930404189924e-09,8.7921980806982e-09
1992,5.509944167592096e-10,1.9835798559242335e-08
1993,2.2156829704300662e-09,1.4955860550003308e-08
1994,5.274926606624319e-10,9.494868002946077e-09
1995,2.1689803286761844e-09,1.0302656228144969e-08
1996,2.135236876199542e-09,1.4946657245218375e-08
1997,9.58978896292706e-10,1.91795770376757e-08
1998,0.0,2.3840646790063147e-08
1999,1.8280804647829996e-09,1.325358303660984e-08
2000,0.0,2.474097726690161e-08
2001,1.3143635069212678e-09,2.541102794850758e-08
2002,4.38122149670761e-10,2.234423002178687e-08
2003,2.5001538617175356e-09,1.5417615628621206e-08
2004,8.809582507929292e-10,1.2773894830786503e-08
2005,4.5037495954858286e-10,1.6663873836364473e-08
2006,2.0589450144825605e-09,1.729513732229293e-08
2007,0.0,1.9572949844226528e-08
2008,0.0,1.9158479247494142e-08
2009,1.907277002999308e-09,1.3350939465084366e-08
2010,1.4171379625338432e-09,1.6060896446123962e-08
2011,3.82397197240536e-10,1.8355065023456518e-08
2012,0.0,1.1234034147378225e-08
2013,5.578250084070646e-10,1.5619100013353204e-08
2014,0.0,1.6890471576935795e-08
2015,0.0,1.5959342652971387e-08
2016,0.0,1.7399255508587785e-08
2017,5.031222660711876e-10,1.4087423644282282e-08
2018,2.5814667070633845e-10,1.4714360674350502e-08
2019,0.0,1.632632107284593e-08
