year,léger_ADJ hommage_NOUN,léger_ADJ dommage_NOUN
1800,0.0,6.288328968651058e-09
1801,9.524730337773235e-09,1.1905912700171939e-08
1802,1.1189200677108602e-08,3.1329761895904085e-08
1803,7.801356893821776e-09,1.755305234496518e-08
1804,0.0,2.7190360185613827e-08
1805,1.7057265822018053e-08,8.528632911009026e-09
1806,2.881669125542885e-09,1.152667650217154e-08
1807,0.0,1.7081731584767113e-08
1808,2.2660739951163578e-09,4.305540457494317e-08
1809,4.743964154840796e-08,4.0662548883574345e-08
1810,1.4040760554223652e-08,4.44624070894406e-08
1811,0.0,2.5070768572277302e-08
1812,4.000812481308458e-08,1.600324850414836e-08
1813,5.751483289628823e-09,2.8757416448144113e-09
1814,2.5173417128598885e-08,3.1466771410748606e-09
1815,2.4275012222574333e-08,5.394447111228828e-09
1816,1.8540831092650478e-08,2.3176038865813098e-08
1817,1.401186100480345e-08,5.1376822796100896e-08
1818,1.3113295338484932e-08,3.457141417584353e-08
1819,5.175524897538253e-09,1.035105001712111e-09
1820,1.1866481131050932e-08,6.40789963313182e-08
1821,6.903041693817613e-09,2.9584464655840748e-08
1822,2.105379337535851e-08,3.408709403629473e-08
1823,1.4824030003524058e-08,2.569498569471307e-08
1824,5.894778887238772e-09,3.8737120178211626e-08
1825,2.0252519661312363e-08,2.8177417732422327e-08
1826,9.688783109140786e-09,2.290075862276808e-08
1827,9.217273166939322e-09,2.2121454890111636e-08
1828,1.0089530988466322e-08,2.0179061976932644e-08
1829,5.143905745796928e-09,2.0575622983187714e-08
1830,5.218417697960831e-09,2.6092090266160994e-08
1831,7.795603274018958e-09,4.677361609140007e-09
1832,3.92369123858316e-08,5.411987746839486e-09
1833,9.266902800675325e-09,2.4325620628928846e-08
1834,1.0267983796552471e-08,2.333632664885954e-08
1835,4.5378527602224494e-09,2.7227116561334697e-08
1836,6.048674894287842e-09,1.1425274948351216e-08
1837,1.3915782304252389e-08,1.8090515752078318e-08
1838,3.787297142565649e-09,1.5780404538645598e-08
1839,1.11863602825224e-08,2.586845759822154e-08
1840,1.2739377330817092e-09,2.993753511759678e-08
1841,8.346713542550788e-09,4.687000298986277e-08
1842,1.542900918138912e-08,3.085801836277824e-08
1843,1.1813822142769936e-09,3.485077471054865e-08
1844,2.7442805805577564e-09,2.360081374774836e-08
1845,7.812318791877715e-09,2.6785095030845696e-08
1846,1.7563503984519002e-09,3.922516000898213e-08
1847,2.1572894581822766e-09,1.294373674909366e-08
1848,7.24069959545659e-09,1.850401076808339e-08
1849,1.4245005175439474e-08,1.256912263158938e-08
1850,2.7155984128057753e-09,2.1045888587423178e-08
1851,1.9348316282474798e-09,1.2898877521649865e-08
1852,3.906327261660181e-09,2.148479971708639e-08
1853,9.555090940693844e-09,2.6873692604567623e-08
1854,5.195664343204953e-09,1.8704392701351935e-08
1855,1.0613874223963649e-09,1.2736649068756378e-08
1856,6.212626857404757e-09,1.1907535402144731e-08
1857,3.4170564155999728e-09,2.5871997877402464e-08
1858,1.9574704079872163e-09,1.8106600663259087e-08
1859,4.582956236731661e-09,1.884104072757964e-08
1860,4.577183909670879e-10,1.1442959468865865e-08
1861,8.017138064531082e-09,1.9807048445841247e-08
1862,2.2589932147099034e-09,6.776979422085105e-09
1863,6.493007020935693e-09,2.6471489888990618e-08
1864,5.274200631788517e-09,1.6781548595190543e-08
1865,6.118897832863013e-09,3.0594488720225854e-08
1866,9.244664589402873e-09,1.0217787504984699e-08
1867,3.396968040192405e-09,1.0190904120577216e-08
1868,2.9639244392143382e-09,4.44588676984381e-09
1869,3.906815315701806e-09,3.125452252561445e-08
1870,9.17447806614291e-09,1.6628741050794815e-08
1871,0.0,4.248470908407853e-09
1872,3.628403577593531e-09,1.2094679036067646e-08
1873,6.584604861359367e-09,1.0176207432266438e-08
1874,2.3898436563030145e-09,5.974609251779839e-09
1875,1.3731664694205392e-08,7.437985338754061e-09
1876,1.813804439976252e-09,7.255217759905008e-09
1877,0.0,4.329371083855449e-09
1878,7.2469061862534545e-09,9.058632954861423e-09
1879,1.832797580370027e-09,6.109325489944695e-09
1880,3.2089231272180996e-09,1.7328185109022343e-08
1881,6.9725074602899895e-09,7.669758161910067e-09
1882,0.0,1.6638463051776853e-08
1883,5.687405213450347e-09,5.0554711528150165e-09
1884,6.601696966868076e-10,3.300848483434038e-09
1885,5.156508553483263e-09,8.379326565943757e-09
1886,0.0,2.5813855497602844e-09
1887,0.0,1.566941953967671e-08
1888,0.0,5.706553452000662e-09
1889,0.0,1.8168895721260014e-08
1890,6.554386366985909e-09,1.5730527991308918e-08
1891,6.374220040683554e-10,1.1473596295275001e-08
1892,6.268512375839919e-10,8.775916882086676e-09
1893,2.463366621796581e-09,6.15841644346915e-09
1894,3.150769645188234e-09,3.150769645188234e-09
1895,0.0,8.426059849853118e-09
1896,5.89702897624278e-10,1.4152869098893461e-08
1897,0.0,4.661370844871726e-09
1898,5.6583548957434e-10,2.1501747937691107e-08
1899,2.7637891975018647e-09,1.6582735185011188e-09
1900,5.191053142894475e-10,5.19105292084987e-09
1901,3.353243460679778e-09,3.912117296778206e-09
1902,0.0,7.856454153909453e-09
1903,1.0800440541913758e-09,5.400220270956879e-09
1904,4.299700151477737e-09,8.061937784020756e-09
1905,3.6125313851442797e-09,1.2385822145688508e-08
1906,2.0576738091193647e-09,4.115347618238729e-09
1907,6.685696440911215e-09,4.6285588695127444e-09
1908,1.964555629285769e-09,3.437972351250096e-09
1909,9.351672325408344e-09,1.2102163715610459e-08
1910,1.068830135508847e-09,6.947395991829808e-09
1911,1.5961122423746588e-09,4.788336838146279e-09
1912,1.5628263128064646e-09,9.376957876838787e-09
1913,5.30298971401777e-10,1.484837142129436e-08
1914,0.0,5.357394972094198e-09
1915,0.0,1.1780762143587253e-08
1916,0.0,1.2086208478478966e-08
1917,2.1932848870420685e-09,9.869782324756216e-09
1918,2.2972752589112133e-09,6.89182577673364e-09
1919,0.0,1.6574126959767455e-08
1920,0.0,6.815008557481406e-09
1921,7.572747429129834e-10,6.058197943303867e-09
1922,0.0,2.951174193910333e-09
1923,0.0,4.246379248229459e-09
1924,0.0,5.156649773851996e-09
1925,1.0998177923937646e-09,2.1996355847875293e-09
1926,7.802296586589819e-09,7.802296586589819e-09
1927,0.0,8.919379901328739e-09
1928,5.713020723163709e-09,1.0283437212876834e-08
1929,1.1140406375176326e-09,5.570202965543558e-09
1930,2.100720708497761e-09,3.1510811737689437e-09
1931,0.0,3.4216069977333063e-09
1932,3.287861094491973e-09,4.383814644626227e-09
1933,0.0,4.588264879146209e-09
1934,0.0,3.5944740517379614e-09
1935,0.0,4.787313656606784e-09
1936,1.2124714565686645e-09,3.6374143697059935e-09
1937,0.0,5.0364472592434595e-09
1938,0.0,0.0
1939,0.0,0.0
1940,0.0,5.0715658339584024e-09
1941,0.0,8.854508237732261e-09
1942,0.0,9.102635090130207e-09
1943,0.0,0.0
1944,0.0,0.0
1945,0.0,0.0
1946,0.0,0.0
1947,0.0,3.5762612871081956e-09
1948,0.0,1.0871887834440486e-09
1949,1.9634016634739737e-09,3.9268033269479474e-09
1950,6.381216888229346e-09,8.508289184305795e-09
1951,3.1984206394497505e-09,1.0661401761424827e-09
1952,0.0,3.1634410646574906e-09
1953,0.0,3.232148326759443e-09
1954,0.0,7.818028890937967e-09
1955,0.0,1.0324168187025862e-08
1956,0.0,3.488456634670456e-09
1957,0.0,5.301022731885041e-09
1958,3.3088973783179654e-09,3.3088973783179654e-09
1959,7.750747821333448e-10,3.100299128533379e-09
1960,0.0,1.3841666701708277e-09
1961,0.0,1.181187059273725e-08
1962,1.2683912808952869e-09,6.976152100435229e-09
1963,6.466053248388448e-10,3.2330267352165265e-09
1964,1.8251904432275978e-09,1.2167936658258327e-09
1965,1.0944086747954884e-09,5.472043373977442e-10
1966,1.1078149508847446e-09,7.200797291773142e-09
1967,0.0,3.944268467392931e-09
1968,0.0,2.6948494546985557e-09
1969,1.3625273131978588e-09,7.2668124850849836e-09
1970,4.5987250119061684e-10,6.438214850135182e-09
1971,3.083038491169532e-09,6.679916619845017e-09
1972,2.565073486948677e-09,1.5390440033513642e-09
1973,1.102640756478479e-09,5.513203671370093e-09
1974,1.1251143350321513e-09,2.2502286700643026e-09
1975,0.0,2.2845920710778955e-09
1976,1.142705374768127e-09,5.713526873840635e-10
1977,3.526069214387917e-09,0.0
1978,0.0,1.7821774056514528e-09
1979,1.7555920051037788e-09,1.7555920051037788e-09
1980,0.0,1.7055452605774235e-09
1981,0.0,4.427884725544118e-09
1982,6.207502289967692e-10,4.345251713999687e-09
1983,0.0,0.0
1984,5.799008495621649e-10,4.639206796497319e-09
1985,0.0,3.609334831011779e-09
1986,1.1988970927134801e-09,4.196139880008332e-09
1987,2.4443267410134695e-09,1.8332451112712533e-09
1988,5.996553809062277e-10,2.99827696004229e-09
1989,5.488122178931576e-10,2.7440609784434855e-09
1990,0.0,1.089730194969718e-09
1991,0.0,2.344586080837985e-09
1992,3.856960972825618e-09,1.65298330578878e-09
1993,0.0,2.7696036575264316e-09
1994,0.0,2.1099706426497278e-09
1995,2.7112254663563817e-09,5.422450821690461e-10
1996,0.0,2.135236876199542e-09
1997,2.3974471297094624e-09,1.917957792585412e-09
1998,0.0,3.337690568372409e-09
1999,4.570201161957499e-10,9.140402323914998e-10
2000,0.0,3.5344251969604557e-09
2001,8.762423564512289e-10,8.762423564512289e-10
2002,0.0,3.504977197366088e-09
2003,4.1669229178253886e-10,1.2500769308587678e-09
2004,1.7619165015858584e-09,8.809582507929292e-10
2005,0.0,2.702249757291497e-09
2006,4.1178899179428186e-10,0.0
2007,0.0,3.994479469415779e-10
2008,8.514879357157668e-10,1.2772318758180745e-09
2009,0.0,2.384096253749135e-09
2010,4.723793023408973e-10,0.0
2011,7.64794394481072e-10,1.911985902935953e-09
2012,6.808505426114664e-10,1.7021263287730903e-09
2013,2.789125042035323e-10,1.1156500168141292e-09
2014,1.0827225782605865e-09,1.7323561474213989e-09
2015,8.866301581811342e-10,1.5516027351836215e-09
2016,4.1426800878596737e-10,3.72841224560716e-09
2017,1.2578056374223934e-09,7.54683426862357e-10
2018,2.5814667070633845e-10,3.3559066636712487e-09
2019,1.2754939326953263e-09,1.7856913725466939e-09
