year,premier_ADJ hommage_NOUN,premier_ADJ dommage_NOUN
1862,1.2379283020891307e-07,2.2589932147099034e-09
1863,8.640694204586907e-08,4.994620717013731e-09
1864,1.3377291452343343e-07,4.794727948009836e-10
1865,8.84886759422443e-08,9.41368871743009e-10
1866,9.682569412916564e-08,1.9462451650298362e-09
1867,8.152723296461772e-08,2.426405742994575e-09
1868,1.0373735648272486e-07,9.87974857480367e-09
1869,9.767038022800989e-08,6.8369265804335555e-09
1870,6.82351810610271e-08,5.734048791339319e-09
1871,4.6733180880664804e-08,6.37270636261178e-09
1872,9.373376030907821e-08,1.2094678591978436e-09
1873,7.003625057677709e-08,5.9860045809045914e-09
1874,8.96191352239839e-08,5.377148060148329e-09
1875,7.323554740423788e-08,1.0298748520654044e-08
1876,6.892457093954363e-08,7.859819461941697e-09
1877,1.0081249968152406e-07,2.4739263970730008e-09
1878,7.850815109122777e-08,3.0195443923020093e-09
1879,9.652733723441997e-08,1.832797580370027e-09
1880,8.599914025353428e-08,5.134277003548959e-09
1881,5.9266312746331096e-08,6.972507571312292e-10
1882,6.522277118392594e-08,9.983077475794744e-09
1883,9.226234709558412e-08,1.8958017378167824e-09
1884,6.733731083841121e-08,1.3203393933736152e-09
1885,5.5432465728699754e-08,6.445635691854079e-10
1886,1.0583680420950259e-07,5.162771099520569e-09
1887,6.528924956228366e-08,1.3057849246322917e-09
1888,6.404020780337305e-08,1.014498351992188e-08
1889,5.7639258699282436e-08,2.5060546970934183e-09
1890,8.192983358412675e-08,2.6217545912032847e-09
1891,7.457837369884146e-08,3.1871101313640793e-09
1892,6.456567547274972e-08,3.1342561879199593e-09
1893,6.158416709922676e-08,1.1700991287000306e-08
1894,6.112492911825029e-08,5.671385139294216e-09
1895,9.268666190109798e-08,1.2037228991346183e-09
1896,6.545702291305133e-08,2.948514543632541e-09
1897,4.603103676004139e-08,1.7480140668268973e-09
1898,3.281845906144554e-08,3.3950129374460403e-09
1899,7.462230655619351e-08,1.6582735185011188e-09
1900,4.879590065343109e-08,2.07642125715779e-09
1901,8.830207320897898e-08,3.912117296778206e-09
1902,3.437198614619774e-08,8.347482705062248e-09
1903,6.588268774976314e-08,2.1600881083827517e-09
1904,5.6433563599966874e-08,2.1498500757388683e-09
1905,5.5736197879241445e-08,2.0643036169332163e-09
1906,5.041300710217911e-08,5.658602919567102e-09
1907,4.0628464148539933e-08,6.1714118260169926e-09
1908,6.581261402516247e-08,7.858222517143076e-09
1909,6.491160320365452e-08,2.7504918342913243e-09
1910,5.237267686197811e-08,7.481810726517324e-09
1911,6.544060227042792e-08,1.0640748282497725e-09
1912,6.980624789321155e-08,2.6047106693738442e-09
1913,5.196929819817342e-08,5.302989602995467e-09
1914,7.433385462718434e-08,2.678697486047099e-09
1915,5.419150639340842e-08,3.534228465440492e-09
1916,6.152978926365904e-08,3.2962386153911893e-09
1917,7.457168749169796e-08,1.0966424435210342e-09
1918,8.155327435588333e-08,4.594550517822427e-09
1919,7.09004339682906e-08,3.6831393490643904e-09
1920,5.4520068459851245e-08,8.329454459499175e-09
1921,6.966927657003907e-08,3.0290989716519334e-09
1922,7.082817887749115e-08,7.377935484775833e-10
1923,4.564857647437748e-08,3.1847844361720945e-09
1924,5.543398629015428e-08,0.0
1925,5.49908882874206e-08,1.0998177923937646e-09
1926,2.5636119005412183e-08,3.343841648018042e-09
1927,6.13207333799437e-08,4.4596899506643695e-09
1928,4.913197670930458e-08,2.2852082448565625e-09
1929,5.3473950600846365e-08,0.0
1930,4.8316575629314684e-08,1.3654684494213143e-08
1931,4.790249619190945e-08,0.0
1932,7.452484851455665e-08,2.1919073223131136e-09
1933,3.670611903316967e-08,4.588264879146209e-09
1934,6.11060571031885e-08,7.188948103475923e-09
1935,4.308582290946106e-08,5.98414207075848e-09
1936,4.243650053581405e-08,1.2124714565686645e-09
1937,6.1696475484041e-08,1.2591118148108649e-09
1938,4.2785206488815675e-08,1.2965214457594243e-09
1939,5.8117393564316444e-08,1.2235240376412548e-08
1940,2.7893612752905028e-08,0.0
1941,8.854507882460894e-08,0.0
1942,4.5513175450651033e-08,0.0
1943,2.322588166236983e-08,2.9032352077962287e-09
1944,5.1410978585408884e-08,0.0
1945,7.62476446425353e-08,2.178504043826024e-09
1946,3.897909195416105e-08,1.3921104269343232e-09
1947,2.3841742802233057e-08,1.1920870957027319e-09
1948,1.522064252412747e-08,1.0871887834440486e-09
1949,4.22131343214005e-08,0.0
1950,4.679559140186029e-08,0.0
1951,4.157946520422229e-08,4.264560704569931e-09
1952,3.9015773722894664e-08,2.1089607837865287e-09
1953,3.5553629373907825e-08,4.3095309543161875e-09
1954,4.9839933069506515e-08,0.0
1955,5.0682281482750113e-08,5.631364707880948e-09
1956,3.8373023869553435e-08,4.360570571293465e-09
1957,3.8874166108371355e-08,4.417518795207798e-09
1958,2.7298403537656668e-08,0.0
1959,3.2553142403912716e-08,7.750747821333448e-10
1960,4.9137916846575536e-08,2.076250060767393e-09
1961,3.960450811746341e-08,6.948159270159238e-10
1962,4.122271590745186e-08,5.7077609305622445e-09
1963,3.0390449268224984e-08,6.466053470433053e-09
1964,3.102823953327061e-08,6.6923653285755336e-09
1965,4.1040326692609597e-08,6.5664522708175355e-09
1966,3.5450078428311826e-08,2.215629901769489e-09
1967,4.7824254778561226e-08,3.944268467392931e-09
1968,5.479527231955217e-08,3.1439910674890825e-09
1969,5.495526878007695e-08,4.541757636644661e-09
1970,4.736686776141141e-08,7.817832603507213e-09
1971,3.5454942093338104e-08,3.5968783507200897e-09
1972,6.002272101568451e-08,2.565073486948677e-09
1973,3.0322620858669325e-08,5.513203782392395e-10
1974,2.700274492895005e-08,0.0
1975,3.3126585918807905e-08,2.2845920710778955e-09
1976,3.828062844490887e-08,5.713526984862938e-09
1977,4.0549796409550254e-08,1.1753563677885381e-09
1978,3.5643548557118265e-08,1.1881182704343018e-09
1979,4.037861600636461e-08,5.851973350345929e-10
1980,3.6953480275769834e-08,0.0
1981,3.226030287351023e-08,6.325549528618524e-10
1982,4.2831764801576355e-08,1.8622506869903077e-09
1983,2.841892232652299e-08,3.157658134966823e-09
1984,2.667543874679268e-08,2.8995041922996734e-09
1985,2.8273122509858695e-08,1.8046674155058895e-09
1986,3.956360572487938e-08,2.997242676272549e-09
1987,4.3386798154188e-08,1.8332451112712533e-09
1988,3.358070088665954e-08,1.798966087207532e-09
1989,3.951447880012893e-08,1.0976244357863152e-09
1990,2.6153525567451652e-08,3.2691906959314565e-09
1991,3.165191131415668e-08,1.1722930404189924e-09
1992,4.1324582866764104e-08,1.65298330578878e-09
1993,4.6529343933343625e-08,2.7696036575264316e-09
1994,3.164955941770131e-08,3.164955852952289e-09
1995,3.849940100053573e-08,2.1689803286761844e-09
1996,4.056949975961288e-08,2.6690460952494277e-09
1997,2.972834600711849e-08,2.3974471297094624e-09
1998,4.243635132183954e-08,2.3840645013706308e-09
1999,3.427650696607998e-08,1.3710603763428253e-09
2000,3.7111465900352414e-08,3.092622158362701e-09
2001,3.8992784112679146e-08,4.3812117822561447e-10
2002,4.293596944648925e-08,4.81934359086722e-09
2003,3.4168767371056674e-08,2.9168460979889232e-09
2004,4.052407831522942e-08,1.3214374039449694e-09
2005,4.008337128880157e-08,3.602999676388663e-09
2006,3.8296377624646993e-08,5.353256948836815e-09
2007,3.395307501818934e-08,5.991719120856942e-09
2008,2.809910171208685e-08,8.514879357157668e-10
2009,3.385416746937153e-08,2.384096253749135e-09
2010,3.070465481869178e-08,3.7790344187271785e-09
2011,2.9444583660165335e-08,5.353560705856353e-09
2012,2.144679278615058e-08,2.0425516833455504e-09
2013,1.9802786965783525e-08,1.3945624655065103e-09
2014,2.5119163638009923e-08,4.7639794331644225e-09
2015,3.8346755104612384e-08,3.32486305154589e-09
2016,3.4798514292333493e-08,3.314144070287739e-09
2017,1.8363962794865074e-08,3.5218559180094644e-09
2018,2.452393310647949e-08,3.0977600484760615e-09
2019,3.188734609693711e-08,1.02039510174734e-09
