year,premier_ADJ art_NOUN,premier_ADJ dard_NOUN
1857,3.7099469274437524e-08,9.763018171682347e-10
1858,3.0340791934424516e-08,1.468102750479261e-09
1859,2.698851919724632e-08,0.0
1860,2.0139609091529564e-08,4.119465657481669e-09
1861,1.65058727241707e-08,0.0
1862,3.2077704131827645e-08,7.680577063240435e-09
1863,3.196557385454213e-08,4.994620717013731e-09
1864,7.192091966423675e-08,0.0
1865,4.3302967545066906e-08,8.001635798393636e-09
1866,3.113992252945508e-08,0.0
1867,2.135237053835226e-08,1.455843445796745e-09
1868,3.606107934484015e-08,2.9639244392143382e-09
1869,3.2719577824913415e-08,0.0
1870,3.268407811063412e-08,5.734048791339319e-10
1871,2.8677179297886823e-08,1.0621177271019633e-09
1872,2.721302727604069e-08,2.4189357183956872e-09
1873,1.9753815583278822e-08,0.0
1874,2.6885741521986972e-08,0.0
1875,2.860763526069121e-08,5.721527140956084e-10
1876,3.1439278513900604e-08,0.0
1877,2.9068635498674666e-08,4.329371083855449e-09
1878,3.442280532839348e-08,7.2469061862534545e-09
1879,2.8102896787451925e-08,2.443730107160036e-09
1880,3.7865292457084365e-08,6.417846254436199e-10
1881,3.207353549417036e-08,1.3945015142624584e-09
1882,2.1297231533878858e-08,6.655385131892899e-10
1883,1.8326083373043645e-08,0.0
1884,2.772712726084592e-08,6.601696966868076e-10
1885,4.44748863293043e-08,1.2891271383708158e-09
1886,2.2587123060802128e-08,0.0
1887,4.831404343264012e-08,1.3057849246322917e-09
1888,3.7409626507667326e-08,0.0
1889,4.3855955533800284e-08,6.265136742733546e-10
1890,3.998175801545045e-08,1.3108772956016423e-09
1891,3.56956323388502e-08,0.0
1892,3.0088859626076214e-08,0.0
1893,5.419406567952478e-08,0.0
1894,4.7891698606861155e-08,0.0
1895,5.717683726480516e-08,1.8055843487019274e-09
1896,3.4792471126365854e-08,1.179405795248556e-09
1897,3.0298910269621615e-08,5.826713556089658e-10
1898,4.922768748194528e-08,3.3950129374460403e-09
1899,3.537650172802387e-08,1.6582735185011188e-09
1900,3.6856477869662285e-08,2.07642125715779e-09
1901,4.19155422592965e-08,0.0
1902,3.584507146658922e-08,1.4730852093691738e-09
1903,4.2661739252380926e-08,5.400220270956879e-10
1904,3.3860139581065596e-08,0.0
1905,4.0253920030597357e-08,2.580379465655369e-09
1906,2.5206503495578403e-08,1.5432553013283723e-09
1907,2.0571373215982902e-08,1.028568674676933e-09
1908,2.2592389736786345e-08,9.822778146428846e-10
1909,4.455796759339492e-08,0.0
1910,3.5271394693836555e-08,2.67207544979442e-09
1911,3.937076764604086e-08,1.0640748282497725e-09
1912,2.604710525044851e-08,1.5628263128064646e-09
1913,3.075733978619155e-08,2.121195885607108e-09
1914,3.2144370609721307e-08,6.696743715117748e-10
1915,5.654765711238241e-08,5.890381071793627e-09
1916,1.977743147030253e-08,0.0
1917,1.97395633172448e-08,1.0966424435210342e-09
1918,5.2837331843136326e-08,2.2972752589112133e-09
1919,3.2227470136980685e-08,0.0
1920,3.558949002169243e-08,0.0
1921,2.9533715251162107e-08,0.0
1922,4.57432016709447e-08,1.4755870969551665e-09
1923,4.140219722614802e-08,2.1231896241147297e-09
1924,5.1566497294430746e-08,5.156649773851996e-09
1925,9.788378663166952e-08,1.0998177923937646e-09
1926,1.0365908709175642e-07,0.0
1927,8.807887441619755e-08,0.0
1928,2.7536759761304097e-07,1.1426041224282812e-09
1929,3.353262441052607e-07,2.2280812750352652e-09
1930,1.6490657173129364e-07,5.2518016602221e-09
1931,1.9731267553169118e-07,0.0
1932,4.0550285618223825e-07,0.0
1933,3.315021330774215e-07,0.0
1934,1.761292320878738e-07,0.0
1935,5.146362083152667e-07,0.0
1936,2.582564135877874e-07,2.424942913137329e-09
1937,1.7375742600300725e-07,0.0
1938,1.6465822649802675e-07,3.8895642262559704e-09
1939,2.2176373803972638e-07,0.0
1940,3.245802051576874e-07,0.0
1941,3.482772998886219e-07,2.9515025090631752e-08
1942,4.976107379484063e-07,0.0
1943,4.122593861843882e-07,0.0
1944,3.6309005047030496e-07,6.4263723231761105e-09
1945,4.0955876778880906e-07,4.357008087652048e-09
1946,1.4199526443547938e-07,1.3921104269343232e-09
1947,2.2053611870020973e-07,1.1920870957027319e-09
1948,1.8808366042399882e-07,0.0
1949,2.414984063836556e-07,0.0
1950,2.329144102031222e-07,1.0635361480382244e-09
1951,1.7271470698076996e-07,0.0
1952,1.0755699808573382e-07,4.2179215675730575e-09
1953,1.3036331125704237e-07,0.0
1954,1.3095198059254187e-07,0.0
1955,1.145044152828234e-07,0.0
1956,3.3750817185485005e-07,2.616342476002842e-09
1957,3.083428143368927e-07,2.6505113659425206e-09
1958,2.1921444465222706e-07,3.3088973783179654e-09
1959,2.619752692556432e-07,0.0
1960,1.8617041153135006e-07,6.920833350854139e-10
1961,2.160877516921289e-07,2.08444772553662e-09
1962,2.3338400195749287e-07,2.5367825617905737e-09
1963,2.062670988456361e-07,1.2932106496776896e-09
1964,1.8251905264943247e-07,6.083968329129164e-10
1965,2.4022270350698705e-07,5.472043373977442e-10
1966,2.1602390831709783e-07,2.215629901769489e-09
1967,1.4051456764807568e-07,1.4791006197611978e-09
1968,2.034611381040996e-07,7.186265360559219e-09
1969,1.7531184504093744e-07,1.8167031212712459e-09
1970,2.547693656040906e-07,2.2993624781975086e-09
1971,2.1786805026735578e-07,5.138397485282553e-10
1972,1.7699006443772092e-07,0.0
1973,3.63871455855147e-07,5.513203782392395e-10
1974,2.5427583372206186e-07,1.1251143350321513e-09
1975,2.181785467847419e-07,0.0
1976,1.1427053453472169e-07,0.0
1977,2.544646612867574e-07,5.876781838942691e-10
1978,2.417820627043099e-07,0.0
1979,1.49810518212945e-07,1.7555920051037788e-09
1980,2.052339332925257e-07,1.1370301367108482e-09
1981,1.6699450128276894e-07,3.1627747087981106e-09
1982,2.0981357373717202e-07,0.0
1983,1.9640633119877293e-07,1.2630632095778083e-09
1984,1.0960125895742578e-07,2.3196033982486597e-09
1985,1.588107336747413e-07,6.015558051686298e-10
1986,1.6424890514343815e-07,0.0
1987,2.2060048177063862e-07,3.0554083707556856e-09
1988,1.4991384372775585e-07,5.996553809062277e-10
1989,2.310499370716812e-07,0.0
1990,2.7134282848395586e-07,5.44865097484859e-10
1991,1.4653662572250425e-07,0.0
1992,1.4987047824988053e-07,0.0
1993,1.728232728037682e-07,0.0
1994,1.181583532128272e-07,1.0549853213248639e-09
1995,2.2503171376309083e-07,0.0
1996,1.3505372686850592e-07,5.338092190498855e-10
1997,1.5391611141168937e-07,0.0
1998,1.1205103456202181e-07,9.536258449571733e-10
1999,1.096848292192476e-07,4.570201161957499e-10
2000,1.6788520318389288e-07,4.4180314962005696e-10
2001,1.2793138254307834e-07,4.3812117822561447e-10
2002,1.0953053586337802e-07,0.0
2003,1.1084014900353267e-07,0.0
2004,1.5372720835182818e-07,4.404791253964646e-10
2005,1.4366960909839577e-07,0.0
2006,1.1900701524236723e-07,8.235779835885637e-10
2007,9.706584783164551e-08,0.0
2008,1.0260429794684e-07,1.2772318758180745e-09
2009,1.3398621589999493e-07,0.0
2010,7.369116933331199e-08,4.723793023408973e-10
2011,8.603936690887437e-08,0.0
2012,5.344676867746756e-08,1.3617010852229328e-09
2013,4.351035054472874e-08,8.367375126105969e-10
2014,6.041592082173253e-08,1.0827225782605865e-09
2015,5.5414385413676825e-08,2.881548111233201e-09
2016,6.255446993730374e-08,1.86420612280358e-09
2017,3.622480312936993e-08,1.2578056374223934e-09
2018,6.324593504469789e-08,2.0651733656507076e-09
2019,4.744837300840743e-08,2.5509878653906526e-09
