year,premier_ADJ essai_NOUN,premier_ADJ décès_NOUN
1909,1.8081733452746107e-06,2.9155213354670195e-08
1910,1.6844763419676667e-06,1.336037680488289e-08
1911,1.7839214523363012e-06,3.458243114096149e-08
1912,1.816004205679178e-06,1.5628263128064646e-08
1913,1.7287746105765223e-06,2.3863453435524207e-08
1914,1.7123573732291675e-06,3.8171439342704616e-08
1915,1.4596364382724047e-06,2.3561524287174507e-08
1916,1.3459640708646248e-06,9.888715624128963e-09
1917,1.4618243273645248e-06,6.57985488317081e-09
1918,1.5541067677204978e-06,1.6080926812378493e-08
1919,1.515611820934737e-06,2.1178051312631396e-08
1920,1.596226425704117e-06,1.590168707821249e-08
1921,1.5599860034853918e-06,3.256281289054641e-08
1922,1.7854604195122192e-06,5.016996240669869e-08
1923,1.634855985699346e-06,1.4862327368803108e-08
1924,1.9878884831570076e-06,1.521211743238382e-07
1925,1.5815380249861732e-06,1.3197813508725176e-08
1926,1.6875253106007904e-06,6.687683296036084e-09
1927,1.8005997759473757e-06,1.1149224832252003e-07
1928,1.6716298727459389e-06,1.7139061725401916e-08
1929,1.4761038737987064e-06,2.6736975300423182e-08
1930,1.908504769332353e-06,5.2518016602221e-09
1931,1.8237165040346781e-06,3.42160717536899e-08
1932,1.7962680711747225e-06,9.863582839386709e-09
1933,1.937394888962274e-06,1.8353059516584835e-08
1934,1.8583430350105345e-06,1.4377896206951846e-08
1935,1.768912398780742e-06,3.8298509252854274e-08
1936,1.8575062368242357e-06,9.699771652549316e-09
1937,1.735056029517068e-06,1.2591118370153254e-08
1938,1.6491752798941661e-06,1.9447821131279852e-08
1939,1.8001097874531524e-06,1.0094073132904668e-07
1940,2.023554815266948e-06,3.803674530900025e-08
1941,1.632180984145748e-06,1.269146139293298e-07
1942,1.8751428250141089e-06,2.4273694165799498e-08
1943,1.9364579104674817e-06,2.0322646676618206e-08
1944,1.6387248944482735e-06,8.996921252446555e-08
1945,1.5663444443703156e-06,1.089252066321933e-08
1946,1.74292231225337e-06,1.3921104269343232e-08
1947,1.782170164332797e-06,1.1920871401116528e-08
1948,1.703624779914037e-06,2.8266908813634473e-08
1949,1.3979419830612017e-06,2.4542520904446974e-08
1950,1.715483824771269e-06,1.808011518278363e-08
1951,1.7303455073225393e-06,3.5182626589858046e-08
1952,1.7683635959997446e-06,2.741649041126948e-08
1953,1.7518243744518713e-06,6.464296653518886e-09
1954,1.6359225396556099e-06,7.818028890937967e-09
1955,1.588983435496516e-06,2.2525458831523792e-08
1956,1.6064342798216558e-06,1.0465369904011368e-08
1957,1.617695367883698e-06,3.975766915687018e-08
1958,1.6362497303745727e-06,2.8125628048769613e-08
1959,1.5408486344625771e-06,1.9376869886400527e-08
1960,1.6651525220900965e-06,2.2146666722733244e-08
1961,1.5765373553300321e-06,6.94815938118154e-09
1962,1.4916281374510731e-06,8.244543714397423e-09
1963,1.588062726654016e-06,2.3277792138287623e-08
1964,1.3834944314616848e-06,5.475571551727398e-09
1965,1.5108311846034894e-06,1.586892572902343e-08
1966,1.4141257587141354e-06,1.38476865529924e-08
1967,1.3790148667425228e-06,7.888536934785861e-09
1968,1.4740827243286958e-06,1.976222918642634e-08
1969,1.3570772026127997e-06,1.1354394757745467e-08
1970,1.37685822387823e-06,1.2876429700270364e-08
1971,1.5297009561265895e-06,1.9525909777939887e-08
1972,1.550330336996808e-06,1.0773308467548759e-08
1973,1.211250865384983e-06,9.923766697284009e-09
1974,1.174056803110446e-06,7.875800456247362e-09
1975,1.275944668144291e-06,1.4849848462006321e-08
1976,1.2329791045928573e-06,2.9138986334942274e-08
1977,1.1918113980158296e-06,2.4094806150287695e-08
1978,1.237425128586267e-06,3.5643548113029055e-09
1979,1.2289143942467717e-06,8.192762912528906e-09
1980,1.0756305428571977e-06,6.253665585376211e-09
1981,1.1272128830341899e-06,8.223214109648325e-09
1982,1.1899781640067886e-06,8.069752865935698e-09
1983,1.4095785276779793e-06,1.0736036948344463e-08
1984,1.1905364765141258e-06,1.1018116197192285e-08
1985,1.0551288784910184e-06,1.6242006850575308e-08
1986,1.0490349628966555e-06,1.6784559520033326e-08
1987,1.0632821210165844e-06,1.9554613928107756e-08
1988,1.0236117833350988e-06,2.338656024392094e-08
1989,1.2540359439761062e-06,1.5366742545097622e-08
1990,9.932890439046105e-07,1.961514328741032e-08
1991,9.548327017938618e-07,2.4032006606944378e-08
1992,9.460574394992705e-07,4.187557678392295e-08
1993,9.660377999765046e-07,1.994114740000441e-08
1994,9.990710863050367e-07,1.002236071911966e-08
1995,1.0400260626042268e-06,1.7894087989134277e-08
1996,9.341661590944739e-07,1.868332333287981e-08
1997,9.397993117055137e-07,1.1987236092636522e-08
1998,9.67453434252974e-07,2.43174582692518e-08
1999,9.227236068554134e-07,1.690974471557638e-08
2000,9.079054725802393e-07,1.4579503826439577e-08
2001,9.415224269115896e-07,1.840108865280854e-08
2002,8.893879575033736e-07,1.270554239596322e-08
2003,9.400578040441587e-07,2.375146124222738e-08
2004,9.021012514764948e-07,1.8940601975714344e-08
2005,8.566131577403269e-07,3.0175122844866564e-08
2006,9.561740679231434e-07,2.2236605445868918e-08
2007,9.135374789970285e-07,2.5964116190380082e-08
2008,9.247158740954831e-07,2.086145478585877e-08
2009,7.58142594037281e-07,2.0026408975581944e-08
2010,6.688891063255653e-07,2.220182793166714e-08
2011,7.135531860935629e-07,2.9444583660165335e-08
2012,6.655314200854079e-07,2.4510619311968185e-08
2013,6.150020632755826e-07,2.398647502843687e-08
2014,6.87745396632522e-07,4.0710368409691e-08
2015,7.239335111375311e-07,3.236199930256589e-08
2016,7.761311078269273e-07,3.50056481579486e-08
2017,6.525495703790796e-07,4.17591472512413e-08
2018,6.476899838681049e-07,3.4333506704342653e-08
2019,7.2167444553628e-07,2.9081260066732284e-08
