year,dernier_ADJ honneur_NOUN,dernier_ADJ donneur_NOUN
1800,1.2576657937302116e-08,0.0
1801,2.3811825844433088e-09,0.0
1802,4.475680270843441e-09,0.0
1803,7.801356893821776e-09,0.0
1804,4.69651695311768e-08,0.0
1805,5.685755422035754e-09,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,2.7192887941396293e-08,0.0
1809,3.6144488291256494e-08,0.0
1810,2.106114038724627e-08,0.0
1811,3.5099073869560016e-08,0.0
1812,2.6672083208723052e-08,8.00162425207418e-09
1813,1.7254450312975678e-08,0.0
1814,3.4613449884091096e-08,0.0
1815,4.5852800667489646e-08,0.0
1816,4.6352077731626196e-08,0.0
1817,7.784366928831332e-09,0.0
1818,1.0729059418679299e-08,0.0
1819,1.3456364911235141e-08,0.0
1820,1.542642635854463e-08,0.0
1821,1.8736827200882544e-08,0.0
1822,4.010246357211145e-09,0.0
1823,1.4824030003524058e-08,0.0
1824,1.431589158329416e-08,0.0
1825,5.811592274085342e-08,0.0
1826,2.025836387531399e-08,0.0
1827,2.3964910056406552e-08,0.0
1828,7.337841001486822e-09,1.8344602503717056e-09
1829,1.2859763920403111e-08,0.0
1830,1.3567886369969528e-08,0.0
1831,9.354723218280014e-09,0.0
1832,2.4353944638733083e-08,0.0
1833,2.7800709290204395e-08,3.4750886612755494e-09
1834,3.827157613045529e-08,2.8003592777992026e-09
1835,1.9664028627630614e-08,0.0
1836,2.755507466645213e-08,0.0
1837,3.339787468803479e-08,0.0
1838,5.23909449157145e-08,0.0
1839,3.915226187700682e-08,0.0
1840,2.6115722917552375e-08,0.0
1841,2.3113974734201292e-08,0.0
1842,3.152884531232303e-08,0.0
1843,4.0757687003178944e-08,0.0
1844,3.0187088384536764e-08,0.0
1845,3.5155437672074186e-08,0.0
1846,3.102885770545072e-08,0.0
1847,1.0247124926365814e-08,0.0
1848,2.091757700384278e-08,0.0
1849,1.1731181359664333e-08,0.0
1850,1.9009188889640427e-08,0.0
1851,1.4188765717904062e-08,0.0
1852,4.7526981461487594e-08,0.0
1853,2.09017620989016e-08,0.0
1854,2.7537021551893304e-08,0.0
1855,3.980202833986368e-08,0.0
1856,2.6921383955436085e-08,0.0
1857,2.9289054737091647e-08,0.0
1858,3.376636348306761e-08,0.0
1859,2.9025388315062628e-08,0.0
1860,4.714499465818811e-08,0.0
1861,3.159695793897299e-08,0.0
1862,2.123453593516622e-08,0.0
1863,2.5472566278494924e-08,0.0
1864,4.507044337742627e-08,0.0
1865,2.7770381549885315e-08,0.0
1866,2.3841502994059738e-08,0.0
1867,5.580733386523207e-08,0.0
1868,7.903798504571569e-09,0.0
1869,2.1487483792270723e-08,0.0
1870,2.121598008386627e-08,0.0
1871,2.973929724703339e-08,0.0
1872,4.051717183983783e-08,0.0
1873,5.327543917132971e-08,0.0
1874,2.7483201492373155e-08,0.0
1875,1.6020275495076675e-08,0.0
1876,1.3301232115736639e-08,0.0
1877,3.0924081073635534e-08,0.0
1878,4.468925496325937e-08,0.0
1879,1.8327975581655664e-08,0.0
1880,1.5402831010646878e-08,6.417846254436199e-10
1881,2.1614772693911988e-08,0.0
1882,5.457415852561098e-08,0.0
1883,2.464542170343975e-08,0.0
1884,3.564916539744445e-08,0.0
1885,2.8360796378024133e-08,0.0
1886,1.4197620856748472e-08,0.0
1887,1.697520485288706e-08,0.0
1888,1.0779045211961602e-08,0.0
1889,1.8795409673089125e-08,0.0
1890,2.0318598359381213e-08,0.0
1891,9.561330394092238e-09,0.0
1892,1.3163876211308434e-08,0.0
1893,2.4017824173938607e-08,0.0
1894,2.0164925729204697e-08,0.0
1895,3.069493459406658e-08,0.0
1896,1.8280790214930676e-08,0.0
1897,8.740070001067579e-09,0.0
1898,1.867257104493092e-08,0.0
1899,1.0502398950507086e-08,0.0
1900,7.786579381274805e-09,0.0
1901,1.0059729937950124e-08,0.0
1902,1.1293653123800595e-08,0.0
1903,1.1880484152015924e-08,0.0
1904,8.599400302955473e-09,0.0
1905,1.857873321853276e-08,0.0
1906,1.6461390472954918e-08,5.144184522798412e-10
1907,4.6285588695127444e-09,0.0
1908,6.384805573134145e-09,0.0
1909,6.0510818578052294e-09,0.0
1910,1.5498036631811374e-08,0.0
1911,9.044636151145369e-09,0.0
1912,1.82329742415277e-08,0.0
1913,1.5378670781274195e-08,0.0
1914,1.1384464038144415e-08,1.3393487430235496e-09
1915,4.712304768617059e-09,0.0
1916,7.69122365795738e-09,0.0
1917,2.0836206093832743e-08,0.0
1918,1.378365155346728e-08,0.0
1919,1.1970202606903513e-08,0.0
1920,2.953170330499688e-08,0.0
1921,1.8931869405491852e-08,0.0
1922,1.8444838545406128e-08,0.0
1923,2.1231896241147297e-08,0.0
1924,6.445812328337297e-09,0.0
1925,2.5295809891190402e-08,0.0
1926,1.3375366592072169e-08,0.0
1927,6.689535148041159e-09,0.0
1928,1.3711249025050165e-08,0.0
1929,1.0026365515614089e-08,1.1140406375176326e-09
1930,1.05036033204442e-08,1.0503603542488804e-09
1931,1.2545892325022123e-08,1.1405356659111021e-09
1932,1.4247397928102146e-08,0.0
1933,8.02946331646126e-09,1.1470662197865522e-09
1934,4.7926320689839486e-09,0.0
1935,1.3165112555668657e-08,0.0
1936,1.33371855781661e-08,0.0
1937,1.1332006444320086e-08,1.2591118148108649e-09
1938,1.5558256905023882e-08,2.5930428915188486e-09
1939,3.058810094103137e-09,0.0
1940,0.0,0.0
1941,2.9515025978810172e-09,0.0
1942,9.102635090130207e-09,0.0
1943,1.4516175816936538e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,6.535512131478072e-09,0.0
1946,1.6705325123211878e-08,5.568441707737293e-09
1947,1.1920871401116528e-08,1.1920870957027319e-09
1948,1.7395020535104777e-08,0.0
1949,4.908504269707237e-09,0.0
1950,1.1698897850465073e-08,0.0
1951,6.396841278899501e-09,0.0
1952,1.0544803918932644e-09,0.0
1953,1.0773827385790469e-09,0.0
1954,1.5636057781875934e-08,0.0
1955,9.385607846468247e-09,9.385607846468247e-10
1956,1.1337483840634377e-08,0.0
1957,1.3252556385623393e-08,0.0
1958,0.0,0.0
1959,1.8601795659378695e-08,7.750747821333448e-10
1960,2.076249977500666e-08,0.0
1961,9.03260666262895e-09,6.948159270159238e-10
1962,5.7077609305622445e-09,0.0
1963,1.4225316924409981e-08,0.0
1964,4.258777774879263e-09,0.0
1965,9.302473458205895e-09,0.0
1966,1.1078149952936656e-08,0.0
1967,2.218651040664099e-08,0.0
1968,5.838840522187638e-09,0.0
1969,6.8126366770115965e-09,0.0
1970,1.103694025061941e-08,9.197450023812337e-10
1971,7.707596338946132e-09,0.0
1972,8.721249833421041e-09,0.0
1973,3.859242703185828e-09,0.0
1974,3.937900283634832e-09,0.0
1975,1.0851812337620004e-08,0.0
1976,7.427584991503977e-09,0.0
1977,1.057820764316375e-08,5.876781838942691e-10
1978,4.158414057542359e-09,0.0
1979,7.607565244427406e-09,0.0
1980,5.6851505725319385e-09,0.0
1981,2.5302198114474095e-09,6.325549528618524e-10
1982,6.828252296919857e-09,0.0
1983,1.89459470334441e-09,0.0
1984,3.479405208395292e-09,0.0
1985,8.421781494405423e-09,0.0
1986,4.7955883708539204e-09,0.0
1987,7.332980445085013e-09,0.0
1988,3.597932174415064e-09,0.0
1989,5.488121956886971e-09,5.488122178931576e-10
1990,4.358920835390023e-09,0.0
1991,2.930732601047481e-09,0.0
1992,5.509944056569793e-09,0.0
1993,2.2156829704300662e-09,0.0
1994,4.219941229788304e-09,0.0
1995,4.337960657352369e-09,5.422450821690461e-10
1996,5.871901187504136e-09,5.338092190498855e-10
1997,4.315404922294874e-09,0.0
1998,4.7681290027412615e-09,0.0
1999,5.027221222642098e-09,4.570201161957499e-10
2000,2.6508188977203417e-09,0.0
2001,6.133696661692056e-09,0.0
2002,9.200564754507923e-09,0.0
2003,5.416999737661854e-09,0.0
2004,8.369103104977071e-09,0.0
2005,6.7556245042510454e-09,0.0
2006,5.7650457740976435e-09,4.1178899179428186e-10
2007,7.988959105365012e-09,7.988958938831558e-10
2008,5.5346713878634546e-09,4.257439678578834e-10
2009,3.814554005998616e-09,0.0
2010,5.196172381261022e-09,4.723793023408973e-10
2011,7.647943611743813e-09,0.0
2012,8.510632198976964e-09,6.808505426114664e-10
2013,5.8571623662295735e-09,5.578250084070646e-10
2014,8.012147389990787e-09,8.661780737106994e-10
2015,8.422986752520956e-09,6.649726325136385e-10
2016,8.492493958067726e-09,2.0713400439298368e-10
2017,6.54058951443659e-09,7.54683426862357e-10
2018,5.421080029321956e-09,1.0325866828253538e-09
2019,7.90806176098613e-09,0.0
