year,dernier_ADJ essai_NOUN,dernier_ADJ décès_NOUN
1800,1.1633408414368773e-07,0.0
1801,1.2144030847593967e-07,0.0
1802,4.699464284385613e-08,0.0
1803,4.6808139586573816e-08,0.0
1804,8.898663139689234e-08,0.0
1805,5.685755422035754e-09,0.0
1806,5.187004603612877e-08,0.0
1807,3.98573707371952e-08,0.0
1808,6.345007363961486e-08,0.0
1809,1.0165637576164954e-07,0.0
1810,1.0764583180389309e-07,0.0
1811,2.0056614147279106e-08,0.0
1812,4.000812481308458e-08,0.0
1813,1.0640244352266848e-07,0.0
1814,1.8250727507052034e-07,0.0
1815,3.236668177919455e-08,0.0
1816,9.038654980031424e-08,0.0
1817,9.963989811012652e-08,0.0
1818,3.5763530803478716e-08,1.1921177378582115e-09
1819,3.208825671840998e-08,0.0
1820,3.678609061807947e-08,0.0
1821,1.025594786874251e-07,0.0
1822,6.316138012607553e-08,0.0
1823,6.621400050477178e-08,9.882686891060644e-10
1824,8.926379280183028e-08,0.0
1825,4.931048058764986e-08,0.0
1826,8.54374464509533e-08,0.0
1827,7.189473283375492e-08,0.0
1828,7.429564163885516e-08,0.0
1829,1.174525130487325e-07,5.143905745796928e-09
1830,1.408972807315223e-07,3.1310507520032616e-09
1831,9.198811401489593e-08,0.0
1832,1.0147477214061951e-07,5.411987746839486e-09
1833,1.297366371000308e-07,1.1583628500844156e-09
1834,1.8202335194672514e-07,3.733812370398937e-09
1835,1.0285799589837552e-07,4.5378527602224494e-09
1836,1.0685992835046676e-07,1.6869083196979773e-07
1837,9.46273162050204e-08,4.174734336004349e-09
1838,6.627770066103267e-08,1.8936485712828244e-09
1839,9.648235854697873e-08,2.0974425751774106e-08
1840,8.535382672869574e-08,0.0
1841,1.1364370733346618e-07,0.0
1842,1.1672381239336005e-07,1.341653010911159e-09
1843,4.9618051334299196e-08,1.1813822142769936e-09
1844,1.2129720966536084e-07,1.097712254427563e-09
1845,1.216489625699424e-07,3.9061593959388574e-09
1846,1.2411542926749064e-07,2.3418005312692003e-09
1847,1.191902434527492e-07,2.1572894581822766e-09
1848,6.194820656446609e-08,4.82713291560799e-09
1849,7.876650132132568e-08,8.379414495607307e-09
1850,7.332115981029119e-08,1.425689166723032e-08
1851,6.90089914101577e-08,1.2898877521649865e-09
1852,8.854341482233963e-08,1.3021090872200602e-09
1853,7.823230374626178e-08,4.180352064508952e-09
1854,9.404152445657843e-08,3.221311928314208e-08
1855,7.695058457102277e-08,1.0613874223963649e-08
1856,7.66223994252968e-08,6.212626857404757e-09
1857,9.030791497943724e-08,1.0251168802710708e-08
1858,9.591605309999807e-08,5.0894229275399994e-08
1859,6.263373064641087e-08,5.601390462572908e-09
1860,6.95731972033542e-08,1.0069804545764782e-08
1861,1.1176834124881907e-07,3.3011746669586728e-09
1862,5.6023029881835384e-08,5.421583626485926e-09
1863,9.140156120857057e-08,2.447364266799923e-08
1864,1.2897818868484734e-07,5.753673537611803e-09
1865,8.142841029235015e-08,1.2708479601997169e-08
1866,1.0704348518686402e-07,7.298419202328432e-09
1867,1.0142376005717324e-07,6.308654931785895e-09
1868,1.0126742144844769e-07,2.0253484223076157e-08
1869,1.2501808688281102e-07,4.883519366671862e-09
1870,1.0321288002046458e-07,4.587239033071455e-09
1871,1.2214353262152144e-07,7.434824311758348e-09
1872,1.0340950318266096e-07,1.69325495846806e-08
1873,9.158586777857636e-08,1.6760813181804224e-08
1874,9.858104943472057e-08,3.345781252050983e-08
1875,1.2816221345302026e-07,1.6592428764283795e-08
1876,1.0640985892429455e-07,1.3905833817773328e-08
1877,1.0081249968152406e-07,8.040260901509555e-09
1878,1.1897004797978283e-07,7.367687970827319e-08
1879,1.0691319118905085e-07,1.3440515367335593e-08
1880,1.084615988133919e-07,1.6044616302224313e-08
1881,6.554157039317943e-08,1.4642266066289267e-08
1882,1.0848277454122979e-07,2.5956001792337702e-08
1883,8.025560260804809e-08,1.2006744043446815e-08
1884,1.6702294036718968e-07,3.895001299270007e-08
1885,1.1859969384353519e-07,6.252266615547342e-08
1886,1.2713324082369581e-07,3.484870347847391e-08
1887,1.1752064621450842e-07,2.3504128421336645e-08
1888,1.2871447552242898e-07,1.0779045211961602e-08
1889,1.0212173062740248e-07,3.759081934617825e-09
1890,1.1666807719912242e-07,1.1142456735058204e-08
1891,1.2111017611005082e-07,1.466070642663908e-08
1892,1.1659433174493472e-07,2.570090096298827e-08
1893,1.2624754247569925e-07,1.6011883374744684e-08
1894,1.3800370712857557e-07,1.7014155417882648e-08
1895,1.354188239321985e-07,3.49079627426363e-08
1896,1.716035393228843e-07,1.7101383420481397e-08
1897,1.305183866540105e-07,1.1653426668090106e-08
1898,1.4089303967956823e-07,5.6583546736987955e-09
1899,1.254760313429415e-07,3.0954439012020885e-08
1900,1.297763247976036e-07,1.764958135197503e-08
1901,1.6095568644569624e-07,2.179608138419553e-08
1902,1.3797898024137112e-07,3.928227076954727e-09
1903,1.3662556863636155e-07,1.1340462791054051e-08
1904,1.590889073810331e-07,1.289910045443321e-08
1905,1.4604947939922397e-07,7.741138396966107e-09
1906,1.3632088979864676e-07,2.623534101076075e-08
1907,1.2394252085767832e-07,1.4399961223432456e-08
1908,1.1001511257546781e-07,1.817213934884876e-08
1909,1.347740914425799e-07,1.980354014108343e-08
1910,1.3467259951660537e-07,6.412980813053082e-09
1911,1.2449674791081833e-07,1.755723388896513e-08
1912,1.3284024252824267e-07,1.2502610502451716e-08
1913,1.4689282129554115e-07,9.545381374209683e-09
1914,1.372832516555178e-07,5.357394972094198e-09
1915,7.775303156876134e-08,1.295883844676382e-08
1916,9.998590400073226e-08,0.0
1917,1.0637431557825039e-07,6.57985488317081e-09
1918,9.64855626506278e-08,4.594550517822427e-09
1919,1.3903850515362137e-07,1.3811772170413406e-08
1920,1.0979735787230993e-07,9.086678076641874e-09
1921,1.4539675419200648e-07,1.6660044011018726e-08
1922,1.4091856215259213e-07,3.098733003525922e-08
1923,1.507464588712537e-07,1.9108707505210987e-08
1924,1.366512152323196e-07,5.801231139912488e-08
1925,9.678396817314194e-08,3.299453377181294e-09
1926,1.181490661972262e-07,5.57306911730393e-09
1927,1.3267577969600097e-07,4.0137209111890115e-08
1928,1.0626218649445462e-07,6.8556245125250825e-09
1929,1.2254447145920722e-07,3.676334259239411e-08
1930,1.47050451704267e-07,3.1510811737689437e-09
1931,2.0757748853128533e-07,3.079446386777818e-08
1932,1.8192830752994382e-07,3.287861094491973e-09
1933,1.571480652273749e-07,8.02946331646126e-09
1934,1.4138264070595596e-07,9.585264137967897e-09
1935,1.759337759921209e-07,1.795242710045386e-08
1936,1.4913399581928388e-07,2.424942913137329e-09
1937,1.7123920770245604e-07,7.554670666820584e-09
1938,1.8021648773292043e-07,1.0372171566075394e-08
1939,1.1011716072317768e-07,3.8235125288110794e-08
1940,1.6989746143281081e-07,1.5214697057785997e-08
1941,1.5052663870918082e-07,4.7224041566096275e-08
1942,1.8205270668758544e-07,1.2136847082899749e-08
1943,1.567747034414424e-07,2.9032352077962287e-09
1944,2.088570969505099e-07,5.462416652335378e-08
1945,1.9824387020861423e-07,2.178504043826024e-09
1946,1.4756369903778932e-07,2.7842208538686464e-09
