year,dernier_ADJ essai_NOUN,dernier_ADJ décès_NOUN
1947,1.6212384923441903e-07,2.3841741914054637e-09
1948,1.598167498340075e-07,1.522064252412747e-08
1949,1.2565770868278037e-07,4.908504269707237e-09
1950,1.5953042131755524e-07,7.444753258312176e-09
1951,1.6098716804080482e-07,1.3859822622919182e-08
1952,1.876975067593989e-07,6.326882129314981e-09
1953,1.594526477521896e-07,8.619061908632375e-09
1954,1.3583825064777955e-07,3.9090144454689835e-09
1955,1.7926510631482984e-07,1.407841132561316e-08
1956,1.6308535255582512e-07,3.488456634670456e-09
1957,1.4577812101901344e-07,8.835037590415595e-09
1958,1.5220927790382532e-07,1.3235589513271862e-08
1959,9.61092703199995e-08,1.0851047171911432e-08
1960,1.7232875548778281e-07,1.3841666701708277e-09
1961,1.5355432259056556e-07,0.0
1962,1.8835611048650946e-07,8.244543714397423e-09
1963,1.4225316569138613e-07,1.0345685197421517e-08
1964,1.1194502014255647e-07,7.300761772910391e-09
1965,1.2366818324949236e-07,4.924839203113152e-09
1966,1.2573699337270483e-07,3.8773522170743036e-09
1967,1.4692400007731976e-07,3.451234853457663e-09
1968,1.5360641669737163e-07,7.186265360559219e-09
1969,1.3943196439103467e-07,5.904285060864822e-09
1970,1.2002672067357167e-07,5.518470125309705e-09
1971,1.6545640058041045e-07,6.679916619845017e-09
1972,1.574955117433774e-07,3.5911027485013847e-09
1973,1.2073916466626144e-07,6.615844760915479e-09
1974,1.1251143250401441e-07,7.313243344242437e-09
1975,1.5592341551240452e-07,3.998036124386317e-09
1976,1.6226416343911865e-07,5.142174241967723e-09
1977,1.0930814503540276e-07,7.052138428775834e-09
1978,1.2712864871922136e-07,1.4257419245211622e-08
1979,1.5741808856439832e-07,4.681578680276743e-09
1980,1.108604408273095e-07,3.97960553399912e-09
1981,1.208179978284818e-07,5.060439622894819e-09
1982,1.179425457298322e-07,6.207502289967692e-10
1983,1.4777839396629133e-07,1.0736036948344463e-08
1984,1.3453699665433305e-07,5.219107812592938e-09
1985,1.1850649106470712e-07,6.015557829641693e-09
1986,1.1269632582688871e-07,1.7983456945813714e-09
1987,1.2160525680871004e-07,7.332980445085013e-09
1988,1.3552211391987257e-07,2.398621523624911e-09
1989,1.4049592500509078e-07,6.585746614717891e-09
1990,1.2368437890541983e-07,4.358920779878872e-09
1991,1.2191847753584284e-07,1.7584396161396398e-09
1992,1.5372744344155365e-07,8.815910668147353e-09
1993,1.307252905924372e-07,1.2740176913439427e-08
1994,1.3345564253697262e-07,3.6924485691258724e-09
1995,1.496596375716308e-07,5.422450821690461e-10
1996,1.3131706477764737e-07,4.270473752399084e-09
1997,1.4001091719340053e-07,5.274384040632185e-09
1998,1.4828882322071024e-07,1.9072516899143466e-09
1999,1.339068898542628e-07,2.7421207526856506e-09
2000,1.2105406055340495e-07,1.7672125984802278e-09
2001,1.3406507912150367e-07,5.257454027685071e-09
2002,1.345035005595463e-07,7.009954394732176e-09
2003,1.4000860298901685e-07,7.083769126836614e-09
2004,1.4756050492614747e-07,4.404791198453495e-09
2005,1.4321923857973928e-07,9.908249332113428e-09
2006,1.898347299356118e-07,6.1768350434476815e-09
2007,1.2902168858297536e-07,6.391167151065247e-09
2008,1.2942616489652892e-07,2.9802078582719105e-09
2009,1.373239497670653e-07,4.291373478793048e-09
2010,9.872727524395941e-08,4.723792912386671e-09
2011,1.0057046281874982e-07,4.971163480860241e-09
2012,1.0280843398824402e-07,6.127654827992046e-09
2013,1.0710240394562476e-07,5.857162754807632e-09
2014,1.1022116015724226e-07,4.547434873103384e-09
2015,1.0883385206938989e-07,3.103205470367243e-09
2016,1.1454510240316296e-07,4.142679976837371e-09
2017,1.1295094873298162e-07,5.534344982294215e-09
2018,1.102286253384932e-07,4.130346731301415e-09
2019,1.086720801679597e-07,2.04079020349468e-09
