year,dernier_ADJ oeil_NOUN,dernier_ADJ deuil_NOUN
2002,4.38122149670761e-10,1.3143663935011318e-09
2003,0.0,3.7502307925763034e-09
2004,0.0,3.0833537945085254e-09
2005,4.5037495954858286e-10,3.602999676388663e-09
2006,4.1178899179428186e-10,2.0589450144825605e-09
2007,0.0,3.1955835755326234e-09
2008,0.0,1.7029758714315335e-09
2009,0.0,3.814554005998616e-09
2010,4.723793023408973e-10,2.3618964561933353e-09
2011,0.0,1.1471915639660324e-09
2012,6.808505426114664e-10,3.063827413996023e-09
2013,2.789125042035323e-10,1.1156500168141292e-09
2014,2.1654451842767486e-10,3.681256854903836e-09
2015,0.0,4.654808538617772e-09
2016,4.1426800878596737e-10,3.5212781579474495e-09
2017,0.0,3.2702947017071438e-09
2018,0.0,4.130346731301415e-09
2019,7.65296326310505e-10,7.65296326310505e-10
