year,son_DET ado_NOUN,son_DET cadeau_NOUN
1800,1.5720821977538435e-08,2.2009151834367913e-08
1801,9.524730337773235e-09,4.7623651688866175e-09
1802,2.2378401354217203e-09,1.5664880947952042e-08
1803,1.755305234496518e-08,1.5602713787643552e-08
1804,9.887403784603066e-09,3.4605911691798497e-08
1805,5.685755422035754e-09,1.1371510844071508e-08
1806,5.76333825108577e-09,8.645007376628655e-09
1807,5.693910232196231e-09,3.4163463169534225e-08
1808,2.2660739951163578e-09,2.2660739507074368e-08
1809,2.259030518203531e-09,1.8072244145628247e-08
1810,2.8081521108447305e-08,0.0
1811,2.5070767684098882e-09,1.7549536934780008e-08
1812,4.000812481308458e-08,1.600324850414836e-08
1813,0.0,2.0130190847567064e-08
1814,3.1466771410748606e-09,2.2026739543434815e-08
1815,0.0,8.091670444798638e-09
1816,4.6352077731626196e-09,4.6352077731626196e-09
1817,1.401186100480345e-08,2.490997452753163e-08
1818,3.5763532135746345e-09,2.6226590676969863e-08
1819,3.1053151161586356e-09,2.070210003424222e-09
1820,3.5599443393152796e-09,2.0173018810965004e-08
1821,7.88919063410276e-09,3.254291058851777e-08
1822,2.0051231786055723e-09,2.5064039732569654e-08
1823,1.581229902569703e-08,2.174191138237802e-08
1824,0.0,1.6842225392110777e-09
1825,4.4027217427355936e-09,2.8177417732422327e-08
1826,0.0,2.9947145208097936e-08
1827,4.608636472447358e-09,4.147772969531616e-08
1828,5.5033806956039655e-09,2.0179061976932644e-08
1829,6.001223074036943e-09,5.401101077495696e-08
1830,1.0436835840010872e-09,5.9489963177838945e-08
1831,2.0268567268999504e-08,5.14509785887185e-08
1832,1.3529969367098715e-09,7.035583848846727e-08
1833,8.108540172635514e-09,7.29768601104297e-08
1834,2.8003592777992026e-09,3.640467127752345e-08
1835,3.025235173481633e-09,7.789980571715205e-08
1836,6.720749901045764e-09,2.688300071440608e-08
1837,6.957890930081589e-10,3.6181031504156635e-08
1838,1.2624323808552163e-09,1.7674054220151447e-08
1839,1.3982950353153e-09,1.957613093850341e-08
1840,2.5478754661634184e-09,4.331388359091193e-08
1841,1.926164561183441e-09,4.6227950800670214e-08
1842,2.683306021822318e-09,4.15912420059783e-08
1843,1.1813822142769936e-09,4.0757686170511676e-08
1844,7.1351298203126134e-09,2.9638230591988446e-08
1845,3.348136878855712e-09,7.756516851031847e-08
1846,9.367202125076801e-09,3.102885770545072e-08
1847,0.0,2.588747349818732e-08
1848,4.82713291560799e-09,2.815827571112095e-08
1849,0.0,5.362825561405771e-08
1850,2.7155984128057753e-09,4.480737203493845e-08
1851,5.159551008659946e-09,2.7732586227458e-08
1852,3.2552727180501506e-09,5.599068941819496e-08
1853,1.7915795513800958e-09,5.0761420844480654e-08
1854,4.676098175337984e-09,4.8319679812891536e-08
1855,6.8990182455763716e-09,4.8823821430232783e-08
1856,3.6240324075009767e-09,6.678573782892272e-08
1857,6.8341128311999455e-09,4.637433548282388e-08
1858,1.2723557318849998e-08,4.795802416301953e-08
1859,6.619825576592575e-09,7.434573423559243e-08
1860,1.373155145145688e-09,8.605106058268142e-08
1861,5.659156698811785e-09,7.215424346895816e-08
1862,6.325180823552046e-09,3.11741068514948e-08
1863,9.989241434027463e-09,3.995696573610985e-08
1864,2.8768367688059016e-09,6.664671836631442e-08
1865,2.3534221238463715e-09,6.354240117412147e-08
1866,3.4059290943133647e-09,6.763202264892243e-08
1867,1.94112459439566e-09,5.726317553467197e-08
1868,7.409810987013543e-09,7.706203319912674e-08
1869,7.3252790500077936e-09,5.7137174103161215e-08
1870,6.880858549607183e-09,4.7019200977160835e-08
1871,6.37270636261178e-09,4.991953161948004e-08
1872,6.0473394070115205e-09,3.9912440463751864e-08
1873,2.3944017879529156e-09,3.352162636360845e-08
1874,1.1949218281515073e-09,6.452577849813679e-08
1875,3.432916173551348e-09,4.577221801582709e-08
1876,3.627608879952504e-09,4.5949710703041546e-08
1877,6.1848158816601995e-09,7.421779457672528e-08
1878,7.246906519320362e-09,6.944952157805773e-08
1879,4.887460103297769e-09,6.353698245309403e-08
1880,7.059630879879819e-09,5.455169227452927e-08
1881,9.064259565150223e-09,6.902782612172587e-08
1882,3.9932310791357395e-09,7.653692790654532e-08
1883,2.5277355764075082e-09,5.9401784824331116e-08
1884,6.601696966868076e-10,7.459917572560926e-08
1885,2.5782542767416317e-09,9.152802515899339e-08
1886,4.5174246565693466e-09,6.905206667573438e-08
1887,2.6115698492645834e-09,7.442973770643846e-08
1888,2.53624587998047e-09,7.735549978349354e-08
1889,2.5060546970934183e-09,8.457934708161474e-08
1890,1.1142456735058204e-08,5.96449178935643e-08
1891,5.736798147637501e-09,5.7367981809441915e-08
1892,1.8805537127519756e-09,7.522214917621284e-08
1893,6.15841644346915e-09,9.237624720714877e-08
1894,1.2603078580752936e-09,6.931693263823036e-08
1895,6.018614495673091e-09,6.078800707243204e-08
1896,1.179405795248556e-09,6.073939790018912e-08
1897,4.661370844871726e-09,5.302309302734898e-08
1898,1.0185038590293516e-08,6.167606936280379e-08
1899,4.9748205555033564e-09,6.025060272918381e-08
1900,4.671947717582725e-09,6.177353495395721e-08
1901,9.500856101851696e-09,5.532851687917173e-08
1902,2.455141867585553e-09,8.740305335042109e-08
1903,5.940242298052567e-09,6.318257739224009e-08
1904,4.299700151477737e-09,5.0521477668041825e-08
1905,4.644683138099737e-09,5.418796950040772e-08
1906,3.0865106026567446e-09,6.378788697247728e-08
1907,4.1142746431965804e-09,8.177120736085897e-08
1908,3.929111258571538e-09,6.090122361968042e-08
1909,2.7504918342913243e-09,7.646367450320213e-08
1910,7.481811059584231e-09,7.107720367827142e-08
1911,6.384448969498635e-09,6.278041309037974e-08
1912,2.6047106693738442e-09,5.7303634448668817e-08
1913,4.242391826725367e-09,7.954484604333345e-08
1914,3.3483718020477227e-09,7.969125359608142e-08
1915,2.3561523843085297e-09,8.835571185805691e-08
1916,4.394984820521586e-09,4.1752354462687435e-08
1917,5.483212106582869e-09,6.689518772251546e-08
1918,6.89182577673364e-09,4.2499593178035866e-08
1919,3.6831393490643904e-09,3.683139404575542e-08
1920,4.543339038320937e-09,4.0890051788977644e-08
1921,3.0290989716519334e-09,6.512563133220794e-08
1922,7.377935484775833e-10,5.6072309462251724e-08
1923,4.246379248229459e-09,6.900366367190713e-08
1924,2.578324886925998e-09,6.83256118350073e-08
1925,1.0998177923937646e-09,7.918687994212803e-08
1926,2.229227691330493e-09,5.2386851856489614e-08
1927,0.0,7.469980545238286e-08
1928,3.4278122562625413e-09,6.969885069096904e-08
1929,4.4561625500705304e-09,5.458799279267623e-08
1930,1.0503603542488804e-09,7.877702812297827e-08
1931,2.2810713318222042e-09,6.272946340146746e-08
1932,0.0,5.370172972973819e-08
1933,1.1470662197865522e-09,5.964744076436546e-08
1934,1.1981580172459871e-09,6.949316500026725e-08
1935,1.196828414151696e-09,6.582556455470012e-08
1936,3.6374143697059935e-09,6.547345599017262e-08
1937,1.2591118148108649e-09,6.169647714937554e-08
1938,1.2965214457594243e-09,8.81634558691502e-08
1939,1.5294050470515685e-09,8.870549006445572e-08
1940,0.0,9.635975173338807e-08
1941,5.9030051957620344e-09,6.198155233505531e-08
1942,3.034211770724937e-09,1.1226583751522412e-07
1943,2.9032352077962287e-09,8.419382213631366e-08
1944,0.0,1.317406344014671e-07
1945,2.178504043826024e-09,7.624764153391084e-08
1946,2.7842208538686464e-09,3.897909284233947e-08
1947,0.0,6.67568782475314e-08
1948,2.174377566888097e-09,7.06672684813725e-08
1949,1.9634016634739737e-09,7.068245899688463e-08
1950,2.1270722960764488e-09,6.80663108099111e-08
1951,0.0,8.955577457392394e-08
1952,0.0,1.107204385952798e-07
1953,1.0773827385790469e-09,1.1204780747675613e-07
1954,9.772536113672459e-10,8.795282324669529e-08
1955,0.0,8.447047195048185e-08
1956,2.616342476002842e-09,7.761815701279318e-08
1957,2.6505113659425206e-09,8.658337125044824e-08
1958,2.4816730892496253e-09,6.700517030111541e-08
1959,1.5501495642666896e-09,8.448314980924465e-08
1960,2.7683333403416555e-09,9.343125029204202e-08
1961,2.779263708063695e-09,7.920901579083761e-08
1962,0.0,7.673767266069831e-08
1963,6.466053248388448e-10,6.72469554485744e-08
1964,3.041984220075733e-09,6.996563772787567e-08
1965,1.6416130677043839e-09,8.481667501669676e-08
1966,1.6617224263271169e-09,8.142439678060498e-08
1967,9.860671168482327e-10,7.59271672201578e-08
1968,1.3474247273492779e-09,7.276093572095021e-08
1969,1.8167031212712459e-09,7.403065349631532e-08
1970,2.2993624781975086e-09,7.679870539512024e-08
1971,1.0276794970565106e-09,6.525764550957547e-08
1972,0.0,8.823852359896023e-08
1973,2.205281512956958e-09,8.214673785644777e-08
1974,3.937900228123681e-09,6.919453121589925e-08
1975,1.1422960355389478e-09,7.253580092125844e-08
1976,3.4281160132820787e-09,7.141908908714356e-08
1977,5.876781838942691e-10,7.522280842664486e-08
1978,0.0,8.613857671591063e-08
1979,2.3407893401383717e-09,8.19276266827984e-08
1980,0.0,9.096240749517648e-08
1981,6.325549528618524e-10,9.36181308031081e-08
1982,2.483000915987077e-09,8.318053312805773e-08
1983,1.89459470334441e-09,9.409821100092586e-08
1984,5.799008495621649e-10,8.988462907311145e-08
1985,2.4062232206745193e-09,9.925670563237787e-08
1986,2.997242676272549e-09,9.171562753707008e-08
1987,1.8332450557601021e-09,9.89952326779786e-08
1988,1.1993107618124554e-09,1.0553934925994213e-07
1989,1.0976244357863152e-09,1.015302579787658e-07
1990,2.179460389939436e-09,1.0406923056649475e-07
1991,8.20605094986604e-09,1.0316178489233607e-07
1992,1.1019888335184191e-09,1.2452473274748854e-07
1993,1.1078414852150331e-09,1.1466159621775773e-07
1994,1.0549853213248639e-09,1.213233100649802e-07
1995,1.626735190995987e-09,1.2525861481371692e-07
1996,1.975094043871195e-08,1.1743802552643956e-07
1997,4.315404922294874e-09,1.2946215299791675e-07
1998,4.291316191284977e-09,1.287394941762443e-07
1999,2.7421207526856506e-09,1.233954303181406e-07
2000,4.859834756842929e-09,1.0912537895535479e-07
2001,4.3812117822561447e-10,1.2267393278975192e-07
2002,1.3143663935011318e-09,1.366941044800285e-07
2003,3.333538334260311e-09,1.7167722976552113e-07
2004,4.404791198453495e-09,1.3346517180323758e-07
