year,un_DET épi_NOUN,un_DET epi_NOUN,un_DET képi_NOUN
1800,1.0061325959043188e-06,6.288328968651058e-09,0.0
1801,5.95295626570902e-07,7.143547975374531e-09,0.0
1802,1.286758134710908e-06,6.713520406265161e-09,0.0
1803,1.8001631367781101e-06,3.900678446910888e-09,0.0
1804,1.2235661870363401e-06,2.7190359741524617e-08,0.0
1805,2.4221319012696085e-06,1.1371510622026904e-08,0.0
1806,1.0143475366319876e-06,2.0171682990621775e-08,0.0
1807,5.66544040569994e-07,8.540865792383556e-09,0.0
1808,7.478044148356844e-07,4.5321479902327155e-09,0.0
1809,9.013531487855886e-07,4.518061036407062e-09,0.0
1810,5.499298030287036e-07,3.042164831157379e-08,0.0
1811,9.602103929751138e-07,5.0141535368197765e-09,0.0
1812,6.321283319010718e-07,3.200649967283198e-08,0.0
1813,4.3423699946920635e-07,0.0,0.0
1814,3.618678601213787e-07,3.1466771410748606e-09,0.0
1815,1.6129396502861937e-06,2.697223555614414e-09,0.0
1816,1.2862702138960458e-06,0.0,0.0
1817,9.107709191269464e-07,4.047870949541732e-08,0.0
1818,8.940883162722457e-07,1.1921177378582115e-09,0.0
1819,8.208382814567372e-07,3.1053151161586356e-09,0.0
1820,7.535215456044853e-07,1.1866481131050932e-09,1.1866481131050932e-09
1821,5.47312624443741e-07,9.86148829262845e-10,9.86148829262845e-10
1822,6.075523089066337e-07,1.0025615893027862e-09,0.0
1823,7.263774732813033e-07,1.9765373782121287e-09,0.0
1824,5.372669802383712e-07,8.421112696055388e-10,0.0
1825,1.0425644743072837e-06,0.0,0.0
1826,9.794478170732646e-07,1.7615968683770689e-09,0.0
1827,9.56752921332793e-07,0.0,0.0
1828,5.558414670758793e-07,1.8344602503717056e-09,0.0
1829,4.7066737868250996e-07,0.0,0.0
1830,3.350224391240886e-07,6.262101504006523e-09,0.0
1831,5.238645375271744e-07,0.0,0.0
1832,5.601407436772732e-07,1.3529969367098715e-09,0.0
1833,6.127739355932249e-07,1.1583628500844156e-09,0.0
1834,4.713937986622341e-07,1.8669061851994684e-09,0.0
1835,5.180715021424476e-07,9.832014313815307e-09,7.563087933704082e-10
1836,4.684362657769725e-07,6.720750067579218e-10,2.0162250202737653e-09
1837,6.345596439416568e-07,2.087367279024477e-09,0.0
1838,4.033471363573682e-07,2.5248647617104325e-09,0.0
1839,3.803362575993674e-07,0.0,0.0
1840,4.22947324274503e-07,6.369688665408546e-10,0.0
1841,5.849119695255922e-07,6.420548537278137e-10,0.0
1842,4.132291366865104e-07,0.0,2.0124795163667386e-09
1843,3.544146687239902e-07,5.906911071384968e-10,2.3627644285539873e-09
1844,3.4907251089677516e-07,1.6465684371524958e-09,1.6465684371524958e-09
1845,4.408380132048251e-07,1.1160455892778032e-09,0.0
1846,5.977445658444935e-07,0.0,0.0
1847,3.872334568555402e-07,5.393223645455691e-10,1.0786447290911383e-09
1848,3.4031286766378344e-07,8.045221711050488e-10,3.4594451969738316e-08
1849,4.85168129671365e-07,3.3517659758786067e-09,4.441089829221312e-08
1850,3.795048879595697e-07,0.0,2.3761487000228954e-08
1851,5.230494721786272e-07,6.449438760824933e-10,1.8058427864175997e-08
1852,4.948014398209466e-07,1.9531636308300904e-09,1.1067927241370512e-08
1853,4.502836743469629e-07,5.971931837933653e-10,1.3138249599364826e-08
1854,3.824008896202713e-07,0.0,1.3508727469968562e-08
1855,4.855847244300548e-07,2.653468555990912e-09,9.552486801567284e-09
1856,4.1055111843490977e-07,5.177189232874468e-10,1.1907535402144731e-08
1857,7.239277710624492e-07,1.464452725752352e-09,1.5620828242024487e-08
1858,5.529854165686743e-07,4.893676019968041e-10,1.1744822836501356e-08
1859,3.5492447780782754e-07,5.092173349652285e-10,4.328347391613363e-08
1860,3.8997606832680276e-07,1.373155145145688e-09,2.1512764902809067e-08
1861,3.984989449534737e-07,1.414789119191795e-09,3.678451632183055e-08
1862,4.0526336442248123e-07,1.8071945329101169e-09,2.349352892783152e-08
1863,3.5661591901714473e-07,4.994620828036034e-10,1.7980634148262453e-08
1864,3.893319009407037e-07,9.589455896019672e-10,2.3014694150447212e-08
1865,3.285377419004476e-07,4.706844358715045e-10,2.8241066152290273e-08
1866,3.498375802379883e-07,0.0,2.8220554115776508e-08
1867,3.38726238169329e-07,9.7056229719783e-10,3.445496155052297e-08
1868,4.164313729404512e-07,4.93987406535723e-10,2.3711395846781613e-08
1869,4.27307938366539e-07,4.883519144627257e-10,1.8069021279210062e-08
1870,5.355601557788248e-07,5.734048791339319e-10,5.332665331536646e-08
1871,3.7067908453813914e-07,0.0,4.354682694440726e-07
1872,3.162758321906267e-07,6.047339295989218e-10,2.6547818854361083e-07
1873,3.370120544854416e-07,1.7958013409646867e-09,9.87690729203905e-08
1874,4.7020174243073143e-07,2.3898436563030145e-09,1.1710233954742577e-07
1875,3.88491704583771e-07,0.0,4.806082887220953e-08
1876,5.719529925229949e-07,1.209202959984168e-09,8.343500601526443e-08
1877,3.587193280196743e-07,0.0,6.865146029433333e-08
1878,5.096990909336796e-07,6.039088673581716e-10,8.273551688198211e-08
1879,4.313183521453823e-07,6.10932526790009e-10,3.6655951940467446e-08
1880,6.129043157443448e-07,2.5671385017744797e-09,6.417846032391594e-08
1881,5.682593453570917e-07,1.3945015142624584e-09,5.43855578905017e-08
1882,3.700394231032078e-07,3.9932310791357395e-09,8.718554367348474e-08
1883,4.240276361144879e-07,2.5277355764075082e-09,6.761692894485805e-08
1884,3.8751961994876183e-07,1.9805090900604227e-09,6.073561120700788e-08
1885,3.9253922157200805e-07,1.2891271383708158e-09,7.412481140001148e-08
1886,3.80754375584047e-07,6.453463874400711e-10,7.098809973182796e-08
1887,3.401569665939519e-07,6.528924623161458e-10,1.1686774881169981e-07
1888,4.362342860275703e-07,1.268122939990235e-09,9.320703497905924e-08
1889,4.554754395869054e-07,1.2530273485467092e-09,7.330209655931341e-08
1890,4.1096002334484183e-07,0.0,7.930807965905728e-08
1891,4.143243170773303e-07,6.374220040683554e-10,8.095259218521278e-08
1892,3.6357371246964476e-07,6.268512375839919e-10,1.0781841464080344e-07
1893,4.464851892649335e-07,6.158416554491453e-10,7.020594972040328e-08
1894,4.789169736341137e-07,0.0,1.046055491116249e-07
1895,4.369513983970563e-07,1.2037228991346183e-09,9.389038391205418e-08
1896,3.538217261400689e-07,5.89702897624278e-10,1.1263325472299357e-07
1897,4.160273539000059e-07,5.826713556089658e-10,1.2003029614682248e-07
1898,3.451596519710165e-07,5.6583548957434e-10,9.053367855393901e-08
