year,en_ADP ado_NOUN,en_ADP cadeau_NOUN
1865,3.294791106611683e-09,2.0615978257865208e-07
1866,4.3790516213171315e-09,2.2527787457704562e-07
1867,7.279217228983725e-09,2.892275663413102e-07
1868,1.2843672791973404e-08,2.865127054496597e-07
1869,9.278686263769487e-09,2.6810519671016664e-07
1870,8.027668307875047e-09,2.2534811394692156e-07
1871,6.37270636261178e-09,2.3154166228778195e-07
1872,8.466274681317998e-09,1.9593379363413987e-07
1873,1.0176207432266438e-08,2.1549615780713793e-07
1874,6.5720701658555924e-09,2.3659452663693514e-07
1875,8.010137775293913e-09,2.4202060444622475e-07
1876,1.209202959984168e-08,2.255163451536646e-07
1877,8.658742389755503e-09,2.83883047513811e-07
1878,7.2469061862534545e-09,3.164482594852913e-07
1879,4.887460214320072e-09,2.7003218860954803e-07
1880,7.059630657835214e-09,2.9586271166337497e-07
1881,8.36700908557475e-09,2.872673215414956e-07
1882,3.3276925659464496e-09,2.86847100294807e-07
1883,1.2638677659992936e-08,2.900576643871666e-07
1884,3.300848483434038e-09,2.825526337346673e-07
1885,6.445635580831777e-09,3.0358944513864117e-07
1886,1.0325542088018835e-08,2.936326128355482e-07
1887,9.140494194870286e-09,2.8857847983454477e-07
1888,8.242799331981132e-09,1.9212062496443139e-07
1889,6.891650361495749e-09,2.4872592435665197e-07
1890,1.3108773011527575e-08,2.726624869220373e-07
1891,9.561329505913818e-09,3.2317296927431016e-07
1892,6.8953636134239105e-09,3.2847003983427214e-07
1893,9.237624942759481e-09,2.9745152141380515e-07
1894,8.192000855444803e-09,2.6214404358348986e-07
1895,9.629783193076946e-09,2.563929863974579e-07
1896,8.845543852942228e-09,2.565207526394886e-07
1897,8.15739897852552e-09,2.021869633939133e-07
1898,9.619203433786083e-09,2.2576836045118398e-07
1899,6.633094074004475e-09,2.3768587098516036e-07
1900,4.15284251431558e-09,3.457241462001548e-07
1901,5.029865079997364e-09,3.0514513582602376e-07
1902,4.910284012726862e-09,2.391308293603345e-07
1903,3.2401321625741275e-09,2.7973141980552896e-07
1904,5.912087708281888e-09,3.1549050394374945e-07
1905,7.2250627702885595e-09,2.828095944096276e-07
1906,2.0576738091193647e-09,2.6286782855988733e-07
1907,6.685696329888913e-09,2.509707672238015e-07
1908,6.3848057951787496e-09,2.97139031379956e-07
1909,5.5009836685826485e-09,2.8330066470516613e-07
1910,8.550641084070776e-09,2.3407379834416986e-07
1911,4.788336838146279e-09,2.0802663136532118e-07
1912,2.6047106693738442e-09,2.312983014007841e-07
1913,2.6514948014977335e-09,2.455284118241252e-07
1914,1.004511551716547e-08,2.57154949667715e-07
1915,4.712304657594757e-09,2.2854678749517632e-07
1916,1.0987462051303964e-08,2.472178834977967e-07
1917,4.386569774084137e-09,2.3687476868872182e-07
1918,3.44591288836682e-09,2.8026758780441696e-07
1919,7.366278698128781e-09,2.0349344254100288e-07
1920,3.786115865267448e-09,2.4306863855017014e-07
1921,6.058197943303867e-09,1.711440862361968e-07
1922,7.377935484775833e-10,2.7593477519571863e-07
1923,1.0615948120573648e-09,2.56905950291042e-07
1924,1.289162443462999e-09,3.106881470982259e-07
1925,4.399271169575059e-09,2.2326301230002343e-07
1926,3.343841648018042e-09,3.031749710169507e-07
1927,2.2298449753321847e-09,2.7761569321160806e-07
1928,1.1426041224282812e-09,2.3651905456389954e-07
1929,0.0,2.81852279071515e-07
1930,2.100720708497761e-09,2.7204332408992116e-07
1931,4.5621426636444085e-09,2.554799900522653e-07
1932,2.1919073223131136e-09,2.6631673222254904e-07
1933,2.2941324395731044e-09,2.982372053761395e-07
1934,0.0,2.767744966547525e-07
1935,5.98414207075848e-09,2.8364834747662826e-07
1936,1.2124714565686645e-09,2.5583148310914794e-07
1937,7.554670666820584e-09,2.921139525824401e-07
1938,2.5930428915188486e-09,2.7745557795721965e-07
1939,3.058810094103137e-09,2.1717551579314431e-07
1940,2.5357829169792012e-09,3.62616958682338e-07
1941,5.9030051957620344e-09,3.5713181389951387e-07
1942,0.0,4.247896423503761e-07
1943,2.9032352077962287e-09,3.977432361246258e-07
1944,6.4263723231761105e-09,3.6309003625945024e-07
1945,4.357008087652048e-09,3.071690710676478e-07
1946,4.1763312808029696e-09,2.9791162692305306e-07
1947,0.0,2.837167207836444e-07
1948,0.0,2.5222780664080346e-07
1949,1.9634016634739737e-09,2.4837031353808214e-07
1950,2.1270722960764488e-09,2.424862288741281e-07
1951,1.0661401761424827e-09,2.5587364183010664e-07
1952,1.0544803918932644e-09,3.0896276381753296e-07
1953,1.0773827385790469e-09,2.9197071960140875e-07
1954,9.772536113672459e-10,3.146756770711079e-07
1955,0.0,3.604073324225965e-07
1956,8.72114158667614e-10,2.9739093654335136e-07
1957,8.835037701437898e-10,2.9862427269877756e-07
1958,0.0,2.8704684806868386e-07
1959,0.0,2.914281106436434e-07
1960,1.1073333472388924e-08,3.3635250323849064e-07
1961,0.0,3.5366131567737824e-07
1962,6.341956404476434e-10,3.107558519399589e-07
1963,6.466053248388448e-10,3.3494156381763673e-07
1964,0.0,3.169747566644787e-07
1965,1.6416130677043839e-09,3.4419153865927754e-07
1966,1.1078149508847446e-09,3.5006953125193974e-07
1967,4.930335584241163e-10,3.7125426133322037e-07
1968,3.1439910674890825e-09,4.0737142703584084e-07
1969,4.087582022860303e-09,3.4108601076887624e-07
1970,2.7592349793881255e-09,3.7479608172574785e-07
1971,5.138397485282553e-10,3.4118959346685074e-07
1972,2.0520587451500205e-09,4.0476859863858294e-07
1973,0.0,4.4656950293209263e-07
1974,2.2502286700643026e-09,4.5229595535545286e-07
1975,0.0,4.2893216978256987e-07
1976,5.713526873840635e-10,4.3479938494073167e-07
1977,0.0,4.337064956061454e-07
1978,4.752473081737207e-09,4.4197999882200634e-07
1979,5.851973350345929e-10,5.132180627143157e-07
1980,5.685150683554241e-10,5.821594157850996e-07
1981,3.795329828193417e-09,5.920714212237499e-07
1982,1.8622506869903077e-09,5.623996903736384e-07
1983,3.157658134966823e-09,5.172244037510154e-07
1984,5.799008495621649e-10,5.920787913282766e-07
1985,1.2031116103372597e-09,5.823060309495531e-07
1986,2.997242676272549e-09,5.742717075207793e-07
1987,1.8332451112712533e-09,6.343027738608953e-07
1988,0.0,6.380333328337429e-07
1989,0.0,7.030284727704839e-07
1990,4.358920779878872e-09,6.88709508978036e-07
1991,1.1722930404189924e-09,7.115818867475809e-07
1992,0.0,6.738661859628792e-07
1993,1.661762283333701e-09,7.317293118092039e-07
1994,1.0549853213248639e-09,6.96817815892814e-07
1995,1.0844901643380922e-09,7.011229179454403e-07
1996,8.540947504798169e-09,6.624572179703136e-07
1997,9.58978896292706e-10,7.149187553068259e-07
1998,4.291316191284977e-09,7.276165021607994e-07
1999,1.8280804647829996e-09,6.951276239064441e-07
2000,3.5344251969604557e-09,6.847948927912739e-07
2001,3.066848330846028e-09,7.548827962722271e-07
2002,6.133709984368352e-09,7.163297226497889e-07
2003,4.1669229178253886e-10,7.258779621821532e-07
2004,1.3214374039449694e-09,7.250286451210286e-07
2005,2.702249757291497e-09,7.233021594998945e-07
2006,4.117890028965121e-09,8.49520677803639e-07
2007,3.994479413904628e-09,8.388406804726856e-07
2008,6.811903568992861e-09,8.238146023131776e-07
2009,3.814554005998616e-09,8.196523069159412e-07
2010,3.7790344187271785e-09,8.129647657284522e-07
2011,4.971163480860241e-09,8.28654712847765e-07
2012,7.489355802192676e-09,9.59999245236931e-07
2013,4.462600122767668e-09,9.15111935284596e-07
2014,6.279790826235754e-09,9.504138831495368e-07
2015,7.314698985405599e-09,8.540464773165723e-07
2016,6.4211541084269186e-09,8.376499116558023e-07
2017,1.1320251097624023e-08,8.595843770109468e-07
2018,9.80957387541892e-09,8.782149667485584e-07
2019,1.0969247177250452e-08,7.989693640020334e-07
