year,en_ADP ans_NOUN,en_ADP camps_NOUN
1923,4.671017128643484e-08,3.927900849021171e-08
1924,1.675911143195208e-08,2.9650736976805092e-08
1925,3.2994533993857544e-08,1.7597084678300234e-08
1926,2.2292277579438746e-08,2.452150482668003e-08
1927,4.236705530846763e-08,3.0102906833917586e-08
1928,2.627989537096198e-08,2.2852082892654835e-08
1929,1.893869105984436e-08,2.5622934884950155e-08
1930,1.8906487042613662e-08,3.466189113510154e-08
1931,2.9653928201867075e-08,1.710803587684495e-08
1932,3.0686703178517405e-08,3.507051715700982e-08
1933,2.40883908375622e-08,2.867665571670841e-08
1934,1.7972370258689807e-08,3.354842448288764e-08
1935,3.351119381989065e-08,2.6330225111337313e-08
1936,2.667437160042141e-08,4.122403041151301e-08
1937,1.6368453148452033e-08,4.280980192561401e-08
1938,4.926781471681352e-08,4.408173026604345e-08
1939,2.2941075705773528e-08,3.364691281149135e-08
1940,2.7893612752905028e-08,4.057252667166722e-08
1941,6.493305493293633e-08,3.246652724442356e-08
1942,1.517105907566929e-08,3.034211815133858e-08
1943,2.6129116648121453e-08,3.4838823381733164e-08
1944,2.5705489292704442e-08,7.069009200222354e-08
1945,2.6142048081823077e-08,5.8819608739213436e-08
1946,2.645009899993056e-08,5.290019799986112e-08
1947,2.7418003201162833e-08,6.07964452115084e-08
1948,1.1959077061973744e-08,5.3272248834446145e-08
1949,2.552422173618396e-08,3.6322930441201606e-08
1950,2.339779547888554e-08,4.0414374069541736e-08
1951,2.345508343104541e-08,3.6248767543156646e-08
1952,2.741649052229178e-08,3.690681538159879e-08
1953,2.5857185836919427e-08,4.3095308654983455e-08
1954,1.3681550781186047e-08,2.9317607896928166e-08
1955,1.5016972554349195e-08,4.880516257799172e-08
1956,1.3953826982771034e-08,4.7094165012140365e-08
1957,1.855357895097498e-08,4.4175187952077977e-08
1958,2.2335056470978998e-08,4.880623549752272e-08
1959,1.9376869220266713e-08,5.425523497137874e-08
1960,1.3841666590685975e-08,5.6750835142338474e-08
1961,2.0149661827950638e-08,5.975417138870398e-08
1962,8.87873902177816e-09,6.341956293454132e-08
1963,2.069137072790994e-08,5.496145405459174e-08
1964,2.737785814721505e-08,4.867174752121173e-08
1965,3.1190647065137966e-08,5.5267637577571804e-08
1966,2.3818021666066613e-08,3.26805427164345e-08
1967,3.3526280418527676e-08,4.733121983235833e-08
1968,3.1439911063468884e-08,4.626158300879979e-08
1969,1.9529559247555284e-08,6.358460780120367e-08
1970,2.7132478319646935e-08,5.702419159092642e-08
1971,2.6205827285963323e-08,4.6759417671182746e-08
1972,3.231992518060167e-08,4.873639625202486e-08
1973,3.087394190304238e-08,6.009392450323503e-08
1974,2.418995898034737e-08,8.832147813109259e-08
1975,2.1703624231150798e-08,6.511087491389844e-08
1976,1.199840671262109e-08,6.627691107041755e-08
1977,2.056873571465445e-08,6.817067088604745e-08
1978,2.6732660640682582e-08,6.653462492067774e-08
1979,1.5215130599877114e-08,7.197927232027723e-08
1980,1.9898026615283726e-08,8.186616895500265e-08
1981,2.3404533255888538e-08,5.2502059588732664e-08
1982,1.3035755141999061e-08,7.386928047026231e-08
1983,1.7682884045910896e-08,5.873243935639039e-08
1984,2.2036232061317662e-08,4.233276129639307e-08
1985,2.0452897042666507e-08,5.353846788125338e-08
1986,2.2779044428489215e-08,8.931783668231219e-08
1987,3.727598285596656e-08,5.377518874638554e-08
1988,4.2575532321897924e-08,9.474555184851852e-08
1989,1.7013179198777095e-08,8.067539880585173e-08
1990,4.685839771756406e-08,7.628111120538961e-08
1991,1.69982495301646e-08,6.447611866633451e-08
1992,3.361065836759991e-08,7.052728534517883e-08
1993,1.606370203521834e-08,7.699498638658042e-08
1994,1.8989735672825248e-08,6.066165525453471e-08
1995,2.60277633890027e-08,1.2254739090167277e-07
1996,2.829188883168854e-08,5.658377588702024e-08
1997,2.733089898843133e-08,1.1843389557952833e-07
1998,2.9085588382216088e-08,7.199874829666442e-08
1999,2.1479946238356362e-08,8.866189915579525e-08
2000,1.8555731395863972e-08,9.675488854554715e-08
2001,1.7962967807649832e-08,1.0471096345554542e-07
2002,2.0591740479414256e-08,8.149071817342701e-08
2003,2.2501383034612132e-08,1.0000614736327407e-07
2004,3.479785087856513e-08,9.690540991869057e-08
2005,2.3869873078119497e-08,9.86321140317159e-08
2006,1.7295138099449048e-08,9.018179270015025e-08
2007,5.951774256773845e-08,8.94763374503782e-08
2008,2.2138686828210297e-08,9.579239446111387e-08
2009,1.4781396995289242e-08,9.441021120437654e-08
2010,8.030448139795254e-09,1.0014441187422563e-07
2011,6.500752353089112e-09,6.65371118202529e-08
2012,6.468080182564506e-09,8.578717114460233e-08
2013,6.972812660599459e-09,8.116354166531892e-08
2014,2.165445156521173e-09,7.405822799455564e-08
2015,4.876465897751814e-09,7.314698535765274e-08
2016,4.556948124401217e-09,6.545434416693752e-08
2017,1.4590545660553289e-08,6.792150486489845e-08
2018,1.032586693927584e-08,6.634369498215165e-08
2019,1.989770437305083e-08,6.198900592835344e-08
