year,en_ADP ans_NOUN,en_ADP camps_NOUN
1800,1.006132621661493e-07,0.0
1801,9.28661236798689e-08,0.0
1802,9.175144555229053e-08,0.0
1803,9.946729906396001e-08,0.0
1804,9.887404028852131e-08,0.0
1805,6.25433098644379e-08,1.1371510844071508e-08
1806,1.6137346481315262e-07,0.0
1807,1.5088862248546775e-07,1.1387820464392462e-08
1808,1.427626639127766e-07,0.0
1809,7.906607124574805e-08,3.388545621874073e-08
1810,1.4508786394529238e-07,2.3401267590372754e-09
1811,8.273353602206157e-08,0.0
1812,9.068508077803017e-08,1.600324850414836e-08
1813,7.476928232108548e-08,0.0
1814,3.1466771410748606e-08,6.293354459785405e-08
1815,4.855002422310406e-08,0.0
1816,5.7940095388175905e-08,0.0
1817,6.383180817248757e-08,1.556873407970727e-09
1818,6.318223921830679e-08,0.0
1819,1.066158181739496e-07,3.1053151161586356e-09
1820,4.509263007435038e-08,2.8479554714522237e-08
1821,1.0354562518521959e-07,4.930744257336528e-09
1822,1.3334069137727056e-07,3.308453244699194e-08
1823,4.348382143248841e-08,4.941343334508019e-08
1824,5.557934468214398e-08,1.1789557774477544e-08
1825,4.138558074018306e-08,1.7610886082763955e-09
1826,3.435113959948666e-08,7.927186018719112e-09
1827,6.544263980723386e-08,1.935627302884768e-08
1828,4.035812389835414e-08,8.255071293206129e-09
1829,5.658296359234427e-08,7.715858174606183e-09
1830,2.7135772739939057e-08,5.218417697960831e-09
1831,4.989185842241284e-08,0.0
1832,3.9236911608675484e-08,4.058990921151917e-09
1833,3.938433690287013e-08,6.950177322551099e-09
1834,4.760610661236342e-08,1.4001796166951408e-08
1835,9.756383434478266e-08,6.050470346963266e-09
1836,3.09154504218867e-08,1.8146025126952736e-08
1837,3.478945287405111e-08,1.8090515752078318e-08
1838,3.282324301245865e-08,2.398621568033832e-08
1839,6.711815891957684e-08,7.690622361167243e-09
1840,6.369688487772862e-08,7.64362617644565e-09
1841,9.052973348744331e-08,1.3483152372373297e-08
1842,7.24492630332918e-08,1.7441490030023488e-08
1843,3.544146692791017e-08,1.9492807368237663e-08
1844,3.402907938765409e-08,2.140538946093784e-08
1845,2.566904799827796e-08,6.696273757711424e-09
1846,3.2785206105501175e-08,4.6836010625384006e-09
1847,2.1572895470001185e-08,7.550513103637968e-09
1848,1.930853293918844e-08,5.63165514222419e-09
1849,4.7762666932626985e-08,3.5193544078993e-08
1850,3.2587180065490884e-08,1.3577992064028876e-08
1851,3.4826968864365426e-08,2.8377531435808123e-08
1852,2.79953455972759e-08,2.0833745395520964e-08
1853,6.270528518648177e-08,5.971931837933653e-09
1854,3.273268556203135e-08,2.338049043260071e-08
1855,2.4411910715116392e-08,2.1227748447927297e-08
1856,1.501384794266869e-08,1.7602443946884705e-08
1857,4.58861838525948e-08,1.3180074809326925e-08
1858,5.285170184832211e-08,1.1255455234504552e-08
1859,2.9025388315062628e-08,2.5460867192350634e-08
1860,1.968189100587381e-08,1.1900677776566226e-08
1861,1.9807047502151676e-08,1.6977470096435354e-08
1862,3.252950275811628e-08,1.3102160245637151e-08
1863,2.6970952249349978e-08,1.1987090431375691e-08
1864,1.821996631345968e-08,3.308362295229017e-08
1865,2.07101151783462e-08,1.0825742080555756e-08
1866,3.113992252945508e-08,1.8002767276925624e-08
1867,3.299911810472622e-08,8.249779526181555e-09
1868,4.8410764397210926e-08,9.87974857480367e-09
1869,5.4207061062072626e-08,1.4650557211837167e-08
1870,2.2362789842134134e-08,1.77755516972411e-08
1871,6.054070955663349e-08,5.735435593123839e-08
1872,3.5679300403046454e-08,3.1446163006876304e-08
1873,5.566984112581608e-08,2.21482157058972e-08
1874,3.166542839050379e-08,5.974609251779839e-09
1875,3.204055232242098e-08,1.4875970677508121e-08
1876,3.143927651549916e-08,1.6928840551599933e-08
1877,2.4120781705327943e-08,3.710889595609501e-09
1878,3.502671280797287e-08,3.6234530931267273e-09
1879,2.627009876299269e-08,9.774920428640144e-09
1880,5.519347645588368e-08,1.2193908105473383e-08
1881,3.2770786140279284e-08,2.2312024228199334e-08
1882,4.192892699705908e-08,1.4641846846075168e-08
1883,3.854796920554904e-08,3.09647596452578e-08
1884,2.970763635090634e-08,9.902545450302114e-09
1885,3.351730637479733e-08,1.0957580620640783e-08
1886,2.9040586768669385e-08,1.355227396970804e-08
1887,3.7867761704113434e-08,2.0239665943222462e-08
1888,2.5996519825710607e-08,1.3949351895803375e-08
1889,2.5060547192978788e-08,2.6940087494153886e-08
1890,3.211649518553017e-08,9.176140736144589e-09
1891,3.4420787553557375e-08,1.0836173736095134e-08
1892,3.447681917734258e-08,1.3790726782758611e-08
1893,1.9706933140906102e-08,1.970693297437265e-08
1894,2.5836310646454308e-08,1.7014155417882648e-08
1895,2.708376523052891e-08,2.046328972937772e-08
1896,2.594692793955744e-08,1.7691087705884456e-08
1897,2.38895258020122e-08,2.680288169187861e-08
1898,2.150174849280262e-08,1.1882545614128048e-08
1899,2.819064981451902e-08,7.738609753005221e-09
1900,2.0764212682600203e-08,1.9206897405865675e-08
1901,2.5149324622830704e-08,1.8442838367604963e-08
1902,3.191684577741327e-08,1.7677022512430085e-08
1903,2.4300991663395166e-08,5.940242076007962e-09
1904,4.192207558872951e-08,1.1286712897629059e-08
1905,3.818961596957493e-08,1.186974607492175e-08
1906,4.012464094316215e-08,1.18316245689698e-08
1907,2.108565710923216e-08,2.468564730406797e-08
1908,2.6521501217402488e-08,8.840499887696751e-09
1909,3.685658955809856e-08,8.801573692096554e-09
1910,2.93928290595602e-08,1.0153886620400954e-08
1911,2.873001958558774e-08,2.8197982615552064e-08
1912,2.2400511667797218e-08,1.4586379215586476e-08
1913,3.2348237311019545e-08,1.6439267724877027e-08
1914,3.147469573860917e-08,2.1429579888376793e-08
1915,2.591767644943843e-08,3.062998032987707e-08
1916,2.7468654462126096e-08,1.2086208478478966e-08
1917,2.960934575302332e-08,2.7416060532914344e-08
1918,2.5270027848023346e-08,3.5607765624945387e-08
1919,5.893022841929607e-08,5.1563951330990676e-08
1920,3.7861158652674476e-08,7.572231730534895e-09
1921,3.937828690903089e-08,1.438822039290244e-08
1922,2.9511741217458365e-08,1.8444838545406128e-08
