year,un_DET ado_NOUN,un_DET cadeau_NOUN
1881,2.091752326904839e-09,9.092149921841042e-07
1882,4.658769592325029e-09,8.385785257303269e-07
1883,5.055470986281563e-09,1.0483782801884445e-06
1884,2.6406787867472303e-09,1.0410875797006724e-06
1885,4.511945039809007e-09,9.958506641538634e-07
1886,4.5174246565693466e-09,8.983221633229732e-07
1887,5.223139698529167e-09,1.0028428416575252e-06
1888,3.804368819970705e-09,1.0582486424937088e-06
1889,1.2530273485467092e-09,8.495525429808026e-07
1890,1.3108772956016423e-09,9.025390319550297e-07
1891,3.824531802365527e-09,7.955026841699464e-07
1892,2.5074049503359674e-09,1.0060962019053932e-06
1893,3.695050043717174e-09,8.874278041304251e-07
1894,2.520615716150587e-09,8.948185747925663e-07
1895,9.629782971032341e-09,1.072517132882922e-06
1896,3.5382172747233653e-09,9.907008866605338e-07
1897,9.322741689743452e-09,9.427622273960878e-07
1898,2.26334195829736e-09,9.240093312712361e-07
1899,9.949641111006713e-09,1.022602024391972e-06
1900,1.038210628578895e-09,9.520391390793748e-07
1901,3.3532433496574754e-09,9.618219518614524e-07
1902,3.928227076954727e-09,9.648708036991138e-07
1903,2.1600881083827517e-09,8.63495220215782e-07
1904,6.449550227216605e-09,9.238980460679613e-07
1905,3.096455369888673e-09,9.573207915281046e-07
1906,1.5432553013283723e-09,9.743085271907148e-07
1907,1.028568674676933e-09,9.030832917034104e-07
1908,2.4556945366072114e-09,9.488803627277775e-07
1909,3.300590023513905e-09,9.588214382461047e-07
1910,3.2064905175488434e-09,9.549997272984e-07
1911,3.7242618988742038e-09,8.501957751150258e-07
1912,3.125652792146383e-09,8.939366882287914e-07
1913,2.6514948570088848e-09,9.142354482349901e-07
1914,3.348371913070025e-09,8.993726936523672e-07
1915,2.3561523843085297e-09,8.081602622667106e-07
1916,5.493730803607377e-09,8.504295720968003e-07
1917,3.289927441585405e-09,8.696374482752844e-07
1918,1.1486376294556067e-09,9.361396955398504e-07
1919,5.524709190130039e-09,8.314687205412952e-07
1920,3.028892692213958e-09,8.761071939034082e-07
1921,4.543648568500203e-09,1.003389048293002e-06
1922,4.426761346376651e-09,9.790520287822346e-07
1923,7.431163684401554e-09,9.681744614908894e-07
1924,1.289162443462999e-09,1.1447762791050309e-06
1925,4.399271169575059e-09,9.82137315475029e-07
1926,1.1146138456652466e-09,1.0332470772311808e-06
1927,4.4596899506643695e-09,1.214150596950958e-06
1928,0.0,1.0580514135938301e-06
1929,6.684243603061191e-09,1.1051283337337736e-06
1930,2.100720708497761e-09,1.1207344972063993e-06
1931,0.0,1.0549955220540141e-06
1932,4.383814644626227e-09,1.08280221056134e-06
1933,9.176529758292418e-09,1.0323595738270797e-06
1934,1.1981580172459871e-09,1.1178814460777176e-06
1935,7.180970484910176e-09,1.1094599123850912e-06
1936,1.2124714565686645e-09,1.2318709536884853e-06
1937,1.2591118148108649e-09,1.1671966753112883e-06
1938,0.0,1.1707588853937523e-06
1939,0.0,1.1317597738980112e-06
1940,2.5357829169792012e-09,1.1309592338193397e-06
1941,8.854508237732261e-09,1.1983100698387261e-06
1942,3.034211770724937e-09,1.2925741827984893e-06
1943,0.0,1.7245216703543065e-06
1944,6.4263723231761105e-09,1.2467162058271697e-06
1945,2.178504043826024e-09,1.2112482750126219e-06
1946,0.0,1.3642682752390556e-06
1947,2.3841741914054637e-09,1.223081383727731e-06
1948,0.0,1.2035179395297746e-06
1949,3.9268033269479474e-09,1.13386440858676e-06
1950,6.381216888229346e-09,1.2730527885196352e-06
1951,1.0661401761424827e-09,1.298558771622993e-06
1952,2.1089607837865287e-09,1.3001743539575727e-06
1953,2.1547654771580937e-09,1.41891305105446e-06
1954,9.772536557761669e-09,1.4091997329046535e-06
1955,0.0,1.2764427026468184e-06
1956,8.72114158667614e-10,1.2724145790343755e-06
1957,2.6505113659425206e-09,1.3031680516917277e-06
1958,0.0,1.3227317126052185e-06
1959,3.8753737996444215e-09,1.3168520212047952e-06
1960,2.7683333403416555e-09,1.284506637944105e-06
1961,3.474079635079619e-09,1.388936983204303e-06
1962,1.9025869768540815e-09,1.4142563173891176e-06
1963,9.052474103654617e-09,1.5059437714626256e-06
1964,1.2167936658258327e-09,1.3336059083712826e-06
1965,1.0944086747954884e-09,1.3729356638236823e-06
1966,2.215629901769489e-09,1.4589922443519754e-06
1967,3.451234797946512e-09,1.3908476290680483e-06
1968,4.49141579483836e-09,1.315535747892227e-06
1969,1.3625273409534344e-09,1.325739141577742e-06
1970,2.2993624781975086e-09,1.244415010148714e-06
1971,3.083038491169532e-09,1.328789579702061e-06
1972,1.5390440588625154e-09,1.2430345961433886e-06
1973,1.6539611347177186e-09,1.3656205979373226e-06
1974,3.3753431161187564e-09,1.3957043520917978e-06
1975,5.711480177694739e-10,1.4981212430598134e-06
1976,2.8567634369203176e-09,1.5403668882640886e-06
1977,1.7630346071939584e-09,1.4756598716303415e-06
1978,2.9702956760857546e-09,1.51425668803995e-06
1979,1.7555920051037788e-09,1.5320466246748765e-06
1980,2.8425752862659692e-09,1.5730812279457496e-06
1981,3.795329717171114e-09,1.7831724079542255e-06
1982,2.483000915987077e-09,1.6716803941108083e-06
1983,2.5261264191556165e-09,1.6943993088602838e-06
1984,2.319603453759811e-09,1.685191890032911e-06
1985,8.42178138338312e-09,1.8425653678377785e-06
1986,2.4577390123070586e-08,1.8870639735268924e-06
1987,4.277571630240118e-09,1.937740066182414e-06
1988,1.0793796800800948e-08,1.852335493879309e-06
1989,7.683371050504206e-09,1.9202939967044586e-06
1990,1.2531897186640606e-08,1.9391748651287344e-06
1991,1.817054295916165e-08,1.8785996047654407e-06
1992,1.763182055913859e-08,1.9731110327825263e-06
1993,1.3294097600535792e-08,1.963095144219551e-06
1994,2.004472099415011e-08,1.9744050518966105e-06
1995,2.3316537756112865e-08,1.9846169863058094e-06
1996,3.202855136663629e-08,2.0802545606102285e-06
1997,2.3015493733069547e-08,2.1260562022007434e-06
1998,3.480734178662459e-08,2.0359912156209248e-06
1999,3.381948765479592e-08,2.0757853889108446e-06
2000,5.655080237421117e-08,2.1683697610797026e-06
2001,4.556460098115167e-08,1.999585023781947e-06
2002,4.9069679874946814e-08,2.217336202647857e-06
2003,8.083830671523629e-08,2.335976915901483e-06
2004,6.122659934604258e-08,2.362289635016168e-06
2005,8.872387002867299e-08,2.323034124174228e-06
2006,8.194601086586317e-08,2.6679808655671877e-06
2007,1.0185922683092485e-07,3.2998395340655406e-06
2008,1.4219848684660086e-07,3.367634860751423e-06
2009,1.6402582647678798e-07,3.9266066096388386e-06
2010,2.4469247250635817e-07,4.8655067246272665e-06
2011,2.2102558361325464e-07,5.4017430386466e-06
2012,2.607657634545735e-07,6.030293434378109e-06
2013,3.4640933599394685e-07,6.215286191491032e-06
2014,3.17670806507242e-07,6.71071467195361e-06
2015,3.7703948781164787e-07,6.089375972351263e-06
2016,3.935546148137181e-07,6.124745198121673e-06
2017,5.41611099635908e-07,6.838941146725119e-06
2018,5.601782859798732e-07,7.178284704423277e-06
2019,5.691253477380087e-07,6.770831532776356e-06
