year,son_DET arrière_NOUN,son_DET carrière_NOUN
1800,5.533729563467205e-07,0.0
1801,4.286128714170445e-07,0.0
1802,7.138710316212382e-07,0.0
1803,6.611649752130688e-07,0.0
1804,4.276302139061272e-07,0.0
1805,9.807928282867806e-07,0.0
1806,5.705705108383086e-07,0.0
1807,7.772187373689121e-07,0.0
1808,5.619863561179272e-07,0.0
1809,1.0052686008066303e-06,0.0
1810,4.773858517381768e-07,0.0
1811,8.398706938805844e-07,0.0
1812,6.427971683820033e-07,0.0
1813,5.751483271865254e-07,2.8757416448144113e-09
1814,1.5544585494353669e-06,0.0
1815,9.359365904515471e-07,0.0
1816,8.204317865079247e-07,0.0
1817,1.259510625573057e-06,0.0
1818,1.3768959661319968e-06,0.0
1819,1.0216486892034027e-06,0.0
1820,1.1925813510060834e-06,0.0
1821,8.540048810345979e-07,0.0
1822,8.371389554895359e-07,0.0
1823,1.227429748951181e-06,0.0
1824,1.108218377510184e-06,0.0
1825,1.0126259013532035e-06,1.7610886082763955e-09
1826,1.1221371636338517e-06,0.0
1827,1.0295693719797328e-06,2.7651818612639545e-09
1828,6.209647978039357e-07,0.0
1829,7.278626448226078e-07,0.0
1830,7.785879247990124e-07,0.0
1831,7.826785530795632e-07,0.0
1832,5.195508325783749e-07,1.3529969367098715e-09
1833,5.467472483644542e-07,0.0
1834,5.18066479049395e-07,0.0
1835,6.821905103038262e-07,0.0
1836,6.828282295145982e-07,0.0
1837,7.500606642452112e-07,0.0
1838,9.77753877862142e-07,0.0
1839,6.215421457511638e-07,0.0
1840,8.681885859118665e-07,0.0
1841,5.393260558150814e-07,0.0
1842,7.30530068437929e-07,0.0
1843,4.802318827046292e-07,0.0
1844,5.993509191171142e-07,0.0
1845,6.417262028435289e-07,0.0
1846,6.533623384541443e-07,0.0
1847,6.574339366238746e-07,0.0
1848,6.854528926680814e-07,0.0
1849,4.6254371000031824e-07,0.0
1850,6.537802974548867e-07,0.0
1851,6.849303844091992e-07,0.0
1852,4.589934565757403e-07,6.510545436100301e-10
1853,5.613616096411533e-07,0.0
1854,5.995796854563196e-07,5.195664454227256e-10
1855,4.86646136721447e-07,0.0
1856,5.50335242266442e-07,0.0
1857,6.482644074878863e-07,0.0
1858,5.80389986737373e-07,0.0
1859,7.424388641652513e-07,0.0
1860,4.998284701684952e-07,4.577183909670879e-10
1861,5.329039112211831e-07,0.0
1862,3.9351661662578863e-07,0.0
1863,5.978560952968337e-07,0.0
1864,4.6508862361349657e-07,4.794727948009836e-10
1865,4.880997721556923e-07,0.0
1866,4.6466603365047376e-07,0.0
1867,5.896166168639638e-07,0.0
1868,5.409162184832894e-07,0.0
1869,5.738134909449855e-07,9.767038289254515e-10
1870,5.395739890445839e-07,0.0
1871,4.4396519660594436e-07,0.0
1872,4.5113152413733815e-07,0.0
1873,5.854312590258814e-07,5.986004469882289e-10
1874,5.311427244691913e-07,0.0
1875,4.502841726150564e-07,0.0
1876,4.6614774795727953e-07,0.0
1877,4.886004560944457e-07,0.0
1878,5.15738161510626e-07,6.039088673581716e-10
1879,4.985209436370042e-07,0.0
1880,3.940557462556171e-07,0.0
1881,5.159655671604924e-07,6.972507571312292e-10
1882,4.5190066444433796e-07,0.0
1883,4.967000357680718e-07,1.2638677882037541e-09
1884,5.901917141670765e-07,0.0
1885,4.866454901275574e-07,0.0
1886,5.30474757454158e-07,0.0
1887,5.255784181201761e-07,6.528924623161458e-10
1888,5.548037584901522e-07,6.340614699951175e-10
1889,6.62224948655421e-07,0.0
1890,5.905502291625453e-07,0.0
1891,5.520074388698504e-07,0.0
1892,5.215402119063128e-07,0.0
1893,5.357822523421873e-07,0.0
1894,5.860431322446402e-07,0.0
1895,5.99454018868073e-07,0.0
1896,4.7294173732836953e-07,0.0
1897,4.4049955594260837e-07,0.0
1898,4.588925825999013e-07,0.0
1899,5.240144425044946e-07,0.0
1900,4.941882707498735e-07,0.0
1901,5.20311591145628e-07,0.0
1902,5.052682183759316e-07,0.0
1903,5.34621815262426e-07,0.0
1904,5.084395553467402e-07,0.0
1905,5.403314773388956e-07,0.0
1906,5.766631083758966e-07,5.144184522798412e-10
1907,5.060557981551028e-07,0.0
1908,5.12749021908121e-07,0.0
1909,5.65501128590995e-07,0.0
1910,5.23726747303499e-07,1.068830135508847e-09
1911,5.628955825898174e-07,0.0
1912,5.709525652264347e-07,5.209421227725386e-10
1913,5.430261431627059e-07,0.0
1914,6.08734005425049e-07,6.696743715117748e-10
1915,5.501615767400381e-07,0.0
1916,4.999295271090887e-07,0.0
1917,6.097331848309295e-07,1.0966424435210342e-09
1918,7.466144609225012e-07,0.0
1919,6.390246944931732e-07,0.0
1920,5.1794064859223e-07,0.0
1921,4.536075799421724e-07,0.0
1922,5.526073607597937e-07,2.951174193910333e-09
1923,5.530909064077605e-07,0.0
1924,5.659423027992716e-07,0.0
1925,5.862028835679212e-07,1.0998177923937646e-09
1926,5.483900196168179e-07,0.0
1927,7.09090723916006e-07,0.0
1928,5.747298743585816e-07,0.0
1929,5.948977168657166e-07,0.0
1930,6.281154796283772e-07,0.0
1931,6.010622968233292e-07,0.0
1932,6.257895428518623e-07,0.0
1933,7.215046657904622e-07,0.0
1934,6.733648092449585e-07,0.0
