year,son_DET arrière_NOUN,son_DET carrière_NOUN
1935,6.247444090945464e-07,0.0
1936,5.298500518335914e-07,0.0
1937,5.300860905776972e-07,0.0
1938,5.497251116537427e-07,0.0
1939,5.888209244631071e-07,0.0
1940,6.288741758453398e-07,0.0
1941,5.076584379537508e-07,0.0
1942,6.159449945641882e-07,0.0
1943,6.329052855136297e-07,0.0
1944,7.647383171160982e-07,0.0
1945,5.685895416718267e-07,0.0
1946,6.01391711541055e-07,0.0
1947,5.197499959308516e-07,0.0
1948,6.012154170065287e-07,0.0
1949,6.027643060235732e-07,9.817008317369869e-10
1950,5.913260885392901e-07,0.0
1951,7.516288107467517e-07,0.0
1952,5.725828557956447e-07,0.0
1953,5.613164333340137e-07,0.0
1954,5.990564702074153e-07,0.0
1955,5.509351552746011e-07,0.0
1956,6.165847210581887e-07,0.0
1957,6.343556933074979e-07,0.0
1958,5.352141592140924e-07,0.0
1959,7.060931537239412e-07,0.0
1960,6.034966553158938e-07,0.0
1961,6.913418353349243e-07,0.0
1962,6.957126075235465e-07,0.0
1963,6.847550295674409e-07,0.0
1964,7.020899559506688e-07,1.2167936658258327e-09
1965,6.134160361881413e-07,0.0
1966,6.979233901915904e-07,0.0
1967,6.744699234673135e-07,0.0
1968,7.159317014782118e-07,0.0
1969,6.172248703251171e-07,0.0
1970,6.097909359681353e-07,4.5987250119061684e-10
1971,6.083862427175291e-07,0.0
1972,6.571718103032254e-07,1.5390440033513642e-09
1973,6.428395558089051e-07,5.513203782392395e-10
1974,6.362521816072331e-07,0.0
1975,6.865199466687955e-07,5.711480177694739e-10
1976,6.204890077299297e-07,5.713526873840635e-10
1977,6.20000482953742e-07,0.0
1978,7.360392544342176e-07,0.0
1979,6.396206657655057e-07,0.0
1980,6.628885707016252e-07,0.0
1981,6.768337961204907e-07,0.0
1982,6.337859943528201e-07,1.2415004579935385e-09
1983,7.401550590202532e-07,0.0
1984,6.413703275143234e-07,0.0
1985,7.4833544161379e-07,0.0
1986,7.06749823109476e-07,0.0
1987,6.660790177193121e-07,0.0
1988,7.597633917555413e-07,0.0
1989,6.744902378841289e-07,0.0
1990,6.821711124871399e-07,0.0
1991,7.27993988647313e-07,5.861465202094962e-10
1992,8.281446355340449e-07,0.0
1993,8.070625021616706e-07,1.1078414852150331e-09
1994,7.458745976407499e-07,0.0
1995,7.998114988083671e-07,0.0
1996,7.291834123179797e-07,5.338092190498855e-10
1997,8.597245724217828e-07,4.79489448146353e-10
1998,8.019993558150418e-07,4.768129224785866e-10
1999,8.048124335857665e-07,4.570201161957499e-10
2000,7.82875183347187e-07,0.0
2001,8.534600652865265e-07,0.0
2002,8.731774485681854e-07,0.0
2003,8.138000353596908e-07,0.0
2004,8.377912728008141e-07,8.809582507929292e-10
2005,8.602161685189458e-07,0.0
2006,8.869934973176896e-07,1.2353669198716943e-09
2007,8.60810317249161e-07,7.988958938831558e-10
2008,8.978940400083957e-07,4.257439678578834e-10
2009,8.926056551672445e-07,0.0
2010,1.048209675502676e-06,0.0
2011,1.0359139750448776e-06,0.0
2012,1.111488494132118e-06,3.404252713057332e-10
2013,1.1111873803315575e-06,0.0
2014,1.2189290998776414e-06,0.0
2015,1.1156024157799038e-06,2.2165753954528356e-10
2016,1.1114810902768113e-06,0.0
2017,1.0729082831062442e-06,5.031222660711876e-10
2018,1.1820536016671213e-06,7.744400121190154e-10
2019,1.1211590660309412e-06,7.65296326310505e-10
