year,bien_ADV allé_VERB,bien_ADV calé_VERB
1800,0.0,0.0
1801,7.143547975374531e-09,2.1430643926123594e-08
1802,2.2378401354217203e-09,3.5805442166747525e-08
1803,1.1702034896643454e-08,0.0
1804,0.0,0.0
1805,2.842877711017877e-09,0.0
1806,0.0,0.0
1807,0.0,1.1387820464392462e-08
1808,2.2660739951163578e-09,2.2660739062985158e-08
1809,3.388545621874073e-08,0.0
1810,7.020380277111826e-09,0.0
1811,2.5070767684098882e-09,2.5070767684098882e-09
1812,1.600324850414836e-08,1.8670457180292033e-08
1813,0.0,3.738464116054274e-08
1814,6.293354282149721e-09,0.0
1815,0.0,1.8880564667256294e-08
1816,0.0,6.952811659743929e-09
1817,3.113746815941454e-09,0.0
1818,8.344824387052086e-09,1.1921177378582115e-09
1819,2.070210003424222e-09,0.0
1820,1.4239777357261119e-08,1.3053129244156025e-08
1821,1.676452932031225e-08,3.94459531705138e-09
1822,1.303330066093622e-08,1.7043547018147365e-08
1823,8.894418535021487e-09,9.882686669016039e-09
1824,2.6105450245950124e-08,0.0
1825,6.163809906922779e-09,5.283265824829186e-09
1826,8.807984341885344e-10,7.0463874735082754e-09
1827,9.217273055917019e-10,1.8434546111834038e-09
1828,2.7516904310687096e-09,6.420610709767516e-09
1829,3.429270423183084e-09,0.0
1830,1.461157062010443e-08,2.0873671680021744e-09
1831,2.182768810143898e-08,1.870944643656003e-08
1832,1.488296597074168e-08,0.0
1833,1.9692167896323554e-08,9.266902800675325e-09
1834,7.467624740797874e-09,5.600718555598405e-09
1835,2.2689263801112247e-08,1.5126175867408165e-09
1836,2.419469957715137e-08,4.704525213838906e-09
1837,1.6698937344017395e-08,1.3915781860163179e-09
1838,1.3886756633496589e-08,1.199310784016916e-08
1839,6.292327547896548e-09,6.292327547896548e-09
1840,6.3696887764308485e-09,7.0066574764382494e-09
1841,8.988767952189392e-09,4.494383976094696e-09
1842,7.379091560011375e-09,4.695785538189057e-09
1843,8.860366662588604e-09,1.2404512972352677e-08
1844,6.037417232818143e-09,3.2931368743049916e-09
1845,5.580227946389016e-10,1.674068439427856e-09
1846,4.0981511517657054e-09,2.9272506640865004e-09
1847,4.853901280910122e-09,5.393223645455691e-10
1848,8.04522137798358e-09,4.82713291560799e-09
1849,8.379414495607307e-09,1.6758829879393033e-09
1850,6.1100964288129944e-09,1.0183494048021657e-08
1851,1.2253933867611977e-08,4.514607354622058e-09
1852,9.114764054629632e-09,3.2552727180501506e-09
1853,9.555090940693844e-09,3.5831591027601917e-09
1854,9.352196350675968e-09,3.63696517347023e-09
1855,5.306937111981824e-09,4.776243400783642e-09
1856,8.801221973442352e-09,1.0354378465748937e-09
1857,2.9289055625270066e-09,4.881508974818871e-09
1858,1.5170396494568195e-08,4.893676130990343e-09
1859,8.147477359443656e-09,5.092173349652285e-09
1860,5.034902272882391e-09,9.154367819341758e-10
1861,1.226150558863992e-08,5.659156698811785e-09
1862,3.6595690033891515e-08,2.2589932147099034e-09
1863,6.493007020935693e-09,1.9978483312144135e-09
1864,5.274200631788517e-09,2.8768367688059016e-09
1865,6.589582213223366e-09,1.4120533631256649e-09
1866,1.0704348518686402e-08,2.092213513549268e-08
1867,1.747012134956094e-08,6.79393608038481e-09
1868,1.0373735648272486e-08,9.87974813071446e-10
1869,1.2208797528501236e-08,4.883519144627257e-10
1870,8.027668307875047e-09,5.734048791339319e-10
1871,1.1683295220166201e-08,3.18635318130589e-09
1872,9.071008832961525e-09,2.4189357183956872e-09
1873,1.2570609442263958e-08,5.986004469882289e-10
1874,1.1351757756017378e-08,3.5847653734322193e-09
1875,1.716458086775674e-08,5.721527251978387e-09
1876,1.6928840551599933e-08,3.02300739996042e-09
1877,1.2369632429454214e-08,1.0514186854493346e-08
1878,1.3285995414946683e-08,7.2469061862534545e-09
1879,1.2829582729523281e-08,6.720257683667796e-09
1880,9.626769603698904e-09,3.8507077526617195e-09
1881,1.4642266066289267e-08,4.8807553554297556e-09
1882,1.9966154951589488e-08,2.6621540527571597e-09
1883,8.847074184359371e-09,2.5277355764075082e-09
1884,1.2543224237049344e-08,3.300848483434038e-09
1885,1.5469526104539e-08,1.2891271217174705e-08
1886,1.2261581083805595e-08,3.872078213618124e-09
1887,1.1752064210668323e-08,6.528924512139156e-09
1888,1.1413106904001324e-08,6.974675947901687e-09
1889,1.1277245803853475e-08,6.265136853755848e-09
1890,2.0318598359381213e-08,9.176140736144589e-09
1891,5.099376032546843e-09,7.649063604731055e-09
1892,1.817868522380195e-08,1.191017329205124e-08
1893,1.1085149687062312e-08,6.774258043407144e-09
1894,1.3863386882917439e-08,9.452309157609307e-09
1895,1.1435367319734269e-08,3.0093072478365457e-09
1896,5.897029087265082e-09,8.255840455717589e-09
1897,9.322741689743452e-09,1.1653427112179315e-08
1898,1.3014216371232123e-08,1.527755810748488e-08
1899,1.1607914629507832e-08,9.39688327150634e-09
1900,5.710158568206225e-09,3.633737311048435e-09
1901,1.3412973842719111e-08,1.5089595351014395e-08
1902,7.365425602756659e-09,9.820567470342212e-09
1903,1.5120615870500842e-08,1.0260418292773466e-08
1904,4.837162670412454e-09,1.5586412160928376e-08
1905,4.1286072338664326e-09,9.28936660926638e-09
1906,1.6975809202790515e-08,7.201858220895474e-09
1907,6.685696440911215e-09,3.599990305858114e-09
1908,8.349361202419914e-09,1.178733399775922e-08
1909,1.7603147384193107e-08,1.925344150777164e-08
1910,1.977335806202518e-08,1.3894791983659616e-08
1911,1.9153347352585115e-08,2.5005759018981166e-08
1912,1.1460726589973547e-08,1.2502610502451716e-08
1913,2.227255713194154e-08,1.3257474729133634e-08
1914,1.5402511266415786e-08,1.0045115628187773e-08
1915,1.1780762143587253e-08,2.4739600590351074e-08
1916,4.394984820521586e-09,3.186363950469229e-08
1917,2.1932848426331475e-08,1.2063066989753679e-08
1918,4.594550517822427e-09,1.8378202071289707e-08
1919,1.8415697411455767e-08,2.2098835761319435e-08
1920,1.2115570768855832e-08,3.7103935035531777e-08
1921,6.815472630705699e-09,3.104826362676505e-08
1922,2.1396012073182646e-08,2.877394900124841e-08
1923,2.3355084977083607e-08,3.6094222277682775e-08
1924,3.2229060309418855e-08,1.5469949321555987e-08
1925,1.7597084678300234e-08,1.3197813508725176e-08
1926,1.89484357093761e-08,2.229227691330493e-08
1927,3.0102906833917586e-08,1.1149224765638621e-08
1928,1.82816659588525e-08,2.8565103615818543e-08
1929,1.893869061575515e-08,3.230717782187753e-08
1930,2.10072066408884e-08,2.520864939015155e-08
1931,1.596749932275543e-08,2.5091784650044247e-08
1932,1.6439305028370654e-08,4.164624067826139e-08
1933,1.7205993074753678e-08,4.129438391231588e-08
1934,2.3963160344919743e-08,4.073737258636356e-08
1935,1.555876849579363e-08,4.547947973776445e-08
1936,9.699771652549316e-09,3.031178685830582e-08
1937,1.510934133364117e-08,2.0145789481063048e-08
1938,2.3337385357535823e-08,4.408172937786503e-08
1939,2.2941076593951948e-08,4.5882151411547056e-08
1940,2.2822046474857416e-08,1.0143131667916805e-08
1941,2.066051862925633e-08,5.017554549624492e-08
1942,2.730790527039062e-08,6.068423541449874e-08
1943,2.6129116648121453e-08,4.3548529227166455e-08
1944,1.927911696952833e-08,6.426372145540427e-08
1945,2.178504132643866e-08,4.357007954425285e-08
1946,3.897909195416105e-08,6.82134135843171e-08
1947,2.0265479960812627e-08,3.457052732969146e-08
1948,2.0656587551570738e-08,4.022598387720677e-08
1949,1.9634017078828947e-08,3.632292910893398e-08
1950,1.595304155443955e-08,5.211327058773918e-08
1951,2.4521224162299404e-08,2.9851925820167935e-08
1952,2.2144087452602434e-08,4.745161730212999e-08
1953,2.3702419582605216e-08,3.770839551719973e-08
1954,2.443134050622575e-08,3.127211600784108e-08
1955,4.129667274810345e-08,5.162084093512931e-08
1956,2.8779767902165077e-08,4.534993713889435e-08
1957,4.240818185508033e-08,5.6544243065559385e-08
1958,3.060729980575161e-08,6.452349943231184e-08
1959,1.9376869886400527e-08,3.8753737552355005e-08
1960,2.145458388724819e-08,4.429333255728807e-08
1961,2.431855783413539e-08,6.322824841475949e-08
1962,2.5367825173816527e-08,7.737187157630387e-08
1963,2.198458126656533e-08,7.435961180135564e-08
1964,2.6769461314302134e-08,4.380457330199761e-08
1965,2.3529786119524942e-08,4.1040326692609597e-08
1966,1.495550172592175e-08,4.3204782862460434e-08
1967,2.1693477236794934e-08,6.803863072946115e-08
1968,2.6050212653672133e-08,4.8058150348140316e-08
1969,2.043791091921321e-08,4.496340100246243e-08
1970,1.5175793066646293e-08,3.9089164349803696e-08
1971,2.5178147566862208e-08,4.059334024475447e-08
1972,2.0520587895589415e-08,5.591860219311684e-08
1973,2.260413545229767e-08,5.954260196006089e-08
1974,1.406392957647995e-08,5.738083164175123e-08
1975,1.7134439644905797e-08,5.026102423144607e-08
1976,1.8283285996290033e-08,5.713526718409412e-08
1977,2.52701610747863e-08,6.464460167165953e-08
1978,2.4356424432880885e-08,5.702967831311412e-08
1979,2.57486831856113e-08,6.08605241758653e-08
1980,1.989802811408481e-08,7.504399146540663e-08
1981,1.5181319312773667e-08,7.780425725911755e-08
1982,2.7313010519947056e-08,8.752578217752216e-08
1983,2.462973291983417e-08,7.38891987595025e-08
1984,3.131464509920079e-08,7.538711077614835e-08
1985,2.285912081845254e-08,9.263959288574597e-08
1986,2.3378493807513223e-08,8.811893525972891e-08
1987,3.177624918748734e-08,9.471765949342625e-08
1988,1.2592763276586538e-08,1.0613900336409188e-07
1989,2.57941739079115e-08,7.079677821764108e-08
1990,2.3429199913493903e-08,7.19221935341352e-08
1991,1.6998249918742658e-08,1.0257564042603917e-07
1992,2.3692759754112558e-08,9.256706334781484e-08
1993,3.655877023334142e-08,8.973515974730617e-08
1994,3.5342008430916394e-08,8.070637669277403e-08
1995,2.6027763055935793e-08,8.513248062058665e-08
1996,2.2953797085278893e-08,9.128137357095056e-08
1997,2.924885578181602e-08,8.199269707631629e-08
1998,3.194646680526603e-08,1.0060752941853934e-07
1999,2.0108885223635298e-08,9.551720303591082e-08
2000,2.1206551181762734e-08,8.350079205854399e-08
2001,2.541102794850758e-08,9.112920729137386e-08
2002,2.1467984723244626e-08,1.0733992716893681e-07
2003,1.9584538435424292e-08,1.0125622473822204e-07
2004,2.99525808600265e-08,1.0351259227547871e-07
2005,2.612174831995162e-08,1.1259373700056585e-07
2006,3.74727981977685e-08,1.1241839814601917e-07
2007,3.1955835311237024e-08,1.3980677771030514e-07
2008,3.405951787271988e-08,1.7157481480012393e-07
2009,3.7191902890754136e-08,1.9025088349167163e-07
2010,5.007220593711281e-08,2.3004872673482168e-07
2011,4.244608931003313e-08,2.607948843547092e-07
2012,7.659568268536532e-08,2.6825511767469834e-07
2013,5.857162577171948e-08,2.7640228594805194e-07
2014,6.496335203109993e-08,2.880042053732268e-07
2015,7.159538739642812e-08,2.7219545373213805e-07
2016,5.986172624261599e-08,2.483536754027682e-07
2017,6.641214156388742e-08,2.953327680188522e-07
2018,7.331365736717999e-08,2.777658139052619e-07
2019,6.632568272380013e-08,2.586701626228205e-07
