year,mon_DET are_NOUN,mon_DET quart_NOUN
1878,1.8117265465633636e-09,1.3889904282304855e-08
1879,0.0,2.138263865969492e-08
1880,1.2835692508872398e-09,2.0537108014195837e-08
1881,0.0,1.8128519130300447e-08
1882,0.0,1.5972923872453748e-08
1883,1.2638677882037541e-09,2.654122366330114e-08
1884,1.3203393933736152e-09,5.281357573494461e-09
1885,1.2891271383708158e-09,1.6114089618213256e-08
1886,6.453463874400711e-10,7.098810372863085e-09
1887,6.528924623161458e-10,1.501652691082711e-08
1888,6.340614699951175e-10,2.599652049184442e-08
1889,0.0,1.628935564212952e-08
1890,0.0,2.1629475988049762e-08
1891,0.0,2.7409145841872373e-08
1892,1.8805537127519756e-09,2.1939793315439715e-08
1893,6.158416554491453e-10,1.3548516086814288e-08
1894,0.0,1.3863386882917439e-08
1895,6.018614495673091e-10,1.9259566386153892e-08
1896,5.89702897624278e-10,1.4152869320938066e-08
1897,0.0,1.3401441401050818e-08
1898,5.6583548957434e-10,8.487532454637403e-09
1899,0.0,7.185851913504848e-09
1900,1.5573159428683425e-09,1.764958135197503e-08
1901,5.588738916095792e-10,2.514932445629725e-08
1902,1.4730852093691738e-09,1.5712909029463873e-08
1903,0.0,2.3220946498980766e-08
1904,1.0749250378694342e-09,1.827372564378038e-08
1905,5.160759042333041e-10,1.8062656259587584e-08
1906,0.0,9.773950537805831e-09
1907,5.142843373384665e-10,1.851423608867364e-08
1908,4.911389073214423e-10,3.7817696307840265e-08
1909,0.0,1.2102163438054703e-08
1910,2.137660271017694e-09,2.0842187531400214e-08
1911,2.6601871816467337e-09,5.852411777418354e-09
1912,5.209421227725386e-10,1.0418842122383865e-08
1913,2.121195885607108e-09,1.3787772701334688e-08
1914,0.0,1.4063162190325329e-08
1915,0.0,4.1232666947443875e-08
1916,1.0987462051303964e-09,5.273981917852666e-08
1917,0.0,9.650453325349417e-08
1918,0.0,5.6283244731503146e-08
1919,0.0,3.68313932685993e-08
1920,1.514446346106979e-09,3.407504323149624e-08
1921,1.5145494858259667e-09,1.2116395997630036e-08
1922,0.0,3.09873291470808e-08
1923,3.1847844361720945e-09,1.4862327368803108e-08
1924,1.289162443462999e-09,2.3204924204378585e-08
1925,0.0,4.7292165294976485e-08
1926,1.1146138456652466e-09,1.5604593173179637e-08
1927,0.0,3.6792440649691116e-08
1928,1.1426041224282812e-09,3.999114450703445e-08
1929,0.0,3.4535259541002006e-08
1930,2.100720708497761e-09,2.2057568216382606e-08
1931,2.2810713318222042e-09,2.623232031595535e-08
1932,2.1919073223131136e-09,2.959074962838315e-08
1933,1.1470662197865522e-09,1.1470662419910127e-08
1934,0.0,1.9170528275935794e-08
1935,0.0,1.3165112555668657e-08
1936,0.0,1.9399543305098632e-08
1937,1.2591118148108649e-09,3.14777944820932e-08
1938,0.0,5.186085783037697e-09
1939,0.0,1.8352860564618823e-08
1940,0.0,1.5214697501875207e-08
1941,0.0,4.132103725851266e-08
1942,0.0,5.461581187304887e-08
1943,2.9032352077962287e-09,1.4516175816936538e-08
1944,0.0,3.534504600111177e-08
1945,0.0,6.75336235822499e-08
1946,0.0,4.454753543825518e-08
1947,0.0,2.6225915883415496e-08
1948,1.0871887834440486e-09,4.783630558335972e-08
1949,0.0,5.1048442806234107e-08
1950,1.0635361480382244e-09,3.509669310730601e-08
1951,0.0,2.665350451458437e-08
1952,3.1634410646574906e-09,7.381362632230548e-09
1953,0.0,2.9089333830611963e-08
1954,0.0,3.713563678786613e-08
1955,0.0,1.220129064449793e-08
1956,0.0,2.4419197108827007e-08
1957,8.835037701437898e-10,2.1204090927540165e-08
1958,0.0,3.14345241503311e-08
1959,7.750747821333448e-10,1.1626121398933265e-08
1960,6.920833350854139e-10,2.353083372597098e-08
1961,6.948159270159238e-10,2.4318558167202298e-08
1962,0.0,2.0294259828190775e-08
1963,6.466053248388448e-10,2.651081798532573e-08
1964,1.8251904432275978e-09,3.5895412642261704e-08
1965,0.0,3.173785145804686e-08
1966,5.539074754423723e-10,2.21562994617841e-08
1967,9.860671168482327e-10,3.254021541110319e-08
1968,4.4914158503495116e-10,1.4821672111864359e-08
1969,0.0,1.862120713180815e-08
1970,4.5987250119061684e-10,1.9774516912818285e-08
1971,0.0,2.260894960137705e-08
1972,5.130146862875051e-10,2.3085660938448882e-08
1973,0.0,1.9296213293884534e-08
1974,0.0,2.2502287588821446e-08
1975,0.0,1.4849848462006321e-08
1976,0.0,1.1427053914214724e-08
1977,0.0,1.763034590540613e-08
1978,0.0,1.544553740462362e-08
1979,5.851973350345929e-10,2.282269595532682e-08
1980,2.8425752862659692e-09,1.705545238372963e-08
1981,6.325549528618524e-10,2.5934753011824796e-08
1982,0.0,1.8001756529884005e-08
1983,0.0,3.283964511435755e-08
1984,1.1598016991243298e-09,1.1018116197192285e-08
1985,1.2031116103372597e-09,2.8874678648094232e-08
1986,0.0,8.991728250862252e-09
1987,6.110816852533674e-10,1.3443797020062931e-08
1988,5.996553809062277e-10,1.4391728697660255e-08
1989,0.0,1.7013178421620978e-08
1990,0.0,2.1794604454505873e-08
1991,0.0,2.5790446223084018e-08
1992,0.0,2.9753697949885805e-08
1993,0.0,1.9387225436151567e-08
1994,5.274926606624319e-10,2.215469208088905e-08
1995,1.0844901643380922e-09,1.3013881861034804e-08
1996,1.067618438099771e-09,2.0284750990029465e-08
1997,0.0,3.0687325347500405e-08
1998,4.768129224785866e-10,3.003921378308405e-08
1999,0.0,1.7823784143056187e-08
2000,8.836062992401139e-10,1.988114251005868e-08
2001,4.3812117822561447e-10,2.1029816110740285e-08
2002,1.3143663935011318e-09,2.1029863850330344e-08
2003,0.0,2.6251613771677285e-08
2004,0.0,4.4488390971153535e-08
2005,0.0,2.9724747996340284e-08
2006,1.2353669198716943e-09,3.5825641120368346e-08
2007,3.994479469415779e-10,3.595031405900784e-08
2008,4.257439678578834e-10,4.470311720794484e-08
2009,0.0,4.6251468877045454e-08
2010,9.447586046817946e-10,4.2041759407140944e-08
2011,3.82397197240536e-10,5.621238807762552e-08
2012,3.404252713057332e-10,6.842548128105364e-08
2013,2.789125042035323e-10,6.889139125831889e-08
2014,4.330890368553497e-10,8.380273186503473e-08
2015,0.0,8.977130416809587e-08
2016,0.0,7.208263586022667e-08
2017,5.031222660711876e-10,8.125424688643079e-08
2018,0.0,1.0170978992363189e-07
2019,2.55098775436835e-10,6.581548062101206e-08
