year,en_ADP hôte_NOUN,en_ADP côte_NOUN
1800,0.0,1.446315693875988e-07
1801,0.0,9.048493865293494e-08
1802,0.0,8.727576528144709e-08
1803,0.0,8.386458949516395e-08
1804,2.4718509461507665e-09,2.2493843498949673e-07
1805,0.0,6.538618890772341e-08
1806,0.0,1.0950342499427279e-07
1807,1.1387820464392462e-08,1.3380689267705748e-07
1808,2.2660739951163578e-09,1.1556977685955871e-07
1809,0.0,1.2424667605870354e-07
1810,2.3401267590372754e-09,9.828532032685189e-08
1811,1.7549536934780008e-08,7.771938026479575e-08
1812,1.0668832928217853e-08,1.600324939232678e-08
1813,0.0,6.61420593850437e-08
1814,9.440030979135372e-09,3.1466772298927026e-08
1815,0.0,6.203614311139916e-08
1816,1.622322720606917e-08,5.7940095388175905e-08
1817,3.113746815941454e-09,9.341240669868967e-09
1818,3.5763532135746345e-09,5.48374146092101e-08
1819,4.140420006848444e-09,7.24573512300708e-09
1820,0.0,8.425201425410478e-08
1821,1.0847637454958203e-08,1.3806083276612924e-08
1822,1.9048670196752937e-08,5.514088741165324e-08
1823,4.941343334508019e-09,1.9765373338032077e-08
1824,1.431589158329416e-08,5.136878744593787e-08
1825,2.993850500843109e-08,5.107157075023849e-08
1826,1.4092774947016551e-08,6.341749070326586e-08
1827,8.295545583791863e-09,1.115290046982409e-07
1828,6.420610709767516e-09,4.0358125119599464e-08
1829,0.0,3.5150023336427694e-08
1830,7.305785310052215e-09,4.696576283436116e-08
1831,3.1182412207897414e-09,1.153749238369528e-07
1832,5.411987746839486e-09,4.1942906259251345e-08
1833,1.1583628278799551e-08,1.1931137544607395e-07
1834,1.8669062740173104e-08,9.427876079826092e-08
1835,6.050470346963266e-09,7.033671778344797e-08
1836,1.1425274948351216e-08,3.5619974525502585e-08
1837,1.6698937788106605e-08,8.97567929980525e-08
1838,8.2058102535143e-09,8.837026399532988e-08
1839,9.088918062616358e-09,1.2165166840549801e-07
1840,1.4650284319017715e-08,4.7772665823231364e-08
1841,1.2841097074556274e-09,6.934192375851467e-08
1842,6.708265054555795e-09,5.2995293486901573e-08
1843,8.860366662588604e-09,6.73387887673016e-08
1844,1.811225303072206e-08,3.1833653935109396e-08
1845,8.37034175305007e-09,6.528866824950796e-08
1846,2.6345256642912318e-08,6.147226461195032e-08
1847,5.3932236454556914e-09,2.8044763844548015e-08
1848,2.252662056889676e-08,4.344419884949602e-08
1849,3.6869426622843093e-08,3.6869424846486254e-08
1850,2.4440385715251978e-08,5.6348665289363e-08
1851,1.870337307252612e-08,1.1351012574323249e-07
1852,3.906327350478023e-08,3.5156944022674e-08
1853,2.6276499198729653e-08,8.36070483956064e-08
1854,3.3252252507054436e-08,4.520228069626597e-08
1855,2.1227748447927297e-08,2.865746040470185e-08
1856,3.158085348786699e-08,6.98920556985172e-08
1857,1.8549734193129552e-08,3.905207179855097e-08
1858,2.495774698019204e-08,4.159624467092726e-08
1859,2.0877910733574367e-08,3.71728665626847e-08
1860,1.830873586072812e-08,4.3940964977728925e-08
1861,2.971057178058345e-08,2.7824185899749665e-08
1862,1.8523744316212287e-08,3.930648162508987e-08
1863,4.2454278315062766e-08,4.744889636754124e-08
1864,1.0068928579798353e-08,5.32214812221099e-08
1865,1.694463946932956e-08,2.9182434246877165e-08
1866,1.897589108068587e-08,3.454585240092456e-08
1867,1.261730986357179e-08,8.686532559920579e-08
1868,2.865127013418345e-08,9.039969872670639e-08
1869,1.12320943657096e-08,3.711474505507795e-08
1870,6.307453670473251e-09,3.55511033944822e-08
1871,2.973929724703339e-08,3.5049884328230974e-08
1872,2.0560953384318736e-08,3.749350274695473e-08
1873,1.7359413462259e-08,4.6092233585426357e-08
1874,1.0754296120296658e-08,7.169531207606994e-08
1875,3.3184856362833415e-08,3.833423301013994e-08
1876,3.385768176933368e-08,9.613163753918741e-08
1877,2.783167296627198e-08,5.4426382511962856e-08
1878,1.7513357875031943e-08,1.3467168336056545e-07
1879,3.848874996492668e-08,1.276848943243536e-07
1880,2.5671384351610982e-08,5.0700986520269e-08
1881,1.3945015142624584e-08,9.343160334296385e-08
1882,8.652000671460769e-09,5.590523466381114e-08
1883,1.3270611554094813e-08,6.888079617795029e-08
1884,2.772712726084592e-08,4.357119909315088e-08
1885,2.7716232864349877e-08,6.123354001630332e-08
1886,1.4842966855610484e-08,4.0011476798440526e-08
1887,3.5909084705743055e-08,9.466940703584115e-08
1888,1.4583413587843097e-08,5.452928664162471e-08
1889,1.3156786771162388e-08,6.265136898164769e-08
1890,2.4251230634764198e-08,6.751017966877271e-08
1891,1.529812720946211e-08,3.952016314201501e-08
1892,2.068609084027173e-08,6.958048803795691e-08
1893,2.894455697344256e-08,4.3724757148311255e-08
1894,2.0795079658242344e-08,7.876923846517059e-08
1895,3.6111685863815524e-08,9.810341605742678e-08
1896,2.0049898130647392e-08,7.253345679636425e-08
1897,3.088158351260972e-08,6.525919094002575e-08
1898,2.9423445013776472e-08,1.046795654602306e-07
1899,1.5477219506010442e-08,1.9954558005963463e-07
1900,2.595526638060619e-08,9.811090384559407e-08
1901,2.235495527580511e-08,1.0059730126688038e-07
1902,1.5712907974752e-08,1.1440961467101829e-07
1903,1.944079275340016e-08,1.269051781438435e-07
1904,2.4723275870996986e-08,1.134045914952253e-07
1905,3.1996705729397945e-08,1.465655585786152e-07
1906,2.2119994169678137e-08,2.3251714331706808e-07
1907,2.2628510065736407e-08,1.70742397109791e-07
1908,3.241516921548282e-08,2.097163154246573e-07
1909,2.420432715366516e-08,6.881730243435413e-07
1910,2.6186338430989053e-08,1.1757131446188396e-07
1911,1.649315961582687e-08,3.298632069714813e-07
1912,3.021464323182954e-08,2.828715714997543e-07
1913,1.484837142129436e-08,3.335580416319317e-07
1914,2.5447626228469744e-08,4.17876796277028e-07
1915,4.7123048574349014e-08,1.625745174038684e-07
1916,5.3838564051389426e-08,1.6481193032547026e-07
1917,1.4256351654751143e-08,2.829337528709175e-07
1918,3.560776473676697e-08,3.11280796694291e-07
1919,3.1306683467846597e-08,2.6242368278417416e-07
1920,3.8618381381638756e-08,2.423114189298303e-07
1921,4.165011052714718e-08,2.665607130580838e-07
1922,3.098732825890238e-08,3.2094020063766493e-07
1923,2.3355084977083607e-08,2.7389146772804907e-07
1924,4.1253198190815965e-08,5.904363860054218e-07
1925,3.2994532217500705e-08,4.795205548191461e-07
1926,3.343841470382358e-08,5.985476079217733e-07
1927,3.456259833889419e-08,5.764149122455819e-07
1928,2.2852082781632532e-08,7.346944670416633e-07
1929,5.23599084090165e-08,4.935200088596048e-07
1930,3.886333388436469e-08,6.648780903617535e-07
1931,3.193499864551086e-08,1.317318677251933e-06
1932,3.835837958376942e-08,8.658033863184755e-07
1933,1.8353059516584835e-08,9.910651996847264e-07
1934,4.193553060360955e-08,8.578811332426994e-07
1935,3.949533677882755e-08,7.240811825681703e-07
1936,3.394919900756577e-08,9.699771581495042e-07
1937,3.1477796369472344e-08,8.624915821542345e-07
1938,1.9447821131279852e-08,1.0385136874901946e-06
1939,3.8235127064467633e-08,1.0384660384943345e-06
1940,5.0715659227762444e-08,8.165220819478236e-07
1941,4.132103725851266e-08,1.121570960549434e-06
1942,2.4273694165799498e-08,1.065008319756089e-06
1943,3.774205836748479e-08,1.1235520531727161e-06
1944,6.7476911169706e-08,8.707734266977241e-07
1945,4.357008265287732e-08,9.563632943354605e-07
1946,4.037120238109537e-08,1.1582358681039295e-06
1947,3.457052732969146e-08,1.3601713817479322e-06
1948,3.3702851842676296e-08,1.2165642147010658e-06
1949,3.141442661558358e-08,2.0694253279884833e-06
1950,4.785912754989852e-08,2.0600695407324565e-06
1951,8.529121409139861e-09,2.517156993064873e-06
1952,3.58523338794825e-08,2.12583245939868e-06
1953,3.016671712430252e-08,2.057801083310551e-06
1954,2.834035384147171e-08,2.8008089643094536e-06
1955,2.627970197011109e-08,2.3219993927625637e-06
1956,3.488456679079377e-08,2.5029676109511456e-06
1957,4.859270746893074e-08,2.317430460863079e-06
1958,4.797901065334287e-08,2.746384787144507e-06
1959,3.100299039715537e-08,2.5623971851018723e-06
1960,4.221708238549837e-08,2.6091541514006167e-06
1961,3.821487482014163e-08,2.608339002563298e-06
1962,3.868593489997352e-08,2.489217820311751e-06
