year,en_ADP an_NOUN,en_ADP camps_NOUN
1850,3.91725066606341e-07,1.3577992064028876e-08
1851,4.456562066046388e-07,2.8377531435808123e-08
1852,3.359441413941511e-07,2.0833745395520964e-08
1853,5.482233342846143e-07,5.971931837933653e-09
1854,3.3044426805961535e-07,2.338049043260071e-08
1855,4.1022623520348134e-07,2.1227748447927297e-08
1856,3.748285001270446e-07,1.7602443946884705e-08
1857,3.656250328054611e-07,1.3180074809326925e-08
1858,3.0976968945495287e-07,1.1255455234504552e-08
1859,3.5288760402707453e-07,2.5460867192350634e-08
1860,3.748713676143822e-07,1.1900677776566226e-08
1861,3.2870266553075567e-07,1.6977470096435354e-08
1862,3.6189069990699707e-07,1.3102160245637151e-08
1863,3.995696622460798e-07,1.1987090431375691e-08
1864,3.452204173637341e-07,3.308362295229017e-08
1865,3.8266645119300335e-07,1.0825742080555756e-08
1866,3.824371657135117e-07,1.8002767276925624e-08
1867,3.663872796266787e-07,8.249779526181555e-09
1868,4.5249248004086695e-07,9.87974857480367e-09
1869,3.8775141508740063e-07,1.4650557211837167e-08
1870,4.157185449216172e-07,1.77755516972411e-08
1871,3.887350770170883e-07,5.735435593123839e-08
1872,5.049528292166983e-07,3.1446163006876304e-08
1873,5.453249966036466e-07,2.21482157058972e-08
1874,4.451083851497728e-07,5.974609251779839e-09
1875,3.804815484897972e-07,1.4875970677508121e-08
1876,4.885179869518197e-07,1.6928840551599933e-08
1877,3.525345166899285e-07,3.710889595609501e-09
1878,5.398945350232331e-07,3.6234530931267273e-09
1879,4.1909971393305767e-07,9.774920428640144e-09
1880,4.3577175246056754e-07,1.2193908105473383e-08
1881,4.2741470163143447e-07,2.2312024228199334e-08
1882,4.199548004901743e-07,1.4641846846075168e-08
1883,4.069654357952146e-07,3.09647596452578e-08
1884,3.366865382048445e-07,9.902545450302114e-09
1885,4.202554444443507e-07,1.0957580620640783e-08
1886,4.491610913204269e-07,1.355227396970804e-08
1887,3.3166937818407405e-07,2.0239665943222462e-08
1888,4.7237579248182726e-07,1.3949351895803375e-08
1889,3.2265454574798014e-07,2.6940087494153886e-08
1890,3.454161583427151e-07,9.176140736144589e-09
1891,3.5823116739663874e-07,1.0836173736095134e-08
1892,3.2658949455921515e-07,1.3790726782758611e-08
1893,2.7528121826492224e-07,1.970693297437265e-08
1894,3.610781962315457e-07,1.7014155417882648e-08
1895,2.8167116128408054e-07,2.046328972937772e-08
1896,2.954411550959435e-07,1.7691087705884456e-08
1897,3.018237670904256e-07,2.680288169187861e-08
1898,2.8744442459593955e-07,1.1882545614128048e-08
1899,2.802482299557596e-07,7.738609753005221e-09
1900,2.678583330695261e-07,1.9206897405865675e-08
1901,2.732893396584224e-07,1.8442838367604963e-08
1902,2.7595794294121845e-07,1.7677022512430085e-08
1903,2.9323195738228947e-07,5.940242076007962e-09
1904,2.7410588554488413e-07,1.1286712897629059e-08
1905,2.342984628533884e-07,1.186974607492175e-08
1906,2.453775985733486e-07,1.18316245689698e-08
1907,2.7617068942831224e-07,2.468564730406797e-08
1908,2.1462770916080842e-07,8.840499887696751e-09
1909,2.381925914285432e-07,8.801573692096554e-09
1910,1.9345826018923873e-07,1.0153886620400954e-08
1911,2.745313101293334e-07,2.8197982615552064e-08
1912,2.3181924374560126e-07,1.4586379215586476e-08
1913,2.2484676126532932e-07,1.6439267724877027e-08
1914,2.276892898667171e-07,2.1429579888376793e-08
1915,2.0969756231448144e-07,3.062998032987707e-08
1916,2.64797828997132e-07,1.2086208478478966e-08
1917,2.0836206238161736e-07,2.7416060532914344e-08
1918,2.2857889092620098e-07,3.5607765624945387e-08
1919,2.1822600482224175e-07,5.1563951330990676e-08
1920,2.4761197181533134e-07,7.572231730534895e-09
1921,2.1203692424087706e-07,1.438822039290244e-08
1922,2.0363102271048206e-07,1.8444838545406128e-08
1923,2.2081171513477216e-07,3.927900849021171e-08
1924,1.8950688063235077e-07,2.9650736976805092e-08
1925,2.2106337516092367e-07,1.7597084678300234e-08
1926,2.5859040508890985e-07,2.452150482668003e-08
1927,1.4493992472885964e-07,3.0102906833917586e-08
1928,2.1252436988028478e-07,2.2852082892654835e-08
1929,2.5511530887811773e-07,2.5622934884950155e-08
1930,2.951512604321138e-07,3.466189113510154e-08
1931,1.8704785009759917e-07,1.710803587684495e-08
1932,1.5233756045507363e-07,3.507051715700982e-08
1933,1.5944220788099983e-07,2.867665571670841e-08
1934,2.0009239420915037e-07,3.354842448288764e-08
1935,1.4242258306040867e-07,2.6330225111337313e-08
1936,1.624711774006471e-07,4.122403041151301e-08
1937,2.5434058437134865e-07,4.280980192561401e-08
1938,1.8540257140653438e-07,4.408173026604345e-08
1939,1.8199920415185034e-07,3.364691281149135e-08
1940,2.3329202702981888e-07,4.057252667166722e-08
1941,2.6858673107810205e-07,3.246652724442356e-08
1942,5.006449512734434e-07,3.034211815133858e-08
1943,3.251623377220625e-07,3.4838823381733164e-08
1944,1.670856821789357e-07,7.069009200222354e-08
1945,1.7645882843808636e-07,5.8819608739213436e-08
1946,1.767980171152317e-07,5.290019799986112e-08
1947,1.2874540833429649e-07,6.07964452115084e-08
1948,1.7829895648802108e-07,5.3272248834446145e-08
1949,1.7277934827308883e-07,3.6322930441201606e-08
1950,2.0845308923433947e-07,4.0414374069541736e-08
1951,1.7697927001680824e-07,3.6248767543156646e-08
1952,1.7609822067221614e-07,3.690681538159879e-08
1953,1.8100030263479283e-07,4.3095308654983455e-08
1954,1.3192924086524727e-07,2.9317607896928166e-08
1955,1.9052783706285936e-07,4.880516257799172e-08
1956,1.7965551646348388e-07,4.7094165012140365e-08
1957,2.31477991108342e-07,4.4175187952077977e-08
1958,2.556123281927114e-07,4.880623549752272e-08
1959,2.1082034362684965e-07,5.425523497137874e-08
1960,1.986279155596904e-07,5.6750835142338474e-08
1961,2.0913959231094736e-07,5.975417138870398e-08
1962,2.416285432849108e-07,6.341956293454132e-08
1963,2.133797532000159e-07,5.496145405459174e-08
1964,2.293656092833274e-07,4.867174752121173e-08
1965,2.1450410364609596e-07,5.5267637577571804e-08
1966,2.0549968060556978e-07,3.26805427164345e-08
1967,1.9770645359740158e-07,4.733121983235833e-08
1968,1.8280062505371397e-07,4.626158300879979e-08
1969,1.630491064108508e-07,6.358460780120367e-08
1970,1.692330778291229e-07,5.702419159092642e-08
1971,1.6905328026339816e-07,4.6759417671182746e-08
1972,1.8468528922843674e-07,4.873639625202486e-08
1973,1.3783009528145485e-07,6.009392450323503e-08
1974,2.3852424302361896e-07,8.832147813109259e-08
1975,2.2560346923938823e-07,6.511087491389844e-08
1976,1.5255116581069927e-07,6.627691107041755e-08
1977,1.4280580318271063e-07,6.817067088604745e-08
1978,1.188118274875194e-07,6.653462492067774e-08
1979,1.281582141521298e-07,7.197927232027723e-08
1980,1.5804718556111652e-07,8.186616895500265e-08
1981,1.1449244580186146e-07,5.2502059588732664e-08
1982,1.3904804907483026e-07,7.386928047026231e-08
1983,1.3388469954911386e-07,5.873243935639039e-08
1984,1.786094572242547e-07,4.233276129639307e-08
1985,1.0527226579348792e-07,5.353846788125338e-08
1986,1.0190625043815515e-07,8.931783668231219e-08
1987,1.1305011188289527e-07,5.377518874638554e-08
1988,2.4645836249614916e-07,9.474555184851852e-08
1989,1.053719477228654e-07,8.067539880585173e-08
1990,1.0897301572221352e-07,7.628111120538961e-08
1991,1.1781545167233176e-07,6.447611866633451e-08
1992,1.4160556649489564e-07,7.052728534517883e-08
1993,1.0801454858322401e-07,7.699498638658042e-08
1994,9.283870938681105e-08,6.066165525453471e-08
1995,1.1441371272624679e-07,1.2254739090167277e-07
1996,1.2117468917161034e-07,5.658377588702024e-08
1997,7.719779804293836e-08,1.1843389557952833e-07
1998,8.201181977973704e-08,7.199874829666442e-08
1999,8.27206416420534e-08,8.866189915579525e-08
2000,8.350079627739149e-08,9.675488854554715e-08
2001,1.0339659703428872e-07,1.0471096345554542e-07
2002,1.0602556049787992e-07,8.149071817342701e-08
2003,8.500522735710447e-08,1.0000614736327407e-07
2004,1.0263163519041996e-07,9.690540991869057e-08
2005,9.097574116267992e-08,9.86321140317159e-08
2006,7.782812000423078e-08,9.018179270015025e-08
2007,7.869124660220272e-08,8.94763374503782e-08
2008,7.705965823778804e-08,9.579239446111387e-08
2009,6.53242375747709e-08,9.441021120437654e-08
2010,8.077686158847186e-08,1.0014441187422563e-07
2011,3.7474924913238894e-08,6.65371118202529e-08
2012,3.6765930244708755e-08,8.578717114460233e-08
2013,2.8727987766430374e-08,8.116354166531892e-08
2014,3.3131311125145224e-08,7.405822799455564e-08
2015,2.1722439139115757e-08,7.314698535765274e-08
2016,2.7548822750800284e-08,6.545434416693752e-08
2017,2.440142932158551e-08,6.792150486489845e-08
2018,2.0135440093049795e-08,6.634369498215165e-08
2019,4.28565950505444e-08,6.198900592835344e-08
