year,en_ADP entité_NOUN,en_ADP quantité_NOUN
1869,2.441759683335931e-09,6.0765628404624294e-06
1870,4.587239033071455e-09,6.041393589839572e-06
1871,1.0621177271019633e-09,7.225587069115136e-06
1872,7.256807155187062e-09,6.4984706114046276e-06
1873,5.986004469882289e-10,7.71356553741498e-06
1874,5.974609140757536e-10,8.037641237024218e-06
1875,3.432916173551348e-09,6.93277434038464e-06
1876,1.813804439976252e-09,6.8646450017695315e-06
1877,1.2369631985365004e-09,7.1719127845426556e-06
1878,2.4156354694326865e-09,6.703992312395712e-06
1879,5.498392852132383e-09,7.037331670289859e-06
1880,6.417846254436199e-10,6.244564247026574e-06
1881,6.972507571312292e-10,6.927883532625856e-06
1882,1.9966155395678697e-09,7.181160526670283e-06
1883,3.159669414998234e-09,7.4542922448017634e-06
1884,3.300848483434038e-09,7.655327863176353e-06
1885,1.4824961702686323e-08,7.95133655628888e-06
1886,2.5813855497602844e-09,7.552488568762783e-06
1887,1.3057849246322917e-09,8.061916560109239e-06
1888,6.340614699951175e-09,7.82368442742154e-06
1889,2.5060546970934183e-09,7.906602149887476e-06
1890,3.9326319978272295e-09,7.854121577111073e-06
1891,9.561330394092238e-09,8.537630492355675e-06
1892,1.6924984080901595e-08,9.058627256308682e-06
1893,1.2316833108982905e-09,8.141426405927632e-06
1894,1.1972924873759894e-08,8.022489964787383e-06
1895,1.023164486468886e-08,7.783271939842962e-06
1896,1.8870492723976895e-08,8.267634257208556e-06
1897,2.505486840220783e-08,8.268689271062613e-06
1898,1.584339415217073e-08,8.394735232286621e-06
1899,6.633094074004475e-09,7.641324373253155e-06
1900,1.142031713641245e-08,8.339427040482406e-06
1901,8.38310842965484e-09,7.729784556431696e-06
1902,1.5221880644844532e-08,9.003496415971313e-06
1903,1.296052865029651e-08,8.622531822766177e-06
1904,2.4723275870996986e-08,8.492444976582192e-06
1905,9.28936660926638e-09,7.903702680778224e-06
1906,5.658602919567102e-09,8.238926056947093e-06
1907,1.2857108266928208e-08,7.600608114444185e-06
1908,1.1296195090437777e-08,7.493797511415323e-06
1909,9.351672325408344e-09,7.339412150031421e-06
1910,1.2825961626106164e-08,7.769860530970618e-06
1911,1.5429085564733214e-08,7.277207714651013e-06
1912,1.3544495303108306e-08,7.068142622301821e-06
1913,1.9090762748419365e-08,7.884485057729762e-06
1914,8.036092680185902e-09,6.8588051362894475e-06
1915,2.0027295377644805e-08,8.034479833440855e-06
1916,2.307367097387214e-08,7.337427177844802e-06
1917,1.2063066989753679e-08,8.05154923000373e-06
1918,4.594550517822427e-09,8.00026100478135e-06
1919,2.4861190439651182e-08,7.811938303348143e-06
1920,1.817335615328375e-08,7.83801715442678e-06
1921,8.330022005509363e-09,7.6833093771711e-06
1922,1.549366501762961e-08,7.977761924848892e-06
1923,4.246379248229459e-09,6.789960480091395e-06
1924,1.2891624656674594e-08,6.924091394466814e-06
1925,5.499089184013428e-09,6.344848770822864e-06
1926,2.1177662290483568e-08,7.054391062411014e-06
1927,1.4493992672726108e-08,6.246910743357148e-06
1928,1.3711249025050165e-08,6.868193395348499e-06
1929,2.0052731031228177e-08,6.589550594071625e-06
1930,4.201441416995522e-09,6.950234364921926e-06
1931,9.124285327288817e-09,6.999467586865649e-06
1932,1.53433514782364e-08,7.154385457397439e-06
1933,2.6382522833046096e-08,6.992515864112647e-06
1934,2.3963160344919743e-08,7.81318885856308e-06
1935,1.555876849579363e-08,7.968483259901404e-06
1936,2.0612015205756506e-08,8.05081072030589e-06
1937,2.895957251780601e-08,7.641549927939195e-06
1938,1.1668692678767911e-08,8.174567483365536e-06
1939,1.2235240376412548e-08,8.491257176501676e-06
1940,1.2678914806940611e-08,8.177899871952832e-06
1941,5.9030051957620344e-09,7.629634637851268e-06
1942,9.102635090130207e-09,7.934463610581588e-06
1943,2.322588166236983e-08,7.536798420915147e-06
1944,9.639558484764166e-09,7.550987447757507e-06
1945,4.357008087652048e-09,6.8056465352128725e-06
1946,3.062643116891195e-08,6.657071935478598e-06
1947,1.549713246618012e-08,6.567207947227871e-06
1948,2.391815279167986e-08,6.6818624873121735e-06
1949,3.435953033203987e-08,6.5881940827239305e-06
1950,2.5524867552917385e-08,6.019614374963567e-06
1951,6.396841278899501e-09,6.171885615913197e-06
1952,1.370824520563474e-08,6.3627348936279304e-06
1953,3.663101466599983e-08,6.0775159909098875e-06
1954,6.840775057526116e-09,5.527346274902811e-06
1955,1.407841132561316e-08,5.765578862337861e-06
1956,2.703553825256222e-08,6.0873567235830706e-06
1957,1.8553580005686854e-08,5.980436981189996e-06
1958,2.3989505493204888e-08,6.10491588304285e-06
1959,2.1702094343822864e-08,5.56116174266208e-06
1960,4.0832915715327545e-08,5.508983122126665e-06
1961,2.431855783413539e-08,5.794765002065105e-06
1962,2.7904608401740916e-08,5.508623416972114e-06
1963,3.620989730279689e-08,5.46834144188324e-06
1964,2.6769461314302134e-08,5.069770850241184e-06
1965,2.188817305182056e-08,4.9571240197110455e-06
1966,2.4925835617750636e-08,5.038896233600099e-06
1967,2.267954357648705e-08,4.845040621148655e-06
1968,4.087188543167031e-08,4.629302111425204e-06
1969,3.76965907378235e-08,4.470452040550299e-06
1970,3.4030566808951335e-08,4.6690856834175065e-06
1971,2.8775026805760717e-08,4.464753601496341e-06
1972,3.847610230423015e-08,4.391918537294259e-06
1973,3.914374602231874e-08,4.437577899807366e-06
1974,5.006758740933037e-08,4.608468316291692e-06
1975,4.16938057412608e-08,4.536057531367987e-06
1976,3.8851982964160925e-08,4.05774699174799e-06
1977,4.348818549715361e-08,4.033235200040508e-06
1978,4.81187889533885e-08,3.853067482850747e-06
1979,5.208256226296726e-08,4.156656814302551e-06
1980,3.524793257270176e-08,4.031340267829364e-06
1981,4.427884547908434e-08,3.976240350311855e-06
1982,5.524676893742253e-08,3.988940989074763e-06
1983,5.62063142695024e-08,3.784137334150728e-06
1984,5.161117400120929e-08,3.713105115821236e-06
1985,4.3913573222198465e-08,3.710396185852005e-06
1986,5.2152024920815165e-08,3.5265557016828097e-06
1987,7.699629378521422e-08,3.5809387100016465e-06
1988,4.9771397669928774e-08,3.62791502084292e-06
1989,5.4332410570623324e-08,3.2539076073589968e-06
1990,4.849299273246288e-08,3.5410782857070444e-06
1991,6.740685165596005e-08,3.2888681289477972e-06
1992,5.56504353710352e-08,3.2100933822221123e-06
1993,5.428423222042511e-08,3.0858925583743257e-06
1994,4.272690645734656e-08,3.174450739606982e-06
1995,4.22951167422525e-08,3.091881353611825e-06
1996,6.085424786306248e-08,2.9081925276841503e-06
1997,4.363354122460805e-08,2.9037880722171394e-06
1998,6.913787586881881e-08,3.1321840197051642e-06
1999,5.5756455452637965e-08,3.255811407143483e-06
2000,6.494506266108147e-08,3.1686122383689508e-06
2001,6.790878614992835e-08,3.0576477456634166e-06
2002,5.257465929275895e-08,3.2140640087163774e-06
2003,6.667076490884938e-08,3.127275704173371e-06
2004,5.417893333969914e-08,3.134889993816614e-06
2005,5.989986817667159e-08,3.141365368719562e-06
2006,4.9002888857785365e-08,2.9924706268502632e-06
2007,6.231388027799767e-08,2.967898353745113e-06
2008,5.066353381266708e-08,3.0559901915694354e-06
2009,4.8635563132393145e-08,3.0168353077897336e-06
2010,5.5268380094730674e-08,3.027951379408478e-06
2011,3.976930784688193e-08,3.0500000320898835e-06
2012,3.16595496485661e-08,3.15642319037579e-06
2013,3.876883880593596e-08,2.8242679945833515e-06
2014,3.13989545475124e-08,2.613908918647212e-06
2015,2.6155589694099035e-08,2.760744564511697e-06
2016,2.9205894591655124e-08,2.959116500278469e-06
2017,2.6665480490351e-08,2.5830297545326175e-06
2018,2.2716907466246994e-08,2.553586909925798e-06
2019,2.448948244193616e-08,2.5165493298118236e-06
