year,en_ADP âge_NOUN,en_ADP age_NOUN,en_ADP cage_NOUN
1800,4.2100364225916564e-06,1.19478254401173e-07,1.3802881753122165e-06
1801,5.441002031147946e-06,4.0480102825313224e-08,6.048203786690465e-07
1802,4.701701982412487e-06,2.9091921760482364e-08,9.108009635383496e-07
1803,5.601374141406268e-06,6.4361191931539e-08,1.9386372684948583e-06
1804,5.465262347570388e-06,6.673997310358004e-08,6.377375623145554e-07
1805,6.021215085638687e-06,3.4114532976303735e-08,5.486754162120633e-07
1806,4.4752323447028175e-06,9.509507847837995e-08,3.8902533550100316e-07
1807,4.714557690022048e-06,5.124519120158766e-08,3.957267722398683e-07
1808,4.844865998165915e-06,6.571614541428517e-08,5.551881483434329e-07
1809,5.209324172028573e-06,3.614448895739031e-08,5.24095071341435e-07
1810,5.553120900003705e-06,5.148278958699848e-08,4.961068498232635e-07
1811,6.355439381877659e-06,4.011322829455821e-08,4.788516516640584e-07
1812,5.7131601352011785e-06,4.800974817698034e-08,2.7738965968637785e-07
1813,5.426524694485124e-06,7.764502640839055e-08,2.1280487771946355e-07
1814,4.679108769778395e-06,1.1957373402537996e-07,2.234140765722259e-07
1815,5.9824419622600544e-06,9.979726955933188e-08,2.859056915660574e-07
1816,4.704736056737602e-06,2.7811246638975717e-08,5.654953270095575e-07
1817,5.699713710782817e-06,6.227493631882908e-08,9.138846621681296e-07
1818,5.396716915129218e-06,3.337929710411913e-08,9.727681176130432e-07
1819,5.5398818403773475e-06,3.726378050572521e-08,2.908645004850996e-07
1820,5.395689186116215e-06,1.0917162995838225e-07,3.6548762150090397e-07
1821,5.794610387965804e-06,1.6271455649530253e-07,3.3331829962790493e-07
1822,5.358691851142794e-06,3.709477880420309e-08,6.255984317249386e-07
1823,4.653757059713826e-06,4.743689674402418e-08,6.20632750192307e-07
1824,5.1132997214153875e-06,4.968456579490521e-08,4.2526617871629924e-07
1825,5.177600542083383e-06,8.012952967817455e-08,4.7197173635993295e-07
1826,5.237227469478967e-06,3.5231937256519075e-08,5.346446330101173e-07
1827,4.344100943853846e-06,5.622536392024813e-08,3.5855192653810875e-07
1828,4.391697984829079e-06,6.51233387216621e-08,5.53089785970684e-07
1829,4.560072284220951e-06,4.9724419248775575e-08,2.554806401988685e-07
1830,4.086021363036707e-06,3.6528926106171866e-08,4.4252184783211135e-07
1831,3.872855813824572e-06,7.639691101957169e-08,3.398882881811005e-07
1832,4.5108918129699305e-06,4.7354892895867806e-08,2.54363413887404e-07
1833,4.610284122463781e-06,1.0888610679771205e-07,3.1275797063301525e-07
1834,3.896233010891592e-06,4.480574977705487e-08,4.2472116668079707e-07
1835,4.853990049014101e-06,5.142899794918776e-08,4.742056063378186e-07
1836,4.899426585325273e-06,7.728862810862935e-08,4.2071896499962236e-07
1837,4.727886789623881e-06,6.192522983283766e-08,4.5782923141501897e-07
1838,4.5106708057574e-06,7.258986212121954e-08,4.942422675568992e-07
1839,4.505306606006343e-06,8.11011120482874e-08,4.71225412912446e-07
1840,4.551779511530185e-06,7.516232763959962e-08,3.006493072277294e-07
1841,4.6041755012993235e-06,9.117178922934954e-08,4.0000018364239054e-07
1842,4.3154268496437e-06,6.976595834373711e-08,3.8170026828154846e-07
1843,4.632199761545053e-06,6.084118464588784e-08,4.258882936314379e-07
1844,4.046716185257537e-06,5.817875081692847e-08,3.8639470290036115e-07
1845,4.081378847331507e-06,6.696273535666819e-08,3.861517838821271e-07
1846,4.122154223296093e-06,9.015932223022105e-08,3.524409832866837e-07
1847,4.080513008375419e-06,5.716817241818717e-08,3.0094189185092546e-07
1848,3.5801235753751826e-06,6.677534170052013e-08,3.1778624837164315e-07
1849,3.713756768775056e-06,7.457679385147742e-08,3.14228060460664e-07
1850,3.661305527202785e-06,7.535785506718184e-08,4.3449574249621037e-07
1851,3.5117193419864634e-06,6.320449852381671e-08,2.863550812026716e-07
1852,4.030027412227355e-06,1.0547083917344935e-07,2.3958807093826806e-07
1853,3.882950295519549e-06,8.480143276479168e-08,7.052851289657269e-07
1854,4.1134076127491426e-06,9.144369528257812e-08,4.754032856268964e-07
1855,3.97330359191983e-06,6.63367138997728e-08,5.620046579224436e-07
1856,4.294478458177764e-06,8.024643349813232e-08,3.789702396339578e-07
1857,4.201514911983395e-06,8.396195760873582e-08,4.559329536135692e-07
1858,3.6208309666108107e-06,9.542668594209047e-08,4.042176495744343e-07
1859,3.590491360228043e-06,4.735721281790006e-08,4.903763204389122e-07
1860,3.6782250845135422e-06,5.81302364022207e-08,5.016593644935341e-07
1861,3.5539503642212367e-06,4.998921571131021e-08,3.852942358495426e-07
1862,3.514541504046065e-06,6.460720497480921e-08,4.635453909607179e-07
1863,3.601621074267314e-06,7.042415417490844e-08,4.4352233707911637e-07
1864,3.806055019595078e-06,9.253824750921069e-08,3.845371847610579e-07
1865,3.691578058351297e-06,4.895118116410302e-08,3.901973957276539e-07
1866,3.5786583794106264e-06,6.909170474633797e-08,4.091980359000047e-07
1867,3.2596335586276837e-06,9.60856638698715e-08,5.410884522660808e-07
1868,3.302799768789555e-06,8.644779669886304e-08,5.211567088991842e-07
1869,3.4326255899941316e-06,8.741499435416245e-08,4.2144770784346974e-07
1870,3.4083186619682238e-06,4.931282004960735e-08,4.793664758473426e-07
1871,2.677598786249291e-06,6.691341591924527e-08,3.653684896853804e-07
1872,3.549788061718573e-06,7.256807244004904e-08,4.5717884378237983e-07
1873,3.194730652467115e-06,5.926144391876775e-08,4.96239793035258e-07
1874,2.8421216029528296e-06,9.141151885438958e-08,5.150113064900097e-07
1875,3.0209662327251863e-06,5.2065896039010795e-08,5.240918792281946e-07
1876,3.0725848318979843e-06,7.255217782109469e-08,4.2805785493982285e-07
1877,2.8845981887570815e-06,7.916564426224681e-08,5.683845758497341e-07
1878,2.6759200864034938e-06,9.722932670097606e-08,5.223811943011469e-07
1879,3.0558844628103543e-06,8.247589144971812e-08,5.437299579469368e-07
1880,2.8514491532405373e-06,6.289489329347475e-08,4.627267262691248e-07
1881,2.632121550050215e-06,5.647731349256446e-08,4.204421955034121e-07
1882,3.2192097023653332e-06,6.921600625986457e-08,4.652114189429568e-07
1883,2.5176245799229946e-06,6.256145756999842e-08,4.246595664558761e-07
1884,2.7707321805792162e-06,5.149323545339257e-08,4.990882755961934e-07
1885,2.5892118173942436e-06,6.05889756699618e-08,4.801998356729342e-07
1886,2.774344011413632e-06,6.38892928561674e-08,4.414169367805698e-07
1887,2.4790326733636903e-06,8.030577025586183e-08,5.595288428139611e-07
1888,2.69032284450077e-06,9.891358998537214e-08,4.5906049517263625e-07
1889,2.4991629743453814e-06,6.891650272677907e-08,4.92439764965269e-07
1890,2.4906669295887696e-06,7.209824937071119e-08,5.073095277197126e-07
1891,2.421566250632168e-06,5.6730556918793695e-08,5.704927197314191e-07
1892,2.2447543415182736e-06,4.513328932809202e-08,5.353309386890714e-07
1893,2.0784655134775676e-06,6.651089845544078e-08,5.099169033684348e-07
1894,2.0738366401928943e-06,5.860431362414431e-08,4.637932820017454e-07
1895,2.27804548558197e-06,6.259359164317857e-08,4.754705453802188e-07
1896,2.2674075808026828e-06,6.486731918275979e-08,5.136312477560523e-07
1897,2.140734522981802e-06,6.118049433734285e-08,4.2651543741278886e-07
1898,2.0415343442437006e-06,5.432020577789132e-08,5.341487137044965e-07
1899,2.3077639070834266e-06,6.854197209804624e-08,4.549197054615206e-07
1900,2.223328010586556e-06,6.177353306657807e-08,4.8951630660099e-07
1901,2.0192114789097104e-06,6.259387519413906e-08,5.415487831506027e-07
1902,1.8443025737724383e-06,7.365425691574501e-08,5.111605696495047e-07
1903,2.1347070742194774e-06,7.344299346456751e-08,5.373219114090944e-07
1904,1.939164803843596e-06,6.610789071714862e-08,5.772347257959609e-07
1905,2.1546168227359885e-06,6.089695575584031e-08,4.747898243451232e-07
1906,1.9753667857003165e-06,5.2985101084424e-08,4.588612489975219e-07
1907,1.9815374798781704e-06,7.045695465945911e-08,5.687984989677375e-07
1908,1.974869519472122e-06,5.7463252156608746e-08,5.338679818223113e-07
1909,2.161886641260935e-06,5.6660129699181994e-08,6.298626069600743e-07
1910,2.108801936628879e-06,4.649411078361254e-08,5.873221566865539e-07
1911,2.2350891413225327e-06,7.980561189668833e-08,5.107558993522332e-07
1912,2.087936081807129e-06,6.35549386451828e-08,5.506358382589838e-07
1913,2.094680894515477e-06,4.295421685007739e-08,6.15146816262957e-07
1914,2.0291133751015877e-06,5.960101973068177e-08,5.511419844950183e-07
1915,2.1499890863196924e-06,5.065727737285641e-08,4.1703897180056515e-07
1916,2.3249469904840225e-06,4.504859418830165e-08,5.724467584400372e-07
1917,2.2250874280871358e-06,5.8122050838882444e-08,6.50308987992787e-07
1918,2.0537640921247657e-06,4.364823169566989e-08,6.857366789958519e-07
1919,2.079132173093967e-06,5.5247089680854344e-08,6.114011164015665e-07
1920,2.0846352981607197e-06,4.0132829060013364e-08,6.375819281423389e-07
1921,1.9045460248889867e-06,3.6349187437778596e-08,7.201682628021899e-07
1922,2.1403391201602062e-06,5.0907753901263675e-08,7.15659748351527e-07
1923,1.975628038053401e-06,5.732612162745454e-08,7.229460816660094e-07
1924,2.1516120796150062e-06,6.059063428764944e-08,7.129068135824923e-07
1925,2.0280640455894172e-06,5.279125447898991e-08,8.38061156471781e-07
1926,1.959491100933519e-06,5.9074534153324976e-08,7.155820718196537e-07
1927,2.0113202481297776e-06,3.9022288067513955e-08,7.09090723916006e-07
1928,1.951567810465349e-06,4.341895665227469e-08,6.752790140396314e-07
1929,1.7323332031082828e-06,4.6789706109606755e-08,5.614764768679947e-07
1930,1.983080437639728e-06,5.7769820926978355e-08,6.26014776017314e-07
1931,1.8145922240364598e-06,4.219981875053236e-08,6.820403486429427e-07
1932,1.8992876675838488e-06,5.479768339089475e-08,5.797594626599789e-07
1933,1.8123646441381425e-06,5.1617979668350245e-08,7.857403723221523e-07
1934,1.7696794429866713e-06,3.474658250013363e-08,6.865445598691622e-07
1935,1.9005635749635985e-06,3.7101681726881e-08,6.666334373406357e-07
1936,1.8235571133118356e-06,3.758661559771781e-08,7.068708463009443e-07
1937,1.7640156784182182e-06,2.266401277761787e-08,6.975479225346248e-07
1938,2.035538727795938e-06,6.093650684046992e-08,6.923424393789901e-07
1939,1.7894038819576963e-06,7.035263305255057e-08,6.102326350898579e-07
1940,1.9094445633527357e-06,5.832300775665544e-08,6.390172870851529e-07
1941,1.9214282929169713e-06,6.49330580415608e-08,6.69991068846798e-07
1942,1.957066615432268e-06,6.675266095435006e-08,6.948345170343373e-07
1943,2.3051686639519176e-06,1.4516176261025748e-08,6.241955796681964e-07
1944,2.5737620035215514e-06,4.4984606262232774e-08,6.522768050132299e-07
1945,1.777659349500027e-06,5.010559478435539e-08,7.34155849890783e-07
1946,1.8682121663005091e-06,4.872386583087973e-08,6.835262409410348e-07
1947,1.8525033738114871e-06,2.9802176948479087e-08,6.937947132357181e-07
1948,2.139587422789191e-06,5.979538375555649e-08,6.99062377762516e-07
1949,2.457197069816175e-06,6.282885400832328e-08,6.03746020733098e-07
