year,en_ADP arrières_NOUN,en_ADP carrières_NOUN
1919,4.603924352863942e-09,4.6960025201769895e-08
1920,1.514446346106979e-09,4.240449769099541e-08
1921,3.0290989716519334e-09,2.9533714140939082e-08
1922,2.2133805899215986e-09,3.172512208493572e-08
1923,2.1231896241147297e-09,2.9724654737606215e-08
1924,1.289162443462999e-09,3.351822286390416e-08
1925,0.0,3.189471442510694e-08
1926,1.1146138456652466e-09,4.904300965336006e-08
1927,3.3447675740205796e-09,3.7907366134959375e-08
1928,1.1426041224282812e-09,5.141718517620575e-08
1929,1.1140406375176326e-09,3.5649300400564243e-08
1930,2.100720708497761e-09,4.20144132817768e-08
1931,2.2810713318222042e-09,4.219981875053236e-08
1932,5.4797681947604815e-09,6.13734059129456e-08
1933,2.2941324395731044e-09,4.7029715233293246e-08
1934,2.3963160344919743e-09,5.751158482780738e-08
1935,3.590485242455088e-09,5.0266791618014395e-08
1936,6.0623572828433225e-09,2.7886843056990074e-08
1937,1.2591118148108649e-09,5.5400921183945684e-08
1938,1.2965214457594243e-09,4.019216603978748e-08
1939,1.5294050470515685e-09,5.352917753498332e-08
1940,2.5357829169792012e-09,4.057252667166722e-08
1941,0.0,3.246652724442356e-08
1942,1.517105907566929e-08,7.58552971547033e-08
1943,5.806470415592457e-09,8.129058670647282e-08
1944,0.0,3.534504600111177e-08
1945,8.714016175304096e-09,4.574858536443571e-08
1946,5.568441707737293e-09,4.872386583087973e-08
1947,2.3841741914054637e-09,3.2186353138285995e-08
1948,1.0871887834440486e-09,4.4574740343250596e-08
1949,1.9634016634739737e-09,5.2030145525350235e-08
1950,0.0,4.679559140186029e-08
1951,0.0,7.143139413301469e-08
1952,1.0544803918932644e-09,4.639713679921442e-08
1953,1.0773827385790469e-09,7.649417455013463e-08
1954,9.772536113672459e-10,5.472620046020893e-08
1955,4.6928039232341234e-09,8.07162265914485e-08
1956,2.616342476002842e-09,7.849027383599605e-08
1957,1.7670075402875796e-09,5.6544241289202546e-08
1958,2.4816730892496253e-09,4.715178647529683e-08
1959,3.8753737996444215e-09,5.968075811324525e-08
1960,2.7683333403416555e-09,4.775375117560543e-08
1961,2.779263708063695e-09,6.044898270829435e-08
1962,3.805173953708163e-09,9.068997997019324e-08
1963,3.2330267352165265e-09,8.147227248400668e-08
1964,3.041984220075733e-09,4.6846555079582686e-08
1965,3.2832261354087677e-09,5.307882133820385e-08
1966,2.769537488234164e-09,3.1572724878969893e-08
1967,3.944268467392931e-09,3.894965061590483e-08
1968,2.245707841908029e-09,3.458390196442451e-08
1969,2.2708788183223305e-09,4.087582183842642e-08
1970,2.7592350626548523e-09,3.357069289222636e-08
1971,2.569198631618974e-09,3.7510300643361916e-08
1972,0.0,4.2067203054330093e-08
1973,2.205281512956958e-09,5.127279578687194e-08
1974,3.3753431161187564e-09,5.62557183059198e-08
1975,5.140332159925265e-09,6.396857799018107e-08
1976,4.570821499072508e-09,5.142174330785565e-08
1977,1.7630346071939584e-09,5.994317575641617e-08
1978,3.5643548113029055e-09,4.81187889533885e-08
1979,2.925986564150662e-09,4.447499790671827e-08
1980,3.97960553399912e-09,6.367368854398592e-08
1981,3.795329828193417e-09,3.921840630027873e-08
1982,6.2075020679230875e-09,4.407326770206055e-08
1983,1.89459470334441e-09,4.547027643297952e-08
1984,2.8995041922996734e-09,4.5812168281145205e-08
1985,2.4062232206745193e-09,3.428868211585723e-08
1986,1.1988970927134801e-09,3.5367463624425e-08
1987,6.721898593298192e-09,4.0942474299754394e-08
1988,0.0,4.017691068725071e-08
1989,5.488122178931576e-10,6.036934507847036e-08
1990,3.2691906959314565e-09,3.214704236143007e-08
1991,1.1722930404189924e-09,3.51687923227928e-08
1992,3.30596661157756e-09,4.297756461824065e-08
1993,3.877445031719162e-09,5.539207492688547e-08
1994,1.0549853213248639e-09,4.008944287647864e-08
1995,2.1689803286761844e-09,2.4401028753118226e-08
1996,4.270473752399084e-09,2.882569738460461e-08
1997,1.438468344439059e-09,3.4043750929413363e-08
1998,6.198567881199324e-09,2.288702027897216e-08
1999,4.570201106446348e-09,2.3308025731694215e-08
2000,3.5344251969604557e-09,2.6949992459890382e-08
2001,2.190605918883648e-09,2.4096664219541708e-08
2002,6.571832411594869e-09,2.8039817578928705e-08
2003,1.6667691671301554e-09,3.2918691772465536e-08
2004,3.0833537945085254e-09,2.8631143678126136e-08
2005,2.251874686720612e-09,2.1617998058331978e-08
2006,2.8825228870488218e-09,1.6059770402421236e-08
2007,5.592271090648637e-09,1.8774054311165855e-08
2008,4.6831836186811415e-09,2.0435710013089192e-08
2009,2.860915504498962e-09,2.7655516987579176e-08
2010,2.8342759250676863e-09,2.220182793166714e-08
2011,3.4415748029203996e-09,1.606068167347985e-08
2012,2.7234021704458655e-09,2.0765941854961056e-08
2013,5.020424964641279e-09,6.414987652192394e-09
2014,4.547434873103384e-09,8.012147389990787e-09
2015,4.211493376260478e-09,1.4629397249166232e-08
2016,4.556948152156792e-09,1.0770968117412849e-08
2017,3.773417134311785e-09,1.2326495379966218e-08
2018,6.453666934191915e-09,1.2132893800753664e-08
2019,4.08158040698936e-09,8.418259866971312e-09
