year,en_ADP arrières_NOUN,en_ADP carrières_NOUN
1800,3.144164484325529e-09,6.288328791015374e-08
1801,2.3811825844433088e-09,2.3811825844433088e-09
1802,2.2378401354217203e-09,4.4756802708434407e-08
1803,3.900678446910888e-09,8.191424427650418e-08
1804,4.943701892301533e-09,4.449331569844617e-08
1805,8.528632911009026e-09,2.55858996212055e-08
1806,2.881669125542885e-09,2.5935023018064385e-08
1807,0.0,4.27043254092041e-08
1808,2.2660739951163578e-09,4.985362878073829e-08
1809,1.3554183553310395e-08,6.777091243748146e-08
1810,0.0,2.8081521108447305e-08
1811,0.0,2.0056614147279106e-08
1812,5.3344164641089264e-09,2.9339290108509886e-08
1813,0.0,1.0352670187785407e-07
1814,0.0,2.8320094713762956e-08
1815,0.0,8.091670444798638e-09
1816,4.6352077731626196e-09,6.952811659743929e-09
1817,1.556873407970727e-09,3.269434145636296e-08
1818,4.768470951432846e-09,2.741870730460505e-08
1819,1.035105001712111e-09,2.898294049202832e-08
1820,1.1866481131050932e-09,8.306536791735653e-09
1821,1.1833785507064931e-08,1.0058717947458717e-07
1822,4.010246357211145e-09,3.5089655625597516e-08
1823,4.941343334508019e-09,1.581229902569703e-08
1824,9.263223965660927e-09,1.431589158329416e-08
1825,2.641632912414593e-09,2.7296874094417944e-08
1826,7.0463874735082754e-09,7.0463874735082754e-09
1827,9.217273166939322e-09,5.069500019772022e-08
1828,1.8344602503717056e-09,6.695779575238703e-08
1829,8.57317605795771e-10,4.029392641768936e-08
1830,5.218417697960831e-09,1.982998831806526e-08
1831,6.236482441579483e-09,9.354723218280014e-09
1832,5.411987746839486e-09,9.470978667991403e-09
1833,5.791814139399776e-09,2.3167256557599103e-08
1834,1.120143711119681e-08,1.5868701908061666e-08
1835,6.050470346963266e-09,2.571449897459388e-08
1836,1.008112526790228e-08,2.4866775305554256e-08
1837,1.6003149028165353e-08,3.2006298056330706e-08
1838,1.4517972601879592e-08,1.8936486156917454e-08
1839,4.194885327990505e-09,3.635567225046543e-08
1840,5.095750932326837e-09,2.1019973317493168e-08
1841,1.8619591202195807e-08,4.6227949468402585e-08
1842,0.0,2.0795621225033756e-08
1843,2.3627644285539873e-09,2.4809025944705354e-08
1844,1.097712254427563e-09,1.866110821424627e-08
1845,1.674068439427856e-09,3.236532108985557e-08
1846,9.367202125076801e-09,2.751615646445771e-08
1847,9.168480197274675e-09,1.5101026207275936e-08
1848,2.413566457803995e-09,1.528592186161859e-08
1849,4.1897072478036534e-09,8.379414495607307e-09
1850,1.425689166723032e-08,3.733947906425783e-08
1851,6.449438760824933e-10,2.644269869733762e-08
1852,1.9531636308300904e-09,1.6276363368206148e-08
1853,1.7915795513800958e-09,3.1054046445433414e-08
1854,1.558699391779328e-09,2.4939190268469247e-08
1855,6.368324534378189e-09,4.139410947345823e-08
1856,0.0,1.1389816201301528e-08
1857,1.9526036343364694e-09,2.39193944651106e-08
1858,0.0,2.6425849952715907e-08
1859,0.0,2.1387128512628806e-08
1860,4.577183909670879e-10,2.6089947979812678e-08
1861,8.488735048217677e-09,8.960331143725853e-09
1862,1.3553959066214816e-09,3.5240294238292336e-08
1863,1.9978483312144135e-09,1.9978482868054925e-08
1864,4.794728170054441e-09,2.3014694150447212e-08
1865,4.706844358715045e-10,3.012380389577629e-08
1866,0.0,2.578774882522339e-08
1867,2.426405742994575e-09,4.076361648230886e-08
1868,8.397785578040384e-09,3.408512938563035e-08
1869,3.4184632902167778e-09,2.0510780629479086e-08
1870,4.013834153937523e-09,2.408300403544672e-08
1871,2.2304472935275044e-08,1.911811864374613e-08
1872,9.071008832961525e-09,1.4513614310374123e-08
1873,1.4366410283628284e-08,2.0352414864532875e-08
1874,6.572069999322139e-09,1.1351757756017378e-08
1875,6.293679799540541e-09,1.4875970677508121e-08
1876,6.04601479992084e-09,3.3857681103199866e-08
1877,6.184816214727107e-09,2.72131899237138e-08
1878,7.2469061862534545e-09,4.166971123709118e-08
1879,4.27652757650776e-09,1.710611030603104e-08
1880,4.492492600149944e-09,3.658172431642015e-08
1881,2.7890030285249168e-09,2.091752193678076e-08
1882,1.9966155395678697e-09,1.5972924316542958e-08
1883,5.0554711528150165e-09,3.159669414998234e-09
1884,1.3203393933736152e-09,1.9144920315739e-08
1885,5.156508553483263e-09,2.3848851782304337e-08
1886,2.5813855497602844e-09,2.3232470169887165e-08
1887,1.3057849246322917e-09,1.1099172247952538e-08
1888,6.340614699951175e-10,3.297119732792453e-08
1889,3.132568426877924e-09,2.0674951528576457e-08
1890,6.554386478008212e-10,3.47382496102e-08
1891,2.5496880162734215e-09,2.039750413018737e-08
1892,2.5074049503359674e-09,4.325273650351846e-08
1893,5.542574843531156e-09,2.8328715373504565e-08
1894,5.041231432301174e-09,3.969969597505951e-08
1895,3.611168697403855e-09,1.6852119699706236e-08
1896,4.1279202278587945e-09,2.6536630670648265e-08
1897,5.826713556089658e-10,2.155884004650943e-08
1898,6.224190496340043e-09,1.810673566637888e-08
1899,7.185851913504848e-09,4.2009595802028343e-08
1900,2.595526460424935e-09,3.73755817406618e-08
1901,3.353243460679778e-09,3.017919070202879e-08
1902,4.910283735171106e-09,2.258730624760119e-08
1903,7.560307935250421e-09,3.834156458992766e-08
1904,3.2247751136083025e-09,4.460938995975994e-08
1905,2.580379465655369e-09,2.5287718585786934e-08
1906,4.115347618238729e-09,4.3211148437194424e-08
1907,0.0,4.6285588695127444e-08
1908,5.40252820258047e-09,2.9468335327464956e-08
1909,1.1001967115120692e-09,3.080550925460557e-08
1910,0.0,3.634022505139001e-08
1911,4.25629931299909e-09,3.2454281040372734e-08
1912,5.2094213387476884e-09,2.6047105805560022e-08
1913,6.363587878865928e-09,2.598464909908671e-08
1914,6.696743715117748e-10,3.4823067096567684e-08
1915,4.712304768617059e-09,8.246533234057551e-09
1916,0.0,1.7579939282086343e-08
1917,1.0966424435210342e-09,3.180263163926611e-08
1918,3.44591288836682e-09,8.499918635607173e-08
