year,bon_ADJ art_NOUN,bon_ADJ quart_NOUN
1884,2.6406787867472303e-09,1.8088650044489896e-07
1885,8.379326621454908e-09,1.8241149235542764e-07
1886,3.2267319372003556e-09,1.2003443167207806e-07
1887,8.48760173255414e-09,1.482065954405698e-07
1888,8.876860135842435e-09,1.8895031583809896e-07
1889,5.6386229019267375e-09,1.440981467482061e-07
1890,2.6217545912032847e-09,1.4812912851880355e-07
1891,7.649063937797962e-09,1.287592459320308e-07
1892,0.0,1.3602672410684136e-07
1893,7.3900996988562895e-09,1.36716849619134e-07
1894,3.150769645188234e-09,1.7455263479071448e-07
1895,2.0463289063243906e-08,1.703267904495931e-07
1896,3.538217441256819e-09,1.6924473222879044e-07
1897,1.1653427223201618e-08,1.6256530521729928e-07
1898,5.375437173160691e-08,1.5334141778566845e-07
1899,9.949641111006713e-09,1.9567627340677518e-07
1900,1.1939421895590385e-08,1.360055952304151e-07
1901,5.588738860584641e-09,1.6598554375413244e-07
1902,1.1293652624200234e-08,1.6793170676265845e-07
1903,1.3500550677392198e-08,1.4472590281755515e-07
1904,1.0749250378694342e-08,1.0534265193484771e-07
1905,8.25721468977747e-09,1.56887072888523e-07
1906,5.658602919567102e-09,1.9805109729986725e-07
1907,5.657127766234282e-09,1.5428529875904928e-07
1908,3.437972351250096e-09,1.6207583986016516e-07
1909,1.3752459060434319e-08,1.9473481494003408e-07
1910,7.481810948561929e-09,1.8383877886662958e-07
1911,1.1172786029689519e-08,1.5003454634232583e-07
1912,8.856015976110854e-09,1.8285067815426714e-07
1913,1.1136278843526526e-08,1.6969566818403337e-07
1914,3.3483718020477227e-09,1.2455943476652465e-07
1915,2.3561523843085297e-09,1.4843760709482012e-07
1916,2.197492410260793e-09,2.3073669819240195e-07
1917,3.2899273305631027e-09,1.820426462906255e-07
1918,3.44591288836682e-09,2.1020068707855444e-07
1919,4.603924352863942e-09,2.292754217592119e-07
1920,1.590168707821249e-08,1.5068741276991204e-07
1921,8.330022005509363e-09,1.7871684665493603e-07
1922,1.8444838545406128e-08,1.3649180630181945e-07
1923,6.369568872344189e-09,1.486232745762095e-07
1924,6.445812328337297e-09,1.8821771785582087e-07
1925,9.898360131543882e-09,1.6827212889758414e-07
1926,3.343841648018042e-09,1.683066841451364e-07
1927,2.2298449753321847e-09,2.0737557804295648e-07
1928,2.2852082448565625e-09,1.8167405180236074e-07
1929,1.1140406375176326e-09,1.9718519639333465e-07
1930,1.7856126022230967e-08,1.754101734974256e-07
1931,3.649714308551211e-08,2.0529642252853364e-07
1932,8.767629400274757e-09,1.6110519140966062e-07
1933,1.0323595756034365e-08,1.6632459676202416e-07
1934,3.5944740517379614e-09,1.5576054401833517e-07
1935,4.787313656606784e-09,1.7473694402525553e-07
1936,2.424942913137329e-09,1.7217094239185826e-07
1937,5.0364472592434595e-09,1.5361163807625644e-07
1938,3.8895642262559704e-09,1.5039648815218243e-07
1939,1.070583532936098e-08,1.6211693765200152e-07
1940,1.2678914806940611e-08,1.749690170527174e-07
1941,8.854508237732261e-09,1.7709015764921787e-07
1942,1.8205270846394228e-08,1.790184951389051e-07
1943,5.806470415592457e-09,1.306455887917224e-07
1944,9.639558484764166e-09,2.570548929270444e-07
1945,8.714016175304096e-09,2.65777487129526e-07
1946,4.1763312808029696e-09,2.3387454550771736e-07
1947,7.152522574216391e-09,1.573554917477793e-07
1948,7.61032148410834e-09,1.7177582378735679e-07
1949,1.570721330779179e-08,1.659074415627515e-07
1950,1.1698897406375863e-08,1.9037297560586808e-07
1951,9.595261474260042e-09,2.537413581471526e-07
1952,4.2179215675730575e-09,1.8347958707920498e-07
1953,1.2928592862948562e-08,2.3810158378267943e-07
1954,1.074978994708431e-08,2.032687578257253e-07
1955,6.569925492527773e-09,2.1586898046876968e-07
1956,7.849027428008526e-09,1.8750453989468951e-07
1957,1.0602045241725477e-08,1.8641930027429865e-07
1958,1.0753916424022236e-08,2.3079559241523384e-07
1959,1.5501495642666896e-09,1.7439182953271626e-07
1960,1.7302083321624195e-08,2.3046375524637952e-07
1961,6.94815938118154e-09,2.160877556889318e-07
1962,5.707760764028791e-09,2.2831043589022215e-07
1963,1.0345684975376912e-08,1.9980104193351167e-07
1964,9.734349104562057e-09,2.147640851823951e-07
1965,4.924839203113152e-09,1.8769108811600432e-07
1966,4.985167390003653e-09,2.437192847537517e-07
1967,9.367637721080513e-09,2.1299049657308444e-07
1968,4.491415767082785e-09,2.0391028598965022e-07
1969,1.8621207159563724e-08,1.8666624157503975e-07
1970,1.241655755990223e-08,1.6095537491711553e-07
1971,3.0830383801472294e-09,1.860099879680277e-07
1972,6.15617617993891e-09,2.0828396429806162e-07
1973,6.615844760915479e-09,1.9682137519794196e-07
1974,7.875800456247362e-09,1.648292453637623e-07
1975,1.7134440533084216e-09,1.7248670758363005e-07
1976,2.285410694025103e-09,1.816901544771099e-07
1977,4.11374712072643e-09,1.8746934460356357e-07
1978,7.72276864680066e-09,2.0435633985016466e-07
1979,8.777959692451986e-09,2.1944900374659682e-07
1980,7.390696055153967e-09,1.859044260754672e-07
1981,6.3255494731073725e-09,2.1506868247422872e-07
1982,8.069752865935698e-09,2.1664183691427752e-07
1983,7.578379479511455e-09,2.254567794679474e-07
1984,2.3196033982486597e-09,2.018054914287859e-07
1985,7.82022557821449e-09,2.165600883063945e-07
1986,4.7955883708539204e-09,2.3198658827272567e-07
1987,7.944062296871834e-09,2.2182264558523457e-07
1988,2.2187249371086182e-08,2.5065594400075497e-07
1989,2.524536246717446e-08,2.3434282392376105e-07
1990,2.0704874259536155e-08,2.408303810264023e-07
1991,8.7921980806982e-09,2.0515128906772873e-07
1992,8.264915862810085e-09,2.2866268523102917e-07
1993,1.2740176913439427e-08,2.0993596194784914e-07
1994,6.857404422078162e-09,2.5425146077395766e-07
1995,7.0491861237087505e-09,2.3424986900222322e-07
1996,1.014237493990322e-08,2.0391512034478865e-07
1997,4.794894592485832e-09,2.1433177721519314e-07
1998,1.0489884516573511e-08,2.2171800329040536e-07
1999,6.398281460207045e-09,2.0748712636908806e-07
2000,8.394259953803385e-09,2.3548108363247167e-07
2001,7.448060113102173e-09,2.0504070724625123e-07
2002,1.0076809109360596e-08,1.9058313832642781e-07
2003,9.167230752282762e-09,2.2126361276519901e-07
2004,6.166707589017051e-09,2.405016061857168e-07
2005,6.7556245042510454e-09,1.8960786007937713e-07
2006,6.176834932425379e-09,2.548973878080396e-07
2007,8.787855249048349e-09,2.652334288311131e-07
2008,7.237647453584017e-09,3.141990589927701e-07
2009,1.192048149079028e-08,3.070716023678699e-07
2010,3.7790344187271785e-09,4.2136234945644446e-07
2011,6.118355155848576e-09,4.997931117300958e-07
2012,7.148930780687124e-09,6.165101523736283e-07
2013,1.059867527075653e-08,5.756754196672986e-07
2014,6.279790909502481e-09,6.349085213130934e-07
2015,3.768178213903184e-09,5.831809795076026e-07
2016,9.528163813499191e-09,5.77903868759222e-07
2017,3.5218559180094644e-09,5.974576726686109e-07
2018,4.130346731301415e-09,6.378804400242188e-07
2019,7.1427654901867754e-09,5.714212534257967e-07
