year,en_ADP hôtes_NOUN,en_ADP côte_NOUN
1903,2.214090244478939e-08,1.269051781438435e-07
1904,1.7736262236667244e-08,1.134045914952253e-07
1905,3.6641388589941926e-08,1.465655585786152e-07
1906,1.4918134283448126e-08,2.3251714331706808e-07
1907,6.1714118260169926e-09,1.70742397109791e-07
1908,2.504808449543816e-08,2.097163154246573e-07
1909,2.9155213354670195e-08,6.881730243435413e-07
1910,1.0153886620400954e-08,1.1757131446188396e-07
1911,1.8089272302290738e-08,3.298632069714813e-07
1912,1.719108944087111e-08,2.828715714997543e-07
1913,1.113627856597077e-08,3.335580416319317e-07
1914,1.1384464038144415e-08,4.17876796277028e-07
1915,1.4136913861761968e-08,1.625745174038684e-07
1916,3.29623865980011e-08,1.6481193032547026e-07
1917,1.0966424213165737e-08,2.829337528709175e-07
1918,1.378365155346728e-08,3.11280796694291e-07
1919,5.7088658744763876e-08,2.6242368278417416e-07
1920,1.9687803387569147e-08,2.423114189298303e-07
1921,1.060184651180407e-08,2.665607130580838e-07
1922,2.656056830030451e-08,3.2094020063766493e-07
1923,7.431163684401554e-09,2.7389146772804907e-07
1924,9.02413699321869e-09,5.904363860054218e-07
1925,1.4297631523163545e-08,4.795205548191461e-07
1926,2.11776637337735e-08,5.985476079217733e-07
1927,3.4562596340492746e-08,5.764149122455819e-07
1928,1.3711249025050165e-08,7.346944670416633e-07
1929,1.1140405931087116e-08,4.935200088596048e-07
1930,1.05036033204442e-08,6.648780903617535e-07
1931,1.596749932275543e-08,1.317318677251933e-06
1932,1.3151444377967891e-08,8.658033863184755e-07
1933,8.02946331646126e-09,9.910651996847264e-07
1934,9.585264137967897e-09,8.578811332426994e-07
1935,2.393656828303392e-08,7.240811825681703e-07
1936,1.576212937948185e-08,9.699771581495042e-07
1937,1.3850230295986421e-08,8.624915821542345e-07
1938,7.779128452511941e-09,1.0385136874901946e-06
1939,1.988226472349197e-08,1.0384660384943345e-06
1940,1.2678914806940611e-08,8.165220819478236e-07
1941,1.1806010391524069e-08,1.121570960549434e-06
1942,3.3376331032286544e-08,1.065008319756089e-06
1943,2.0322646676618206e-08,1.1235520531727161e-06
1944,2.2492303131116387e-08,8.707734266977241e-07
1945,2.6142048525912287e-08,9.563632943354605e-07
1946,3.6194869323935563e-08,1.1582358681039295e-06
1947,1.0728784083369192e-08,1.3601713817479322e-06
1948,3.805160786463091e-08,1.2165642147010658e-06
1949,1.4725512254010198e-08,2.0694253279884833e-06
1950,1.595304155443955e-08,2.0600695407324565e-06
1951,3.3050344683260846e-08,2.517156993064873e-06
1952,7.381362632230548e-09,2.12583245939868e-06
1953,1.1851210235391818e-08,2.057801083310551e-06
1954,2.5408594339637602e-08,2.8008089643094536e-06
1955,3.003394510869839e-08,2.3219993927625637e-06
1956,1.2209598665435806e-08,2.5029676109511456e-06
1957,2.03205861026845e-08,2.317430460863079e-06
1958,2.3989505493204888e-08,2.746384787144507e-06
1959,1.5501495198577686e-08,2.5623971851018723e-06
1960,1.3564833523105335e-07,2.6091541514006167e-06
1961,2.36237411854745e-08,2.608339002563298e-06
1962,2.0294261215969556e-08,2.489217820311751e-06
1963,1.2932106940866106e-08,2.50171608229266e-06
1964,2.5552667537454e-08,2.5357980142359793e-06
1965,1.3132904541635071e-08,3.5163350311506747e-06
1966,1.6063316343739587e-08,3.20712432255732e-06
1967,2.218651040664099e-08,3.1726708833446082e-06
1968,1.257596426995633e-08,2.8920226959883166e-06
1969,1.862120768691966e-08,3.0502444765545533e-06
1970,1.1496812390987543e-08,3.3520106228479563e-06
1971,1.1818314327172175e-08,4.115342502331032e-06
1972,1.3338381954497436e-08,4.97675531363484e-06
1973,7.718485461882807e-09,4.480580692245439e-06
1974,2.925297337696975e-08,4.916749830385925e-06
1975,1.6563292515314743e-08,5.0078256919050546e-06
1976,1.4855169538918744e-08,4.747369700908166e-06
1977,1.645498848290572e-08,5.7627723322184465e-06
1978,1.7227715365386587e-08,5.906136088640324e-06
1979,1.7555919384903973e-08,5.0344524709089455e-06
1980,1.5349907178663358e-08,4.805658001316715e-06
1981,2.213942412732095e-08,5.254001653298701e-06
1982,1.1794254461960918e-08,4.626451342915061e-06
1983,1.515675762675528e-08,5.6604179832220325e-06
1984,1.6817124248724724e-08,5.0404982552265665e-06
1985,1.3835783740923091e-08,4.999530467841851e-06
1986,1.1389522214244607e-08,4.699676772190742e-06
1987,1.5277041853778428e-08,4.8935420267071095e-06
1988,1.9188972188999287e-08,4.172402082502913e-06
1989,9.878619700032232e-09,3.6496011794895367e-06
1990,2.0160008773473237e-08,4.18347423547516e-06
1991,1.4653663171770859e-08,4.07782136591095e-06
1992,2.2039776725879534e-08,4.0509110021957895e-06
1993,1.3848018731721368e-08,4.239155277474538e-06
1994,1.793475057354499e-08,4.063275877541628e-06
1995,6.506940763983948e-09,4.894304165503627e-06
1996,1.1209993822092201e-08,4.986845649312954e-06
1997,2.0618046159270875e-08,5.117111196994983e-06
1998,1.6688451509594415e-08,4.203106023226155e-06
1999,2.0565904534919355e-08,5.306003387772762e-06
2000,1.5904913164277446e-08,5.614876432247229e-06
2001,1.7962968529294798e-08,4.266862227098045e-06
2002,1.7086764003693133e-08,5.188680795242817e-06
2003,2.6668306507549033e-08,6.889590316916383e-06
2004,2.2464435645019876e-08,5.719621242405992e-06
2005,2.2068373795036678e-08,6.306150311274905e-06
2006,9.471147199846541e-09,6.0207667544887045e-06
2007,1.7975157362570826e-08,4.837314484973376e-06
2008,2.0861454952392222e-08,5.388215569723798e-06
2009,2.4794601927169424e-08,5.086230729034469e-06
2010,1.3698999989930627e-08,4.4361140965065715e-06
2011,1.9502257586623273e-08,4.23696073426072e-06
2012,2.008509092377153e-08,3.6592311971617164e-06
2013,1.2551062911203559e-08,3.26132379768751e-06
2014,1.992209548717927e-08,2.6751909771860483e-06
2015,1.8175918020668647e-08,3.1679294920650136e-06
2016,1.802065902056782e-08,2.5926964042355394e-06
2017,1.9873329037967125e-08,2.75459447607318e-06
2018,1.9361000358486535e-08,3.213151543945969e-06
2019,1.8877309826415e-08,1.7027842744710142e-06
