year,en_ADP otage_NOUN,en_ADP cottage_NOUN
1800,4.307505321321514e-07,0.0
1801,7.095924274835852e-07,0.0
1802,8.817090133561578e-07,0.0
1803,8.737519578971842e-07,0.0
1804,2.84262853256223e-07,0.0
1805,6.481761261056818e-07,0.0
1806,3.8326200524352316e-07,0.0
1807,7.088918323461257e-07,0.0
1808,6.684918503196968e-07,0.0
1809,7.002994379945449e-07,0.0
1810,4.001616673576791e-07,0.0
1811,9.928023700922495e-07,0.0
1812,5.387760779740347e-07,0.0
1813,8.368407975467562e-07,0.0
1814,9.628831776353763e-07,0.0
1815,6.230586677702377e-07,0.0
1816,4.519327490015712e-07,0.0
1817,8.251429335359717e-07,0.0
1818,1.0228370683762478e-06,0.0
1819,1.4108480854702066e-06,0.0
1820,1.0169574125029612e-06,0.0
1821,8.618940796623065e-07,0.0
1822,1.0396563538961345e-06,0.0
1823,9.675150067778304e-07,0.0
1824,1.312851509283064e-06,0.0
1825,1.3349051641853293e-06,0.0
1826,1.5986491916919476e-06,0.0
1827,8.784061265032506e-07,0.0
1828,1.0548146747169085e-06,0.0
1829,9.241883844879339e-07,0.0
1830,6.324722789941006e-07,0.0
1831,7.374640631496732e-07,0.0
1832,5.114328587296768e-07,0.0
1833,7.471440426343179e-07,0.0
1834,6.506168119813083e-07,0.0
1835,9.400918088431354e-07,0.0
1836,1.000047632260248e-06,0.0
1837,9.36532103423815e-07,0.0
1838,1.1374515906936722e-06,0.0
1839,1.1046530516978237e-06,0.0
1840,1.1261610097790253e-06,0.0
1841,8.834674645186169e-07,0.0
1842,7.647421966794354e-07,0.0
1843,8.122002554955543e-07,5.906911071384968e-10
1844,9.594004950486124e-07,4.390849017710252e-09
1845,8.057849072429235e-07,0.0
1846,8.289973720820853e-07,0.0
1847,9.35724301598384e-07,0.0
1848,6.959116944926791e-07,0.0
1849,5.815314239043801e-07,0.0
1850,7.332115501412773e-07,0.0
1851,6.178562443892588e-07,1.2898877521649865e-09
1852,6.881646754663961e-07,0.0
1853,6.198865207807103e-07,0.0
1854,6.847885742899962e-07,0.0
1855,7.594226758556033e-07,0.0
1856,6.031425527908141e-07,0.0
1857,6.575392603735963e-07,1.9526036343364694e-09
1858,7.922861300357908e-07,1.9574704079872163e-09
1859,7.017014809207467e-07,0.0
1860,8.307588927891629e-07,4.577183909670879e-10
1861,5.838363108523481e-07,0.0
1862,6.528489961965533e-07,1.8071945051545413e-09
1863,6.577915883099195e-07,5.9935452156878455e-09
1864,4.5166336803958984e-07,9.589455896019672e-10
1865,5.229304065323959e-07,4.706844358715045e-10
1866,4.422842039275565e-07,9.731225825149181e-10
1867,4.498556336329784e-07,0.0
1868,4.361908736427722e-07,0.0
1869,4.2974969005626917e-07,0.0
1870,4.5585687757920823e-07,0.0
1871,3.6430637351259065e-07,0.0
1872,4.813682039639389e-07,9.071008832961525e-09
1873,3.4419525718476507e-07,3.591602570907071e-09
1874,3.7580292655547964e-07,1.7923826867161097e-09
1875,3.4271948834430077e-07,2.2886108563824337e-09
1876,3.6215629961589e-07,0.0
1877,3.914988440101297e-07,0.0
1878,3.683844056467933e-07,0.0
1879,4.2276531075913226e-07,0.0
1880,3.4720548569566745e-07,0.0
1881,4.030109437280771e-07,0.0
1882,3.5606311143965286e-07,0.0
1883,2.818425173245487e-07,7.58320695126713e-09
1884,3.4724925512819027e-07,6.601696966868076e-10
1885,3.893163977863878e-07,0.0
1886,3.93661309772142e-07,0.0
1887,2.546280484239105e-07,1.9586774424595887e-09
1888,2.980088993354002e-07,0.0
1889,3.6964306104891875e-07,0.0
1890,2.418568669781962e-07,1.9663159989136147e-09
1891,2.8301536758590373e-07,0.0
1892,2.952469344563724e-07,0.0
1893,3.036099371911405e-07,0.0
1894,2.835692782809929e-07,2.520615716150587e-09
1895,2.708376598548057e-07,4.814891596538473e-09
1896,3.314130196940823e-07,1.179405795248556e-09
1897,2.1092702695568732e-07,0.0
