year,en_ADP anneau_NOUN,en_ADP canots_NOUN
1851,8.384270699934859e-08,4.6435957301582675e-08
1852,1.790400006029813e-07,3.906327350478023e-08
1853,1.2421618578173366e-07,3.941475057445132e-08
1854,8.676759932768618e-08,2.4419623656513068e-08
1855,1.2736649068756378e-07,1.6451505047143655e-08
1856,9.06008139622827e-08,3.4169449492083004e-08
1857,1.4302821682576905e-07,1.8549734193129552e-08
1858,1.6149131454312737e-07,6.8511463169329545e-09
1859,1.0235268632641237e-07,2.4442432078330967e-08
1860,1.3640007523463282e-07,2.334363813361051e-08
1861,9.90352404528494e-08,4.1500481273715195e-08
1862,1.1340145533722534e-07,3.298130124562704e-08
1863,8.341017121438199e-08,2.597202808374277e-08
1864,1.0212770717998865e-07,2.5412058235474433e-08
1865,9.743168050135864e-08,1.6003271596787272e-08
1866,1.0850316556343387e-07,4.2330832172865485e-08
1867,1.674220015956962e-07,1.8925964795357686e-08
1868,1.5560603117137362e-07,1.6301584082611953e-08
1869,1.8557372527538973e-07,2.9789466893248573e-08
1870,2.0527895117083972e-07,3.096386436141074e-08
1871,2.1242354364403582e-07,3.186353225714811e-08
1872,1.445314126158337e-07,3.4469834986339265e-08
1873,1.1373408170811672e-07,1.0774807712721213e-08
1874,1.7087381820601877e-07,1.8521287614703397e-08
1875,1.1843561509294886e-07,3.089624556196213e-08
1876,1.8440344717873813e-07,2.3579458385825092e-08
1877,1.4472469445081515e-07,1.3111809948895825e-07
1878,1.5278894238690555e-07,2.1740719446938783e-08
1879,1.2646303559904482e-07,3.176849006081284e-08
1880,1.1680479872211436e-07,2.5671385017744797e-08
1881,1.624594290206005e-07,2.1614773970668466e-08
1882,1.6239140165907884e-07,1.9966154951589488e-08
1883,1.301783782992061e-07,2.0853818227806187e-08
1884,2.5152465354949527e-07,6.271611852071146e-08
1885,2.4557871824981703e-07,3.0939052209078e-08
1886,2.2651657616279408e-07,4.904632433522238e-08
1887,4.028346438644803e-07,3.982643903555072e-08
1888,1.826097104640212e-07,2.7264643875923866e-08
1889,2.8631674808821117e-07,2.944614330147033e-08
1890,1.389529984408e-07,2.4906668727453507e-08
1891,2.339338749379749e-07,2.4859458491732767e-08
1892,1.567128151691577e-07,2.1312942521944933e-08
1893,2.5680597559585294e-07,2.6481190573690583e-08
1894,2.0290956115331937e-07,2.835692747282792e-08
1895,2.997269916704681e-07,2.9491211250842753e-08
1896,2.1229304536518612e-07,2.6536630670648265e-08
1897,3.9912987404022715e-07,2.2724183423861177e-08
1898,3.870314628784399e-07,2.2067583316243145e-08
1899,2.8964510079276806e-07,3.592926134388108e-08
1900,2.808359624850709e-07,2.5436159845071415e-08
1901,3.2582349263066135e-07,2.6825947685438223e-08
1902,3.987150591910904e-07,1.3748794991386148e-08
1903,3.42913978101933e-07,4.050165358648883e-08
1904,3.9503495941062283e-07,3.547252447333449e-08
1905,3.313207344035618e-07,1.2385822145688508e-08
1906,2.1194040300542838e-07,3.240836221607424e-08
1907,1.7177096367504419e-07,3.034277540336916e-08
1908,1.841770966848344e-07,2.9468335327464956e-08
1909,2.1068767352971918e-07,4.1257376182102234e-08
1910,2.287296467784472e-07,2.1911017000775246e-08
1911,2.122829272366289e-07,1.8089272302290738e-08
1912,2.2348416450768127e-07,1.927485904218429e-08
1913,2.720433656122623e-07,1.9090762748419365e-08
1914,2.417524456177489e-07,2.1429579888376793e-08
1915,2.438617627831263e-07,5.0657277483878715e-08
1916,2.966614829347236e-07,1.4283700444650549e-08
1917,2.7635388732960564e-07,2.7416060532914344e-08
1918,2.1709250574986072e-07,1.9526840588923733e-08
1919,1.7955304087990953e-07,2.8544329566670967e-08
1920,1.976352450583363e-07,1.590168707821249e-08
1921,2.597452350983076e-07,3.332008802203745e-08
1922,2.3240497171173047e-07,3.24629176873259e-08
1923,2.1019577900460718e-07,2.653987074552333e-08
1924,2.3720589581444074e-07,3.2229060309418855e-08
1925,1.6937194402544264e-07,2.0896537833436923e-08
1926,1.6942129832386854e-07,2.452150482668003e-08
1927,1.4493991784547688e-07,2.0068604555945058e-08
1928,3.0850310395180713e-07,2.170947865920425e-08
1929,2.0721155635783362e-07,1.7824650200282122e-08
1930,2.8464765478020126e-07,2.3107928015519974e-08
1931,2.7829071314044995e-07,4.219981875053236e-08
1932,2.498774449577468e-07,1.3151444377967891e-08
1933,2.959430958071607e-07,4.01473165823063e-08
1934,2.564058263487823e-07,3.4746584276490466e-08
1935,2.7646737521536124e-07,4.188899538348778e-08
1936,2.5098159994740854e-07,1.2124714565686645e-08
1937,1.9264410866526305e-07,3.399602022113868e-08
1938,2.8134516583122604e-07,2.3337385357535823e-08
1939,1.8964622938710818e-07,2.2941076593951948e-08
1940,3.1950864354257646e-07,7.60734906180005e-08
1941,5.106099365548289e-07,5.60785480274717e-08
1942,3.2769486324468744e-07,7.282108072104165e-08
1943,3.7161410659791727e-07,1.4516175816936538e-08
1944,2.1207029021752533e-07,2.5705489292704442e-08
1945,2.461709698309278e-07,3.485606470121638e-08
1946,2.867747355139727e-07,2.9234318077442367e-08
1947,1.8358140607688256e-07,2.3841742802233057e-08
1948,3.805160702086141e-07,3.044128504825494e-08
1949,3.4065018894580135e-07,1.9634017078828947e-08
1950,2.935359759703715e-07,1.1698897850465073e-08
1951,3.123790577319596e-07,1.8124383771578323e-08
1952,8.499112027493538e-07,1.5817205323287453e-08
1953,3.630779872310086e-07,2.5857186614075545e-08
1954,3.3910700381056813e-07,2.443134050622575e-08
1955,2.2900883323018206e-07,2.5341140741375057e-08
1956,3.5582257851274335e-07,1.3081712602058815e-08
1957,3.5516850971362146e-07,1.5903067307476704e-08
1958,4.376016704554786e-07,1.9853384713997002e-08
1959,4.58844283457438e-07,1.5501495198577686e-08
1960,4.117895855415554e-07,2.629916728835724e-08
1961,3.77979858967592e-07,1.389631876236308e-08
1962,3.126584431356605e-07,1.3952304200870458e-08
1963,2.7998009954899317e-07,8.405868889838075e-09
1964,2.464007309299632e-07,1.7035111099517053e-08
1965,3.529467846874468e-07,9.302473458205895e-09
1966,4.1044543763746333e-07,2.1048483844765542e-08
1967,3.1209023632072785e-07,1.5777073869571723e-08
1968,2.7307808636578557e-07,1.9313088017725022e-08
1969,3.974037952048093e-07,1.9075383050903838e-08
1970,3.200712512807513e-07,2.8052221878738237e-08
1971,2.88777926016337e-07,1.0790635052160269e-08
1972,3.124259535525198e-07,1.7442499000708267e-08
1973,2.502994504993694e-07,1.3783009400469837e-08
1974,4.472329351301596e-07,1.912694358452427e-08
1975,2.530185838622856e-07,1.0851811893530794e-08
1976,2.7196387009098544e-07,1.9425991482080462e-08
1977,2.7855946882482385e-07,8.22749424145286e-09
1978,1.9663357875288057e-07,2.4950484345254154e-08
1979,2.5104966994149436e-07,3.160065631391262e-08
1980,2.3763929846154497e-07,1.591842213599648e-08
1981,2.8338462243482354e-07,1.644642821929665e-08
1982,2.4457560243718035e-07,1.5518756057986138e-08
1983,2.8734689294651616e-07,3.031351525351056e-08
1984,2.2732113791334996e-07,2.2616132966390978e-08
1985,2.33403653737696e-07,1.3835783185811579e-08
1986,3.171082880726317e-07,1.978180286243969e-08
1987,3.0370759418474336e-07,1.4665960890170027e-08
1988,2.4585870050941594e-07,2.398621568033832e-08
1989,2.2665945209610072e-07,1.7561990972581043e-08
1990,2.479136185229436e-07,1.2531897297662908e-08
1991,1.9518678584518057e-07,1.2895223555631219e-08
1992,2.314176583695371e-07,2.3692759754112558e-08
1993,1.7337718816179404e-07,1.3848018731721368e-08
1994,1.6510520595147682e-07,1.4242301560329906e-08
1995,2.2394722520857613e-07,1.572510655023507e-08
1996,1.644132368028295e-07,2.2419987644184403e-08
1997,9.158248559515414e-08,1.3905194329311144e-08
1998,1.7403671392912656e-07,7.152193948201102e-09
1999,1.1014184764235324e-07,1.0054442611817649e-08
2000,1.1575242808703479e-07,1.678851901942835e-08
2001,1.6298108107548614e-07,1.0514908055370142e-08
2002,1.8182069538852375e-07,1.5334276071143904e-08
2003,1.4792576052968798e-07,2.7501691590714472e-08
2004,1.5240577511121955e-07,1.6738207264666016e-08
2005,1.3376136109854997e-07,1.3961623857028371e-08
2006,1.2230132995227905e-07,9.471146533712727e-09
2007,1.1583990300323421e-07,6.7906151812735516e-09
2008,1.4773316081573284e-07,1.1069342775726909e-08
2009,1.1205252548052158e-07,1.3827758493789588e-08
2010,1.0297868868747173e-07,1.2281861749841028e-08
2011,1.2313189756696374e-07,1.7207874236646603e-08
2012,1.7327646162357269e-07,1.2255309655984092e-08
2013,1.0570784070296213e-07,1.2551062411603198e-08
2014,8.70508998218611e-08,8.87832563023494e-09
2015,1.0595230293120039e-07,8.422986752520956e-09
2016,9.96314568624257e-08,1.3670844012381167e-08
2017,7.496521448047133e-08,1.1571811953103861e-08
2018,7.486253394972664e-08,1.1358453733123497e-08
2019,7.321335004917273e-08,1.020395146156261e-08
